"주택유형(1)","지역(1)",2013. 01,2013. 02,2013. 03,2013. 04,2013. 05,2013. 06,2013. 07,2013. 08,2013. 09,2013. 10,2013. 11,2013. 12,2014. 01,2014. 02,2014. 03,2014. 04,2014. 05,2014. 06,2014. 07,2014. 08,2014. 09,2014. 10,2014. 11,2014. 12,2015. 01,2015. 02,2015. 03,2015. 04,2015. 05,2015. 06,2015. 07,2015. 08,2015. 09,2015. 10,2015. 11,2015. 12,2016. 01,2016. 02,2016. 03,2016. 04,2016. 05,2016. 06,2016. 07,2016. 08,2016. 09,2016. 10,2016. 11,2016. 12,2017. 01,2017. 02,2017. 03,2017. 04,2017. 05,2017. 06,2017. 07,2017. 08,2017. 09,2017. 10,2017. 11,2017. 12,2018. 01,2018. 02,2018. 03,2018. 04,2018. 05,2018. 06,2018. 07,2018. 08,2018. 09,2018. 10,2018. 11,2018. 12,2019. 01,2019. 02,2019. 03,2019. 04,2019. 05,2019. 06,2019. 07,2019. 08,2019. 09,2019. 10,2019. 11,2019. 12
"아파트","서울",75.1,75.6,76.1,76.4,76.5,76.6,77.1,78.0,79.0,80.2,81.0,81.6,82.6,83.3,83.9,84.1,84.1,84.1,84.2,84.4,84.8,85.3,85.6,85.9,86.2,86.8,87.6,88.7,89.5,90.3,91.0,91.7,92.6,93.5,94.5,95.2,95.5,95.7,95.9,96.0,96.2,96.5,96.8,97.0,97.1,97.4,97.7,97.9,97.9,98.0,98.1,98.3,98.6,99.0,99.2,99.5,99.6,99.8,100.0,100.2,100.5,100.7,100.5,100.1,99.7,99.5,99.5,99.8,100.2,100.4,100.4,100.2,99.7,99.0,98.4,98.0,97.9,97.8,97.9,98.0,98.2,98.5,98.9,99.5
