,BJD_CODE,KAPT_NAME,KAPT_CODE,BJD_NAME
,2920010800,소촌동대성베르힐,A50671702,광주광역시 광산구 소촌동
,2920010100,송정신한화아파트,A50672201,광주광역시 광산구 송정동
,2920012300,신안실크밸리,A50672701,광주광역시 광산구 장덕동
,2920012300,수완피오레1단지,A50672702,광주광역시 광산구 장덕동
,2920012300,고실마을 휴먼시아8단지,A50672703,광주광역시 광산구 장덕동
,2920012300,신완마을휴먼시아6단지,A50672704,광주광역시 광산구 장덕동
,2920012300,신완마을휴먼시아7단지,A50672705,광주광역시 광산구 장덕동
,2920012300,수완대방노블랜드5차,A50672706,광주광역시 광산구 장덕동
,2920012300,성덕마을 대방노블랜드3차,A50672707,광주광역시 광산구 장덕동
,2920012300,수완2차호반베르디움,A50672708,광주광역시 광산구 장덕동
,2920012300,수완골드클래스아파트 ,A50672709,광주광역시 광산구 장덕동
,2920012300,수완세영리첼,A50672710,광주광역시 광산구 장덕동
,2920012500,하남3차부영아파트,A50673401,광주광역시 광산구 하남동
,2920011800,신창3차호반베르디움,A50674301,광주광역시 광산구 신창동
,2920011800,신창부영2차,A50674302,광주광역시 광산구 신창동
,2920011900,신창사랑으로부영7차,A50674303,광주광역시 광산구 신가동
,2920011800,신창부영1차,A50674304,광주광역시 광산구 신창동
,2920011800,신창도시공사국민임대,A50674305,광주광역시 광산구 신창동
,2920010900,하남주공1단지,A50675212,광주광역시 광산구 우산동
,2920011200,비아호반,A50676002,광주광역시 광산구 비아동
,2920010800,소촌라인1차,A50676116,광주광역시 광산구 소촌동
,2920011500,라인1차,A50677124,광주광역시 광산구 월계동
,2920012800,한성2차,A50677502,광주광역시 광산구 월곡동
,2920012800,영천마을주공10단지,A50677602,광주광역시 광산구 월곡동
,2920012800,영천마을주공9단지,A50677603,광주광역시 광산구 월곡동
,2920012800,월곡부영아파트,A50677604,광주광역시 광산구 월곡동
,2920012000,운남주공7단지,A50678109,광주광역시 광산구 운남동
,2920010400,신촌대주파크빌,A50679304,광주광역시 광산구 신촌동
,2920010400,신촌명지,A50679305,광주광역시 광산구 신촌동
,2920011800,신창모아미래도,A50679306,광주광역시 광산구 신창동
,2920010800,모아드림타운1차,A50679715,광주광역시 광산구 소촌동
,2920010200,도산금강2차,A50679904,광주광역시 광산구 도산동
,2920010200,대덕1차,A50679905,광주광역시 광산구 도산동
,2920010200,도산대주1차파크빌,A50680008,광주광역시 광산구 도산동
,2920010200,도산1차호반,A50680009,광주광역시 광산구 도산동
,2920010200,도산동대주2차파크빌,A50680103,광주광역시 광산구 도산동
,2920010200,카이스트빌1차,A50680110,광주광역시 광산구 도산동
,2920010800,대화아파트,A50680201,광주광역시 광산구 소촌동
,2920010800,온세계아파트(소촌동),A50680204,광주광역시 광산구 소촌동
,2920010800,금호훼미리,A50680205,광주광역시 광산구 소촌동
,2920010800,소촌 성화파인빌,A50680206,광주광역시 광산구 소촌동
,2920010800,대덕6차 무지개,A50680209,광주광역시 광산구 소촌동
,2920010800,EG스위트밸리3차,A50680211,광주광역시 광산구 소촌동
,2920010800,소촌라인2차,A50680213,광주광역시 광산구 소촌동
,2920010800,서라2차,A50680303,광주광역시 광산구 소촌동
,2920010800,송광파크맨션,A50680307,광주광역시 광산구 소촌동
,2920010400,신촌동중도다이아빌,A50681001,광주광역시 광산구 신촌동
,2920010900,우산대덕2차,A50681301,광주광역시 광산구 우산동
,2920010900,어등하이빌,A50681505,광주광역시 광산구 우산동
,2920010900,하남주공2단지,A50681508,광주광역시 광산구 우산동
,2920012000,남양아파트,A50681601,광주광역시 광산구 운남동
,2920012000,운남삼성,A50681610,광주광역시 광산구 운남동
,2920012000,운남주공5단지,A50681705,광주광역시 광산구 운남동
,2920012000,운남주공1단지,A50681802,광주광역시 광산구 운남동
,2920012000,운남주공2단지,A50681803,광주광역시 광산구 운남동
,2920012000,운남주공3단지,A50681804,광주광역시 광산구 운남동
,2920012000,운남주공4단지,A50681808,광주광역시 광산구 운남동
,2920011500,첨단대우아파트,A50681921,광주광역시 광산구 월계동
,2920011500,라인5차,A50682013,광주광역시 광산구 월계동
,2920011500,선경아파트,A50682019,광주광역시 광산구 월계동
,2920011500,금호아파트,A50682020,광주광역시 광산구 월계동
,2920011500,첨단모아아파트,A50682104,광주광역시 광산구 월계동
,2920011500,벽산아파트,A50682105,광주광역시 광산구 월계동
,2920011500,금광아파트,A50682110,광주광역시 광산구 월계동
,2920011500,첨단동부아파트,A50682118,광주광역시 광산구 월계동
,2920011500,호반2차,A50682222,광주광역시 광산구 월계동
,2920011500,첨단호반1차,A50682309,광주광역시 광산구 월계동
,2920011500,첨단서라아파트,A50682311,광주광역시 광산구 월계동
,2920011500,첨단남양파크,A50682317,광주광역시 광산구 월계동
,2920011500,첨단두산1차,A50682323,광주광역시 광산구 월계동
,2920012800,광주한성1차아파트,A50682501,광주광역시 광산구 월곡동
,2920011900,호반리젠시빌2차,A50690101,광주광역시 광산구 신가동
,2920011900,신가1차호반리젠시빌,A50690104,광주광역시 광산구 신가동
,4687025028,옥당마을,A51380004,전라남도 영광군 영광읍 단주리
,4687025036,근형퍼스트빌,A51380005,전라남도 영광군 영광읍 녹사리
,4687025036,영진근로복지,A51380006,전라남도 영광군 영광읍 녹사리
,4687025024,영광도동휴먼시아,A51380007,전라남도 영광군 영광읍 도동리
,4687025036,모두원웰리스,A51380008,전라남도 영광군 영광읍 녹사리
,4687025023,영광장산,A51380301,전라남도 영광군 영광읍 남천리
,4687025036,영광국제,A51380402,전라남도 영광군 영광읍 녹사리
,4687025036,녹사주공,A51380404,전라남도 영광군 영광읍 녹사리
,4687025036,영광대성스카이3차,A51380505,전라남도 영광군 영광읍 녹사리
,4687025028,사직스카이 아파트,A51380506,전라남도 영광군 영광읍 단주리
0,4687037022,영광법성성산아파트,A51387301,전라남도 영광군 법성면 법성리
,4687025621,영광한전기공사택,A51388101,전라남도 영광군 홍농읍 상하리
,4687025621,해주,A51388401,전라남도 영광군 홍농읍 상하리
0,4688035021,금광아파트,A51575101,전라남도 장성군 삼계면 사창리
0,4688025024,영천주공아파트,A51580001,전라남도 장성군 장성읍 영천리
1,4688025024,영천휴먼시아2단지,A51580002,전라남도 장성군 장성읍 영천리
4,4688025024,지아이장성나빌래,A51580003,전라남도 장성군 장성읍 영천리
,4671025025,담양백동주공,A51780001,전라남도 담양군 담양읍 백동리
,4671025025,청전아파트,A51780601,전라남도 담양군 담양읍 백동리
,4679025030,유창3차아파트관리소,A51975101,전라남도 화순군 화순읍 광덕리
,4679025021,공간아파트,A51975106,전라남도 화순군 화순읍 교리
,4679025030,화순파랑새가족부영2차,A51975108,전라남도 화순군 화순읍 광덕리
,4679025023,금호아파트,A51975109,전라남도 화순군 화순읍 만연리
,4679025023,화순부영1차아파트,A51975110,전라남도 화순군 화순읍 만연리
,4679025024,화순부영6차,A51975111,전라남도 화순군 화순읍 신기리
,4679025023,화순부영3차아파트,A51975112,전라남도 화순군 화순읍 만연리
,4679025028,화순청전아파트,A51975113,전라남도 화순군 화순읍 일심리
,4679025033,대광로제비앙2차,A51975114,전라남도 화순군 화순읍 대리
,4679025023,화순부영5차,A51975115,전라남도 화순군 화순읍 만연리
,4679025033,대광로제비앙,A51975116,전라남도 화순군 화순읍 대리
,4679025021,서라2차,A51975117,전라남도 화순군 화순읍 교리
,4679025033,대성베르힐,A51975118,전라남도 화순군 화순읍 대리
,4679025033,흥용한고을,A51975119,전라남도 화순군 화순읍 대리
,4679025033,화순한국아델리움,A51975120,전라남도 화순군 화순읍 대리
,4679025035,화순서라3차아파트,A51980107,전라남도 화순군 화순읍 벽라리
,4679025037,화순오성2차그린맨션,A51980205,전라남도 화순군 화순읍 계소리
,4679025030,미륭타운,A51980304,전라남도 화순군 화순읍 광덕리
,4679025023,유창2차,A51980602,전라남도 화순군 화순읍 만연리
,4679025028,서라4차,A51980910,전라남도 화순군 화순읍 일심리
,4617011000,금계 우영타워,A52002001,전라남도 나주시 금계동
,4617012100,나주 삼성아파트,A52009001,전라남도 나주시 죽림동
,4617010200,송월주공아파트,A52013002,전라남도 나주시 송월동
,4617011600,나주성북현대아파트,A52018001,전라남도 나주시 대호동
,4617011600,나주대방노블랜드,A52018002,전라남도 나주시 대호동
,4617012400,나주용산주공1,A52025003,전라남도 나주시 용산동
,4617010200,나주송월부영2차,A52070101,전라남도 나주시 송월동
,4617025025,팔마코이스,A52071001,전라남도 나주시 남평읍 교원리
,4617025023,남평유성그린,A52071002,전라남도 나주시 남평읍 동사리
,4617013400,빛가람LH4단지,A52071501,전라남도 나주시 빛가람동
,4617039027,빛가람LH2단지,A52071503,전라남도 나주시 금천면 동악리
,4617010400,나주1차부영아파트,A52075101,전라남도 나주시 삼영동
,4617012400,나주용산주공2차,A52075402,전라남도 나주시 용산동
,4617011400,성북주공아파트,A52075502,전라남도 나주시 성북동
,4617011600,호반1차,A52075601,전라남도 나주시 대호동
,4617011600,호반2차리젠시빌,A52075602,전라남도 나주시 대호동
,4617013400,빛가람엘에이치3단지,A52082101,전라남도 나주시 빛가람동
,4686025023,함평주공,A52580301,전라남도 함평군 함평읍 내교리
,4683025329,현대삼호2차사원아파트,A52670104,전라남도 영암군 삼호읍 용당리
,4683025326,삼호퀸스빌1차,A52670302,전라남도 영암군 삼호읍 용앙리
,4683025326,삼호퀸스빌2차,A52670303,전라남도 영암군 삼호읍 용앙리
,4683025326,용앙휴먼시아,A52670304,전라남도 영암군 삼호읍 용앙리
,4683025329,현대삼호3차사원아파트,A52670305,전라남도 영암군 삼호읍 용당리
,4683025329,현대삼호1차사원아파트,A52670306,전라남도 영암군 삼호읍 용당리
,4683025329,현대삼호4차사원아파트,A52670307,전라남도 영암군 삼호읍 용당리
,4683025326,용앙2휴먼시아,A52670308,전라남도 영암군 삼호읍 용앙리
,4683025329,삼호희망가,A52670309,전라남도 영암군 삼호읍 용당리
,4683025326,영암삼호렉시안,A52670310,전라남도 영암군 삼호읍 용앙리
,4683025022,영암무등파크맨션,A52680201,전라남도 영암군 영암읍 교동리
,4683025326,한양파크빌1차,A52689701,전라남도 영암군 삼호읍 용앙리
,4683025326,삼호종원,A52689702,전라남도 영암군 삼호읍 용앙리
,4683025326,대불금호아파트,A52689703,전라남도 영암군 삼호읍 용앙리
,4681031022,강진중흥S클래스빌,A52780001,전라남도 강진군 군동면 호계리
,4681025023,건우2차,A52780002,전라남도 강진군 강진읍 서성리
,4681025026,ES아뜨리움,A52780003,전라남도 강진군 강진읍 평동리
,4680025037,장흥솔뫼타운,A52980001,전라남도 장흥군 장흥읍 건산리
,4680025037,장흥건산2휴먼시아,A52980002,전라남도 장흥군 장흥읍 건산리
,4680025037,장흥 건산 주공아파트,A52980201,전라남도 장흥군 장흥읍 건산리
,4611014500,송광비치타운,A53008001,전라남도 목포시 해안동4가
,4611016300,근화희망타운3차,A53028001,전라남도 목포시 대양동
,4611010700,남교트윈스타,A53031001,전라남도 목포시 남교동
,4611010500,유달파크,A53033001,전라남도 목포시 양동
,4611010200,근화그린,A53035001,전라남도 목포시 산정동
,4611010200,근화2차아파트,A53035004,전라남도 목포시 산정동
,4611010200,동백,A53035005,전라남도 목포시 산정동
,4611010200,근화황제,A53035006,전라남도 목포시 산정동
,4611010200,삼학타운,A53035007,전라남도 목포시 산정동
,4611010200,삼성아파트,A53035010,전라남도 목포시 산정동
,4611010200,신안비치1-1,A53035011,전라남도 목포시 산정동
,4611010200,라인아파트,A53035013,전라남도 목포시 산정동
