월(Monthly),LEVEL1,LEVEL2,LEVEL3,값,증감,증감율,구성비,누계,누계구성비
2008-02,연면적별,용도별,기타,575374,575374,575374,0,0,0
2008-03,동수별,합계,합계,16651,16651,16651,0,0,0
2008-03,동수별,구조별,철근및철골조,14345,14345,14345,0,0,0
2008-03,동수별,구조별,조적조,1582,1582,1582,0,0,0
2008-03,동수별,구조별,목조,626,626,626,0,0,0
2008-03,동수별,구조별,기타,98,98,98,0,0,0
2008-03,동수별,용도별,주거용,6056,6056,6056,0,0,0
2008-03,동수별,용도별,상업용,4675,4675,4675,0,0,0
2008-03,동수별,용도별,공업용,2165,2165,2165,0,0,0
2008-03,동수별,용도별,교육및사회,610,610,610,0,0,0
2008-03,동수별,용도별,기타,3145,3145,3145,0,0,0
2008-03,연면적별,합계,합계,6615913,6615913,6615913,0,0,0
2008-03,연면적별,구조별,철근및철골조,6423508,6423508,6423508,0,0,0
2008-03,연면적별,구조별,조적조,130026,130026,130026,0,0,0
2008-03,연면적별,구조별,목조,56364,56364,56364,0,0,0
2008-03,연면적별,구조별,기타,6015,6015,6015,0,0,0
2008-03,연면적별,용도별,주거용,1240043,1240043,1240043,0,0,0
2008-03,연면적별,용도별,상업용,1948182,1948182,1948182,0,0,0
2008-03,연면적별,용도별,공업용,1569247,1569247,1569247,0,0,0
2008-03,연면적별,용도별,교육및사회,789809,789809,789809,0,0,0
2008-03,연면적별,용도별,기타,1068632,1068632,1068632,0,0,0
2008-04,동수별,합계,합계,19351,19351,19351,0,0,0
2008-04,동수별,구조별,철근및철골조,16407,16407,16407,0,0,0
2008-04,동수별,구조별,조적조,2094,2094,2094,0,0,0
2008-04,동수별,구조별,목조,773,773,773,0,0,0
2008-04,동수별,구조별,기타,77,77,77,0,0,0
2008-04,동수별,용도별,주거용,7537,7537,7537,0,0,0
2008-04,동수별,용도별,상업용,5284,5284,5284,0,0,0
2008-04,동수별,용도별,공업용,2251,2251,2251,0,0,0
2008-04,동수별,용도별,교육및사회,719,719,719,0,0,0
2008-04,동수별,용도별,기타,3560,3560,3560,0,0,0
2008-04,연면적별,합계,합계,7093177,7093177,7093177,0,0,0
2008-04,연면적별,구조별,철근및철골조,6851017,6851017,6851017,0,0,0
2008-04,연면적별,구조별,조적조,169827,169827,169827,0,0,0
2008-04,연면적별,구조별,목조,66428,66428,66428,0,0,0
2008-04,연면적별,구조별,기타,5905,5905,5905,0,0,0
2008-04,연면적별,용도별,주거용,1569782,1569782,1569782,0,0,0
2008-04,연면적별,용도별,상업용,2119799,2119799,2119799,0,0,0
2008-04,연면적별,용도별,공업용,1849016,1849016,1849016,0,0,0
2008-04,연면적별,용도별,교육및사회,571533,571533,571533,0,0,0
2008-04,연면적별,용도별,기타,983047,983047,983047,0,0,0
2008-05,동수별,합계,합계,18900,18900,18900,0,0,0
2008-05,동수별,구조별,철근및철골조,16228,16228,16228,0,0,0
2008-05,동수별,구조별,조적조,1825,1825,1825,0,0,0
2008-05,동수별,구조별,목조,791,791,791,0,0,0
2008-05,동수별,구조별,기타,56,56,56,0,0,0
2008-05,동수별,용도별,주거용,6908,6908,6908,0,0,0
2008-05,동수별,용도별,상업용,5620,5620,5620,0,0,0
2008-05,동수별,용도별,공업용,2188,2188,2188,0,0,0
2008-05,동수별,용도별,교육및사회,806,806,806,0,0,0
2008-05,동수별,용도별,기타,3378,3378,3378,0,0,0
2008-05,연면적별,합계,합계,8349251,8349251,8349251,0,0,0
2008-05,연면적별,구조별,철근및철골조,8114099,8114099,8114099,0,0,0
2008-05,연면적별,구조별,조적조,163804,163804,163804,0,0,0
2008-05,연면적별,구조별,목조,67950,67950,67950,0,0,0
2008-05,연면적별,구조별,기타,3398,3398,3398,0,0,0
2008-05,연면적별,용도별,주거용,1548865,1548865,1548865,0,0,0
2008-05,연면적별,용도별,상업용,3372606,3372606,3372606,0,0,0
2008-05,연면적별,용도별,공업용,1588447,1588447,1588447,0,0,0
2008-05,연면적별,용도별,교육및사회,893370,893370,893370,0,0,0
2008-05,연면적별,용도별,기타,945963,945963,945963,0,0,0
2008-06,동수별,합계,합계,16340,16340,16340,0,0,0
2008-06,동수별,구조별,철근및철골조,13920,13920,13920,0,0,0
2008-06,동수별,구조별,조적조,1637,1637,1637,0,0,0
2008-06,동수별,구조별,목조,682,682,682,0,0,0
2008-06,동수별,구조별,기타,101,101,101,0,0,0
2008-06,동수별,용도별,주거용,5962,5962,5962,0,0,0
2008-06,동수별,용도별,상업용,4453,4453,4453,0,0,0
2008-06,동수별,용도별,공업용,2001,2001,2001,0,0,0
2008-06,동수별,용도별,교육및사회,706,706,706,0,0,0
2008-06,동수별,용도별,기타,3218,3218,3218,0,0,0
2008-06,연면적별,합계,합계,6383874,6383874,6383874,0,0,0
2008-06,연면적별,구조별,철근및철골조,6193013,6193013,6193013,0,0,0
2008-06,연면적별,구조별,조적조,130194,130194,130194,0,0,0
2008-06,연면적별,구조별,목조,57230,57230,57230,0,0,0
2008-06,연면적별,구조별,기타,3437,3437,3437,0,0,0
2008-06,연면적별,용도별,주거용,1328226,1328226,1328226,0,0,0
2008-06,연면적별,용도별,상업용,2049074,2049074,2049074,0,0,0
2008-06,연면적별,용도별,공업용,1491930,1491930,1491930,0,0,0
2008-06,연면적별,용도별,교육및사회,617470,617470,617470,0,0,0
2008-06,연면적별,용도별,기타,897174,897174,897174,0,0,0
2008-07,동수별,합계,합계,16650,16650,16650,0,0,0
2008-07,동수별,구조별,철근및철골조,14070,14070,14070,0,0,0
2008-07,동수별,구조별,조적조,1750,1750,1750,0,0,0
2008-07,동수별,구조별,목조,793,793,793,0,0,0
2008-07,동수별,구조별,기타,37,37,37,0,0,0
2008-07,동수별,용도별,주거용,6156,6156,6156,0,0,0
2008-07,동수별,용도별,상업용,4602,4602,4602,0,0,0
2008-07,동수별,용도별,공업용,1960,1960,1960,0,0,0
2008-07,동수별,용도별,교육및사회,778,778,778,0,0,0
2008-07,동수별,용도별,기타,3154,3154,3154,0,0,0
2008-07,연면적별,합계,합계,7058185,7058185,7058185,0,0,0
2008-07,연면적별,구조별,철근및철골조,6863112,6863112,6863112,0,0,0
2008-07,연면적별,구조별,조적조,133696,133696,133696,0,0,0
2008-07,연면적별,구조별,목조,57486,57486,57486,0,0,0
2008-07,연면적별,구조별,기타,3891,3891,3891,0,0,0
2008-07,연면적별,용도별,주거용,1320807,1320807,1320807,0,0,0
2008-07,연면적별,용도별,상업용,2268446,2268446,2268446,0,0,0
2008-07,연면적별,용도별,공업용,1724795,1724795,1724795,0,0,0
2008-07,연면적별,용도별,교육및사회,788445,788445,788445,0,0,0
2008-07,연면적별,용도별,기타,955692,955692,955692,0,0,0
2008-08,동수별,합계,합계,13625,13625,13625,0,0,0
2008-08,동수별,구조별,철근및철골조,11608,11608,11608,0,0,0
2008-08,동수별,구조별,조적조,1327,1327,1327,0,0,0
2008-08,동수별,구조별,목조,647,647,647,0,0,0
2008-08,동수별,구조별,기타,43,43,43,0,0,0
2008-08,동수별,용도별,주거용,5106,5106,5106,0,0,0
2008-08,동수별,용도별,상업용,3599,3599,3599,0,0,0
2008-08,동수별,용도별,공업용,1538,1538,1538,0,0,0
2008-08,동수별,용도별,교육및사회,764,764,764,0,0,0
2008-08,동수별,용도별,기타,2618,2618,2618,0,0,0
2008-08,연면적별,합계,합계,5096426,5096426,5096426,0,0,0
2008-08,연면적별,구조별,철근및철골조,4949564,4949564,4949564,0,0,0
2008-08,연면적별,구조별,조적조,96096,96096,96096,0,0,0
2008-08,연면적별,구조별,목조,48268,48268,48268,0,0,0
2008-08,연면적별,구조별,기타,2498,2498,2498,0,0,0
2008-08,연면적별,용도별,주거용,1134701,1134701,1134701,0,0,0
2008-08,연면적별,용도별,상업용,1528232,1528232,1528232,0,0,0
2008-08,연면적별,용도별,공업용,1237350,1237350,1237350,0,0,0
2008-08,연면적별,용도별,교육및사회,515731,515731,515731,0,0,0
2008-08,연면적별,용도별,기타,680412,680412,680412,0,0,0
2008-09,동수별,합계,합계,14723,14723,14723,0,0,0
2008-09,동수별,구조별,철근및철골조,12375,12375,12375,0,0,0
2008-09,동수별,구조별,조적조,1531,1531,1531,0,0,0
2008-09,동수별,구조별,목조,783,783,783,0,0,0
2008-09,동수별,구조별,기타,34,34,34,0,0,0
2008-09,동수별,용도별,주거용,5450,5450,5450,0,0,0
2008-09,동수별,용도별,상업용,4106,4106,4106,0,0,0
2008-09,동수별,용도별,공업용,1556,1556,1556,0,0,0
2008-09,동수별,용도별,교육및사회,783,783,783,0,0,0
2008-09,동수별,용도별,기타,2828,2828,2828,0,0,0
2008-09,연면적별,합계,합계,5507268,5507268,5507268,0,0,0
2008-09,연면적별,구조별,철근및철골조,5339234,5339234,5339234,0,0,0
2008-09,연면적별,구조별,조적조,108325,108325,108325,0,0,0
2008-09,연면적별,구조별,목조,56812,56812,56812,0,0,0
2008-09,연면적별,구조별,기타,2897,2897,2897,0,0,0
2008-09,연면적별,용도별,주거용,1132277,1132277,1132277,0,0,0
2008-09,연면적별,용도별,상업용,2059606,2059606,2059606,0,0,0
2008-09,연면적별,용도별,공업용,1071728,1071728,1071728,0,0,0
2008-09,연면적별,용도별,교육및사회,597593,597593,597593,0,0,0
2008-09,연면적별,용도별,기타,646064,646064,646064,0,0,0
2008-10,동수별,합계,합계,16480,16480,16480,0,0,0
2008-10,동수별,구조별,철근및철골조,13842,13842,13842,0,0,0
2008-10,동수별,구조별,조적조,1811,1811,1811,0,0,0
2008-10,동수별,구조별,목조,797,797,797,0,0,0
2008-10,동수별,구조별,기타,30,30,30,0,0,0
2008-10,동수별,용도별,주거용,5927,5927,5927,0,0,0
2008-10,동수별,용도별,상업용,4447,4447,4447,0,0,0
2008-10,동수별,용도별,공업용,1767,1767,1767,0,0,0
2008-10,동수별,용도별,교육및사회,905,905,905,0,0,0
2008-10,동수별,용도별,기타,3434,3434,3434,0,0,0
2008-10,연면적별,합계,합계,5692660,5692660,5692660,0,0,0
2008-10,연면적별,구조별,철근및철골조,5483245,5483245,5483245,0,0,0
2008-10,연면적별,구조별,조적조,133739,133739,133739,0,0,0
2008-10,연면적별,구조별,목조,73684,73684,73684,0,0,0
2008-10,연면적별,구조별,기타,1992,1992,1992,0,0,0
2008-10,연면적별,용도별,주거용,1238028,1238028,1238028,0,0,0
2008-10,연면적별,용도별,상업용,1656766,1656766,1656766,0,0,0
2008-10,연면적별,용도별,공업용,1323752,1323752,1323752,0,0,0
2008-10,연면적별,용도별,교육및사회,631271,631271,631271,0,0,0
2008-10,연면적별,용도별,기타,842843,842843,842843,0,0,0
2008-11,동수별,합계,합계,13420,13420,13420,0,0,0
2008-11,동수별,구조별,철근및철골조,11298,11298,11298,0,0,0
2008-11,동수별,구조별,조적조,1368,1368,1368,0,0,0
2008-11,동수별,구조별,목조,704,704,704,0,0,0
2008-11,동수별,구조별,기타,50,50,50,0,0,0
2008-11,동수별,용도별,주거용,4397,4397,4397,0,0,0
2008-11,동수별,용도별,상업용,3626,3626,3626,0,0,0
2008-11,동수별,용도별,공업용,1397,1397,1397,0,0,0
2008-11,동수별,용도별,교육및사회,799,799,799,0,0,0
2008-11,동수별,용도별,기타,3201,3201,3201,0,0,0
2008-11,연면적별,합계,합계,6240059,6240059,6240059,0,0,0
2008-11,연면적별,구조별,철근및철골조,6086022,6086022,6086022,0,0,0
2008-11,연면적별,구조별,조적조,99094,99094,99094,0,0,0
2008-11,연면적별,구조별,목조,53160,53160,53160,0,0,0
2008-11,연면적별,구조별,기타,1783,1783,1783,0,0,0
2008-11,연면적별,용도별,주거용,1387907,1387907,1387907,0,0,0
2008-11,연면적별,용도별,상업용,2008984,2008984,2008984,0,0,0
2008-11,연면적별,용도별,공업용,1355261,1355261,1355261,0,0,0
2008-11,연면적별,용도별,교육및사회,716951,716951,716951,0,0,0
2008-11,연면적별,용도별,기타,770956,770956,770956,0,0,0
2008-12,동수별,합계,합계,13893,13893,13893,0,0,0
2008-12,동수별,구조별,철근및철골조,11960,11960,11960,0,0,0
2008-12,동수별,구조별,조적조,1250,1250,1250,0,0,0
2008-12,동수별,구조별,목조,654,654,654,0,0,0
2008-12,동수별,구조별,기타,29,29,29,0,0,0
2008-12,동수별,용도별,주거용,3781,3781,3781,0,0,0
2008-12,동수별,용도별,상업용,3731,3731,3731,0,0,0
2008-12,동수별,용도별,공업용,1962,1962,1962,0,0,0
2008-12,동수별,용도별,교육및사회,727,727,727,0,0,0
2008-12,동수별,용도별,기타,3692,3692,3692,0,0,0
2008-12,연면적별,합계,합계,7202339,7202339,7202339,0,0,0
2008-12,연면적별,구조별,철근및철골조,7077349,7077349,7077349,0,0,0
2008-12,연면적별,구조별,조적조,72402,72402,72402,0,0,0
2008-12,연면적별,구조별,목조,50194,50194,50194,0,0,0
2008-12,연면적별,구조별,기타,2394,2394,2394,0,0,0
2008-12,연면적별,용도별,주거용,1466213,1466213,1466213,0,0,0
2008-12,연면적별,용도별,상업용,1353095,1353095,1353095,0,0,0
2008-12,연면적별,용도별,공업용,1331170,1331170,1331170,0,0,0
2008-12,연면적별,용도별,교육및사회,1937855,1937855,1937855,0,0,0
2008-12,연면적별,용도별,기타,1114006,1114006,1114006,0,0,0
2006-02,동수별,합계,합계,8021,8021,8021,0,0,0
2006-02,동수별,구조별,철근및철골조,7282,7282,7282,0,0,0
2006-02,동수별,구조별,조적조,590,590,590,0,0,0
2006-02,동수별,구조별,목조,149,149,149,0,0,0
2006-02,동수별,구조별,기타,0,0,0,0,0,0
2006-02,동수별,용도별,주거용,2296,2296,2296,0,0,0
2006-02,동수별,용도별,상업용,2309,2309,2309,0,0,0
2006-02,동수별,용도별,공업용,1429,1429,1429,0,0,0
2006-02,동수별,용도별,교육및사회,528,528,528,0,0,0
2006-02,동수별,용도별,기타,1459,1459,1459,0,0,0
2006-02,연면적별,합계,합계,6428259,6428259,6428259,0,0,0
2006-02,연면적별,구조별,철근및철골조,6380489,6380489,6380489,0,0,0
2006-02,연면적별,구조별,조적조,36371,36371,36371,0,0,0
2006-02,연면적별,구조별,목조,11399,11399,11399,0,0,0
2006-02,연면적별,구조별,기타,0,0,0,0,0,0
2006-02,연면적별,용도별,주거용,2635073,2635073,2635073,0,0,0
2006-02,연면적별,용도별,상업용,1447377,1447377,1447377,0,0,0
2006-02,연면적별,용도별,공업용,1089579,1089579,1089579,0,0,0
2006-02,연면적별,용도별,교육및사회,436441,436441,436441,0,0,0
2006-02,연면적별,용도별,기타,819789,819789,819789,0,0,0
2010-02,동수별,합계,합계,10241,10241,10241,0,0,0
2010-02,동수별,구조별,철근및철골조,9020,9020,9020,0,0,0
2010-02,동수별,구조별,조적조,719,719,719,0,0,0
2010-02,동수별,구조별,목조,432,432,432,0,0,0
2010-02,동수별,구조별,기타,70,70,70,0,0,0
2010-02,동수별,용도별,주거용,3883,3883,3883,0,0,0
2010-02,동수별,용도별,상업용,2673,2673,2673,0,0,0
2010-02,동수별,용도별,공업용,1196,1196,1196,0,0,0
2010-02,동수별,용도별,교육및사회,422,422,422,0,0,0
2010-02,동수별,용도별,기타,2067,2067,2067,0,0,0
2010-02,연면적별,합계,합계,5352236,5352236,5352236,0,0,0
2010-02,연면적별,구조별,철근및철골조,5256600,5256600,5256600,0,0,0
2010-02,연면적별,구조별,조적조,56541,56541,56541,0,0,0
2010-02,연면적별,구조별,목조,36600,36600,36600,0,0,0
2010-02,연면적별,구조별,기타,2495,2495,2495,0,0,0
2010-02,연면적별,용도별,주거용,1351050,1351050,1351050,0,0,0
2010-02,연면적별,용도별,상업용,1747796,1747796,1747796,0,0,0
2010-02,연면적별,용도별,공업용,827872,827872,827872,0,0,0
2010-02,연면적별,용도별,교육및사회,715106,715106,715106,0,0,0
2010-02,연면적별,용도별,기타,710412,710412,710412,0,0,0
2010-03,동수별,합계,합계,17168,17168,17168,0,0,0
2010-03,동수별,구조별,철근및철골조,14782,14782,14782,0,0,0
2010-03,동수별,구조별,조적조,1469,1469,1469,0,0,0
2010-03,동수별,구조별,목조,813,813,813,0,0,0
2010-03,동수별,구조별,기타,104,104,104,0,0,0
2010-03,동수별,용도별,주거용,6976,6976,6976,0,0,0
2010-03,동수별,용도별,상업용,4253,4253,4253,0,0,0
2010-03,동수별,용도별,공업용,1771,1771,1771,0,0,0
2010-03,동수별,용도별,교육및사회,769,769,769,0,0,0
2010-03,동수별,용도별,기타,3399,3399,3399,0,0,0
2010-03,연면적별,합계,합계,7538320,7538320,7538320,0,0,0
2010-03,연면적별,구조별,철근및철골조,7346532,7346532,7346532,0,0,0
2010-03,연면적별,구조별,조적조,117029,117029,117029,0,0,0
2010-03,연면적별,구조별,목조,69135,69135,69135,0,0,0
2010-03,연면적별,구조별,기타,5624,5624,5624,0,0,0
2010-03,연면적별,용도별,주거용,1704515,1704515,1704515,0,0,0
2010-03,연면적별,용도별,상업용,2340757,2340757,2340757,0,0,0
2010-03,연면적별,용도별,공업용,1391301,1391301,1391301,0,0,0
2010-03,연면적별,용도별,교육및사회,789682,789682,789682,0,0,0
2010-03,연면적별,용도별,기타,1312065,1312065,1312065,0,0,0
2010-04,동수별,합계,합계,21082,21082,21082,0,0,0
2010-04,동수별,구조별,철근및철골조,17988,17988,17988,0,0,0
2010-04,동수별,구조별,조적조,1957,1957,1957,0,0,0
2010-04,동수별,구조별,목조,1027,1027,1027,0,0,0
2010-04,동수별,구조별,기타,110,110,110,0,0,0
2010-04,동수별,용도별,주거용,8417,8417,8417,0,0,0
2010-04,동수별,용도별,상업용,4868,4868,4868,0,0,0
2010-04,동수별,용도별,공업용,2200,2200,2200,0,0,0
2010-04,동수별,용도별,교육및사회,920,920,920,0,0,0
2010-04,동수별,용도별,기타,4677,4677,4677,0,0,0
2010-04,연면적별,합계,합계,10065257,10065257,10065257,0,0,0
2010-04,연면적별,구조별,철근및철골조,9822080,9822080,9822080,0,0,0
2010-04,연면적별,구조별,조적조,153845,153845,153845,0,0,0
2010-04,연면적별,구조별,목조,82915,82915,82915,0,0,0
2010-04,연면적별,구조별,기타,6417,6417,6417,0,0,0
2010-04,연면적별,용도별,주거용,3670761,3670761,3670761,0,0,0
2010-04,연면적별,용도별,상업용,1797293,1797293,1797293,0,0,0
2010-04,연면적별,용도별,공업용,1704185,1704185,1704185,0,0,0
2010-04,연면적별,용도별,교육및사회,830272,830272,830272,0,0,0
2010-04,연면적별,용도별,기타,2062746,2062746,2062746,0,0,0
2010-05,동수별,합계,합계,18084,18084,18084,0,0,0
2010-05,동수별,구조별,철근및철골조,15354,15354,15354,0,0,0
2010-05,동수별,구조별,조적조,1625,1625,1625,0,0,0
2010-05,동수별,구조별,목조,984,984,984,0,0,0
2010-05,동수별,구조별,기타,121,121,121,0,0,0
2010-05,동수별,용도별,주거용,7348,7348,7348,0,0,0
2010-05,동수별,용도별,상업용,4246,4246,4246,0,0,0
2010-05,동수별,용도별,공업용,1726,1726,1726,0,0,0
2010-05,동수별,용도별,교육및사회,856,856,856,0,0,0
2010-05,동수별,용도별,기타,3908,3908,3908,0,0,0
2010-05,연면적별,합계,합계,6960387,6960387,6960387,0,0,0
2010-05,연면적별,구조별,철근및철골조,6683700,6683700,6683700,0,0,0
2010-05,연면적별,구조별,조적조,194514,194514,194514,0,0,0
2010-05,연면적별,구조별,목조,78176,78176,78176,0,0,0
2010-05,연면적별,구조별,기타,3997,3997,3997,0,0,0
2010-05,연면적별,용도별,주거용,1672429,1672429,1672429,0,0,0
2010-05,연면적별,용도별,상업용,1943428,1943428,1943428,0,0,0
2010-05,연면적별,용도별,공업용,1353279,1353279,1353279,0,0,0
2010-05,연면적별,용도별,교육및사회,739749,739749,739749,0,0,0
2010-05,연면적별,용도별,기타,1251502,1251502,1251502,0,0,0
2010-06,동수별,합계,합계,18305,18305,18305,0,0,0
2010-06,동수별,구조별,철근및철골조,15657,15657,15657,0,0,0
2010-06,동수별,구조별,조적조,1592,1592,1592,0,0,0
2010-06,동수별,구조별,목조,939,939,939,0,0,0
2010-06,동수별,구조별,기타,117,117,117,0,0,0
2010-06,동수별,용도별,주거용,7139,7139,7139,0,0,0
2010-06,동수별,용도별,상업용,4714,4714,4714,0,0,0
2010-06,동수별,용도별,공업용,1979,1979,1979,0,0,0
2010-06,동수별,용도별,교육및사회,795,795,795,0,0,0
2010-06,동수별,용도별,기타,3678,3678,3678,0,0,0
2010-06,연면적별,합계,합계,7584294,7584294,7584294,0,0,0
2010-06,연면적별,구조별,철근및철골조,7387365,7387365,7387365,0,0,0
2010-06,연면적별,구조별,조적조,117376,117376,117376,0,0,0
2010-06,연면적별,구조별,목조,74011,74011,74011,0,0,0
2010-06,연면적별,구조별,기타,5542,5542,5542,0,0,0
2010-06,연면적별,용도별,주거용,2494937,2494937,2494937,0,0,0
2010-06,연면적별,용도별,상업용,1705316,1705316,1705316,0,0,0
2010-06,연면적별,용도별,공업용,1618978,1618978,1618978,0,0,0
2010-06,연면적별,용도별,교육및사회,536463,536463,536463,0,0,0
2010-06,연면적별,용도별,기타,1228600,1228600,1228600,0,0,0
2010-07,동수별,합계,합계,15676,15676,15676,0,0,0
2010-07,동수별,구조별,철근및철골조,13513,13513,13513,0,0,0
2010-07,동수별,구조별,조적조,1223,1223,1223,0,0,0
2010-07,동수별,구조별,목조,837,837,837,0,0,0
2010-07,동수별,구조별,기타,103,103,103,0,0,0
2010-07,동수별,용도별,주거용,5776,5776,5776,0,0,0
2010-07,동수별,용도별,상업용,3886,3886,3886,0,0,0
2010-07,동수별,용도별,공업용,1677,1677,1677,0,0,0
2010-07,동수별,용도별,교육및사회,684,684,684,0,0,0
2010-07,동수별,용도별,기타,3653,3653,3653,0,0,0
2010-07,연면적별,합계,합계,6724558,6724558,6724558,0,0,0
2010-07,연면적별,구조별,철근및철골조,6564800,6564800,6564800,0,0,0
2010-07,연면적별,구조별,조적조,91732,91732,91732,0,0,0
2010-07,연면적별,구조별,목조,64152,64152,64152,0,0,0
2010-07,연면적별,구조별,기타,3874,3874,3874,0,0,0
2010-07,연면적별,용도별,주거용,2295202,2295202,2295202,0,0,0
2010-07,연면적별,용도별,상업용,1486217,1486217,1486217,0,0,0
2010-07,연면적별,용도별,공업용,1008251,1008251,1008251,0,0,0
2010-07,연면적별,용도별,교육및사회,716034,716034,716034,0,0,0
2010-07,연면적별,용도별,기타,1218854,1218854,1218854,0,0,0
2009-11,동수별,합계,합계,15963,15963,15963,0,0,0
2009-11,동수별,구조별,철근및철골조,13612,13612,13612,0,0,0
2009-11,동수별,구조별,조적조,1327,1327,1327,0,0,0
2009-11,동수별,구조별,목조,922,922,922,0,0,0
2009-11,동수별,구조별,기타,102,102,102,0,0,0
2009-11,동수별,용도별,주거용,6033,6033,6033,0,0,0
2009-11,동수별,용도별,상업용,4053,4053,4053,0,0,0
2009-11,동수별,용도별,공업용,1757,1757,1757,0,0,0
2009-11,동수별,용도별,교육및사회,790,790,790,0,0,0
2009-11,동수별,용도별,기타,3330,3330,3330,0,0,0
2009-11,연면적별,합계,합계,6963368,6963368,6963368,0,0,0
2009-11,연면적별,구조별,철근및철골조,6787383,6787383,6787383,0,0,0
2009-11,연면적별,구조별,조적조,95037,95037,95037,0,0,0
2009-11,연면적별,구조별,목조,76430,76430,76430,0,0,0
2009-11,연면적별,구조별,기타,4518,4518,4518,0,0,0
2009-11,연면적별,용도별,주거용,2052121,2052121,2052121,0,0,0
2009-11,연면적별,용도별,상업용,1704114,1704114,1704114,0,0,0
2009-11,연면적별,용도별,공업용,1125229,1125229,1125229,0,0,0
2009-11,연면적별,용도별,교육및사회,493419,493419,493419,0,0,0
2009-11,연면적별,용도별,기타,1588485,1588485,1588485,0,0,0
2010-08,동수별,합계,합계,14758,14758,14758,0,0,0
2010-08,동수별,구조별,철근및철골조,12799,12799,12799,0,0,0
2010-08,동수별,구조별,조적조,1064,1064,1064,0,0,0
2010-08,동수별,구조별,목조,809,809,809,0,0,0
2010-08,동수별,구조별,기타,86,86,86,0,0,0
2010-08,동수별,용도별,주거용,5552,5552,5552,0,0,0
2010-08,동수별,용도별,상업용,3804,3804,3804,0,0,0
2010-08,동수별,용도별,공업용,1866,1866,1866,0,0,0
2010-08,동수별,용도별,교육및사회,735,735,735,0,0,0
2010-08,동수별,용도별,기타,2801,2801,2801,0,0,0
2010-08,연면적별,합계,합계,6758193,6758193,6758193,0,0,0
2010-08,연면적별,구조별,철근및철골조,6604790,6604790,6604790,0,0,0
2010-08,연면적별,구조별,조적조,80736,80736,80736,0,0,0
2010-08,연면적별,구조별,목조,69987,69987,69987,0,0,0
2010-08,연면적별,구조별,기타,2680,2680,2680,0,0,0
2010-08,연면적별,용도별,주거용,2028270,2028270,2028270,0,0,0
2010-08,연면적별,용도별,상업용,1719775,1719775,1719775,0,0,0
2010-08,연면적별,용도별,공업용,1356905,1356905,1356905,0,0,0
2010-08,연면적별,용도별,교육및사회,661866,661866,661866,0,0,0
2010-08,연면적별,용도별,기타,991377,991377,991377,0,0,0
2010-09,동수별,합계,합계,13410,13410,13410,0,0,0
2010-09,동수별,구조별,철근및철골조,11666,11666,11666,0,0,0
2010-09,동수별,구조별,조적조,1024,1024,1024,0,0,0
2010-09,동수별,구조별,목조,634,634,634,0,0,0
2010-09,동수별,구조별,기타,86,86,86,0,0,0
2010-09,동수별,용도별,주거용,5106,5106,5106,0,0,0
2010-09,동수별,용도별,상업용,3460,3460,3460,0,0,0
2010-09,동수별,용도별,공업용,1614,1614,1614,0,0,0
2010-09,동수별,용도별,교육및사회,603,603,603,0,0,0
2010-09,동수별,용도별,기타,2627,2627,2627,0,0,0
2010-09,연면적별,합계,합계,5805133,5805133,5805133,0,0,0
2010-09,연면적별,구조별,철근및철골조,5672142,5672142,5672142,0,0,0
2010-09,연면적별,구조별,조적조,74831,74831,74831,0,0,0
2010-09,연면적별,구조별,목조,52876,52876,52876,0,0,0
2010-09,연면적별,구조별,기타,5284,5284,5284,0,0,0
2010-09,연면적별,용도별,주거용,1534950,1534950,1534950,0,0,0
2010-09,연면적별,용도별,상업용,1536861,1536861,1536861,0,0,0
2010-09,연면적별,용도별,공업용,975820,975820,975820,0,0,0
2010-09,연면적별,용도별,교육및사회,661287,661287,661287,0,0,0
2010-09,연면적별,용도별,기타,1096215,1096215,1096215,0,0,0
2010-10,동수별,합계,합계,17336,17336,17336,0,0,0
2010-10,동수별,구조별,철근및철골조,14999,14999,14999,0,0,0
2010-10,동수별,구조별,조적조,1332,1332,1332,0,0,0
2010-10,동수별,구조별,목조,886,886,886,0,0,0
2010-10,동수별,구조별,기타,119,119,119,0,0,0
2010-10,동수별,용도별,주거용,6704,6704,6704,0,0,0
2010-10,동수별,용도별,상업용,4153,4153,4153,0,0,0
2010-10,동수별,용도별,공업용,2081,2081,2081,0,0,0
2010-10,동수별,용도별,교육및사회,761,761,761,0,0,0
2010-10,동수별,용도별,기타,3637,3637,3637,0,0,0
2010-10,연면적별,합계,합계,6810569,6810569,6810569,0,0,0
2010-10,연면적별,구조별,철근및철골조,6630192,6630192,6630192,0,0,0
2010-10,연면적별,구조별,조적조,99537,99537,99537,0,0,0
2010-10,연면적별,구조별,목조,75730,75730,75730,0,0,0
2010-10,연면적별,구조별,기타,5110,5110,5110,0,0,0
2010-10,연면적별,용도별,주거용,2028347,2028347,2028347,0,0,0
2010-10,연면적별,용도별,상업용,1753363,1753363,1753363,0,0,0
2010-10,연면적별,용도별,공업용,1213669,1213669,1213669,0,0,0
2010-10,연면적별,용도별,교육및사회,586974,586974,586974,0,0,0
2010-10,연면적별,용도별,기타,1228216,1228216,1228216,0,0,0
2010-11,동수별,합계,합계,18261,18261,18261,0,0,0
2010-11,동수별,구조별,철근및철골조,15912,15912,15912,0,0,0
2010-11,동수별,구조별,조적조,1290,1290,1290,0,0,0
