월(Monthly),LEVEL1,LEVEL2,LEVEL3,값,증감,증감율,구성비,누계,누계구성비
2013-05,동수별,용도별,교육및사회,753,753,753,0,0,0
2013-05,동수별,용도별,기타,2722,2722,2722,0,0,0
2013-05,연면적별,합계,합계,8388548,8388548,8388548,0,0,0
2013-05,연면적별,구조별,철근및철골조,8179949,8179949,8179949,0,0,0
2013-05,연면적별,구조별,조적조,116418,116418,116418,0,0,0
2013-05,연면적별,구조별,목조,88119,88119,88119,0,0,0
2013-05,연면적별,구조별,기타,4062,4062,4062,0,0,0
2013-05,연면적별,용도별,주거용,3034862,3034862,3034862,0,0,0
2013-05,연면적별,용도별,상업용,2394333,2394333,2394333,0,0,0
2013-05,연면적별,용도별,공업용,1335670,1335670,1335670,0,0,0
2013-05,연면적별,용도별,교육및사회,598627,598627,598627,0,0,0
2013-05,연면적별,용도별,기타,1025056,1025056,1025056,0,0,0
2013-06,동수별,합계,합계,16213,16213,16213,0,0,0
2013-06,동수별,구조별,철근및철골조,14297,14297,14297,0,0,0
2013-06,동수별,구조별,조적조,1016,1016,1016,0,0,0
2013-06,동수별,구조별,목조,843,843,843,0,0,0
2013-06,동수별,구조별,기타,57,57,57,0,0,0
2013-06,동수별,용도별,주거용,7278,7278,7278,0,0,0
2013-06,동수별,용도별,상업용,4022,4022,4022,0,0,0
2013-06,동수별,용도별,공업용,1640,1640,1640,0,0,0
2013-06,동수별,용도별,교육및사회,603,603,603,0,0,0
2013-06,동수별,용도별,기타,2670,2670,2670,0,0,0
2013-06,연면적별,합계,합계,8434645,8434645,8434645,0,0,0
2013-06,연면적별,구조별,철근및철골조,8285308,8285308,8285308,0,0,0
2013-06,연면적별,구조별,조적조,78332,78332,78332,0,0,0
2013-06,연면적별,구조별,목조,67664,67664,67664,0,0,0
2013-06,연면적별,구조별,기타,3341,3341,3341,0,0,0
2013-06,연면적별,용도별,주거용,3461379,3461379,3461379,0,0,0
2013-06,연면적별,용도별,상업용,2039073,2039073,2039073,0,0,0
2013-06,연면적별,용도별,공업용,1052424,1052424,1052424,0,0,0
2013-06,연면적별,용도별,교육및사회,521172,521172,521172,0,0,0
2013-06,연면적별,용도별,기타,1360597,1360597,1360597,0,0,0
2013-07,동수별,합계,합계,17150,17150,17150,0,0,0
2013-07,동수별,구조별,철근및철골조,15159,15159,15159,0,0,0
2013-07,동수별,구조별,조적조,1017,1017,1017,0,0,0
2013-07,동수별,구조별,목조,908,908,908,0,0,0
2013-07,동수별,구조별,기타,66,66,66,0,0,0
2013-07,동수별,용도별,주거용,7333,7333,7333,0,0,0
2013-07,동수별,용도별,상업용,4300,4300,4300,0,0,0
2013-07,동수별,용도별,공업용,1968,1968,1968,0,0,0
2013-07,동수별,용도별,교육및사회,622,622,622,0,0,0
2013-07,동수별,용도별,기타,2927,2927,2927,0,0,0
2013-07,연면적별,합계,합계,7998695,7998695,7998695,0,0,0
2013-07,연면적별,구조별,철근및철골조,7838763,7838763,7838763,0,0,0
2013-07,연면적별,구조별,조적조,72544,72544,72544,0,0,0
2013-07,연면적별,구조별,목조,83750,83750,83750,0,0,0
2013-07,연면적별,구조별,기타,3638,3638,3638,0,0,0
2013-07,연면적별,용도별,주거용,2545426,2545426,2545426,0,0,0
2013-07,연면적별,용도별,상업용,2085428,2085428,2085428,0,0,0
2013-07,연면적별,용도별,공업용,1388816,1388816,1388816,0,0,0
2013-07,연면적별,용도별,교육및사회,665743,665743,665743,0,0,0
2013-07,연면적별,용도별,기타,1313282,1313282,1313282,0,0,0
2013-08,동수별,합계,합계,15482,15482,15482,0,0,0
2013-08,동수별,구조별,철근및철골조,13763,13763,13763,0,0,0
2013-08,동수별,구조별,조적조,897,897,897,0,0,0
2013-08,동수별,구조별,목조,774,774,774,0,0,0
2013-08,동수별,구조별,기타,48,48,48,0,0,0
2013-08,동수별,용도별,주거용,6765,6765,6765,0,0,0
2013-08,동수별,용도별,상업용,3968,3968,3968,0,0,0
2013-08,동수별,용도별,공업용,1798,1798,1798,0,0,0
2013-08,동수별,용도별,교육및사회,699,699,699,0,0,0
2013-08,동수별,용도별,기타,2252,2252,2252,0,0,0
2013-08,연면적별,합계,합계,9336379,9336379,9336379,0,0,0
2013-08,연면적별,구조별,철근및철골조,9193318,9193318,9193318,0,0,0
2013-08,연면적별,구조별,조적조,68970,68970,68970,0,0,0
2013-08,연면적별,구조별,목조,69297,69297,69297,0,0,0
2013-08,연면적별,구조별,기타,4794,4794,4794,0,0,0
2013-08,연면적별,용도별,주거용,3271492,3271492,3271492,0,0,0
2013-08,연면적별,용도별,상업용,2787188,2787188,2787188,0,0,0
2013-08,연면적별,용도별,공업용,1416996,1416996,1416996,0,0,0
2013-08,연면적별,용도별,교육및사회,830675,830675,830675,0,0,0
2013-08,연면적별,용도별,기타,1030028,1030028,1030028,0,0,0
2013-09,동수별,합계,합계,14711,14711,14711,0,0,0
2013-09,동수별,구조별,철근및철골조,13053,13053,13053,0,0,0
2013-09,동수별,구조별,조적조,842,842,842,0,0,0
2013-09,동수별,구조별,목조,774,774,774,0,0,0
2013-09,동수별,구조별,기타,42,42,42,0,0,0
2013-09,동수별,용도별,주거용,6653,6653,6653,0,0,0
2013-09,동수별,용도별,상업용,3843,3843,3843,0,0,0
2013-09,동수별,용도별,공업용,1628,1628,1628,0,0,0
2013-09,동수별,용도별,교육및사회,548,548,548,0,0,0
2013-09,동수별,용도별,기타,2039,2039,2039,0,0,0
2013-09,연면적별,합계,합계,7386898,7386898,7386898,0,0,0
2013-09,연면적별,구조별,철근및철골조,7252631,7252631,7252631,0,0,0
2013-09,연면적별,구조별,조적조,61048,61048,61048,0,0,0
2013-09,연면적별,구조별,목조,70580,70580,70580,0,0,0
2013-09,연면적별,구조별,기타,2639,2639,2639,0,0,0
2013-09,연면적별,용도별,주거용,3143718,3143718,3143718,0,0,0
2013-09,연면적별,용도별,상업용,1642886,1642886,1642886,0,0,0
2013-09,연면적별,용도별,공업용,1195086,1195086,1195086,0,0,0
2013-09,연면적별,용도별,교육및사회,385096,385096,385096,0,0,0
2013-09,연면적별,용도별,기타,1020112,1020112,1020112,0,0,0
2013-10,동수별,합계,합계,17868,17868,17868,0,0,0
2013-10,동수별,구조별,철근및철골조,15689,15689,15689,0,0,0
2013-10,동수별,구조별,조적조,1057,1057,1057,0,0,0
2013-10,동수별,구조별,목조,1075,1075,1075,0,0,0
2013-10,동수별,구조별,기타,47,47,47,0,0,0
2013-10,동수별,용도별,주거용,7905,7905,7905,0,0,0
2013-10,동수별,용도별,상업용,4543,4543,4543,0,0,0
2013-10,동수별,용도별,공업용,2000,2000,2000,0,0,0
2013-10,동수별,용도별,교육및사회,646,646,646,0,0,0
2013-10,동수별,용도별,기타,2774,2774,2774,0,0,0
2013-10,연면적별,합계,합계,10015506,10015506,10015506,0,0,0
2013-10,연면적별,구조별,철근및철골조,9839517,9839517,9839517,0,0,0
2013-10,연면적별,구조별,조적조,76611,76611,76611,0,0,0
2013-10,연면적별,구조별,목조,95589,95589,95589,0,0,0
2013-10,연면적별,구조별,기타,3789,3789,3789,0,0,0
2013-10,연면적별,용도별,주거용,3754280,3754280,3754280,0,0,0
2013-10,연면적별,용도별,상업용,2698677,2698677,2698677,0,0,0
2013-10,연면적별,용도별,공업용,1402513,1402513,1402513,0,0,0
2013-10,연면적별,용도별,교육및사회,757024,757024,757024,0,0,0
2013-10,연면적별,용도별,기타,1403012,1403012,1403012,0,0,0
2013-11,동수별,합계,합계,16270,16270,16270,0,0,0
2013-11,동수별,구조별,철근및철골조,14291,14291,14291,0,0,0
2013-11,동수별,구조별,조적조,980,980,980,0,0,0
2013-11,동수별,구조별,목조,961,961,961,0,0,0
2013-11,동수별,구조별,기타,38,38,38,0,0,0
2013-11,동수별,용도별,주거용,6992,6992,6992,0,0,0
2013-11,동수별,용도별,상업용,4110,4110,4110,0,0,0
2013-11,동수별,용도별,공업용,1913,1913,1913,0,0,0
2013-11,동수별,용도별,교육및사회,675,675,675,0,0,0
2013-11,동수별,용도별,기타,2580,2580,2580,0,0,0
2013-11,연면적별,합계,합계,9800927,9800927,9800927,0,0,0
2013-11,연면적별,구조별,철근및철골조,9646929,9646929,9646929,0,0,0
2013-11,연면적별,구조별,조적조,69222,69222,69222,0,0,0
2013-11,연면적별,구조별,목조,82183,82183,82183,0,0,0
2013-11,연면적별,구조별,기타,2593,2593,2593,0,0,0
2013-11,연면적별,용도별,주거용,4131527,4131527,4131527,0,0,0
2013-11,연면적별,용도별,상업용,2132695,2132695,2132695,0,0,0
2013-11,연면적별,용도별,공업용,1488349,1488349,1488349,0,0,0
2013-11,연면적별,용도별,교육및사회,614400,614400,614400,0,0,0
2013-11,연면적별,용도별,기타,1433956,1433956,1433956,0,0,0
2013-12,동수별,합계,합계,13891,13891,13891,0,0,0
2013-12,동수별,구조별,철근및철골조,12457,12457,12457,0,0,0
2013-12,동수별,구조별,조적조,703,703,703,0,0,0
2013-12,동수별,구조별,목조,682,682,682,0,0,0
2013-12,동수별,구조별,기타,49,49,49,0,0,0
2013-12,동수별,용도별,주거용,5626,5626,5626,0,0,0
2013-12,동수별,용도별,상업용,3585,3585,3585,0,0,0
2013-12,동수별,용도별,공업용,1595,1595,1595,0,0,0
2013-12,동수별,용도별,교육및사회,620,620,620,0,0,0
2013-12,동수별,용도별,기타,2465,2465,2465,0,0,0
2013-12,연면적별,합계,합계,10310394,10310394,10310394,0,0,0
2013-12,연면적별,구조별,철근및철골조,10206702,10206702,10206702,0,0,0
2013-12,연면적별,구조별,조적조,41923,41923,41923,0,0,0
2013-12,연면적별,구조별,목조,57527,57527,57527,0,0,0
2013-12,연면적별,구조별,기타,4242,4242,4242,0,0,0
2013-12,연면적별,용도별,주거용,5759646,5759646,5759646,0,0,0
2013-12,연면적별,용도별,상업용,1976862,1976862,1976862,0,0,0
2013-12,연면적별,용도별,공업용,1030004,1030004,1030004,0,0,0
2013-12,연면적별,용도별,교육및사회,485950,485950,485950,0,0,0
2013-12,연면적별,용도별,기타,1057932,1057932,1057932,0,0,0
2014-01,동수별,합계,합계,9979,9979,9979,0,0,0
2014-01,동수별,구조별,철근및철골조,8909,8909,8909,0,0,0
2014-01,동수별,구조별,조적조,465,465,465,0,0,0
2014-01,동수별,구조별,목조,573,573,573,0,0,0
2014-01,동수별,구조별,기타,32,32,32,0,0,0
2014-01,동수별,용도별,주거용,4080,4080,4080,0,0,0
2014-01,동수별,용도별,상업용,2678,2678,2678,0,0,0
2014-01,동수별,용도별,공업용,1098,1098,1098,0,0,0
2014-01,동수별,용도별,교육및사회,393,393,393,0,0,0
2014-01,동수별,용도별,기타,1730,1730,1730,0,0,0
2014-01,연면적별,합계,합계,5214188,5214188,5214188,0,0,0
2014-01,연면적별,구조별,철근및철골조,5127499,5127499,5127499,0,0,0
2014-01,연면적별,구조별,조적조,30550,30550,30550,0,0,0
2014-01,연면적별,구조별,목조,52846,52846,52846,0,0,0
2014-01,연면적별,구조별,기타,3293,3293,3293,0,0,0
2014-01,연면적별,용도별,주거용,2208314,2208314,2208314,0,0,0
2014-01,연면적별,용도별,상업용,1257872,1257872,1257872,0,0,0
2014-01,연면적별,용도별,공업용,548290,548290,548290,0,0,0
2014-01,연면적별,용도별,교육및사회,482914,482914,482914,0,0,0
2014-01,연면적별,용도별,기타,716798,716798,716798,0,0,0
2014-02,동수별,합계,합계,12319,12319,12319,0,0,0
2014-02,동수별,구조별,철근및철골조,11077,11077,11077,0,0,0
2014-02,동수별,구조별,조적조,599,599,599,0,0,0
2014-02,동수별,구조별,목조,615,615,615,0,0,0
2014-02,동수별,구조별,기타,28,28,28,0,0,0
2014-02,동수별,용도별,주거용,5679,5679,5679,0,0,0
2014-02,동수별,용도별,상업용,3132,3132,3132,0,0,0
2014-02,동수별,용도별,공업용,1106,1106,1106,0,0,0
2014-02,동수별,용도별,교육및사회,432,432,432,0,0,0
2014-02,동수별,용도별,기타,1970,1970,1970,0,0,0
2014-02,연면적별,합계,합계,7310794,7310794,7310794,0,0,0
2014-02,연면적별,구조별,철근및철골조,7208432,7208432,7208432,0,0,0
2014-02,연면적별,구조별,조적조,46439,46439,46439,0,0,0
2014-02,연면적별,구조별,목조,53144,53144,53144,0,0,0
2014-02,연면적별,구조별,기타,2779,2779,2779,0,0,0
2014-02,연면적별,용도별,주거용,3097151,3097151,3097151,0,0,0
2014-02,연면적별,용도별,상업용,2095484,2095484,2095484,0,0,0
2014-02,연면적별,용도별,공업용,860425,860425,860425,0,0,0
2014-02,연면적별,용도별,교육및사회,337191,337191,337191,0,0,0
2014-02,연면적별,용도별,기타,920543,920543,920543,0,0,0
2014-03,동수별,합계,합계,18152,18152,18152,0,0,0
2014-03,동수별,구조별,철근및철골조,16073,16073,16073,0,0,0
2014-03,동수별,구조별,조적조,1079,1079,1079,0,0,0
2014-03,동수별,구조별,목조,950,950,950,0,0,0
2014-03,동수별,구조별,기타,50,50,50,0,0,0
2014-03,동수별,용도별,주거용,8769,8769,8769,0,0,0
2014-03,동수별,용도별,상업용,4492,4492,4492,0,0,0
2014-03,동수별,용도별,공업용,1745,1745,1745,0,0,0
2014-03,동수별,용도별,교육및사회,563,563,563,0,0,0
2014-03,동수별,용도별,기타,2583,2583,2583,0,0,0
2014-03,연면적별,합계,합계,10638507,10638507,10638507,0,0,0
2014-03,연면적별,구조별,철근및철골조,10458494,10458494,10458494,0,0,0
2014-03,연면적별,구조별,조적조,84074,84074,84074,0,0,0
2014-03,연면적별,구조별,목조,88997,88997,88997,0,0,0
2014-03,연면적별,구조별,기타,6942,6942,6942,0,0,0
2014-03,연면적별,용도별,주거용,3745062,3745062,3745062,0,0,0
2014-03,연면적별,용도별,상업용,3464359,3464359,3464359,0,0,0
2014-03,연면적별,용도별,공업용,1598396,1598396,1598396,0,0,0
2014-03,연면적별,용도별,교육및사회,704151,704151,704151,0,0,0
2014-03,연면적별,용도별,기타,1126539,1126539,1126539,0,0,0
2014-04,동수별,합계,합계,21564,21564,21564,0,0,0
2014-04,동수별,구조별,철근및철골조,18667,18667,18667,0,0,0
2014-04,동수별,구조별,조적조,1377,1377,1377,0,0,0
2014-04,동수별,구조별,목조,1438,1438,1438,0,0,0
2014-04,동수별,구조별,기타,82,82,82,0,0,0
2014-04,동수별,용도별,주거용,10574,10574,10574,0,0,0
2014-04,동수별,용도별,상업용,5120,5120,5120,0,0,0
2014-04,동수별,용도별,공업용,1930,1930,1930,0,0,0
2014-04,동수별,용도별,교육및사회,624,624,624,0,0,0
2014-04,동수별,용도별,기타,3316,3316,3316,0,0,0
2014-04,연면적별,합계,합계,11444666,11444666,11444666,0,0,0
2014-04,연면적별,구조별,철근및철골조,11208065,11208065,11208065,0,0,0
2014-04,연면적별,구조별,조적조,107872,107872,107872,0,0,0
2014-04,연면적별,구조별,목조,122446,122446,122446,0,0,0
2014-04,연면적별,구조별,기타,6283,6283,6283,0,0,0
2014-04,연면적별,용도별,주거용,4817054,4817054,4817054,0,0,0
2014-04,연면적별,용도별,상업용,2822812,2822812,2822812,0,0,0
2014-04,연면적별,용도별,공업용,1449117,1449117,1449117,0,0,0
2014-04,연면적별,용도별,교육및사회,537371,537371,537371,0,0,0
2014-04,연면적별,용도별,기타,1818312,1818312,1818312,0,0,0
2014-05,동수별,합계,합계,18863,18863,18863,0,0,0
2014-05,동수별,구조별,철근및철골조,16522,16522,16522,0,0,0
2014-05,동수별,구조별,조적조,1185,1185,1185,0,0,0
2014-05,동수별,구조별,목조,1082,1082,1082,0,0,0
2014-05,동수별,구조별,기타,74,74,74,0,0,0
2014-05,동수별,용도별,주거용,8959,8959,8959,0,0,0
2014-05,동수별,용도별,상업용,4540,4540,4540,0,0,0
2014-05,동수별,용도별,공업용,1780,1780,1780,0,0,0
2014-05,동수별,용도별,교육및사회,473,473,473,0,0,0
2014-05,동수별,용도별,기타,3111,3111,3111,0,0,0
2014-05,연면적별,합계,합계,8949535,8949535,8949535,0,0,0
2014-05,연면적별,구조별,철근및철골조,8760044,8760044,8760044,0,0,0
2014-05,연면적별,구조별,조적조,87020,87020,87020,0,0,0
2014-05,연면적별,구조별,목조,97432,97432,97432,0,0,0
2014-05,연면적별,구조별,기타,5039,5039,5039,0,0,0
2014-05,연면적별,용도별,주거용,3514569,3514569,3514569,0,0,0
2014-05,연면적별,용도별,상업용,2373044,2373044,2373044,0,0,0
2014-05,연면적별,용도별,공업용,1512612,1512612,1512612,0,0,0
2014-05,연면적별,용도별,교육및사회,337682,337682,337682,0,0,0
2014-05,연면적별,용도별,기타,1211628,1211628,1211628,0,0,0
2014-06,동수별,합계,합계,17329,17329,17329,0,0,0
2014-06,동수별,구조별,철근및철골조,15317,15317,15317,0,0,0
2014-06,동수별,구조별,조적조,998,998,998,0,0,0
2014-06,동수별,구조별,목조,965,965,965,0,0,0
2014-06,동수별,구조별,기타,49,49,49,0,0,0
2014-06,동수별,용도별,주거용,7933,7933,7933,0,0,0
2014-06,동수별,용도별,상업용,4323,4323,4323,0,0,0
2014-06,동수별,용도별,공업용,1704,1704,1704,0,0,0
2014-06,동수별,용도별,교육및사회,604,604,604,0,0,0
2014-06,동수별,용도별,기타,2765,2765,2765,0,0,0
2014-06,연면적별,합계,합계,8931577,8931577,8931577,0,0,0
2014-06,연면적별,구조별,철근및철골조,8776223,8776223,8776223,0,0,0
2014-06,연면적별,구조별,조적조,73403,73403,73403,0,0,0
2014-06,연면적별,구조별,목조,78503,78503,78503,0,0,0
2014-06,연면적별,구조별,기타,3448,3448,3448,0,0,0
2014-06,연면적별,용도별,주거용,3569510,3569510,3569510,0,0,0
2014-06,연면적별,용도별,상업용,2275504,2275504,2275504,0,0,0
2014-06,연면적별,용도별,공업용,1312958,1312958,1312958,0,0,0
2014-06,연면적별,용도별,교육및사회,508919,508919,508919,0,0,0
2014-06,연면적별,용도별,기타,1264686,1264686,1264686,0,0,0
2014-07,동수별,합계,합계,18850,18850,18850,0,0,0
2014-07,동수별,구조별,철근및철골조,16827,16827,16827,0,0,0
2014-07,동수별,구조별,조적조,988,988,988,0,0,0
2014-07,동수별,구조별,목조,972,972,972,0,0,0
2014-07,동수별,구조별,기타,63,63,63,0,0,0
2014-07,동수별,용도별,주거용,8379,8379,8379,0,0,0
2014-07,동수별,용도별,상업용,4729,4729,4729,0,0,0
2014-07,동수별,용도별,공업용,1869,1869,1869,0,0,0
2014-07,동수별,용도별,교육및사회,668,668,668,0,0,0
2014-07,동수별,용도별,기타,3205,3205,3205,0,0,0
2014-07,연면적별,합계,합계,8353581,8353581,8353581,0,0,0
2014-07,연면적별,구조별,철근및철골조,8196783,8196783,8196783,0,0,0
2014-07,연면적별,구조별,조적조,72050,72050,72050,0,0,0
2014-07,연면적별,구조별,목조,79077,79077,79077,0,0,0
2014-07,연면적별,구조별,기타,5671,5671,5671,0,0,0
2014-07,연면적별,용도별,주거용,3202157,3202157,3202157,0,0,0
2014-07,연면적별,용도별,상업용,2247216,2247216,2247216,0,0,0
2014-07,연면적별,용도별,공업용,1332045,1332045,1332045,0,0,0
2014-07,연면적별,용도별,교육및사회,473904,473904,473904,0,0,0
2014-07,연면적별,용도별,기타,1098259,1098259,1098259,0,0,0
2014-08,동수별,합계,합계,15471,15471,15471,0,0,0
2014-08,동수별,구조별,철근및철골조,13690,13690,13690,0,0,0
2014-08,동수별,구조별,조적조,781,781,781,0,0,0
2014-08,동수별,구조별,목조,948,948,948,0,0,0
2014-08,동수별,구조별,기타,52,52,52,0,0,0
2014-08,동수별,용도별,주거용,7065,7065,7065,0,0,0
2014-08,동수별,용도별,상업용,3924,3924,3924,0,0,0
2014-08,동수별,용도별,공업용,1717,1717,1717,0,0,0
2014-08,동수별,용도별,교육및사회,483,483,483,0,0,0
2014-08,동수별,용도별,기타,2282,2282,2282,0,0,0
2014-08,연면적별,합계,합계,8393388,8393388,8393388,0,0,0
2014-08,연면적별,구조별,철근및철골조,8240309,8240309,8240309,0,0,0
2014-08,연면적별,구조별,조적조,62918,62918,62918,0,0,0
2014-08,연면적별,구조별,목조,86717,86717,86717,0,0,0
2014-08,연면적별,구조별,기타,3444,3444,3444,0,0,0
2014-08,연면적별,용도별,주거용,3425797,3425797,3425797,0,0,0
2014-08,연면적별,용도별,상업용,2245119,2245119,2245119,0,0,0
2014-08,연면적별,용도별,공업용,1130700,1130700,1130700,0,0,0
2014-08,연면적별,용도별,교육및사회,526952,526952,526952,0,0,0
2014-08,연면적별,용도별,기타,1064820,1064820,1064820,0,0,0
2014-09,동수별,합계,합계,15868,15868,15868,0,0,0
2014-09,동수별,구조별,철근및철골조,13999,13999,13999,0,0,0
2014-09,동수별,구조별,조적조,885,885,885,0,0,0
2014-09,동수별,구조별,목조,950,950,950,0,0,0
2014-09,동수별,구조별,기타,34,34,34,0,0,0
2014-09,동수별,용도별,주거용,7481,7481,7481,0,0,0
2014-09,동수별,용도별,상업용,3947,3947,3947,0,0,0
2014-09,동수별,용도별,공업용,1520,1520,1520,0,0,0
2014-09,동수별,용도별,교육및사회,552,552,552,0,0,0
2014-09,동수별,용도별,기타,2368,2368,2368,0,0,0
2014-09,연면적별,합계,합계,10510887,10510887,10510887,0,0,0
2014-09,연면적별,구조별,철근및철골조,10355225,10355225,10355225,0,0,0
2014-09,연면적별,구조별,조적조,66702,66702,66702,0,0,0
2014-09,연면적별,구조별,목조,85992,85992,85992,0,0,0
2014-09,연면적별,구조별,기타,2968,2968,2968,0,0,0
2014-09,연면적별,용도별,주거용,4815395,4815395,4815395,0,0,0
2014-09,연면적별,용도별,상업용,2624104,2624104,2624104,0,0,0
2014-09,연면적별,용도별,공업용,1335968,1335968,1335968,0,0,0
2014-09,연면적별,용도별,교육및사회,487805,487805,487805,0,0,0
2014-09,연면적별,용도별,기타,1247615,1247615,1247615,0,0,0
2014-10,동수별,합계,합계,19257,19257,19257,0,0,0
2014-10,동수별,구조별,철근및철골조,17016,17016,17016,0,0,0
2014-10,동수별,구조별,조적조,1047,1047,1047,0,0,0
2014-10,동수별,구조별,목조,1132,1132,1132,0,0,0
2014-10,동수별,구조별,기타,62,62,62,0,0,0
2014-10,동수별,용도별,주거용,9204,9204,9204,0,0,0
2014-10,동수별,용도별,상업용,4650,4650,4650,0,0,0
2014-10,동수별,용도별,공업용,1903,1903,1903,0,0,0
2014-10,동수별,용도별,교육및사회,675,675,675,0,0,0
2014-10,동수별,용도별,기타,2825,2825,2825,0,0,0
2014-10,연면적별,합계,합계,14311598,14311598,14311598,0,0,0
2014-10,연면적별,구조별,철근및철골조,14129884,14129884,14129884,0,0,0
2014-10,연면적별,구조별,조적조,73726,73726,73726,0,0,0
2014-10,연면적별,구조별,목조,103312,103312,103312,0,0,0
2014-10,연면적별,구조별,기타,4676,4676,4676,0,0,0
2014-10,연면적별,용도별,주거용,6268545,6268545,6268545,0,0,0
2014-10,연면적별,용도별,상업용,3053532,3053532,3053532,0,0,0
2014-10,연면적별,용도별,공업용,1412921,1412921,1412921,0,0,0
2014-10,연면적별,용도별,교육및사회,1461948,1461948,1461948,0,0,0
2014-10,연면적별,용도별,기타,2114652,2114652,2114652,0,0,0
2014-11,동수별,합계,합계,17081,17081,17081,0,0,0
2014-11,동수별,구조별,철근및철골조,15144,15144,15144,0,0,0
2014-11,동수별,구조별,조적조,881,881,881,0,0,0
2014-11,동수별,구조별,목조,982,982,982,0,0,0
2014-11,동수별,구조별,기타,74,74,74,0,0,0
2014-11,동수별,용도별,주거용,7538,7538,7538,0,0,0
2014-11,동수별,용도별,상업용,4536,4536,4536,0,0,0
2014-11,동수별,용도별,공업용,1712,1712,1712,0,0,0
2014-11,동수별,용도별,교육및사회,531,531,531,0,0,0
2014-11,동수별,용도별,기타,2764,2764,2764,0,0,0
2014-11,연면적별,합계,합계,10645218,10645218,10645218,0,0,0
2014-11,연면적별,구조별,철근및철골조,10491439,10491439,10491439,0,0,0
2014-11,연면적별,구조별,조적조,64452,64452,64452,0,0,0
2014-11,연면적별,구조별,목조,84386,84386,84386,0,0,0
2014-11,연면적별,구조별,기타,4941,4941,4941,0,0,0
2014-11,연면적별,용도별,주거용,5027588,5027588,5027588,0,0,0
2014-11,연면적별,용도별,상업용,2436050,2436050,2436050,0,0,0
2014-11,연면적별,용도별,공업용,1300702,1300702,1300702,0,0,0
2014-11,연면적별,용도별,교육및사회,407690,407690,407690,0,0,0
2014-11,연면적별,용도별,기타,1473188,1473188,1473188,0,0,0
2014-12,동수별,합계,합계,14657,14657,14657,0,0,0
2014-12,동수별,구조별,철근및철골조,12944,12944,12944,0,0,0
2014-12,동수별,구조별,조적조,774,774,774,0,0,0
2014-12,동수별,구조별,목조,886,886,886,0,0,0
2014-12,동수별,구조별,기타,53,53,53,0,0,0
2014-12,동수별,용도별,주거용,6193,6193,6193,0,0,0
2014-12,동수별,용도별,상업용,3842,3842,3842,0,0,0
2014-12,동수별,용도별,공업용,1595,1595,1595,0,0,0
2014-12,동수별,용도별,교육및사회,488,488,488,0,0,0
2014-12,동수별,용도별,기타,2539,2539,2539,0,0,0
2014-12,연면적별,합계,합계,7232900,7232900,7232900,0,0,0
2014-12,연면적별,구조별,철근및철골조,7093502,7093502,7093502,0,0,0
2014-12,연면적별,구조별,조적조,57056,57056,57056,0,0,0
2014-12,연면적별,구조별,목조,77617,77617,77617,0,0,0
2014-12,연면적별,구조별,기타,4725,4725,4725,0,0,0
2014-12,연면적별,용도별,주거용,2274637,2274637,2274637,0,0,0
2014-12,연면적별,용도별,상업용,2233511,2233511,2233511,0,0,0
2014-12,연면적별,용도별,공업용,1082889,1082889,1082889,0,0,0
2014-12,연면적별,용도별,교육및사회,647562,647562,647562,0,0,0
2014-12,연면적별,용도별,기타,994301,994301,994301,0,0,0
2015-01,동수별,합계,합계,11640,11640,11640,0,0,0
2015-01,동수별,구조별,철근및철골조,10388,10388,10388,0,0,0
2015-01,동수별,구조별,조적조,573,573,573,0,0,0
2015-01,동수별,구조별,목조,656,656,656,0,0,0
2015-01,동수별,구조별,기타,23,23,23,0,0,0
2015-01,동수별,용도별,주거용,4867,4867,4867,0,0,0
2015-01,동수별,용도별,상업용,3203,3203,3203,0,0,0
2015-01,동수별,용도별,공업용,1263,1263,1263,0,0,0
2015-01,동수별,용도별,교육및사회,457,457,457,0,0,0
2015-01,동수별,용도별,기타,1850,1850,1850,0,0,0
2015-01,연면적별,합계,합계,7573378,7573378,7573378,0,0,0
2015-01,연면적별,구조별,철근및철골조,7472331,7472331,7472331,0,0,0
2015-01,연면적별,구조별,조적조,42570,42570,42570,0,0,0
2015-01,연면적별,구조별,목조,56502,56502,56502,0,0,0
2015-01,연면적별,구조별,기타,1975,1975,1975,0,0,0
2015-01,연면적별,용도별,주거용,2737356,2737356,2737356,0,0,0
2015-01,연면적별,용도별,상업용,2538830,2538830,2538830,0,0,0
2015-01,연면적별,용도별,공업용,777386,777386,777386,0,0,0
2015-01,연면적별,용도별,교육및사회,448495,448495,448495,0,0,0
2015-01,연면적별,용도별,기타,1071311,1071311,1071311,0,0,0
2015-02,동수별,합계,합계,11348,11348,11348,0,0,0
2015-02,동수별,구조별,철근및철골조,10064,10064,10064,0,0,0
2015-02,동수별,구조별,조적조,560,560,560,0,0,0
2015-02,동수별,구조별,목조,689,689,689,0,0,0
2015-02,동수별,구조별,기타,35,35,35,0,0,0
2015-02,동수별,용도별,주거용,5522,5522,5522,0,0,0
2015-02,동수별,용도별,상업용,2917,2917,2917,0,0,0
2015-02,동수별,용도별,공업용,1049,1049,1049,0,0,0
2015-02,동수별,용도별,교육및사회,390,390,390,0,0,0
2015-02,동수별,용도별,기타,1470,1470,1470,0,0,0
2015-02,연면적별,합계,합계,7242589,7242589,7242589,0,0,0
2015-02,연면적별,구조별,철근및철골조,7138957,7138957,7138957,0,0,0
