기간	자치구	동	구분	구분	구분	구분	구분	구분	구분	구분
기간	자치구	동	총전입(⑦=①+③+⑤)	총전출(⑧=②+④+⑥)	구내이동	구내이동	구간이동	구간이동	시ㆍ도간이동	시ㆍ도간이동
기간	자치구	동	총전입(⑦=①+③+⑤)	총전출(⑧=②+④+⑥)	전입(①)	전출(②)	전입(③)	전출(④)	전입(⑤)	전출(⑥)
2009	합계	합계	1,873,188	1,925,452	560,864	560,864	725,991	725,991	586,333	638,597
2009	종로구	소계	31,031	33,661	5,921	5,921	15,157	18,036	9,953	9,704
2009	종로구	사직동	2,140	2,076	448	402	1,087	1,160	605	514
2009	종로구	삼청동	694	808	137	191	317	402	240	215
2009	종로구	부암동	1,925	2,180	477	483	945	1,100	503	597
2009	종로구	평창동	3,091	3,056	553	403	1,699	1,836	839	817
2009	종로구	무악동	1,419	1,454	166	143	877	926	376	385
2009	종로구	교남동	1,526	1,778	209	174	778	1,034	539	570
2009	종로구	가회동	973	1,080	214	217	467	589	292	274
2009	종로구	종로1.2.3.4가동	1,880	1,882	199	218	950	1,016	731	648
2009	종로구	종로5·6가동	1,105	1,290	235	300	516	605	354	385
2009	종로구	이화동	1,857	2,169	338	403	846	1,145	673	621
2009	종로구	혜화동	2,752	2,994	451	379	1,274	1,730	1,027	885
2009	종로구	명륜3가동	1,532	1,818	228	271	547	839	757	708
2009	종로구	창신1동	1,299	1,486	341	438	558	630	400	418
2009	종로구	창신2동	1,319	1,668	364	385	531	747	424	536
2009	종로구	창신3동	1,314	1,409	325	331	669	734	320	344
2009	종로구	숭인1동	1,500	1,455	430	344	689	737	381	374
2009	종로구	숭인2동	2,166	1,857	290	196	1,229	1,103	647	558
2009	종로구	청운효자동	2,539	3,201	516	643	1,178	1,703	845	855
2009	중구	소계	23,419	25,006	4,173	4,173	11,980	13,614	7,266	7,219
2009	중구	소공동	367	353	5	19	234	252	128	82
2009	중구	회현동	941	1,009	50	67	557	647	334	295
2009	중구	명동	667	582	35	47	386	341	246	194
2009	중구	필동	863	956	113	131	426	550	324	275
2009	중구	장충동	1,201	1,282	238	256	429	579	534	447
2009	중구	광희동	1,229	1,094	198	207	635	542	396	345
2009	중구	을지로동	569	484	49	51	296	263	224	170
2009	중구	신당1동	1,651	1,668	457	432	667	769	527	467
2009	중구	신당2동	2,929	3,065	792	666	1,279	1,514	858	885
2009	중구	신당3동	3,190	3,726	457	579	1,762	2,090	971	1,057
2009	중구	신당4동	2,643	2,704	701	480	1,223	1,394	719	830
2009	중구	신당5동	1,350	1,709	358	394	661	950	331	365
2009	중구	신당6동	1,453	1,983	408	541	678	973	367	469
2009	중구	황학동	2,293	2,021	248	244	1,371	1,117	674	660
2009	중구	중림동	2,073	2,370	64	59	1,376	1,633	633	678
2009	용산구	소계	44,827	45,337	9,596	9,596	20,557	21,040	14,674	14,701
2009	용산구	후암동	3,305	3,648	826	767	1,375	1,669	1,104	1,212
2009	용산구	용산2가동	2,055	2,201	505	559	807	845	743	797
2009	용산구	남영동	2,059	2,103	425	517	934	922	700	664
2009	용산구	원효로2동	2,551	2,852	610	569	1,164	1,413	777	870
2009	용산구	효창동	1,889	1,954	542	530	853	904	494	520
2009	용산구	용문동	2,180	2,083	709	566	964	896	507	621
2009	용산구	이촌1동	4,567	4,460	896	864	2,344	2,345	1,327	1,251
2009	용산구	이촌2동	1,401	1,583	341	435	618	699	442	449
2009	용산구	이태원1동	1,659	1,881	481	560	649	792	529	529
2009	용산구	이태원2동	1,877	2,098	368	455	876	892	633	751
2009	용산구	서빙고동	1,906	1,968	491	473	804	856	611	639
2009	용산구	보광동	3,201	3,369	840	746	1,243	1,473	1,118	1,150
2009	용산구	청파동	4,950	4,783	606	613	2,261	2,382	2,083	1,788
2009	용산구	원효로1동	2,250	2,362	512	612	1,051	1,031	687	719
2009	용산구	한강로동	4,263	3,373	796	639	2,234	1,611	1,233	1,123
2009	용산구	한남동	4,714	4,619	648	691	2,380	2,310	1,686	1,618
2009	성동구	소계	52,050	60,218	13,015	13,015	23,990	29,920	15,045	17,283
2009	성동구	왕십리2동	3,182	3,139	1,162	859	1,271	1,460	749	820
2009	성동구	마장동	3,720	4,051	996	745	1,616	2,060	1,108	1,246
2009	성동구	사근동	2,375	2,541	397	585	663	1,023	1,315	933
2009	성동구	행당1동	3,107	3,363	1,018	863	1,199	1,535	890	965
2009	성동구	행당2동	3,569	4,277	1,039	922	1,616	2,210	914	1,145
2009	성동구	응봉동	2,949	3,116	967	731	1,271	1,531	711	854
2009	성동구	금호1가동	2,262	3,575	854	1,054	825	1,738	583	783
2009	성동구	금호4가동	2,765	3,142	818	725	1,249	1,576	698	841
2009	성동구	성수1가1동	3,312	3,764	1,008	1,013	1,400	1,621	904	1,130
2009	성동구	성수1가2동	3,300	3,829	825	853	1,391	1,694	1,084	1,282
2009	성동구	성수2가1동	4,568	3,551	816	560	2,515	1,724	1,237	1,267
2009	성동구	성수2가3동	2,506	2,583	573	506	1,148	1,278	785	799
2009	성동구	송정동	2,856	2,420	324	207	1,787	1,425	745	788
2009	성동구	용답동	2,790	3,037	241	242	1,818	1,867	731	928
2009	성동구	왕십리도선동	2,027	4,036	543	1,134	914	2,053	570	849
2009	성동구	금호2.3가동	3,321	4,449	1,026	1,087	1,399	2,095	896	1,267
2009	성동구	옥수동	3,441	5,345	408	929	1,908	3,030	1,125	1,386
2009	광진구	소계	70,105	74,075	20,102	20,102	27,623	30,161	22,380	23,812
2009	광진구	화양동	5,275	5,796	691	1,281	1,820	2,444	2,764	2,071
2009	광진구	군자동	4,183	4,303	865	920	1,904	1,923	1,414	1,460
2009	광진구	중곡1동	3,519	3,617	1,016	1,142	1,537	1,368	966	1,107
2009	광진구	중곡2동	4,538	4,434	1,779	1,423	1,648	1,735	1,111	1,276
2009	광진구	중곡3동	3,649	3,933	1,009	1,056	1,754	1,757	886	1,120
2009	광진구	중곡4동	5,259	5,880	1,876	1,787	2,023	2,272	1,360	1,821
2009	광진구	능동	2,474	2,537	737	759	923	1,031	814	747
2009	광진구	구의1동	4,899	5,300	1,502	1,539	1,644	1,963	1,753	1,798
2009	광진구	구의2동	4,594	4,739	1,669	1,400	1,703	1,778	1,222	1,561
2009	광진구	구의3동	6,001	6,035	1,835	1,551	2,348	2,529	1,818	1,955
2009	광진구	광장동	5,649	6,277	1,207	1,300	2,471	3,022	1,971	1,955
2009	광진구	자양1동	4,809	5,173	1,711	1,649	1,566	1,784	1,532	1,740
2009	광진구	자양2동	5,118	5,139	1,778	1,598	1,816	1,745	1,524	1,796
2009	광진구	자양3동	5,691	5,608	1,496	1,364	2,583	2,581	1,612	1,663
2009	광진구	자양4동	4,447	5,304	931	1,333	1,883	2,229	1,633	1,742
2009	동대문구	소계	63,640	73,484	20,892	20,892	24,274	31,475	18,474	21,117
2009	동대문구	회기동	2,586	2,721	672	657	779	1,103	1,135	961
2009	동대문구	휘경1동	3,353	3,519	1,107	989	1,039	1,355	1,207	1,175
2009	동대문구	휘경2동	3,757	4,482	1,276	1,203	1,245	1,776	1,236	1,503
2009	동대문구	청량리동	3,446	3,700	1,191	913	1,280	1,549	975	1,238
2009	동대문구	용신동	6,820	5,286	1,387	938	3,528	2,649	1,905	1,699
2009	동대문구	제기동	4,992	5,507	1,061	1,128	2,182	2,670	1,749	1,709
2009	동대문구	전농1동	3,303	5,329	1,491	2,005	930	1,962	882	1,362
2009	동대문구	전농2동	4,021	4,495	1,916	1,544	1,176	1,799	929	1,152
2009	동대문구	답십리1동	1,927	8,563	657	3,596	772	3,673	498	1,294
2009	동대문구	답십리2동	7,165	6,721	3,337	2,320	2,451	2,700	1,377	1,701
2009	동대문구	장안1동	5,195	5,288	1,777	1,372	2,160	2,386	1,258	1,530
2009	동대문구	장안2동	7,260	7,305	2,692	2,000	2,912	3,075	1,656	2,230
2009	동대문구	이문1동	4,669	5,024	1,253	1,184	1,558	2,094	1,858	1,746
2009	동대문구	이문2동	5,146	5,544	1,075	1,043	2,262	2,684	1,809	1,817
2009	중랑구	소계	70,325	75,714	26,849	26,849	24,345	24,114	19,131	24,751
2009	중랑구	면목2동	4,981	4,906	1,965	1,721	1,779	1,565	1,237	1,620
2009	중랑구	면목4동	4,149	4,465	971	1,130	1,862	1,923	1,316	1,412
2009	중랑구	면목5동	2,589	2,839	1,100	1,180	945	879	544	780
2009	중랑구	면목7동	4,634	4,986	1,522	1,732	1,946	1,867	1,166	1,387
2009	중랑구	상봉1동	3,629	3,939	1,619	1,510	1,039	1,184	971	1,245
2009	중랑구	상봉2동	3,814	3,928	1,382	1,550	1,225	1,086	1,207	1,292
2009	중랑구	중화1동	3,214	3,593	1,337	1,360	1,078	1,129	799	1,104
2009	중랑구	중화2동	4,982	5,575	1,730	1,824	1,748	1,871	1,504	1,880
2009	중랑구	묵1동	5,376	5,700	1,644	1,420	2,294	2,362	1,438	1,918
2009	중랑구	묵2동	3,766	3,727	1,263	1,219	1,628	1,375	875	1,133
2009	중랑구	망우3동	3,604	4,009	1,746	1,839	934	887	924	1,283
2009	중랑구	신내1동	3,919	4,796	1,828	1,817	1,042	1,282	1,049	1,697
2009	중랑구	신내2동	3,750	4,101	1,456	1,198	1,318	1,517	976	1,386
2009	중랑구	면목본동	6,670	7,182	2,568	2,825	2,228	2,029	1,874	2,328
