기간	자치구	동	구분	구분	구분	구분	구분	구분	구분	구분
2012	성북구	돈암1동	2,112	2,314	761	800	800	794	551	720
2012	성북구	돈암2동	2,691	3,558	883	1,378	1,151	1,280	657	900
2012	성북구	안암동	3,421	3,570	716	840	1,225	1,492	1,480	1,238
2012	성북구	보문동	2,386	2,890	509	859	1,145	1,282	732	749
2012	성북구	정릉1동	2,864	3,231	1,306	1,286	904	1,027	654	918
2012	성북구	정릉2동	3,433	3,744	1,700	1,449	967	1,226	766	1,069
2012	성북구	정릉3동	2,492	2,884	786	798	680	1,052	1,026	1,034
2012	성북구	정릉4동	3,773	4,031	1,270	1,090	1,603	1,592	900	1,349
2012	성북구	길음1동	5,325	5,770	1,200	1,090	2,742	2,786	1,383	1,894
2012	성북구	길음2동	3,279	2,867	898	563	1,700	1,458	681	846
2012	성북구	월곡1동	3,628	3,809	998	847	1,757	1,712	873	1,250
2012	성북구	월곡2동	3,233	3,362	1,040	1,082	1,134	1,249	1,059	1,031
2012	성북구	장위1동	3,019	3,745	1,086	1,052	1,200	1,539	733	1,154
2012	성북구	장위2동	2,768	3,303	1,071	1,213	1,026	1,165	671	925
2012	성북구	장위3동	2,346	2,815	699	635	1,185	1,396	462	784
2012	성북구	성북동	2,895	3,066	656	887	1,324	1,226	915	953
2012	성북구	삼선동	5,045	4,131	1,532	1,120	2,120	1,681	1,393	1,330
2012	성북구	동선동	3,639	3,357	1,003	1,058	1,152	1,259	1,484	1,040
2012	성북구	종암동	5,320	5,678	1,109	1,149	2,422	2,510	1,789	2,019
2012	성북구	석관동	4,260	5,055	735	762	2,224	2,537	1,301	1,756
2012	강북구	소계	50,417	53,255	16,987	16,987	21,335	20,872	12,095	15,396
2012	강북구	번1동	3,696	3,649	909	958	1,718	1,634	1,069	1,057
2012	강북구	번2동	2,281	2,659	842	905	952	1,026	487	728
2012	강북구	번3동	2,192	2,426	617	484	1,095	1,132	480	810
2012	강북구	수유1동	3,482	3,824	1,399	1,503	1,232	1,236	851	1,085
2012	강북구	수유2동	3,124	3,540	1,224	1,104	1,290	1,442	610	994
2012	강북구	수유3동	4,398	4,515	1,494	1,494	1,798	1,709	1,106	1,312
2012	강북구	삼양동	4,710	5,255	1,841	2,022	1,738	1,847	1,131	1,386
2012	강북구	미아동	3,802	4,191	1,504	1,654	1,324	1,452	974	1,085
2012	강북구	송중동	4,263	5,809	1,171	1,785	1,968	2,436	1,124	1,588
2012	강북구	송천동	4,522	5,109	1,692	1,767	1,805	1,934	1,025	1,408
2012	강북구	삼각산동	6,399	4,600	1,512	901	3,445	2,054	1,442	1,645
2012	강북구	우이동	2,991	3,055	914	837	1,307	1,310	770	908
2012	강북구	인수동	4,557	4,623	1,868	1,573	1,663	1,660	1,026	1,390
2012	도봉구	소계	48,249	52,887	16,299	16,299	19,418	18,944	12,532	17,644
2012	도봉구	쌍문1동	2,932	3,305	655	676	1,561	1,608	716	1,021
2012	도봉구	쌍문2동	3,027	3,321	1,291	1,317	1,016	1,062	720	942
2012	도봉구	쌍문3동	2,674	2,862	876	892	1,056	1,076	742	894
2012	도봉구	쌍문4동	3,015	3,222	1,463	1,305	988	969	564	948
2012	도봉구	방학1동	4,772	4,812	1,968	1,694	1,614	1,499	1,190	1,619
2012	도봉구	방학2동	3,427	3,861	1,371	1,629	1,209	1,119	847	1,113
2012	도봉구	방학3동	3,613	4,088	1,587	1,487	1,203	1,209	823	1,392
2012	도봉구	창1동	3,523	3,947	1,104	1,181	1,398	1,497	1,021	1,269
2012	도봉구	창2동	4,274	4,570	1,344	1,315	1,923	1,816	1,007	1,439
2012	도봉구	창3동	2,398	2,507	586	666	1,355	1,098	457	743
2012	도봉구	창4동	3,513	4,071	840	755	1,685	1,755	988	1,561
2012	도봉구	창5동	3,566	3,924	1,131	1,171	1,408	1,401	1,027	1,352
2012	도봉구	도봉1동	3,240	3,680	944	1,126	1,193	1,122	1,103	1,432
2012	도봉구	도봉2동	4,275	4,717	1,139	1,085	1,809	1,713	1,327	1,919
2012	노원구	소계	75,404	84,716	24,519	24,519	28,016	27,918	22,869	32,279
2012	노원구	월계1동	3,011	3,936	511	715	1,363	1,829	1,137	1,392
2012	노원구	월계2동	3,045	3,717	528	557	1,618	1,777	899	1,383
2012	노원구	월계3동	3,999	4,839	836	984	2,040	1,927	1,123	1,928
2012	노원구	공릉2동	7,161	6,986	1,448	1,146	2,610	2,125	3,103	3,715
2012	노원구	하계1동	3,772	4,022	1,382	1,165	1,467	1,421	923	1,436
2012	노원구	하계2동	2,901	3,223	1,159	958	1,062	1,140	680	1,125
2012	노원구	중계본동	3,204	3,638	1,372	1,218	989	1,125	843	1,295
2012	노원구	중계1동	3,800	4,083	1,445	1,662	1,405	1,199	950	1,222
2012	노원구	중계4동	2,896	3,215	1,259	1,279	836	802	801	1,134
2012	노원구	상계1동	5,165	5,602	1,640	1,110	1,808	1,959	1,717	2,533
2012	노원구	상계2동	3,344	3,834	1,722	1,622	807	998	815	1,214
2012	노원구	상계5동	3,524	3,832	1,853	1,579	849	952	822	1,301
2012	노원구	상계8동	4,128	4,664	1,078	1,444	1,686	1,381	1,364	1,839
2012	노원구	상계9동	3,239	3,786	1,421	1,483	956	990	862	1,313
2012	노원구	상계10동	3,102	3,487	1,226	1,243	1,017	1,035	859	1,209
2012	노원구	상계3.4동	4,016	5,010	1,495	1,585	1,251	1,433	1,270	1,992
2012	노원구	상계6.7동	5,015	5,641	1,502	1,617	1,988	1,928	1,525	2,096
2012	노원구	중계2.3동	4,585	5,183	1,370	1,624	1,999	1,769	1,216	1,790
2012	노원구	공릉1동	5,497	6,018	1,272	1,528	2,265	2,128	1,960	2,362
2012	은평구	소계	82,891	77,208	30,714	30,714	30,217	19,484	21,960	27,010
2012	은평구	녹번동	4,842	5,666	1,572	2,245	1,836	1,515	1,434	1,906
2012	은평구	불광1동	6,067	6,230	2,021	2,197	2,210	1,711	1,836	2,322
2012	은평구	갈현1동	3,903	4,347	1,548	1,755	1,156	903	1,199	1,689
2012	은평구	갈현2동	4,827	4,521	2,237	2,096	1,344	863	1,246	1,562
2012	은평구	구산동	5,128	5,016	2,206	2,089	1,521	1,148	1,401	1,779
2012	은평구	대조동	5,345	5,215	2,175	2,336	1,572	1,072	1,598	1,807
2012	은평구	응암1동	4,972	5,363	1,902	2,340	1,746	1,270	1,324	1,753
2012	은평구	응암2동	9,667	3,371	3,340	1,472	4,292	892	2,035	1,007
2012	은평구	신사1동	4,599	4,664	2,122	2,194	1,445	995	1,032	1,475
2012	은평구	신사2동	3,167	3,704	1,238	1,644	1,053	952	876	1,108
2012	은평구	증산동	2,846	3,294	704	887	1,329	1,263	813	1,144
2012	은평구	수색동	2,246	2,898	387	745	1,032	1,046	827	1,107
2012	은평구	진관동	8,738	5,791	2,534	1,094	4,186	1,878	2,018	2,819
2012	은평구	불광2동	4,206	4,671	1,550	1,883	1,313	1,006	1,343	1,782
2012	은평구	응암3동	4,588	4,713	1,616	2,056	1,820	1,347	1,152	1,310
2012	은평구	역촌동	7,750	7,744	3,562	3,681	2,362	1,623	1,826	2,440
2012	서대문구	소계	50,685	51,250	12,212	12,212	22,911	22,428	15,562	16,610
2012	서대문구	천연동	3,072	3,272	544	511	1,620	1,704	908	1,057
2012	서대문구	홍제1동	3,732	4,307	1,040	1,063	1,646	1,781	1,046	1,463
2012	서대문구	홍제3동	2,474	2,982	782	800	1,004	1,216	688	966
2012	서대문구	홍제2동	2,045	2,499	600	625	913	1,136	532	738
2012	서대문구	홍은1동	2,922	3,145	749	793	1,331	1,261	842	1,091
2012	서대문구	홍은2동	4,226	4,787	1,382	1,374	1,695	2,003	1,149	1,410
2012	서대문구	남가좌1동	522	867	192	422	210	250	120	195
2012	서대문구	남가좌2동	4,046	4,760	1,244	1,523	1,512	1,786	1,290	1,451
2012	서대문구	북가좌1동	7,971	1,501	2,250	364	4,364	600	1,357	537
2012	서대문구	북가좌2동	4,549	5,366	1,056	1,459	2,310	2,294	1,183	1,613
2012	서대문구	충현동	2,749	4,054	555	780	1,313	2,040	881	1,234
2012	서대문구	북아현동	1,495	2,060	355	436	681	1,003	459	621
2012	서대문구	신촌동	4,902	4,894	458	665	1,755	2,412	2,689	1,817
2012	서대문구	연희동	5,980	6,756	1,005	1,397	2,557	2,942	2,418	2,417
2012	마포구	소계	60,874	67,554	16,765	16,765	24,267	27,848	19,842	22,941
2012	마포구	용강동	2,752	3,325	845	874	1,079	1,449	828	1,002
2012	마포구	대흥동	2,912	3,160	587	731	1,040	1,280	1,285	1,149
2012	마포구	염리동	2,391	3,037	735	761	897	1,244	759	1,032
2012	마포구	신수동	3,144	4,666	1,012	1,622	1,089	1,722	1,043	1,322
2012	마포구	서교동	6,897	6,685	1,716	1,895	2,466	2,502	2,715	2,288
2012	마포구	합정동	3,707	4,177	1,051	1,286	1,322	1,468	1,334	1,423
2012	마포구	망원1동	4,016	4,438	1,585	1,425	1,295	1,498	1,136	1,515
2012	마포구	망원2동	2,922	3,426	1,291	1,076	832	1,127	799	1,223
2012	마포구	연남동	3,672	3,956	1,093	1,102	1,385	1,619	1,194	1,235
2012	마포구	성산1동	3,815	3,700	1,657	1,266	1,151	1,229	1,007	1,205
2012	마포구	성산2동	4,661	5,437	1,158	964	2,020	2,384	1,483	2,089
2012	마포구	상암동	4,171	4,389	924	434	1,841	2,139	1,406	1,816
2012	마포구	도화동	3,150	3,467	643	539	1,517	1,751	990	1,177
2012	마포구	서강동	4,229	4,735	1,096	1,183	1,572	1,920	1,561	1,632
2012	마포구	공덕동	5,728	5,985	764	877	3,435	3,191	1,529	1,917
2012	마포구	아현동	2,707	2,971	608	730	1,326	1,325	773	916
2012	양천구	소계	65,512	71,946	21,433	21,433	25,411	25,071	18,668	25,442
2012	양천구	목1동	4,053	4,357	1,244	1,288	1,640	1,671	1,169	1,398
2012	양천구	목2동	5,057	5,152	1,235	1,232	2,340	2,024	1,482	1,896
2012	양천구	목3동	3,704	3,987	1,028	871	1,762	1,735	914	1,381
2012	양천구	목4동	4,078	4,318	1,402	1,222	1,624	1,599	1,052	1,497
2012	양천구	신월1동	3,531	3,875	912	784	1,576	1,527	1,043	1,564
2012	양천구	신월2동	3,454	3,085	1,721	1,209	997	842	736	1,034
2012	양천구	신월3동	2,879	3,631	699	835	1,154	1,354	1,026	1,442
2012	양천구	신월4동	2,714	2,930	1,375	1,342	644	627	695	961
2012	양천구	신월5동	2,533	2,482	584	454	1,231	1,082	718	946
2012	양천구	신월6동	1,643	2,088	806	963	468	482	369	643
2012	양천구	신월7동	2,929	3,506	996	1,134	888	840	1,045	1,532
2012	양천구	신정1동	2,088	3,867	844	1,967	678	956	566	944
2012	양천구	신정2동	2,526	2,926	795	888	992	1,026	739	1,012
2012	양천구	신정3동	7,185	7,139	2,579	2,048	2,651	2,369	1,955	2,722
2012	양천구	신정6동	3,084	3,527	1,115	1,212	1,145	1,183	824	1,132
2012	양천구	신정7동	3,569	3,938	1,193	1,077	1,389	1,467	987	1,394
2012	양천구	목5동	4,811	5,215	1,053	1,328	2,229	2,192	1,529	1,695
2012	양천구	신정4동	5,674	5,923	1,852	1,579	2,003	2,095	1,819	2,249
2012	강서구	소계	82,623	87,711	27,209	27,209	29,804	25,160	25,610	35,342
2012	강서구	염창동	4,909	5,205	1,172	1,138	2,119	1,913	1,618	2,154
2012	강서구	등촌1동	4,316	4,021	1,290	1,272	1,632	1,225	1,394	1,524
2012	강서구	등촌2동	3,010	3,395	730	775	1,409	1,310	871	1,310
2012	강서구	등촌3동	4,153	4,547	1,237	1,231	1,619	1,411	1,297	1,905
2012	강서구	화곡본동	6,200	6,434	2,075	1,870	2,303	1,795	1,822	2,769
2012	강서구	화곡2동	3,351	3,548	1,356	1,301	1,209	1,009	786	1,238
2012	강서구	화곡3동	3,655	3,786	1,324	1,288	1,281	1,099	1,050	1,399
2012	강서구	화곡4동	3,395	3,465	905	969	1,578	1,187	912	1,309
2012	강서구	화곡6동	4,179	4,140	1,514	1,349	1,316	1,085	1,349	1,706
2012	강서구	화곡8동	4,471	4,791	1,471	1,643	1,812	1,337	1,188	1,811
2012	강서구	가양1동	2,666	3,054	963	955	892	835	811	1,264
2012	강서구	가양2동	2,112	2,377	582	769	888	681	642	927
2012	강서구	가양3동	2,405	3,003	587	861	1,123	992	695	1,150
2012	강서구	발산1동	4,608	4,903	2,049	1,605	1,239	1,400	1,320	1,898
2012	강서구	공항동	3,418	3,668	1,009	1,127	949	731	1,460	1,810
2012	강서구	방화1동	4,500	4,785	2,017	1,828	1,040	959	1,443	1,998
2012	강서구	방화2동	3,745	3,946	1,373	1,392	975	732	1,397	1,822
2012	강서구	방화3동	3,541	3,994	1,216	1,390	1,062	836	1,263	1,768
2012	강서구	화곡1동	8,512	8,745	1,973	2,213	3,793	3,110	2,746	3,422
2012	강서구	우장산동	5,477	5,904	2,366	2,233	1,565	1,513	1,546	2,158
2012	구로구	소계	59,003	62,428	15,278	15,278	21,133	19,467	22,592	27,683
2012	구로구	신도림동	4,564	4,873	836	666	2,116	2,161	1,612	2,046
2012	구로구	구로1동	2,601	3,006	395	426	1,161	1,071	1,045	1,509
2012	구로구	구로3동	5,758	5,872	878	959	2,290	2,284	2,590	2,629
2012	구로구	구로4동	4,219	4,629	1,185	1,257	1,612	1,517	1,422	1,855
2012	구로구	구로5동	5,218	5,304	908	1,126	2,230	2,027	2,080	2,151
2012	구로구	고척1동	2,755	3,265	892	947	946	963	917	1,355
2012	구로구	고척2동	3,946	4,164	1,372	1,244	1,408	1,356	1,166	1,564
2012	구로구	개봉2동	4,501	4,745	1,280	1,171	1,345	1,195	1,876	2,379
2012	구로구	개봉3동	3,208	2,986	862	820	756	612	1,590	1,554
2012	구로구	오류1동	3,438	3,421	1,073	1,051	1,038	761	1,327	1,609
2012	구로구	오류2동	5,571	4,289	1,593	929	1,948	1,108	2,030	2,252
2012	구로구	수궁동	3,406	3,741	904	926	1,072	924	1,430	1,891
2012	구로구	가리봉동	1,617	2,444	339	643	674	886	604	915
2012	구로구	구로2동	4,105	5,007	1,239	1,492	1,356	1,439	1,510	2,076
2012	구로구	개봉1동	4,096	4,682	1,522	1,621	1,181	1,163	1,393	1,898
2012	금천구	소계	36,640	37,818	11,338	11,338	11,140	10,060	14,162	16,420
2012	금천구	가산동	3,883	4,040	475	663	1,358	1,496	2,050	1,881
2012	금천구	독산1동	5,999	6,054	887	986	1,792	1,659	3,320	3,409
2012	금천구	독산2동	3,060	3,622	1,390	1,482	787	836	883	1,304
2012	금천구	독산3동	3,696	4,232	907	1,089	1,628	1,585	1,161	1,558
2012	금천구	독산4동	2,862	3,041	1,279	1,250	791	717	792	1,074
2012	금천구	시흥1동	6,613	5,028	2,413	1,702	1,793	1,098	2,407	2,228
2012	금천구	시흥2동	2,902	3,158	802	855	1,128	913	972	1,390
2012	금천구	시흥3동	1,650	1,691	415	411	471	354	764	926
2012	금천구	시흥4동	3,064	3,454	1,426	1,376	745	772	893	1,306
2012	금천구	시흥5동	2,911	3,498	1,344	1,524	647	630	920	1,344
2012	영등포구	소계	57,623	66,140	13,659	13,659	23,137	26,563	20,827	25,918
2012	영등포구	여의동	3,889	4,313	316	361	2,262	2,276	1,311	1,676
2012	영등포구	당산1동	3,640	4,253	959	968	1,467	1,655	1,214	1,630
2012	영등포구	당산2동	5,500	5,841	879	1,047	2,415	2,464	2,206	2,330
2012	영등포구	양평1동	2,904	3,073	707	639	1,180	1,234	1,017	1,200
2012	영등포구	양평2동	3,218	3,436	534	468	1,453	1,575	1,231	1,393
2012	영등포구	신길1동	3,223	3,703	885	871	1,160	1,359	1,178	1,473
2012	영등포구	신길3동	1,862	2,721	772	1,050	523	755	567	916
2012	영등포구	신길4동	1,429	1,782	659	603	397	578	373	601
2012	영등포구	신길5동	2,139	2,801	928	857	566	929	645	1,015
2012	영등포구	신길6동	3,139	3,902	712	642	1,504	1,838	923	1,422
2012	영등포구	신길7동	3,032	3,756	512	834	878	1,272	1,642	1,650
2012	영등포구	대림1동	2,245	2,832	808	699	707	1,073	730	1,060
2012	영등포구	대림2동	2,447	3,196	450	558	1,152	1,477	845	1,161
2012	영등포구	대림3동	3,732	4,619	968	841	1,586	1,984	1,178	1,794
2012	영등포구	영등포본동	3,671	4,159	1,075	932	1,246	1,562	1,350	1,665
2012	영등포구	영등포동	4,060	3,619	685	734	1,567	1,426	1,808	1,459
2012	영등포구	도림동	3,086	3,373	833	822	1,177	1,233	1,076	1,318
2012	영등포구	문래동	4,407	4,761	977	733	1,897	1,873	1,533	2,155
2012	동작구	소계	68,660	66,673	15,148	15,148	30,753	26,598	22,759	24,927
2012	동작구	노량진2동	2,518	3,044	734	948	764	977	1,020	1,119
2012	동작구	상도1동	9,829	6,670	1,684	1,319	5,024	2,793	3,121	2,558
2012	동작구	상도2동	4,415	4,734	1,472	1,707	1,640	1,498	1,303	1,529
2012	동작구	상도3동	3,769	4,037	1,432	1,294	1,250	1,346	1,087	1,397
2012	동작구	상도4동	4,102	4,380	1,536	1,403	1,444	1,456	1,122	1,521
2012	동작구	사당1동	4,810	4,819	693	729	2,321	2,179	1,796	1,911
2012	동작구	사당3동	4,373	4,077	1,081	988	2,052	1,581	1,240	1,508
2012	동작구	사당4동	2,841	2,963	941	889	1,140	1,105	760	969
2012	동작구	사당5동	2,539	2,941	716	744	1,026	1,138	797	1,059
2012	동작구	대방동	6,046	6,198	1,186	1,329	2,618	2,630	2,242	2,239
2012	동작구	신대방1동	3,381	3,825	330	356	1,963	2,042	1,088	1,427
2012	동작구	신대방2동	3,894	3,948	958	919	1,695	1,564	1,241	1,465
2012	동작구	흑석동	5,989	4,584	749	635	3,110	1,997	2,130	1,952
2012	동작구	노량진1동	5,881	5,752	1,186	1,249	2,318	2,059	2,377	2,444
2012	동작구	사당2동	4,273	4,701	450	639	2,388	2,233	1,435	1,829
2012	관악구	소계	92,666	98,563	25,911	25,911	28,863	33,940	37,892	38,712
2012	관악구	보라매동	3,950	4,461	1,260	1,176	1,519	1,648	1,171	1,637
2012	관악구	청림동	2,511	2,999	668	619	1,169	1,361	674	1,019
2012	관악구	행운동	6,017	6,315	1,549	1,632	1,812	2,254	2,656	2,429
2012	관악구	낙성대동	4,390	4,527	1,135	1,348	1,139	1,450	2,116	1,729
2012	관악구	중앙동	3,143	3,276	1,119	1,234	809	936	1,215	1,106
2012	관악구	인헌동	4,883	5,109	1,144	1,123	1,594	1,889	2,145	2,097
