계정항목코드별,"M2(평잔,원계열)",양도성예금증서,매출어음,CMA,수익증권,건축,선행종합지수(2015=100),소비자물가등락률(%),미분양주택현황(호),제조업 재고율지수(2015=100%),상품수지(백만달러),경상수지(백만달러),행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],연체율_기업대출,연체율_가계대출,주택담보대출 대출금리,잔액기준금리_가계대출_고정금리대출
2018. 10,2674506.5,25668.4,338.5,42663.6,200131.2,6971066,113.4,2,"60,502",105.9,"10,522.20","9,473.60",전국,637160,637160,0,서울특별시,132111,142818,-10707,부산광역시,35078,37450,-2372,대구광역시,29869,31250,-1381,인천광역시,36525,36810,-285,광주광역시,20268,20280,-12,대전광역시,18023,19255,-1232,울산광역시,10065,10899,-834,세종특별자치시,6600,4494,2106,경기도,183701,168821,14880,강원도,17767,17746,21,충청북도,23688,22666,1022,충청남도,22865,22029,836,전라북도,18628,19491,-863,전라남도,17881,18626,-745,경상북도,25756,26012,-256,경상남도,30481,31096,-615,0.9,0.3,3.77,29.8
2018. 11,2692974.8,27671.1,335.4,42278.7,202010.4,6961976,113.4,2,"60,122",111.4,"7,504.90","5,130.60",전국,614814,614814,0,서울특별시,125350,136685,-11335,부산광역시,32578,34612,-2034,대구광역시,27042,28238,-1196,인천광역시,37219,37203,16,광주광역시,18556,19472,-916,대전광역시,17536,18642,-1106,울산광역시,10561,11433,-872,세종특별자치시,5485,4006,1479,경기도,176460,162919,13541,강원도,20066,19674,392,충청북도,20000,19421,579,충청남도,23800,22797,1003,전라북도,19302,20203,-901,전라남도,18899,18218,681,경상북도,25203,24594,609,경상남도,29139,29338,-199,0.9,0.3,3.77,29.9
2018. 12,2699882.3,27827,340.3,42168.8,207182.9,7900893,113.5,1.3,"58,838",114.6,"6,627.90","4,914.40",전국,617349,617349,0,서울특별시,117524,127128,-9604,부산광역시,33651,36422,-2771,대구광역시,28032,30190,-2158,인천광역시,35441,35118,323,광주광역시,17385,19113,-1728,대전광역시,18653,20546,-1893,울산광역시,10731,11594,-863,세종특별자치시,6116,4333,1783,경기도,171875,157952,13923,강원도,19794,19921,-127,충청북도,21525,20329,1196,충청남도,23784,22681,1103,전라북도,21251,22095,-844,전라남도,22527,20581,1946,경상북도,27270,26923,347,경상남도,33269,33949,-680,0.6,0.3,3.84,29.9
2019. 01,2716722,26963.9,362.3,42370.4,209120.4,6158349,113.6,0.8,"59,162",111.5,"5,752.90","3,296.40",전국,667227,667227,0,서울특별시,128937,129031,-94,부산광역시,36919,39477,-2558,대구광역시,31522,32735,-1213,인천광역시,37979,37061,918,광주광역시,19967,19465,502,대전광역시,20825,22133,-1308,울산광역시,12723,13788,-1065,세종특별자치시,7825,5368,2457,경기도,176207,165024,11183,강원도,21694,22722,-1028,충청북도,21634,21478,156,충청남도,25843,26122,-279,전라북도,22266,23930,-1664,전라남도,21716,25181,-3465,경상북도,29181,31304,-2123,경상남도,40480,40989,-509,0.7,0.3,3.89,30.5
2019. 02,2730481.9,26210.8,372.3,42483.5,211185.8,5614968,113.8,0.5,"59,614",115.5,"5,424.40","3,850.30",전국,702329,702329,0,서울특별시,146401,143367,3034,부산광역시,40717,42394,-1677,대구광역시,31388,33654,-2266,인천광역시,38926,39321,-395,광주광역시,21632,22340,-708,대전광역시,22011,23295,-1284,울산광역시,14625,15870,-1245,세종특별자치시,9622,6329,3293,경기도,180669,169249,11420,강원도,21212,22213,-1001,충청북도,20595,20772,-177,충청남도,26570,27053,-483,전라북도,23797,25655,-1858,전라남도,21376,23935,-2559,경상북도,30891,32917,-2026,경상남도,41218,43422,-2204,0.7,0.3,3.84,31
2019. 03,2752723.9,26754.5,359.8,42137.5,210656.1,6691500,114.1,0.4,"62,147",111.3,"8,338.70","5,039.60",전국,641449,641449,0,서울특별시,135592,137242,-1650,부산광역시,36425,38345,-1920,대구광역시,25283,27708,-2425,인천광역시,37561,37659,-98,광주광역시,19595,19992,-397,대전광역시,18653,19846,-1193,울산광역시,13707,14893,-1186,세종특별자치시,6729,4653,2076,경기도,168062,158699,9363,강원도,20616,20361,255,충청북도,17892,17929,-37,충청남도,24307,23777,530,전라북도,22556,23912,-1356,전라남도,19907,21218,-1311,경상북도,29294,29379,-85,경상남도,36734,37827,-1093,0.7,0.3,3.81,31.4
2019. 04,2763058,25859,330.4,43500.6,211903.3,6680185,114.5,0.6,"62,041",116.1,"5,608.90",-393.2,전국,587293,587293,0,서울특별시,118129,122867,-4738,부산광역시,34980,37090,-2110,대구광역시,23461,25185,-1724,인천광역시,35652,35954,-302,광주광역시,17074,17215,-141,대전광역시,16142,17372,-1230,울산광역시,13338,14154,-816,세종특별자치시,5500,4014,1486,경기도,163263,153050,10213,강원도,18628,18094,534,충청북도,16665,15827,838,충청남도,20857,20685,172,전라북도,19189,20044,-855,전라남도,18190,18861,-671,경상북도,25780,25993,-213,경상남도,32983,33844,-861,0.7,0.3,3.82,31.7
2019. 05,2771633,24823.3,312.7,43457.7,211484.3,6695570,114.6,0.7,"62,741",117.9,"5,503.10","5,175.50",전국,569020,569020,0,서울특별시,110881,117209,-6328,부산광역시,33041,34874,-1833,대구광역시,26878,28792,-1914,인천광역시,37120,37115,5,광주광역시,17058,17165,-107,대전광역시,15385,16640,-1255,울산광역시,12146,13018,-872,세종특별자치시,5038,3953,1085,경기도,159107,145768,13339,강원도,17508,17293,215,충청북도,16272,15798,474,충청남도,20084,20194,-110,전라북도,17233,18353,-1120,전라남도,17371,18382,-1011,경상북도,25621,25787,-166,경상남도,30943,31921,-978,0.7,0.3,3.82,31.8
2019. 06,2799248,23562.8,313,42126,215311.6,7381960,114.7,0.7,"63,705",115.7,"6,269.30","5,665.30",전국,484468,484468,0,서울특별시,91828,97933,-6105,부산광역시,28661,30417,-1756,대구광역시,23153,24933,-1780,인천광역시,30633,31106,-473,광주광역시,15069,15129,-60,대전광역시,13593,15142,-1549,울산광역시,9640,10234,-594,세종특별자치시,5663,4002,1661,경기도,136256,124662,11594,강원도,14676,14403,273,충청북도,13028,13201,-173,충청남도,17911,17580,331,전라북도,14484,15264,-780,전라남도,15099,15881,-782,경상북도,22191,21652,539,경상남도,26267,27009,-742,0.6,0.3,3.80,32.3
2019. 07,2811543.7,21367.3,312.9,42429.9,218082,6319377,114.7,0.6,"62,529",115.4,"6,182.40","6,584.60",전국,563622,563622,0,서울특별시,111288,118365,-7077,부산광역시,30839,32763,-1924,대구광역시,24443,26231,-1788,인천광역시,34463,35116,-653,광주광역시,18826,18496,330,대전광역시,17507,18850,-1343,울산광역시,11352,11967,-615,세종특별자치시,7592,5129,2463,경기도,162085,147964,14121,강원도,16224,16154,70,충청북도,14167,14373,-206,충청남도,19691,20148,-457,전라북도,17448,18391,-943,전라남도,16258,17573,-1315,경상북도,22771,23344,-573,경상남도,31634,32070,-436,0.7,0.3,3.66,32.9
2019. 08,2832566.1,19524.9,299.6,42117,216662,6221326,114.9,0,"62,385",112.9,"4,630.90","4,860.70",전국,565607,565607,0,서울특별시,110592,118002,-7410,부산광역시,33338,35235,-1897,대구광역시,23526,25451,-1925,인천광역시,33861,34441,-580,광주광역시,18003,18171,-168,대전광역시,16575,17890,-1315,울산광역시,10444,11208,-764,세종특별자치시,6269,4701,1568,경기도,164377,148674,15703,강원도,17743,17434,309,충청북도,16609,16472,137,충청남도,21446,21538,-92,전라북도,16965,17940,-975,전라남도,16938,18303,-1365,경상북도,21685,22355,-670,경상남도,30261,31059,-798,0.7,0.3,3.68,33.4
2019. 09,2853272,19549.7,293.8,42171.5,222503.4,5942118,115.4,-0.4,"60,062",113.2,"8,698.70","7,759.10",전국,517785,517785,0,서울특별시,103969,109435,-5466,부산광역시,29878,31268,-1390,대구광역시,21813,23294,-1481,인천광역시,30378,30545,-167,광주광역시,16068,15990,78,대전광역시,16127,17136,-1009,울산광역시,9162,9795,-633,세종특별자치시,6175,4694,1481,경기도,148739,137590,11149,강원도,15502,15212,290,충청북도,15404,15284,120,충청남도,19170,19249,-79,전라북도,16265,16979,-714,전라남도,15782,16594,-812,경상북도,20649,20969,-320,경상남도,26426,27515,-1089,0.6,0.3,3.60,33.9
2019. 10,2874176.1,18654.2,288,40914,222908.9,6391704,116.1,0,"56,098",115.1,"8,028.20","7,827.20",전국,594081,594081,0,서울특별시,128067,133127,-5060,부산광역시,33781,36011,-2230,대구광역시,25688,27452,-1764,인천광역시,34972,35176,-204,광주광역시,17673,18003,-330,대전광역시,18194,19436,-1242,울산광역시,11188,11892,-704,세종특별자치시,7952,5549,2403,경기도,164544,155225,9319,강원도,16178,15687,491,충청북도,20353,20000,353,충청남도,20454,20506,-52,전라북도,18041,18647,-606,전라남도,16888,17262,-374,경상북도,22770,22851,-81,경상남도,30243,30245,-2,0.7,0.3,3.42,34.2
2019. 11,2901465.4,17885.9,273.8,41141.6,223880.3,6279056,116.9,0.2,"53,561",115.7,"7,390.90","5,974.80",전국,565735,565735,0,서울특별시,113012,117720,-4708,부산광역시,34356,36038,-1682,대구광역시,25901,27825,-1924,인천광역시,34151,34138,13,광주광역시,17761,18254,-493,대전광역시,17310,18866,-1556,울산광역시,11173,11808,-635,세종특별자치시,6785,4745,2040,경기도,150814,143562,7252,강원도,17691,16874,817,충청북도,18601,18214,387,충청남도,19826,19892,-66,전라북도,18806,19440,-634,전라남도,18313,17208,1105,경상북도,24518,24247,271,경상남도,29596,29887,-291,,,3.28,34.3
2019. 12,,,,,,7370450,117.7,0.7,,107.8,"5,027.60","4,330.90",,118477,123006,-4529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2
2020. 01,,,,,,,,1.5,,,,,,150805,155528,-4723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,138507,146220,-7713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,134581,144586,-10005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,130619,138830,-8211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,115773,124523,-8750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,118420,127308,-8888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,119171,126101,-6930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,103009,109528,-6519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,133368,142141,-8773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,119741,131098,-11357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,137619,151771,-14152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,111094,115366,-4272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,155429,158261,-2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,148117,154260,-6143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,136230,144686,-8456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,129645,137232,-7587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,122547,130942,-8395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,128364,135883,-7519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,124922,130585,-5663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,117715,123841,-6126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,142279,151401,-9122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,124299,133467,-9168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,132953,145501,-12548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,116958,120013,-3055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,134168,138304,-4136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,160393,169767,-9374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,137743,148860,-11117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,132359,144035,-11676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,135400,149778,-14378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,130033,141756,-11723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,128717,141628,-12911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,112803,125689,-12886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,135505,150502,-14997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,132012,145622,-13610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,133340,150733,-17393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,113095,119949,-6854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,145256,153467,-8211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,140880,149700,-8820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,117029,127687,-10658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,123743,135701,-11958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,119398,131462,-12064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,110156,123001,-12845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,132319,146990,-14671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,117840,128750,-10910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,133610,146868,-13258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,130166,144748,-14582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,132110,147536,-15426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,114655,117173,-2518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,161130,162678,-1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,143477,148176,-4699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,112932,119307,-6375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,124132,130722,-6590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,115236,121281,-6045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,113098,121341,-8243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,132940,141931,-8991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,120252,133583,-13331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,109323,120064,-10741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,114057,128744,-14687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,111705,126423,-14718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,119120,126275,-7155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,135440,142674,-7234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,144160,152138,-7978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,117443,127510,-10067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,117278,128576,-11298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,109139,117661,-8522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,112580,121981,-9401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,117300,126268,-8968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,92262,100223,-7961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,132111,142818,-10707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,125350,136685,-11335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,117524,127128,-9604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,128937,129031,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,146401,143367,3034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,135592,137242,-1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,118129,122867,-4738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,110881,117209,-6328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,91828,97933,-6105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,111288,118365,-7077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,110592,118002,-7410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,103969,109435,-5466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,128067,133127,-5060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,113012,117720,-4708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,39348,40048,-700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,42857,42807,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,39546,41004,-1458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,40603,41548,-945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,40967,42906,-1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,40432,42798,-2366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,40876,42931,-2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,35986,37829,-1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,31231,32143,-912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,40603,42438,-1835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,40244,41335,-1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,45758,48374,-2616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
