기간	자치구	동	성별	인구이동(동별)	인구이동(동별)	인구이동(동별)	인구이동(동별)	인구이동(동별)	인구이동(동별)	인구이동(동별)	인구이동(동별)
기간	자치구	동	성별	총전입(⑦=①+③+⑤)	총전출(⑧=②+④+⑥)	구내이동	구내이동	구간이동	구간이동	시ㆍ도간이동	시ㆍ도간이동
기간	자치구	동	성별	총전입(⑦=①+③+⑤)	총전출(⑧=②+④+⑥)	전입(①)	전출(②)	전입(③)	전출(④)	전입(⑤)	전출(⑥)
2005	마포구	연남동	소계	4,280	4,467	1,323	1,342	1,734	1,885	1,223	1,240
2005	마포구	성산제1동	소계	3,934	4,219	1,582	1,496	1,299	1,419	1,053	1,304
2005	마포구	성산제2동	소계	5,895	6,794	1,191	1,443	2,941	3,165	1,763	2,186
2005	마포구	상암동	소계	6,558	1,975	993	347	4,100	900	1,465	728
2005	양천구	계	계	94,579	91,780	30,040	30,040	36,909	34,199	27,630	27,541
2005	양천구	목제1동	소계	5,524	5,300	1,651	1,897	2,321	2,090	1,552	1,313
2005	양천구	목제2동	소계	5,199	5,292	1,445	1,436	2,276	2,274	1,478	1,582
2005	양천구	목제3동	소계	6,808	4,215	1,702	932	3,620	2,063	1,486	1,220
2005	양천구	목제4동	소계	5,952	5,451	1,948	1,754	2,390	2,225	1,614	1,472
2005	양천구	목제5동	소계	4,349	4,252	1,578	1,764	1,640	1,588	1,131	900
2005	양천구	목제6동	소계	4,133	4,155	1,244	1,538	1,695	1,667	1,194	950
2005	양천구	신월제1동	소계	5,037	5,063	1,176	1,022	2,339	2,297	1,522	1,744
2005	양천구	신월제2동	소계	4,249	4,424	1,739	1,890	1,394	1,236	1,116	1,298
2005	양천구	신월제3동	소계	3,215	4,037	711	949	1,163	1,404	1,341	1,684
2005	양천구	신월제4동	소계	4,605	2,816	2,335	1,175	1,250	750	1,020	891
2005	양천구	신월제5동	소계	2,697	3,269	493	531	1,180	1,518	1,024	1,220
2005	양천구	신월제6동	소계	2,829	2,879	1,188	1,374	843	724	798	781
2005	양천구	신월제7동	소계	4,031	5,108	1,269	1,782	1,330	1,525	1,432	1,801
2005	양천구	신정제1동	소계	4,136	4,637	1,464	1,833	1,378	1,579	1,294	1,225
2005	양천구	신정제2동	소계	4,202	3,755	1,286	1,357	1,612	1,415	1,304	983
2005	양천구	신정제3동	소계	10,009	9,028	2,856	2,708	4,104	3,115	3,049	3,205
2005	양천구	신정제4동	소계	3,851	3,830	1,562	1,364	1,230	1,344	1,059	1,122
2005	양천구	신정제5동	소계	3,612	4,128	1,074	1,322	1,320	1,571	1,218	1,235
2005	양천구	신정제6동	소계	5,007	4,422	1,882	1,644	1,741	1,567	1,384	1,211
2005	양천구	신정제7동	소계	5,134	5,719	1,437	1,768	2,083	2,247	1,614	1,704
2005	강서구	계	계	113,707	104,295	39,653	39,653	40,565	31,444	33,489	33,198
2005	강서구	염창동	소계	10,421	5,917	2,713	1,590	5,037	2,531	2,671	1,796
2005	강서구	등촌제1동	소계	4,866	4,158	1,834	1,828	1,674	1,168	1,358	1,162
2005	강서구	등촌제2동	소계	4,693	3,770	1,118	1,010	2,336	1,655	1,239	1,105
2005	강서구	등촌제3동	소계	5,982	6,605	1,883	2,592	2,382	2,081	1,717	1,932
2005	강서구	화곡본동	소계	6,781	7,094	1,923	2,536	2,618	2,224	2,240	2,334
2005	강서구	화곡제1동	소계	4,807	4,959	1,218	1,500	2,195	2,001	1,394	1,458
2005	강서구	화곡제2동	소계	3,853	4,142	1,311	1,462	1,459	1,432	1,083	1,248
2005	강서구	화곡제3동	소계	4,644	4,787	1,607	1,846	1,661	1,489	1,376	1,452
2005	강서구	화곡제4동	소계	4,170	4,462	1,096	1,232	1,816	1,762	1,258	1,468
2005	강서구	화곡제5동	소계	3,607	4,932	1,563	2,531	1,025	1,187	1,019	1,214
2005	강서구	화곡제6동	소계	5,350	4,576	1,899	1,687	1,645	1,261	1,806	1,628
2005	강서구	화곡제7동	소계	5,613	5,966	1,679	1,837	2,210	2,154	1,724	1,975
2005	강서구	화곡제8동	소계	4,896	5,342	1,485	1,743	2,027	1,810	1,384	1,789
2005	강서구	가양제1동	소계	4,634	3,707	1,786	1,509	1,590	983	1,258	1,215
2005	강서구	가양제2동	소계	2,886	3,452	800	1,340	1,292	1,009	794	1,103
2005	강서구	가양제3동	소계	3,319	3,842	1,004	1,550	1,369	1,227	946	1,065
2005	강서구	발산제1동	소계	3,149	3,180	1,531	1,761	723	619	895	800
2005	강서구	발산제2동	소계	9,650	2,050	5,257	1,060	2,493	380	1,900	610
2005	강서구	공항동	소계	4,703	5,087	1,538	1,958	1,244	1,090	1,921	2,039
2005	강서구	방화제1동	소계	6,258	6,068	2,914	2,845	1,368	1,133	1,976	2,090
2005	강서구	방화제2동	소계	4,677	5,012	1,874	2,173	1,047	877	1,756	1,962
2005	강서구	방화제3동	소계	4,748	5,187	1,620	2,063	1,354	1,371	1,774	1,753
2005	구로구	계	계	72,141	75,913	18,981	18,981	25,372	26,160	27,788	30,772
2005	구로구	신도림동	소계	5,043	5,550	748	620	2,453	2,924	1,842	2,006
2005	구로구	구로제1동	소계	3,746	3,154	549	484	1,572	1,407	1,625	1,263
2005	구로구	구로제2동	소계	3,119	3,681	1,084	1,270	913	1,107	1,122	1,304
2005	구로구	구로제3동	소계	4,538	4,186	966	905	2,006	1,662	1,566	1,619
2005	구로구	구로제4동	소계	2,518	3,158	781	997	916	1,020	821	1,141
2005	구로구	구로제5동	소계	5,685	6,139	1,148	1,133	2,429	2,644	2,108	2,362
2005	구로구	구로제6동	소계	2,765	3,005	805	929	1,143	1,057	817	1,019
2005	구로구	구로본동	소계	3,773	3,753	1,230	1,135	1,155	1,176	1,388	1,442
2005	구로구	가리봉제1동	소계	2,420	2,009	382	346	996	865	1,042	798
2005	구로구	가리봉제2동	소계	1,063	1,043	339	301	378	361	346	381
2005	구로구	고척제1동	소계	4,967	4,336	1,839	1,102	1,590	1,561	1,538	1,673
2005	구로구	고척제2동	소계	4,118	5,191	1,244	1,620	1,454	1,721	1,420	1,850
2005	구로구	개봉제1동	소계	2,844	3,059	1,029	918	859	989	956	1,152
2005	구로구	개봉제2동	소계	5,654	6,175	1,517	1,500	1,688	1,944	2,449	2,731
2005	구로구	개봉제3동	소계	4,090	4,302	964	1,152	1,067	1,003	2,059	2,147
2005	구로구	개봉본동	소계	3,874	4,383	1,422	1,530	1,068	1,201	1,384	1,652
2005	구로구	오류제1동	소계	3,233	3,548	1,025	993	933	978	1,275	1,577
2005	구로구	오류제2동	소계	5,212	5,039	1,096	1,060	1,737	1,428	2,379	2,551
2005	구로구	수궁동	소계	3,479	4,202	813	986	1,015	1,112	1,651	2,104
2005	금천구	계	계	44,200	48,430	14,332	14,332	13,404	14,393	16,464	19,705
2005	금천구	가산동	소계	3,564	3,901	642	788	1,461	1,514	1,461	1,599
2005	금천구	독산제1동	소계	6,438	6,303	1,272	1,180	1,955	1,790	3,211	3,333
2005	금천구	독산제2동	소계	3,941	4,548	1,453	1,651	1,141	1,224	1,347	1,673
2005	금천구	독산제3동	소계	2,851	3,116	889	744	1,160	1,254	802	1,118
2005	금천구	독산제4동	소계	3,529	3,856	1,479	1,440	992	1,135	1,058	1,281
2005	금천구	독산본동	소계	2,725	3,068	873	1,042	947	1,031	905	995
2005	금천구	시흥제1동	소계	3,195	3,480	1,058	980	838	1,042	1,299	1,458
2005	금천구	시흥제2동	소계	4,185	4,312	1,214	855	1,699	1,856	1,272	1,601
2005	금천구	시흥제3동	소계	2,062	2,329	530	485	488	460	1,044	1,384
2005	금천구	시흥제4동	소계	4,129	4,816	1,703	1,644	995	1,290	1,431	1,882
2005	금천구	시흥제5동	소계	3,735	4,072	1,528	1,606	891	829	1,316	1,637
2005	금천구	시흥본동	소계	3,846	4,629	1,691	1,917	837	968	1,318	1,744
2005	영등포구	계	계	80,458	81,896	20,161	20,161	33,926	34,415	26,371	27,320
2005	영등포구	영등포제1동	소계	3,489	3,312	1,094	702	1,260	1,454	1,135	1,156
2005	영등포구	영등포제2동	소계	1,500	1,360	300	427	565	487	635	446
2005	영등포구	영등포제3동	소계	2,596	2,210	693	600	1,045	869	858	741
2005	영등포구	여의동	소계	5,325	4,819	612	604	2,990	2,758	1,723	1,457
2005	영등포구	당산제1동	소계	4,491	4,507	1,028	1,073	2,161	1,957	1,302	1,477
2005	영등포구	당산제2동	소계	6,040	5,835	1,251	1,277	2,815	2,729	1,974	1,829
2005	영등포구	도림제1동	소계	1,546	1,869	570	713	422	528	554	628
2005	영등포구	도림제2동	소계	2,417	2,410	635	618	883	852	899	940
2005	영등포구	문래제1동	소계	3,206	2,801	860	627	1,459	1,304	887	870
2005	영등포구	문래제2동	소계	3,338	2,800	750	761	1,557	1,153	1,031	886
2005	영등포구	양평제1동	소계	3,656	2,943	860	667	1,729	1,325	1,067	951
2005	영등포구	양평제2동	소계	3,604	4,041	682	658	1,795	1,979	1,127	1,404
2005	영등포구	신길제1동	소계	4,023	4,837	1,081	1,253	1,443	1,937	1,499	1,647
2005	영등포구	신길제2동	소계	2,069	2,213	643	739	684	764	742	710
2005	영등포구	신길제3동	소계	3,501	3,883	1,367	1,304	1,013	1,370	1,121	1,209
2005	영등포구	신길제4동	소계	2,580	3,092	1,016	1,080	870	1,148	694	864
2005	영등포구	신길제5동	소계	3,042	3,843	1,179	1,498	869	1,053	994	1,292
2005	영등포구	신길제6동	소계	6,466	5,075	1,656	1,185	3,298	2,374	1,512	1,516
2005	영등포구	신길제7동	소계	4,889	5,601	827	1,272	1,797	2,181	2,265	2,148
2005	영등포구	대림제1동	소계	3,771	3,898	1,218	1,006	1,419	1,510	1,134	1,382
2005	영등포구	대림제2동	소계	3,425	4,169	660	886	1,486	1,756	1,279	1,527
2005	영등포구	대림제3동	소계	5,484	6,378	1,179	1,211	2,366	2,927	1,939	2,240
2005	동작구	계	계	85,302	88,323	22,444	22,444	36,536	38,041	26,322	27,838
2005	동작구	노량진제1동	소계	4,560	5,318	1,319	1,754	1,496	1,790	1,745	1,774
2005	동작구	노량진제2동	소계	3,662	4,246	1,024	1,264	1,225	1,440	1,413	1,542
2005	동작구	상도제1동	소계	5,505	3,515	1,607	1,164	2,468	1,285	1,430	1,066
2005	동작구	상도제2동	소계	4,294	5,236	1,814	2,139	1,344	1,643	1,136	1,454
2005	동작구	상도제3동	소계	4,218	4,499	1,741	1,573	1,408	1,579	1,069	1,347
2005	동작구	상도제4동	소계	5,087	5,683	1,860	1,714	1,703	2,054	1,524	1,915
2005	동작구	상도제5동	소계	6,244	3,932	1,267	856	3,351	1,910	1,626	1,166
2005	동작구	본동	소계	3,069	2,447	976	622	1,276	1,008	817	817
2005	동작구	흑석제1동	소계	3,501	3,399	871	936	1,013	1,135	1,617	1,328
2005	동작구	흑석제2동	소계	2,253	2,644	546	627	1,047	1,180	660	837
2005	동작구	흑석제3동	소계	1,610	2,059	487	740	480	650	643	669
2005	동작구	동작동	소계	3,443	4,179	648	801	1,666	2,027	1,129	1,351
2005	동작구	사당제1동	소계	5,357	5,911	977	859	2,484	3,061	1,896	1,991
2005	동작구	사당제2동	소계	2,985	3,262	539	673	1,583	1,719	863	870
2005	동작구	사당제3동	소계	5,411	6,069	1,188	1,339	2,554	2,800	1,669	1,930
2005	동작구	사당제4동	소계	3,198	4,124	1,002	1,272	1,275	1,622	921	1,230
2005	동작구	사당제5동	소계	3,556	3,528	1,022	854	1,501	1,524	1,033	1,150
2005	동작구	대방동	소계	7,854	7,736	1,913	1,475	3,740	3,916	2,201	2,345
2005	동작구	신대방제1동	소계	4,666	5,117	507	497	2,674	3,120	1,485	1,500
2005	동작구	신대방제2동	소계	4,829	5,419	1,136	1,285	2,248	2,578	1,445	1,556
2005	관악구	계	계	112,992	116,497	34,817	34,817	38,228	41,704	39,947	39,976
2005	관악구	봉천본동	소계	3,677	4,215	1,347	1,569	1,253	1,495	1,077	1,151
2005	관악구	봉천제1동	소계	4,982	5,426	1,480	1,377	1,996	2,275	1,506	1,774
2005	관악구	봉천제2동	소계	2,851	2,646	1,136	811	971	1,048	744	787
2005	관악구	봉천제3동	소계	3,482	3,647	950	846	1,624	1,679	908	1,122
2005	관악구	봉천제4동	소계	5,162	5,197	1,332	1,716	1,438	1,767	2,392	1,714
2005	관악구	봉천제5동	소계	3,956	4,082	1,245	1,050	1,498	1,808	1,213	1,224
2005	관악구	봉천제6동	소계	7,529	7,671	1,921	2,107	2,728	2,948	2,880	2,616
2005	관악구	봉천제7동	소계	4,884	4,845	1,430	1,671	1,427	1,575	2,027	1,599
2005	관악구	봉천제8동	소계	3,523	3,699	1,310	1,327	973	1,139	1,240	1,233
2005	관악구	봉천제9동	소계	4,451	3,578	1,782	1,093	1,602	1,340	1,067	1,145
2005	관악구	봉천제10동	소계	3,159	3,101	1,170	1,211	934	913	1,055	977
2005	관악구	봉천제11동	소계	6,133	6,008	1,623	1,533	2,065	2,222	2,445	2,253
2005	관악구	남현동	소계	5,348	4,382	465	442	2,765	2,151	2,118	1,789
2005	관악구	신림본동	소계	5,768	6,315	1,922	1,783	1,788	2,255	2,058	2,277
2005	관악구	신림제1동	소계	3,659	4,480	1,267	1,527	1,049	1,457	1,343	1,496
2005	관악구	신림제2동	소계	6,135	6,559	1,863	2,170	1,757	1,952	2,515	2,437
2005	관악구	신림제3동	소계	3,104	3,667	1,413	1,528	855	975	836	1,164
2005	관악구	신림제4동	소계	5,019	5,729	1,427	1,410	1,761	2,185	1,831	2,134
2005	관악구	신림제5동	소계	5,368	5,167	1,342	1,296	1,643	2,046	2,383	1,825
2005	관악구	신림제6동	소계	1,795	2,073	792	933	449	478	554	662
2005	관악구	신림제7동	소계	803	1,176	336	442	206	322	261	412
2005	관악구	신림제8동	소계	4,069	4,449	980	918	1,748	1,957	1,341	1,574
2005	관악구	신림제9동	소계	5,615	5,566	1,255	1,405	1,661	1,774	2,699	2,387
2005	관악구	신림제10동	소계	3,544	3,545	1,176	1,120	1,306	1,223	1,062	1,202
2005	관악구	신림제11동	소계	3,338	2,809	1,248	965	1,221	991	869	853
2005	관악구	신림제12동	소계	3,150	3,501	1,496	1,412	829	895	825	1,194
2005	관악구	신림제13동	소계	2,488	2,964	1,109	1,155	681	834	698	975
2005	서초구	계	계	93,132	93,674	26,146	26,146	38,781	39,388	28,205	28,140
2005	서초구	서초제1동	소계	4,914	4,104	1,430	1,128	1,923	1,685	1,561	1,291
2005	서초구	서초제2동	소계	4,615	4,126	1,098	1,098	2,090	1,628	1,427	1,400
2005	서초구	서초제3동	소계	7,738	5,378	2,116	1,357	3,167	2,293	2,455	1,728
2005	서초구	서초제4동	소계	5,603	5,024	1,587	1,515	2,303	2,028	1,713	1,481
2005	서초구	잠원동	소계	7,759	7,182	2,323	1,466	3,358	3,493	2,078	2,223
2005	서초구	반포본동	소계	2,721	2,710	1,194	931	967	1,102	560	677
2005	서초구	반포제1동	소계	5,918	11,643	1,036	3,694	2,535	5,065	2,347	2,884
2005	서초구	반포제2동	소계	2,260	7,452	663	3,302	952	2,754	645	1,396
2005	서초구	반포제3동	소계	4,966	4,863	2,055	1,538	1,724	1,932	1,187	1,393
2005	서초구	반포제4동	소계	4,845	3,961	2,040	1,279	1,544	1,503	1,261	1,179
2005	서초구	방배본동	소계	4,985	4,062	1,749	1,349	2,121	1,690	1,115	1,023
2005	서초구	방배제1동	소계	4,397	3,954	1,517	1,239	1,759	1,491	1,121	1,224
2005	서초구	방배제2동	소계	6,719	7,043	1,347	1,587	3,220	3,266	2,152	2,190
2005	서초구	방배제3동	소계	7,448	4,470	2,130	1,299	3,262	1,908	2,056	1,263
2005	서초구	방배제4동	소계	6,780	5,532	2,214	1,713	2,969	2,369	1,597	1,450
2005	서초구	양재제1동	소계	5,177	5,312	699	723	2,283	2,406	2,195	2,183
2005	서초구	양재제2동	소계	5,041	5,366	727	647	2,174	2,299	2,140	2,420
2005	서초구	내곡동	소계	1,246	1,490	221	281	430	474	595	735
2005	강남구	계	계	125,859	117,527	35,690	35,690	49,222	44,208	40,947	37,629
2005	강남구	신사동	소계	4,580	4,785	1,019	1,129	2,159	2,197	1,402	1,459
2005	강남구	논현제1동	소계	9,069	8,175	1,603	1,586	3,923	3,642	3,543	2,947
2005	강남구	논현제2동	소계	6,463	6,218	1,976	1,880	2,339	2,352	2,148	1,986
2005	강남구	압구정제1동	소계	3,217	3,201	898	1,019	1,448	1,388	871	794
2005	강남구	압구정제2동	소계	2,294	2,451	752	841	897	960	645	650
2005	강남구	청담제1동	소계	3,935	4,006	1,251	1,341	1,613	1,567	1,071	1,098
2005	강남구	청담제2동	소계	3,003	3,132	923	1,222	1,159	1,036	921	874
2005	강남구	삼성제1동	소계	3,532	3,300	1,153	1,141	1,428	1,281	951	878
2005	강남구	삼성제2동	소계	6,788	5,558	2,168	1,850	2,638	2,038	1,982	1,670
2005	강남구	대치제1동	소계	6,284	3,485	2,296	1,454	2,301	1,155	1,687	876
2005	강남구	대치제2동	소계	4,586	4,725	1,405	1,894	1,747	1,570	1,434	1,261
2005	강남구	대치제3동	소계	3,612	3,820	1,148	1,389	1,257	1,287	1,207	1,144
2005	강남구	대치제4동	소계	7,265	6,142	2,204	1,813	2,529	2,346	2,532	1,983
2005	강남구	역삼제1동	소계	12,422	11,359	2,371	2,510	5,069	4,809	4,982	4,040
2005	강남구	역삼제2동	소계	7,739	5,103	2,471	1,554	2,958	1,824	2,310	1,725
2005	강남구	도곡제1동	소계	4,131	3,815	1,135	1,007	1,769	1,552	1,227	1,256
2005	강남구	도곡제2동	소계	5,259	4,288	1,773	1,700	1,913	1,390	1,573	1,198
2005	강남구	개포제1동	소계	4,116	4,690	1,365	1,748	1,370	1,443	1,381	1,499
2005	강남구	개포제2동	소계	4,584	4,685	1,841	1,824	1,404	1,316	1,339	1,545
2005	강남구	개포제3동	소계	4,268	4,637	1,058	1,796	1,825	1,495	1,385	1,346
2005	강남구	개포제4동	소계	5,051	5,001	1,047	1,133	2,230	1,931	1,774	1,937
2005	강남구	일원본동	소계	3,518	3,747	971	1,067	1,438	1,407	1,109	1,273
2005	강남구	일원제1동	소계	3,114	3,619	751	840	1,070	1,304	1,293	1,475
2005	강남구	일원제2동	소계	3,451	3,416	1,327	1,141	1,150	1,223	974	1,052
2005	강남구	수서동	소계	2,788	3,111	629	610	1,324	1,334	835	1,167
2005	강남구	세곡동	소계	790	1,058	155	201	264	361	371	496
2005	송파구	계	계	120,076	121,336	42,953	42,953	39,724	37,552	37,399	40,831
2005	송파구	풍납제1동	소계	3,237	3,835	630	703	1,508	1,726	1,099	1,406
2005	송파구	풍납제2동	소계	4,915	5,522	997	1,193	2,095	2,369	1,823	1,960
2005	송파구	거여제1동	소계	2,942	3,581	1,403	1,705	611	740	928	1,136
2005	송파구	거여제2동	소계	5,329	5,919	2,158	2,272	1,351	1,595	1,820	2,052
2005	송파구	마천제1동	소계	3,703	4,498	1,725	2,177	896	966	1,082	1,355
2005	송파구	마천제2동	소계	4,029	4,732	1,999	2,229	867	1,067	1,163	1,436
2005	송파구	방이제1동	소계	4,183	3,669	1,885	1,656	1,235	956	1,063	1,057
2005	송파구	방이제2동	소계	6,277	6,401	2,171	2,187	1,995	1,956	2,111	2,258
2005	송파구	오륜동	소계	3,212	3,648	929	1,195	1,467	1,540	816	913
2005	송파구	오금동	소계	7,361	7,132	3,057	2,626	2,309	2,098	1,995	2,408
2005	송파구	송파제1동	소계	6,152	6,023	2,174	2,202	1,997	1,814	1,981	2,007
2005	송파구	송파제2동	소계	3,782	4,212	1,599	1,798	1,095	1,206	1,088	1,208
2005	송파구	석촌동	소계	8,916	8,517	2,810	2,786	3,095	2,522	3,011	3,209
2005	송파구	삼전동	소계	8,315	8,177	2,507	2,255	2,936	2,788	2,872	3,134
2005	송파구	가락본동	소계	6,546	5,463	2,300	1,894	2,124	1,559	2,122	2,010
2005	송파구	가락제1동	소계	4,283	4,407	1,658	1,672	1,254	1,232	1,371	1,503
2005	송파구	가락제2동	소계	5,792	6,095	2,445	2,749	1,631	1,535	1,716	1,811
2005	송파구	문정제1동	소계	6,040	4,231	2,548	1,653	1,817	1,063	1,675	1,515
2005	송파구	문정제2동	소계	2,347	2,552	667	698	898	929	782	925
2005	송파구	장지동	소계	4,224	4,765	1,605	1,820	1,154	1,190	1,465	1,755
2005	송파구	잠실본동	소계	7,547	7,133	2,036	1,753	2,827	2,744	2,684	2,636
2005	송파구	잠실제1동	소계	3	1,865	-	794	3	659	-	412
2005	송파구	잠실제2동	소계	5	52	5	17	-	19	-	16
2005	송파구	잠실제3동	소계	2,941	298	1,192	66	1,273	107	476	125
2005	송파구	잠실제4동	소계	1,634	2,005	555	741	674	680	405	584
2005	송파구	잠실제5동	소계	2,233	2,417	723	899	786	831	724	687
2005	송파구	잠실제6동	소계	2,550	2,600	726	792	1,045	960	779	848
2005	송파구	잠실제7동	소계	1,578	1,587	449	421	781	701	348	465
2005	강동구	계	계	87,338	96,221	38,348	38,348	24,626	26,191	24,364	31,682
2005	강동구	강일동	소계	275	4,309	105	2,819	85	553	85	937
2005	강동구	상일동	소계	4,819	5,471	2,145	1,901	1,191	1,408	1,483	2,162
2005	강동구	명일제1동	소계	5,612	5,427	2,881	2,369	1,229	1,299	1,502	1,759
2005	강동구	명일제2동	소계	3,201	3,218	1,566	1,175	752	1,017	883	1,026
2005	강동구	고덕제1동	소계	3,521	4,478	1,457	1,781	1,031	1,102	1,033	1,595
2005	강동구	고덕제2동	소계	4,003	4,211	2,238	1,737	786	1,002	979	1,472
2005	강동구	암사제1동	소계	4,548	4,802	2,249	1,963	1,098	1,209	1,201	1,630
2005	강동구	암사제2동	소계	2,876	3,277	1,097	1,236	933	986	846	1,055
2005	강동구	암사제3동	소계	1,577	1,597	830	717	388	366	359	514
2005	강동구	암사제4동	소계	2,325	2,370	1,268	1,156	435	472	622	742
2005	강동구	천호제1동	소계	6,220	6,597	3,339	2,862	1,258	1,555	1,623	2,180
2005	강동구	천호제2동	소계	3,208	3,270	1,156	1,151	1,029	992	1,023	1,127
2005	강동구	천호제3동	소계	6,244	6,491	2,500	2,455	1,931	1,839	1,813	2,197
2005	강동구	천호제4동	소계	4,123	4,353	1,937	1,850	1,006	1,021	1,180	1,482
2005	강동구	성내제1동	소계	4,219	4,362	1,384	1,271	1,702	1,730	1,133	1,361
2005	강동구	성내제2동	소계	5,810	5,875	2,008	1,795	2,077	2,047	1,725	2,033
2005	강동구	성내제3동	소계	5,568	5,310	2,182	1,905	1,813	1,650	1,573	1,755
2005	강동구	길제1동	소계	5,526	4,749	2,561	1,952	1,495	1,181	1,470	1,616
2005	강동구	길제2동	소계	5,092	5,164	2,504	2,189	1,261	1,308	1,327	1,667
2005	강동구	둔촌제1동	소계	3,783	3,940	1,107	1,141	1,635	1,648	1,041	1,151
2005	강동구	둔촌제2동	소계	4,788	6,950	1,834	2,923	1,491	1,806	1,463	2,221
2006	서울시	서울시	소계	2,173,907	2,210,458	689,769	689,769	831,339	831,339	652,799	689,350
2006	서울시	서울시	남자	1,074,623	1,100,332	338,470	338,470	413,232	413,232	322,921	348,630
2006	서울시	서울시	여자	1,099,284	1,110,126	351,299	351,299	418,107	418,107	329,878	340,720
2006	종로구	계	소계	34,315	37,065	6,913	6,913	16,840	20,035	10,562	10,117
2006	종로구	계	남자	17,580	19,008	3,526	3,526	8,492	10,204	5,562	5,278
2006	종로구	계	여자	16,735	18,057	3,387	3,387	8,348	9,831	5,000	4,839
2006	종로구	청운동	소계	1,131	1,114	268	408	608	489	255	217
2006	종로구	청운동	남자	573	581	137	225	314	257	122	99
2006	종로구	청운동	여자	558	533	131	183	294	232	133	118
2006	종로구	효자동	소계	2,335	2,355	616	449	1,033	1,167	686	739
2006	종로구	효자동	남자	1,138	1,124	307	211	487	543	344	370
2006	종로구	효자동	여자	1,197	1,231	309	238	546	624	342	369
2006	종로구	사직동	소계	1,741	2,127	314	506	896	1,069	531	552
2006	종로구	사직동	남자	834	1,067	148	257	413	539	273	271
2006	종로구	사직동	여자	907	1,060	166	249	483	530	258	281
2006	종로구	삼청동	소계	777	925	158	210	373	474	246	241
2006	종로구	삼청동	남자	379	455	85	104	180	229	114	122
2006	종로구	삼청동	여자	398	470	73	106	193	245	132	119
2006	종로구	부암동	소계	2,440	2,700	605	606	1,219	1,420	616	674
2006	종로구	부암동	남자	1,260	1,368	328	296	614	737	318	335
2006	종로구	부암동	여자	1,180	1,332	277	310	605	683	298	339
2006	종로구	평창동	소계	3,225	3,507	572	549	1,722	1,889	931	1,069
2006	종로구	평창동	남자	1,578	1,744	282	280	852	918	444	546
2006	종로구	평창동	여자	1,647	1,763	290	269	870	971	487	523
2006	종로구	무악동	소계	1,176	1,345	206	149	693	896	277	300
2006	종로구	무악동	남자	550	634	93	72	320	415	137	147
2006	종로구	무악동	여자	626	711	113	77	373	481	140	153
2006	종로구	교남동	소계	2,400	2,408	282	230	1,419	1,517	699	661
2006	종로구	교남동	남자	1,207	1,194	137	116	705	727	365	351
2006	종로구	교남동	여자	1,193	1,214	145	114	714	790	334	310
2006	종로구	가회동	소계	1,160	1,261	250	204	588	679	322	378
2006	종로구	가회동	남자	568	621	124	104	279	325	165	192
2006	종로구	가회동	여자	592	640	126	100	309	354	157	186
2006	종로구	종로1.2.3.4가동	소계	1,936	1,721	225	232	1,019	938	692	551
2006	종로구	종로1.2.3.4가동	남자	1,148	1,025	132	132	591	555	425	338
2006	종로구	종로1.2.3.4가동	여자	788	696	93	100	428	383	267	213
2006	종로구	종로5.6가동	소계	1,226	1,212	285	316	570	581	371	315
2006	종로구	종로5.6가동	남자	693	632	153	164	323	302	217	166
2006	종로구	종로5.6가동	여자	533	580	132	152	247	279	154	149
2006	종로구	이화동	소계	2,296	2,512	394	475	1,108	1,418	794	619
2006	종로구	이화동	남자	1,132	1,250	209	233	556	709	367	308
2006	종로구	이화동	여자	1,164	1,262	185	242	552	709	427	311
2006	종로구	혜화동	소계	3,003	3,028	534	418	1,415	1,756	1,054	854
2006	종로구	혜화동	남자	1,513	1,576	264	215	687	899	562	462
2006	종로구	혜화동	여자	1,490	1,452	270	203	728	857	492	392
2006	종로구	명륜3가동	소계	1,637	1,778	280	343	504	839	853	596
2006	종로구	명륜3가동	남자	975	1,042	144	181	296	496	535	365
2006	종로구	명륜3가동	여자	662	736	136	162	208	343	318	231
2006	종로구	창신제1동	소계	1,452	1,699	446	494	572	798	434	407
2006	종로구	창신제1동	남자	770	920	225	260	318	440	227	220
2006	종로구	창신제1동	여자	682	779	221	234	254	358	207	187
2006	종로구	창신제2동	소계	1,753	1,982	422	422	752	978	579	582
2006	종로구	창신제2동	남자	899	1,007	212	211	380	498	307	298
2006	종로구	창신제2동	여자	854	975	210	211	372	480	272	284
2006	종로구	창신제3동	소계	1,516	1,627	381	288	780	963	355	376
2006	종로구	창신제3동	남자	775	806	200	137	369	486	206	183
2006	종로구	창신제3동	여자	741	821	181	151	411	477	149	193
2006	종로구	숭인제1동	소계	1,318	1,748	412	418	556	899	350	431
2006	종로구	숭인제1동	남자	647	898	207	216	266	471	174	211
2006	종로구	숭인제1동	여자	671	850	205	202	290	428	176	220
2006	종로구	숭인제2동	소계	1,793	2,016	263	196	1,013	1,265	517	555
2006	종로구	숭인제2동	남자	941	1,064	139	112	542	658	260	294
2006	종로구	숭인제2동	여자	852	952	124	84	471	607	257	261
2006	중구	계	소계	27,521	27,483	4,992	4,992	14,546	14,819	7,983	7,672
2006	중구	계	남자	13,899	13,962	2,510	2,510	7,304	7,461	4,085	3,991
2006	중구	계	여자	13,622	13,521	2,482	2,482	7,242	7,358	3,898	3,681
2006	중구	소공동	소계	369	397	8	29	278	281	83	87
2006	중구	소공동	남자	160	181	4	13	109	114	47	54
