기간	자치구	동	성별	인구이동(동별)	인구이동(동별)	인구이동(동별)	인구이동(동별)	인구이동(동별)	인구이동(동별)	인구이동(동별)	인구이동(동별)
기간	자치구	동	성별	총전입(⑦=①+③+⑤)	총전출(⑧=②+④+⑥)	구내이동	구내이동	구간이동	구간이동	시ㆍ도간이동	시ㆍ도간이동
기간	자치구	동	성별	총전입(⑦=①+③+⑤)	총전출(⑧=②+④+⑥)	전입(①)	전출(②)	전입(③)	전출(④)	전입(⑤)	전출(⑥)
2006	중랑구	망우제3동	소계	3,981	4,324	1,911	1,928	1,012	1,060	1,058	1,336
2006	중랑구	망우제3동	남자	1,978	2,154	934	940	521	548	523	666
2006	중랑구	망우제3동	여자	2,003	2,170	977	988	491	512	535	670
2006	중랑구	신내제1동	소계	5,175	5,775	2,228	2,399	1,590	1,562	1,357	1,814
2006	중랑구	신내제1동	남자	2,506	2,811	1,062	1,141	782	768	662	902
2006	중랑구	신내제1동	여자	2,669	2,964	1,166	1,258	808	794	695	912
2006	중랑구	신내제2동	소계	4,635	5,401	1,647	1,996	1,688	1,856	1,300	1,549
2006	중랑구	신내제2동	남자	2,221	2,684	810	966	804	930	607	788
2006	중랑구	신내제2동	여자	2,414	2,717	837	1,030	884	926	693	761
2006	성북구	계	소계	106,657	98,867	34,308	34,308	47,122	39,408	25,227	25,151
2006	성북구	계	남자	52,285	48,763	16,582	16,582	23,301	19,483	12,402	12,698
2006	성북구	계	여자	54,372	50,104	17,726	17,726	23,821	19,925	12,825	12,453
2006	성북구	성북제1동	소계	1,757	1,867	658	674	732	768	367	425
2006	성북구	성북제1동	남자	809	869	274	295	360	372	175	202
2006	성북구	성북제1동	여자	948	998	384	379	372	396	192	223
2006	성북구	성북제2동	소계	1,279	1,393	334	474	580	514	365	405
2006	성북구	성북제2동	남자	626	678	152	216	279	251	195	211
2006	성북구	성북제2동	여자	653	715	182	258	301	263	170	194
2006	성북구	동소문동	소계	2,915	3,130	1,202	1,381	1,106	1,124	607	625
2006	성북구	동소문동	남자	1,341	1,499	549	637	506	546	286	316
2006	성북구	동소문동	여자	1,574	1,631	653	744	600	578	321	309
2006	성북구	삼선제1동	소계	2,055	2,190	551	670	864	938	640	582
2006	성북구	삼선제1동	남자	1,033	1,059	256	327	449	431	328	301
2006	성북구	삼선제1동	여자	1,022	1,131	295	343	415	507	312	281
2006	성북구	삼선제2동	소계	4,308	2,758	1,504	1,142	1,939	956	865	660
2006	성북구	삼선제2동	남자	2,119	1,357	720	564	996	471	403	322
2006	성북구	삼선제2동	여자	2,189	1,401	784	578	943	485	462	338
2006	성북구	동선제1동	소계	2,073	2,170	643	739	660	806	770	625
2006	성북구	동선제1동	남자	853	928	287	320	287	346	279	262
2006	성북구	동선제1동	여자	1,220	1,242	356	419	373	460	491	363
2006	성북구	동선제2동	소계	2,130	2,179	910	1,040	672	636	548	503
2006	성북구	동선제2동	남자	992	991	414	463	342	306	236	222
2006	성북구	동선제2동	여자	1,138	1,188	496	577	330	330	312	281
2006	성북구	돈암제1동	소계	3,572	3,915	1,255	1,503	1,378	1,465	939	947
2006	성북구	돈암제1동	남자	1,699	1,924	595	728	640	729	464	467
2006	성북구	돈암제1동	여자	1,873	1,991	660	775	738	736	475	480
2006	성북구	돈암제2동	소계	4,582	3,472	1,956	1,469	1,800	1,249	826	754
2006	성북구	돈암제2동	남자	2,221	1,660	937	682	898	599	386	379
2006	성북구	돈암제2동	여자	2,361	1,812	1,019	787	902	650	440	375
2006	성북구	안암동	소계	4,423	4,179	930	1,010	1,772	1,857	1,721	1,312
2006	성북구	안암동	남자	2,398	2,256	480	527	935	982	983	747
2006	성북구	안암동	여자	2,025	1,923	450	483	837	875	738	565
2006	성북구	보문동	소계	3,144	3,431	730	914	1,623	1,629	791	888
2006	성북구	보문동	남자	1,549	1,686	370	439	772	796	407	451
2006	성북구	보문동	여자	1,595	1,745	360	475	851	833	384	437
2006	성북구	정릉제1동	소계	3,698	4,534	1,509	2,014	1,322	1,529	867	991
2006	성북구	정릉제1동	남자	1,751	2,246	682	993	647	754	422	499
2006	성북구	정릉제1동	여자	1,947	2,288	827	1,021	675	775	445	492
2006	성북구	정릉제2동	소계	5,869	4,527	2,320	1,865	2,360	1,469	1,189	1,193
2006	성북구	정릉제2동	남자	2,885	2,236	1,132	885	1,184	765	569	586
2006	성북구	정릉제2동	여자	2,984	2,291	1,188	980	1,176	704	620	607
2006	성북구	정릉제3동	소계	3,508	3,805	1,019	1,280	1,269	1,336	1,220	1,189
2006	성북구	정릉제3동	남자	1,808	1,986	498	630	654	707	656	649
2006	성북구	정릉제3동	여자	1,700	1,819	521	650	615	629	564	540
2006	성북구	정릉제4동	소계	6,958	4,733	1,922	1,493	3,537	1,850	1,499	1,390
2006	성북구	정릉제4동	남자	3,416	2,285	937	698	1,763	912	716	675
2006	성북구	정릉제4동	여자	3,542	2,448	985	795	1,774	938	783	715
2006	성북구	길음제1동	소계	3,963	2,530	1,332	985	2,009	1,097	622	448
2006	성북구	길음제1동	남자	1,907	1,215	641	466	976	530	290	219
2006	성북구	길음제1동	여자	2,056	1,315	691	519	1,033	567	332	229
2006	성북구	길음제2동	소계	5,316	3,689	1,279	1,265	2,936	1,579	1,101	845
2006	성북구	길음제2동	남자	2,553	1,768	587	594	1,430	758	536	416
2006	성북구	길음제2동	여자	2,763	1,921	692	671	1,506	821	565	429
2006	성북구	길음제3동	소계	3,872	3,977	981	1,022	1,908	1,951	983	1,004
2006	성북구	길음제3동	남자	1,800	1,901	459	482	894	917	447	502
2006	성북구	길음제3동	여자	2,072	2,076	522	540	1,014	1,034	536	502
2006	성북구	종암제1동	소계	3,918	5,599	1,012	1,976	1,708	2,310	1,198	1,313
2006	성북구	종암제1동	남자	1,980	2,848	504	1,008	843	1,144	633	696
2006	성북구	종암제1동	여자	1,938	2,751	508	968	865	1,166	565	617
2006	성북구	종암제2동	소계	3,255	3,589	1,216	1,228	1,294	1,448	745	913
2006	성북구	종암제2동	남자	1,617	1,778	602	598	634	722	381	458
2006	성북구	종암제2동	여자	1,638	1,811	614	630	660	726	364	455
2006	성북구	월곡제1동	소계	2,550	3,026	1,027	1,108	956	1,154	567	764
2006	성북구	월곡제1동	남자	1,285	1,529	524	541	475	590	286	398
2006	성북구	월곡제1동	여자	1,265	1,497	503	567	481	564	281	366
2006	성북구	월곡제2동	소계	1,507	1,606	514	649	518	451	475	506
2006	성북구	월곡제2동	남자	752	796	257	304	267	215	228	277
2006	성북구	월곡제2동	여자	755	810	257	345	251	236	247	229
2006	성북구	월곡제3동	소계	4,183	615	1,308	340	2,503	203	372	72
2006	성북구	월곡제3동	남자	2,087	309	640	175	1,268	101	179	33
2006	성북구	월곡제3동	여자	2,096	306	668	165	1,235	102	193	39
2006	성북구	월곡제4동	소계	1,857	2,056	549	822	880	753	428	481
2006	성북구	월곡제4동	남자	894	1,022	263	420	418	361	213	241
2006	성북구	월곡제4동	여자	963	1,034	286	402	462	392	215	240
2006	성북구	상월곡동	소계	2,380	2,553	1,061	1,014	826	901	493	638
2006	성북구	상월곡동	남자	1,168	1,258	519	505	407	455	242	298
2006	성북구	상월곡동	여자	1,212	1,295	542	509	419	446	251	340
2006	성북구	장위제1동	소계	4,966	4,851	1,742	1,374	2,039	2,130	1,185	1,347
2006	성북구	장위제1동	남자	2,402	2,379	871	663	968	1,035	563	681
2006	성북구	장위제1동	여자	2,564	2,472	871	711	1,071	1,095	622	666
2006	성북구	장위제2동	소계	4,603	4,241	1,857	1,497	1,671	1,564	1,075	1,180
2006	성북구	장위제2동	남자	2,252	2,110	931	721	821	780	500	609
2006	성북구	장위제2동	여자	2,351	2,131	926	776	850	784	575	571
2006	성북구	장위제3동	소계	5,102	3,353	1,244	862	2,823	1,629	1,035	862
2006	성북구	장위제3동	남자	2,580	1,656	626	430	1,426	804	528	422
2006	성북구	장위제3동	여자	2,522	1,697	618	432	1,397	825	507	440
2006	성북구	석관제1동	소계	4,921	5,426	1,051	964	2,582	2,898	1,288	1,564
2006	성북구	석관제1동	남자	2,496	2,777	529	509	1,323	1,475	644	793
2006	성북구	석관제1동	여자	2,425	2,649	522	455	1,259	1,423	644	771
2006	성북구	석관제2동	소계	1,993	3,473	692	1,534	855	1,214	446	725
2006	성북구	석관제2동	남자	1,012	1,757	346	762	439	629	227	366
2006	성북구	석관제2동	여자	981	1,716	346	772	416	585	219	359
2006	강북구	계	소계	68,161	73,541	23,939	23,939	28,726	31,114	15,496	18,488
2006	강북구	계	남자	33,371	36,098	11,721	11,721	14,130	15,167	7,520	9,210
2006	강북구	계	여자	34,790	37,443	12,218	12,218	14,596	15,947	7,976	9,278
2006	강북구	미아제1동	소계	3,314	3,508	1,300	1,197	1,302	1,433	712	878
2006	강북구	미아제1동	남자	1,640	1,736	648	592	633	693	359	451
2006	강북구	미아제1동	여자	1,674	1,772	652	605	669	740	353	427
2006	강북구	미아제2동	소계	3,696	3,036	1,738	1,394	1,281	980	677	662
2006	강북구	미아제2동	남자	1,833	1,540	872	706	625	507	336	327
2006	강북구	미아제2동	여자	1,863	1,496	866	688	656	473	341	335
2006	강북구	미아제3동	소계	5,543	5,652	2,206	2,089	2,134	2,145	1,203	1,418
2006	강북구	미아제3동	남자	2,778	2,808	1,120	1,033	1,076	1,050	582	725
2006	강북구	미아제3동	여자	2,765	2,844	1,086	1,056	1,058	1,095	621	693
2006	강북구	미아제4동	소계	3,473	4,002	770	849	1,815	2,166	888	987
2006	강북구	미아제4동	남자	1,644	1,932	344	387	870	1,049	430	496
2006	강북구	미아제4동	여자	1,829	2,070	426	462	945	1,117	458	491
2006	강북구	미아제5동	소계	4,672	3,091	1,719	997	2,198	1,369	755	725
2006	강북구	미아제5동	남자	2,266	1,476	845	482	1,052	643	369	351
2006	강북구	미아제5동	여자	2,406	1,615	874	515	1,146	726	386	374
2006	강북구	미아제6.7동	소계	5,419	8,828	1,193	3,170	2,726	3,768	1,500	1,890
2006	강북구	미아제6.7동	남자	2,654	4,358	569	1,577	1,356	1,853	729	928
2006	강북구	미아제6.7동	여자	2,765	4,470	624	1,593	1,370	1,915	771	962
2006	강북구	미아제8동	소계	3,631	3,722	1,911	1,657	1,021	1,245	699	820
2006	강북구	미아제8동	남자	1,796	1,868	933	844	508	620	355	404
2006	강북구	미아제8동	여자	1,835	1,854	978	813	513	625	344	416
2006	강북구	미아제9동	소계	3,403	3,608	1,408	1,415	1,257	1,341	738	852
2006	강북구	미아제9동	남자	1,637	1,759	697	681	596	643	344	435
2006	강북구	미아제9동	여자	1,766	1,849	711	734	661	698	394	417
2006	강북구	번제1동	소계	4,389	4,756	1,074	1,113	2,102	2,367	1,213	1,276
2006	강북구	번제1동	남자	2,131	2,271	524	539	1,025	1,123	582	609
2006	강북구	번제1동	여자	2,258	2,485	550	574	1,077	1,244	631	667
2006	강북구	번제2동	소계	3,347	3,864	1,141	1,225	1,431	1,591	775	1,048
2006	강북구	번제2동	남자	1,644	1,863	544	583	718	769	382	511
2006	강북구	번제2동	여자	1,703	2,001	597	642	713	822	393	537
2006	강북구	번제3동	소계	3,098	3,645	775	695	1,611	1,971	712	979
2006	강북구	번제3동	남자	1,514	1,810	367	340	805	985	342	485
2006	강북구	번제3동	여자	1,584	1,835	408	355	806	986	370	494
2006	강북구	수유제1동	소계	4,066	4,628	1,635	1,665	1,507	1,687	924	1,276
2006	강북구	수유제1동	남자	2,052	2,299	819	815	766	837	467	647
2006	강북구	수유제1동	여자	2,014	2,329	816	850	741	850	457	629
2006	강북구	수유제2동	소계	4,366	4,671	1,555	1,333	1,925	2,181	886	1,157
2006	강북구	수유제2동	남자	2,117	2,267	753	667	946	1,030	418	570
2006	강북구	수유제2동	여자	2,249	2,404	802	666	979	1,151	468	587
2006	강북구	수유제3동	소계	5,243	5,569	1,628	1,706	2,256	2,384	1,359	1,479
2006	강북구	수유제3동	남자	2,545	2,715	796	816	1,118	1,165	631	734
2006	강북구	수유제3동	여자	2,698	2,854	832	890	1,138	1,219	728	745
2006	강북구	수유제4동	소계	4,124	4,320	1,192	1,032	1,875	2,107	1,057	1,181
2006	강북구	수유제4동	남자	2,037	2,125	579	499	942	1,032	516	594
2006	강북구	수유제4동	여자	2,087	2,195	613	533	933	1,075	541	587
2006	강북구	수유제5동	소계	3,555	3,521	1,509	1,253	1,306	1,268	740	1,000
2006	강북구	수유제5동	남자	1,739	1,753	724	607	636	623	379	523
2006	강북구	수유제5동	여자	1,816	1,768	785	646	670	645	361	477
2006	강북구	수유제6동	소계	2,822	3,120	1,185	1,149	979	1,111	658	860
2006	강북구	수유제6동	남자	1,344	1,518	587	553	458	545	299	420
2006	강북구	수유제6동	여자	1,478	1,602	598	596	521	566	359	440
2006	도봉구	계	소계	71,116	76,517	22,920	22,920	29,776	30,538	18,420	23,059
2006	도봉구	계	남자	34,670	37,704	11,200	11,200	14,645	15,026	8,825	11,478
2006	도봉구	계	여자	36,446	38,813	11,720	11,720	15,131	15,512	9,595	11,581
2006	도봉구	쌍문제1동	소계	4,238	4,247	876	939	2,415	2,108	947	1,200
2006	도봉구	쌍문제1동	남자	2,025	2,098	435	475	1,151	998	439	625
2006	도봉구	쌍문제1동	여자	2,213	2,149	441	464	1,264	1,110	508	575
2006	도봉구	쌍문제2동	소계	4,471	4,805	1,896	1,759	1,553	1,705	1,022	1,341
2006	도봉구	쌍문제2동	남자	2,172	2,377	922	853	744	841	506	683
2006	도봉구	쌍문제2동	여자	2,299	2,428	974	906	809	864	516	658
2006	도봉구	쌍문제3동	소계	3,752	4,072	1,071	1,262	1,783	1,605	898	1,205
2006	도봉구	쌍문제3동	남자	1,785	1,955	520	602	853	764	412	589
2006	도봉구	쌍문제3동	여자	1,967	2,117	551	660	930	841	486	616
2006	도봉구	쌍문제4동	소계	4,294	4,914	1,864	1,883	1,516	1,895	914	1,136
2006	도봉구	쌍문제4동	남자	2,038	2,381	901	895	717	939	420	547
2006	도봉구	쌍문제4동	여자	2,256	2,533	963	988	799	956	494	589
2006	도봉구	방학제1동	소계	6,987	6,988	2,757	2,285	2,510	2,499	1,720	2,204
2006	도봉구	방학제1동	남자	3,469	3,469	1,356	1,112	1,280	1,239	833	1,118
2006	도봉구	방학제1동	여자	3,518	3,519	1,401	1,173	1,230	1,260	887	1,086
2006	도봉구	방학제2동	소계	4,572	5,260	1,734	2,104	1,615	1,542	1,223	1,614
2006	도봉구	방학제2동	남자	2,299	2,711	887	1,078	829	785	583	848
2006	도봉구	방학제2동	여자	2,273	2,549	847	1,026	786	757	640	766
2006	도봉구	방학제3동	소계	3,895	4,136	1,656	1,658	1,340	1,357	899	1,121
2006	도봉구	방학제3동	남자	1,878	2,058	792	822	661	674	425	562
2006	도봉구	방학제3동	여자	2,017	2,078	864	836	679	683	474	559
2006	도봉구	방학제4동	소계	2,557	2,610	1,078	1,018	1,017	1,067	462	525
2006	도봉구	방학제4동	남자	1,277	1,298	532	501	520	525	225	272
2006	도봉구	방학제4동	여자	1,280	1,312	546	517	497	542	237	253
2006	도봉구	창제1동	소계	5,578	6,235	1,733	1,859	2,419	2,614	1,426	1,762
2006	도봉구	창제1동	남자	2,678	2,970	818	864	1,178	1,261	682	845
2006	도봉구	창제1동	여자	2,900	3,265	915	995	1,241	1,353	744	917
2006	도봉구	창제2동	소계	6,034	6,106	1,789	1,541	2,741	2,706	1,504	1,859
2006	도봉구	창제2동	남자	2,913	3,024	866	728	1,305	1,387	742	909
2006	도봉구	창제2동	여자	3,121	3,082	923	813	1,436	1,319	762	950
2006	도봉구	창제3동	소계	3,143	3,589	752	782	1,606	1,708	785	1,099
2006	도봉구	창제3동	남자	1,556	1,787	371	378	816	867	369	542
2006	도봉구	창제3동	여자	1,587	1,802	381	404	790	841	416	557
2006	도봉구	창제4동	소계	5,273	5,799	1,114	1,083	2,496	2,831	1,663	1,885
2006	도봉구	창제4동	남자	2,561	2,775	524	528	1,250	1,325	787	922
2006	도봉구	창제4동	여자	2,712	3,024	590	555	1,246	1,506	876	963
2006	도봉구	창제5동	소계	5,643	5,859	1,781	1,684	2,352	2,530	1,510	1,645
2006	도봉구	창제5동	남자	2,694	2,866	858	831	1,155	1,242	681	793
2006	도봉구	창제5동	여자	2,949	2,993	923	853	1,197	1,288	829	852
2006	도봉구	도봉제1동	소계	4,821	5,442	1,372	1,576	1,835	1,774	1,614	2,092
2006	도봉구	도봉제1동	남자	2,440	2,718	695	789	923	895	822	1,034
2006	도봉구	도봉제1동	여자	2,381	2,724	677	787	912	879	792	1,058
2006	도봉구	도봉제2동	소계	5,858	6,455	1,447	1,487	2,578	2,597	1,833	2,371
2006	도봉구	도봉제2동	남자	2,885	3,217	723	744	1,263	1,284	899	1,189
2006	도봉구	도봉제2동	여자	2,973	3,238	724	743	1,315	1,313	934	1,182
2006	노원구	계	소계	116,243	123,212	40,334	40,334	43,382	44,688	32,527	38,190
2006	노원구	계	남자	56,583	60,499	19,557	19,557	21,412	21,977	15,614	18,965
2006	노원구	계	여자	59,660	62,713	20,777	20,777	21,970	22,711	16,913	19,225
2006	노원구	월계제1동	소계	4,655	3,688	1,483	880	2,178	1,766	994	1,042
2006	노원구	월계제1동	남자	2,326	1,873	749	442	1,078	906	499	525
2006	노원구	월계제1동	여자	2,329	1,815	734	438	1,100	860	495	517
2006	노원구	월계제2동	소계	4,942	3,878	878	746	3,069	1,854	995	1,278
2006	노원구	월계제2동	남자	2,439	1,912	428	374	1,535	911	476	627
2006	노원구	월계제2동	여자	2,503	1,966	450	372	1,534	943	519	651
2006	노원구	월계제3동	소계	4,995	5,762	1,219	1,525	2,397	2,413	1,379	1,824
2006	노원구	월계제3동	남자	2,442	2,827	568	754	1,199	1,188	675	885
2006	노원구	월계제3동	여자	2,553	2,935	651	771	1,198	1,225	704	939
2006	노원구	월계제4동	소계	3,663	3,806	886	987	1,719	1,582	1,058	1,237
2006	노원구	월계제4동	남자	1,896	1,907	447	463	911	797	538	647
2006	노원구	월계제4동	여자	1,767	1,899	439	524	808	785	520	590
2006	노원구	공릉제1동	소계	4,290	4,493	1,336	1,396	1,633	1,647	1,321	1,450
2006	노원구	공릉제1동	남자	2,146	2,227	659	680	823	797	664	750
2006	노원구	공릉제1동	여자	2,144	2,266	677	716	810	850	657	700
2006	노원구	공릉제2동	소계	8,780	9,339	1,924	2,037	3,331	3,563	3,525	3,739
2006	노원구	공릉제2동	남자	4,347	4,636	959	974	1,659	1,776	1,729	1,886
2006	노원구	공릉제2동	여자	4,433	4,703	965	1,063	1,672	1,787	1,796	1,853
2006	노원구	공릉제3동	소계	4,115	4,326	1,502	1,335	1,531	1,623	1,082	1,368
2006	노원구	공릉제3동	남자	2,026	2,154	732	669	764	806	530	679
2006	노원구	공릉제3동	여자	2,089	2,172	770	666	767	817	552	689
2006	노원구	하계제1동	소계	5,688	6,070	1,981	2,101	2,201	2,360	1,506	1,609
2006	노원구	하계제1동	남자	2,824	3,087	1,003	1,082	1,095	1,193	726	812
2006	노원구	하계제1동	여자	2,864	2,983	978	1,019	1,106	1,167	780	797
2006	노원구	하계제2동	소계	4,374	4,806	1,675	1,625	1,583	1,753	1,116	1,428
2006	노원구	하계제2동	남자	2,149	2,382	831	811	776	866	542	705
2006	노원구	하계제2동	여자	2,225	2,424	844	814	807	887	574	723
2006	노원구	중계본동	소계	5,375	5,470	2,028	1,903	1,917	1,937	1,430	1,630
2006	노원구	중계본동	남자	2,592	2,672	969	898	933	942	690	832
2006	노원구	중계본동	여자	2,783	2,798	1,059	1,005	984	995	740	798
2006	노원구	중계제1동	소계	5,943	6,134	2,399	2,432	2,048	2,214	1,496	1,488
2006	노원구	중계제1동	남자	2,877	2,996	1,141	1,171	996	1,088	740	737
2006	노원구	중계제1동	여자	3,066	3,138	1,258	1,261	1,052	1,126	756	751
2006	노원구	중계제2동	소계	4,021	3,948	1,473	1,368	1,605	1,310	943	1,270
2006	노원구	중계제2동	남자	1,889	1,942	719	673	756	651	414	618
2006	노원구	중계제2동	여자	2,132	2,006	754	695	849	659	529	652
2006	노원구	중계제3동	소계	3,214	3,868	968	1,174	1,348	1,502	898	1,192
2006	노원구	중계제3동	남자	1,492	1,846	435	555	638	695	419	596
2006	노원구	중계제3동	여자	1,722	2,022	533	619	710	807	479	596
2006	노원구	중계제4동	소계	4,910	4,908	2,324	2,151	1,452	1,421	1,134	1,336
2006	노원구	중계제4동	남자	2,412	2,441	1,135	1,053	728	708	549	680
2006	노원구	중계제4동	여자	2,498	2,467	1,189	1,098	724	713	585	656
2006	노원구	상계제1동	소계	7,087	8,191	2,187	1,995	2,629	3,167	2,271	3,029
2006	노원구	상계제1동	남자	3,437	4,014	1,045	947	1,312	1,574	1,080	1,493
2006	노원구	상계제1동	여자	3,650	4,177	1,142	1,048	1,317	1,593	1,191	1,536
2006	노원구	상계제2동	소계	5,113	5,284	2,692	2,212	1,270	1,664	1,151	1,408
2006	노원구	상계제2동	남자	2,473	2,583	1,289	1,045	637	806	547	732
2006	노원구	상계제2동	여자	2,640	2,701	1,403	1,167	633	858	604	676
2006	노원구	상계제3동	소계	5,101	5,323	2,367	2,118	1,265	1,603	1,469	1,602
2006	노원구	상계제3동	남자	2,514	2,669	1,171	1,060	607	788	736	821
2006	노원구	상계제3동	여자	2,587	2,654	1,196	1,058	658	815	733	781
2006	노원구	상계제4동	소계	2,749	2,735	993	1,036	877	763	879	936
2006	노원구	상계제4동	남자	1,405	1,351	513	497	452	380	440	474
2006	노원구	상계제4동	여자	1,344	1,384	480	539	425	383	439	462
2006	노원구	상계제5동	소계	5,075	5,393	2,444	2,231	1,362	1,593	1,269	1,569
2006	노원구	상계제5동	남자	2,520	2,654	1,210	1,074	672	790	638	790
2006	노원구	상계제5동	여자	2,555	2,739	1,234	1,157	690	803	631	779
2006	노원구	상계제6동	소계	4,014	4,469	1,167	1,388	1,657	1,787	1,190	1,294
2006	노원구	상계제6동	남자	1,924	2,165	561	660	800	857	563	648
2006	노원구	상계제6동	여자	2,090	2,304	606	728	857	930	627	646
2006	노원구	상계제7동	소계	3,819	4,029	1,426	1,551	1,235	1,323	1,158	1,155
2006	노원구	상계제7동	남자	1,735	1,868	644	724	575	607	516	537
2006	노원구	상계제7동	여자	2,084	2,161	782	827	660	716	642	618
2006	노원구	상계제8동	소계	4,512	6,722	1,236	2,140	1,821	2,382	1,455	2,200
2006	노원구	상계제8동	남자	2,040	3,233	579	1,036	845	1,182	616	1,015
2006	노원구	상계제8동	여자	2,472	3,489	657	1,104	976	1,200	839	1,185
2006	노원구	상계제9동	소계	5,042	5,471	1,944	2,242	1,666	1,652	1,432	1,577
2006	노원구	상계제9동	남자	2,442	2,679	922	1,092	829	818	691	769
2006	노원구	상계제9동	여자	2,600	2,792	1,022	1,150	837	834	741	808
2006	노원구	상계제10동	소계	4,766	5,099	1,802	1,761	1,588	1,809	1,376	1,529
2006	노원구	상계제10동	남자	2,236	2,381	848	823	792	851	596	707
2006	노원구	상계제10동	여자	2,530	2,718	954	938	796	958	780	822
2006	은평구	계	소계	98,161	106,151	43,324	43,324	27,501	28,718	27,336	34,109
2006	은평구	계	남자	48,069	52,126	20,978	20,978	13,690	14,109	13,401	17,039
2006	은평구	계	여자	50,092	54,025	22,346	22,346	13,811	14,609	13,935	17,070
2006	은평구	녹번동	소계	7,417	7,482	2,765	2,538	2,392	2,420	2,260	2,524
2006	은평구	녹번동	남자	3,547	3,608	1,320	1,212	1,147	1,156	1,080	1,240
2006	은평구	녹번동	여자	3,870	3,874	1,445	1,326	1,245	1,264	1,180	1,284
2006	은평구	불광제1동	소계	4,979	7,307	1,790	3,031	1,562	2,163	1,627	2,113
2006	은평구	불광제1동	남자	2,400	3,537	869	1,445	754	1,066	777	1,026
2006	은평구	불광제1동	여자	2,579	3,770	921	1,586	808	1,097	850	1,087
2006	은평구	불광제2동	소계	4,644	4,102	2,593	1,784	887	949	1,164	1,369
2006	은평구	불광제2동	남자	2,257	1,918	1,267	854	428	443	562	621
2006	은평구	불광제2동	여자	2,387	2,184	1,326	930	459	506	602	748
2006	은평구	불광제3동	소계	5,063	4,799	2,587	1,987	1,019	1,076	1,457	1,736
2006	은평구	불광제3동	남자	2,487	2,329	1,280	938	503	524	704	867
2006	은평구	불광제3동	여자	2,576	2,470	1,307	1,049	516	552	753	869
2006	은평구	갈현제1동	소계	5,397	5,306	2,590	1,830	1,126	1,239	1,681	2,237
2006	은평구	갈현제1동	남자	2,598	2,633	1,258	913	561	630	779	1,090
2006	은평구	갈현제1동	여자	2,799	2,673	1,332	917	565	609	902	1,147
2006	은평구	갈현제2동	소계	6,066	6,064	3,065	2,603	1,179	1,465	1,822	1,996
2006	은평구	갈현제2동	남자	2,921	2,878	1,474	1,236	601	726	846	916
2006	은평구	갈현제2동	여자	3,145	3,186	1,591	1,367	578	739	976	1,080
2006	은평구	구산동	소계	7,680	6,744	3,651	2,653	1,956	1,822	2,073	2,269
2006	은평구	구산동	남자	4,122	3,412	1,789	1,251	1,155	930	1,178	1,231
2006	은평구	구산동	여자	3,558	3,332	1,862	1,402	801	892	895	1,038
2006	은평구	대조동	소계	6,536	6,558	3,124	2,824	1,601	1,649	1,811	2,085
2006	은평구	대조동	남자	3,091	3,113	1,476	1,330	773	769	842	1,014
2006	은평구	대조동	여자	3,445	3,445	1,648	1,494	828	880	969	1,071
2006	은평구	응암제1동	소계	7,681	6,410	3,280	2,352	2,382	1,963	2,019	2,095
2006	은평구	응암제1동	남자	3,764	3,148	1,577	1,129	1,197	979	990	1,040
2006	은평구	응암제1동	여자	3,917	3,262	1,703	1,223	1,185	984	1,029	1,055
2006	은평구	응암제2동	소계	3,629	3,653	1,411	1,430	1,175	1,041	1,043	1,182
2006	은평구	응암제2동	남자	1,788	1,815	679	715	602	515	507	585
2006	은평구	응암제2동	여자	1,841	1,838	732	715	573	526	536	597
2006	은평구	응암제3동	소계	4,437	4,239	2,136	1,974	1,243	1,113	1,058	1,152
2006	은평구	응암제3동	남자	2,156	2,053	1,050	953	583	524	523	576
2006	은평구	응암제3동	여자	2,281	2,186	1,086	1,021	660	589	535	576
2006	은평구	응암제4동	소계	3,643	3,974	1,301	1,536	1,428	1,378	914	1,060
2006	은평구	응암제4동	남자	1,789	1,939	641	738	709	674	439	527
2006	은평구	응암제4동	여자	1,854	2,035	660	798	719	704	475	533
2006	은평구	역촌제1동	소계	5,704	5,608	2,988	2,552	1,355	1,372	1,361	1,684
2006	은평구	역촌제1동	남자	2,788	2,712	1,431	1,213	685	673	672	826
2006	은평구	역촌제1동	여자	2,916	2,896	1,557	1,339	670	699	689	858
2006	은평구	역촌제2동	소계	5,339	4,792	2,847	2,198	1,359	1,168	1,133	1,426
2006	은평구	역촌제2동	남자	2,521	2,324	1,326	1,052	661	557	534	715
2006	은평구	역촌제2동	여자	2,818	2,468	1,521	1,146	698	611	599	711
2006	은평구	신사제1동	소계	6,006	5,827	2,959	2,420	1,694	1,713	1,353	1,694
2006	은평구	신사제1동	남자	2,914	2,892	1,435	1,175	802	847	677	870
2006	은평구	신사제1동	여자	3,092	2,935	1,524	1,245	892	866	676	824
2006	은평구	신사제2동	소계	4,860	4,689	1,895	1,782	1,601	1,488	1,364	1,419
2006	은평구	신사제2동	남자	2,481	2,344	972	859	813	731	696	754
2006	은평구	신사제2동	여자	2,379	2,345	923	923	788	757	668	665
2006	은평구	증산동	소계	4,570	4,218	1,340	1,245	1,891	1,583	1,339	1,390
2006	은평구	증산동	남자	2,212	2,164	638	631	908	809	666	724
2006	은평구	증산동	여자	2,358	2,054	702	614	983	774	673	666
2006	은평구	수색동	소계	3,631	4,092	737	962	1,450	1,457	1,444	1,673
2006	은평구	수색동	남자	1,798	2,050	371	485	706	704	721	861
2006	은평구	수색동	여자	1,833	2,042	366	477	744	753	723	812
