기간	자치구	동	구분	구분	구분	구분	구분	구분	구분	구분
기간	자치구	동	총전입(⑦=①+③+⑤)	총전출(⑧=②+④+⑥)	구내이동	구내이동	구간이동	구간이동	시ㆍ도간이동	시ㆍ도간이동
기간	자치구	동	총전입(⑦=①+③+⑤)	총전출(⑧=②+④+⑥)	전입(①)	전출(②)	전입(③)	전출(④)	전입(⑤)	전출(⑥)
2017	합계	합계	1,472,937	1,571,423	454,536	454,536	564,271	564,271	454,130	552,616
2017	종로구	소계	28,020	25,814	4,512	4,512	14,610	13,178	8,898	8,124
2017	종로구	사직동	1,733	1,993	315	517	899	993	519	483
2017	종로구	삼청동	405	393	68	83	203	187	134	123
2017	종로구	부암동	1,320	1,608	381	403	588	720	351	485
2017	종로구	평창동	2,417	2,732	380	458	1,187	1,296	850	978
2017	종로구	무악동	1,040	1,183	133	308	672	549	235	326
2017	종로구	교남동	6,530	997	892	102	4,539	557	1,099	338
2017	종로구	가회동	603	703	91	147	332	343	180	213
2017	종로구	종로1.2.3.4가동	1,690	1,774	136	264	757	870	797	640
2017	종로구	종로5·6가동	989	1,093	174	219	363	516	452	358
2017	종로구	이화동	1,453	1,640	227	240	603	875	623	525
2017	종로구	창신1동	739	924	202	250	335	447	202	227
2017	종로구	창신2동	760	1,079	212	262	342	519	206	298
2017	종로구	창신3동	863	1,082	184	192	446	577	233	313
2017	종로구	숭인1동	903	1,100	265	199	415	603	223	298
2017	종로구	숭인2동	1,939	1,949	233	135	1,023	1,245	683	569
2017	종로구	청운효자동	1,626	2,129	338	500	768	992	520	637
2017	종로구	혜화동	3,010	3,435	281	233	1,138	1,889	1,591	1,313
2017	중구	소계	20,904	20,574	3,338	3,338	11,189	11,319	6,377	5,917
2017	중구	소공동	527	453	27	31	335	301	165	121
2017	중구	회현동	802	918	66	61	456	600	280	257
2017	중구	명동	438	495	43	72	228	285	167	138
2017	중구	필동	650	793	84	125	261	386	305	282
2017	중구	장충동	857	1,046	135	203	247	420	475	423
2017	중구	광희동	874	931	145	161	421	499	308	271
2017	중구	을지로동	307	368	30	35	173	215	104	118
2017	중구	신당5동	1,259	1,563	297	302	640	839	322	422
2017	중구	황학동	2,231	2,386	299	236	1,244	1,524	688	626
2017	중구	중림동	4,150	1,499	134	59	2,974	946	1,042	494
2017	중구	신당동	1,616	1,618	375	406	737	770	504	442
2017	중구	다산동	2,035	2,450	535	602	894	1,215	606	633
2017	중구	약수동	2,159	2,499	360	302	1,146	1,394	653	803
2017	중구	청구동	1,743	1,984	414	384	863	1,079	466	521
2017	중구	동화동	1,256	1,571	394	359	570	846	292	366
2017	용산구	소계	35,154	36,622	7,302	7,302	16,054	16,866	11,798	12,454
2017	용산구	후암동	2,346	2,799	657	573	876	1,202	813	1,024
2017	용산구	용산2가동	1,412	1,806	382	433	527	768	503	605
2017	용산구	남영동	1,668	1,688	317	393	738	752	613	543
2017	용산구	원효로2동	1,861	2,152	507	430	873	1,053	481	669
2017	용산구	효창동	1,477	1,484	406	362	649	705	422	417
2017	용산구	용문동	1,817	1,927	495	441	800	829	522	657
2017	용산구	이촌1동	3,004	3,223	546	579	1,656	1,639	802	1,005
2017	용산구	이촌2동	1,154	1,358	274	332	509	583	371	443
2017	용산구	이태원1동	1,133	1,299	271	422	495	501	367	376
2017	용산구	이태원2동	1,353	1,487	284	344	581	632	488	511
2017	용산구	서빙고동	2,167	2,410	402	435	814	912	951	1,063
2017	용산구	보광동	1,980	2,433	556	479	749	1,052	675	902
2017	용산구	청파동	3,005	3,626	445	492	1,229	1,783	1,331	1,351
2017	용산구	원효로1동	3,170	2,761	623	575	1,524	1,313	1,023	873
2017	용산구	한강로동	4,306	2,677	682	475	2,310	1,278	1,314	924
2017	용산구	한남동	3,301	3,492	455	537	1,724	1,864	1,122	1,091
2017	성동구	소계	50,416	46,031	11,151	11,151	25,046	20,756	14,219	14,124
2017	성동구	왕십리2동	3,665	2,493	1,057	749	1,811	982	797	762
2017	성동구	마장동	2,948	3,347	595	761	1,277	1,494	1,076	1,092
2017	성동구	사근동	2,406	2,403	327	532	640	924	1,439	947
2017	성동구	행당1동	2,077	2,360	626	805	796	904	655	651
2017	성동구	행당2동	3,037	3,472	769	970	1,474	1,585	794	917
2017	성동구	응봉동	2,052	2,310	702	727	861	868	489	715
2017	성동구	금호1가동	1,436	1,700	474	595	634	671	328	434
2017	성동구	금호4가동	2,001	2,194	565	692	931	823	505	679
2017	성동구	성수1가1동	3,242	2,846	726	735	1,752	1,211	764	900
2017	성동구	성수1가2동	2,306	2,923	543	772	979	1,264	784	887
2017	성동구	성수2가1동	2,286	2,871	573	552	1,069	1,385	644	934
2017	성동구	성수2가3동	2,154	2,245	452	518	980	1,049	722	678
2017	성동구	송정동	1,584	1,663	242	144	906	955	436	564
2017	성동구	용답동	2,161	2,466	217	155	1,230	1,526	714	785
2017	성동구	왕십리도선동	8,070	3,592	1,632	712	4,661	1,790	1,777	1,090
2017	성동구	금호2.3가동	3,308	3,316	812	1,048	1,632	1,334	864	934
2017	성동구	옥수동	5,683	3,830	839	684	3,413	1,991	1,431	1,155
2017	광진구	소계	56,010	56,647	16,364	16,364	22,011	20,936	17,635	19,347
2017	광진구	화양동	5,547	5,413	593	1,089	1,646	2,099	3,308	2,225
2017	광진구	군자동	3,305	3,526	727	861	1,391	1,459	1,187	1,206
2017	광진구	중곡1동	2,865	2,871	1,006	931	1,192	1,116	667	824
2017	광진구	중곡2동	3,542	3,700	1,372	1,253	1,291	1,309	879	1,138
2017	광진구	중곡3동	2,861	2,879	868	702	1,309	1,173	684	1,004
2017	광진구	중곡4동	3,897	4,205	1,415	1,303	1,561	1,473	921	1,429
2017	광진구	능동	2,388	2,259	629	692	999	841	760	726
2017	광진구	구의1동	4,174	4,235	1,311	1,398	1,418	1,384	1,445	1,453
2017	광진구	구의2동	3,217	3,311	1,191	1,056	1,214	1,105	812	1,150
2017	광진구	구의3동	4,933	4,357	1,656	1,239	1,957	1,574	1,320	1,544
2017	광진구	광장동	4,337	4,452	828	892	2,188	1,984	1,321	1,576
2017	광진구	자양1동	4,421	3,887	1,580	1,434	1,572	1,199	1,269	1,254
2017	광진구	자양2동	3,902	3,838	1,468	1,264	1,335	1,171	1,099	1,403
2017	광진구	자양3동	3,897	4,048	1,113	1,134	1,736	1,696	1,048	1,218
2017	광진구	자양4동	2,724	3,666	607	1,116	1,202	1,353	915	1,197
2017	동대문구	소계	47,899	52,733	13,489	13,489	18,879	21,618	15,531	17,626
2017	동대문구	회기동	1,897	2,212	427	535	514	849	956	828
2017	동대문구	휘경1동	2,079	2,618	609	818	634	975	836	825
2017	동대문구	휘경2동	3,474	3,808	1,101	931	928	1,335	1,445	1,542
2017	동대문구	청량리동	2,504	2,846	772	729	1,005	1,148	727	969
2017	동대문구	용신동	5,113	5,601	782	962	2,399	2,785	1,932	1,854
2017	동대문구	제기동	3,531	4,079	786	824	1,481	1,938	1,264	1,317
2017	동대문구	전농1동	3,771	4,510	1,216	1,367	1,364	1,586	1,191	1,557
2017	동대문구	전농2동	2,088	2,553	917	954	703	814	468	785
2017	동대문구	답십리1동	4,021	3,760	1,058	996	1,849	1,663	1,114	1,101
2017	동대문구	답십리2동	2,914	3,533	999	1,244	1,160	1,243	755	1,046
2017	동대문구	장안1동	5,842	5,138	1,659	1,268	2,725	2,095	1,458	1,775
2017	동대문구	장안2동	4,548	4,629	1,871	1,460	1,741	1,801	936	1,368
2017	동대문구	이문1동	3,676	4,722	712	1,010	1,220	1,945	1,744	1,767
2017	동대문구	이문2동	2,441	2,724	580	391	1,156	1,441	705	892
2017	중랑구	소계	56,385	59,947	22,111	22,111	20,569	16,619	13,705	21,217
2017	중랑구	면목2동	3,185	3,587	1,356	1,399	1,106	974	723	1,214
2017	중랑구	면목4동	2,793	3,705	722	1,000	1,350	1,468	721	1,237
2017	중랑구	면목5동	1,528	1,873	702	918	558	479	268	476
2017	중랑구	면목7동	3,149	3,826	1,135	1,539	1,245	1,118	769	1,169
2017	중랑구	상봉1동	3,161	3,339	1,364	1,275	1,041	794	756	1,270
2017	중랑구	상봉2동	3,269	3,695	1,194	1,482	1,194	990	881	1,223
2017	중랑구	중화1동	2,833	3,032	1,100	1,202	1,045	804	688	1,026
2017	중랑구	중화2동	4,260	4,141	1,691	1,578	1,591	1,150	978	1,413
2017	중랑구	묵1동	6,232	4,601	1,960	1,182	2,879	1,672	1,393	1,747
2017	중랑구	묵2동	3,289	3,174	1,123	1,143	1,391	930	775	1,101
2017	중랑구	망우3동	2,764	2,765	1,467	1,243	681	593	616	929
2017	중랑구	신내1동	4,072	4,582	1,743	1,367	1,336	1,218	993	1,997
2017	중랑구	신내2동	2,571	3,123	989	1,133	926	773	656	1,217
2017	중랑구	면목본동	5,207	5,378	2,160	2,210	1,819	1,420	1,228	1,748
2017	중랑구	면목3.8동	3,952	4,412	1,778	1,838	1,263	1,159	911	1,415
2017	중랑구	망우본동	4,120	4,714	1,627	1,602	1,144	1,077	1,349	2,035
2017	성북구	소계	61,285	68,221	20,294	20,294	24,663	27,925	16,328	20,002
2017	성북구	돈암1동	1,937	2,238	638	843	838	792	461	603
2017	성북구	돈암2동	4,299	2,774	1,946	928	1,597	1,078	756	768
2017	성북구	안암동	3,042	3,614	503	968	1,097	1,488	1,442	1,158
