기간	자치구	동	구분	구분	구분	구분	구분	구분	구분	구분
기간	자치구	동	총전입(⑦=①+③+⑤)	총전출(⑧=②+④+⑥)	구내이동	구내이동	구간이동	구간이동	시ㆍ도간이동	시ㆍ도간이동
기간	자치구	동	총전입(⑦=①+③+⑤)	총전출(⑧=②+④+⑥)	전입(①)	전출(②)	전입(③)	전출(④)	전입(⑤)	전출(⑥)
2011	합계	합계	1,721,748	1,834,806	543,807	543,807	671,315	671,315	506,626	619,684
2011	종로구	소계	28,329	30,663	5,551	5,551	14,089	16,214	8,689	8,898
2011	종로구	사직동	2,115	2,215	467	487	1,047	1,133	601	595
2011	종로구	삼청동	495	605	114	147	237	289	144	169
2011	종로구	부암동	1,900	1,939	545	467	892	933	463	539
2011	종로구	평창동	2,984	2,875	519	472	1,657	1,520	808	883
2011	종로구	무악동	1,333	1,452	191	181	817	927	325	344
2011	종로구	교남동	1,455	1,549	197	149	815	942	443	458
2011	종로구	가회동	808	945	149	208	434	480	225	257
2011	종로구	종로1.2.3.4가동	1,814	1,855	189	228	950	1,003	675	624
2011	종로구	종로5·6가동	965	1,107	194	208	405	565	366	334
2011	종로구	이화동	1,799	1,910	351	313	778	1,055	670	542
2011	종로구	혜화동	2,555	2,508	361	327	1,200	1,338	994	843
2011	종로구	명륜3가동	1,332	1,410	204	248	486	614	642	548
2011	종로구	창신1동	1,057	1,307	355	346	435	656	267	305
2011	종로구	창신2동	1,281	1,612	399	367	524	762	358	483
2011	종로구	창신3동	1,119	1,273	276	284	580	671	263	318
2011	종로구	숭인1동	1,290	1,479	294	344	684	769	312	366
2011	종로구	숭인2동	1,728	1,847	252	168	1,035	1,162	441	517
2011	종로구	청운효자동	2,299	2,775	494	607	1,113	1,395	692	773
2011	중구	소계	23,613	23,618	4,383	4,383	12,710	12,349	6,520	6,886
2011	중구	소공동	457	429	14	12	285	289	158	128
2011	중구	회현동	1,168	986	90	93	681	634	397	259
2011	중구	명동	621	643	63	68	303	371	255	204
2011	중구	필동	958	1,026	132	183	451	503	375	340
2011	중구	장충동	1,126	1,216	244	225	371	558	511	433
2011	중구	광희동	1,069	1,122	201	237	515	567	353	318
2011	중구	을지로동	413	390	39	35	227	212	147	143
2011	중구	신당1동	1,365	1,594	426	447	618	724	321	423
2011	중구	신당2동	2,796	3,052	654	724	1,413	1,502	729	826
2011	중구	신당3동	2,844	3,097	392	504	1,724	1,614	728	979
2011	중구	신당4동	2,341	2,639	556	669	1,205	1,275	580	695
2011	중구	신당5동	2,492	1,318	588	348	1,483	652	421	318
2011	중구	신당6동	2,024	1,597	651	484	989	701	384	412
2011	중구	황학동	2,194	2,449	279	309	1,318	1,387	597	753
2011	중구	중림동	1,745	2,060	54	45	1,127	1,360	564	655
2011	용산구	소계	45,054	44,509	10,048	10,048	20,960	19,444	14,046	15,017
2011	용산구	후암동	3,071	3,342	836	776	1,244	1,348	991	1,218
2011	용산구	용산2가동	1,815	2,078	566	552	668	757	581	769
2011	용산구	남영동	1,701	1,803	435	481	685	738	581	584
2011	용산구	원효로2동	2,148	2,648	555	703	1,007	1,110	586	835
2011	용산구	효창동	1,932	1,997	552	568	899	869	481	560
2011	용산구	용문동	2,098	2,316	647	659	937	1,001	514	656
2011	용산구	이촌1동	3,624	4,062	689	807	1,912	2,002	1,023	1,253
2011	용산구	이촌2동	1,262	1,461	361	336	528	592	373	533
2011	용산구	이태원1동	1,706	1,885	502	620	685	735	519	530
2011	용산구	이태원2동	1,660	1,917	447	468	676	784	537	665
2011	용산구	서빙고동	4,712	2,051	682	485	2,184	802	1,846	764
2011	용산구	보광동	2,933	3,619	974	890	1,119	1,464	840	1,265
2011	용산구	청파동	4,108	4,547	557	595	1,889	2,278	1,662	1,674
2011	용산구	원효로1동	3,982	2,559	1,038	639	1,960	1,066	984	854
2011	용산구	한강로동	2,942	3,535	509	740	1,479	1,647	954	1,148
2011	용산구	한남동	5,360	4,689	698	729	3,088	2,251	1,574	1,709
2011	성동구	소계	46,631	56,542	13,129	13,129	20,378	26,901	13,124	16,512
2011	성동구	왕십리2동	2,392	4,056	715	1,212	1,065	1,888	612	956
2011	성동구	마장동	3,474	3,939	907	940	1,407	1,801	1,160	1,198
2011	성동구	사근동	2,220	2,264	411	432	606	900	1,203	932
2011	성동구	행당1동	2,838	3,171	1,080	977	964	1,260	794	934
2011	성동구	행당2동	4,834	4,006	1,678	854	2,135	2,029	1,021	1,123
2011	성동구	응봉동	2,862	3,008	1,088	840	1,135	1,225	639	943
2011	성동구	금호1가동	2,538	2,569	1,163	771	868	1,053	507	745
2011	성동구	금호4가동	2,387	2,866	791	695	1,060	1,327	536	844
2011	성동구	성수1가1동	2,966	3,179	917	831	1,272	1,330	777	1,018
2011	성동구	성수1가2동	2,963	3,414	740	745	1,233	1,603	990	1,066
2011	성동구	성수2가1동	2,961	3,425	608	677	1,449	1,559	904	1,189
2011	성동구	성수2가3동	2,085	2,338	488	472	909	1,129	688	737
2011	성동구	송정동	1,849	2,110	278	156	1,028	1,241	543	713
2011	성동구	용답동	2,531	2,754	342	188	1,497	1,713	692	853
2011	성동구	왕십리도선동	2,004	2,251	579	594	858	1,051	567	606
2011	성동구	금호2.3가동	2,801	5,541	978	1,442	1,177	2,824	646	1,275
2011	성동구	옥수동	2,926	5,651	366	1,303	1,715	2,968	845	1,380
2011	광진구	소계	62,574	68,014	18,762	18,762	24,587	26,394	19,225	22,858
2011	광진구	화양동	4,839	5,293	556	1,111	1,748	2,083	2,535	2,099
2011	광진구	군자동	3,763	4,284	881	954	1,612	1,884	1,270	1,446
2011	광진구	중곡1동	3,153	3,558	1,089	1,179	1,241	1,364	823	1,015
2011	광진구	중곡2동	4,133	4,286	1,629	1,442	1,539	1,563	965	1,281
2011	광진구	중곡3동	3,175	3,813	999	1,035	1,410	1,704	766	1,074
2011	광진구	중곡4동	5,069	5,455	1,992	1,771	1,875	1,977	1,202	1,707
2011	광진구	능동	2,538	2,484	701	740	985	941	852	803
2011	광진구	구의1동	4,487	4,825	1,531	1,405	1,485	1,656	1,471	1,764
2011	광진구	구의2동	4,458	4,474	1,777	1,401	1,538	1,540	1,143	1,533
2011	광진구	구의3동	4,866	5,307	1,490	1,355	1,996	2,183	1,380	1,769
2011	광진구	광장동	4,813	5,077	942	1,094	2,286	2,133	1,585	1,850
2011	광진구	자양1동	4,275	4,553	1,582	1,450	1,407	1,520	1,286	1,583
2011	광진구	자양2동	4,394	4,801	1,645	1,379	1,437	1,754	1,312	1,668
2011	광진구	자양3동	4,709	5,169	1,118	1,347	2,288	2,193	1,303	1,629
2011	광진구	자양4동	3,902	4,635	830	1,099	1,740	1,899	1,332	1,637
2011	동대문구	소계	57,586	60,047	16,392	16,392	24,043	24,460	17,151	19,195
2011	동대문구	회기동	2,795	2,451	699	610	955	974	1,141	867
2011	동대문구	휘경1동	3,022	3,274	959	956	957	1,212	1,106	1,106
2011	동대문구	휘경2동	4,628	3,948	1,396	1,100	1,789	1,458	1,443	1,390
2011	동대문구	청량리동	2,912	3,423	924	941	1,138	1,308	850	1,174
2011	동대문구	용신동	5,388	6,019	776	1,185	2,835	2,961	1,777	1,873
2011	동대문구	제기동	4,652	4,893	1,046	960	2,095	2,296	1,511	1,637
2011	동대문구	전농1동	3,680	4,432	1,261	1,592	1,293	1,542	1,126	1,298
2011	동대문구	전농2동	4,068	2,796	1,785	1,004	1,534	957	749	835
2011	동대문구	답십리1동	3,136	3,473	1,023	1,182	1,390	1,337	723	954
2011	동대문구	답십리2동	4,206	4,587	1,466	1,654	1,799	1,718	941	1,215
2011	동대문구	장안1동	5,779	5,533	1,583	1,384	2,662	2,366	1,534	1,783
2011	동대문구	장안2동	5,226	5,483	1,658	1,773	2,293	2,004	1,275	1,706
2011	동대문구	이문1동	5,032	6,154	1,159	1,457	1,750	2,460	2,123	2,237
2011	동대문구	이문2동	3,062	3,581	657	594	1,553	1,867	852	1,120
2011	중랑구	소계	65,150	70,397	25,683	25,683	22,676	22,123	16,791	22,591
2011	중랑구	면목2동	4,102	4,764	1,597	1,878	1,483	1,423	1,022	1,463
2011	중랑구	면목4동	3,815	4,215	988	1,064	1,797	1,878	1,030	1,273
2011	중랑구	면목5동	2,147	2,439	977	990	700	713	470	736
2011	중랑구	면목7동	4,202	4,711	1,450	1,486	1,727	1,778	1,025	1,447
2011	중랑구	상봉1동	3,419	3,701	1,594	1,497	983	989	842	1,215
2011	중랑구	상봉2동	3,626	3,836	1,475	1,587	1,128	1,082	1,023	1,167
2011	중랑구	중화1동	3,255	3,698	1,354	1,385	1,065	1,179	836	1,134
2011	중랑구	중화2동	4,401	4,871	1,479	1,712	1,648	1,550	1,274	1,609
2011	중랑구	묵1동	6,294	5,469	1,944	1,379	2,840	2,215	1,510	1,875
2011	중랑구	묵2동	3,255	3,595	1,231	1,287	1,272	1,292	752	1,016
2011	중랑구	망우3동	3,273	3,561	1,774	1,659	717	773	782	1,129
2011	중랑구	신내1동	4,130	4,459	1,832	1,638	1,223	1,341	1,075	1,480
2011	중랑구	신내2동	3,298	3,674	1,193	1,228	1,206	1,183	899	1,263
2011	중랑구	면목본동	6,174	6,549	2,574	2,648	2,087	1,862	1,513	2,039
2011	중랑구	면목3.8동	4,829	5,477	2,216	2,366	1,508	1,561	1,105	1,550
