기간	자치구	동	구분	구분	구분	구분	구분	구분	구분	구분
기간	자치구	동	총전입(⑦=①+③+⑤)	총전출(⑧=②+④+⑥)	구내이동	구내이동	구간이동	구간이동	시ㆍ도간이동	시ㆍ도간이동
기간	자치구	동	총전입(⑦=①+③+⑤)	총전출(⑧=②+④+⑥)	전입(①)	전출(②)	전입(③)	전출(④)	전입(⑤)	전출(⑥)
2015	합계	합계	1,589,431	1,726,687	524,267	524,267	605,262	605,262	459,902	597,158
2015	종로구	소계	24,951	27,470	4,617	4,617	11,846	14,426	8,488	8,427
2015	종로구	사직동	1,708	1,840	294	364	967	1,030	447	446
2015	종로구	삼청동	341	448	69	131	161	197	111	120
2015	종로구	부암동	1,600	1,781	447	387	752	925	401	469
2015	종로구	평창동	2,615	2,923	426	410	1,469	1,637	720	876
2015	종로구	무악동	1,529	1,388	215	155	980	860	334	373
2015	종로구	교남동	782	905	181	113	341	450	260	342
2015	종로구	가회동	541	788	91	143	263	392	187	253
2015	종로구	종로1.2.3.4가동	1,872	1,922	184	287	821	960	867	675
2015	종로구	종로5·6가동	1,129	1,142	175	272	410	492	544	378
2015	종로구	이화동	1,563	1,723	258	266	642	902	663	555
2015	종로구	창신1동	815	1,041	263	319	331	471	221	251
2015	종로구	창신2동	943	1,321	273	332	404	637	266	352
2015	종로구	창신3동	1,113	1,313	317	290	562	678	234	345
2015	종로구	숭인1동	1,198	1,355	386	331	545	665	267	359
2015	종로구	숭인2동	1,968	2,091	252	154	982	1,304	734	633
2015	종로구	청운효자동	1,969	2,232	452	479	893	1,043	624	710
2015	종로구	혜화동	3,265	3,257	334	184	1,323	1,783	1,608	1,290
2015	중구	소계	20,078	22,950	4,070	4,070	10,073	12,126	5,935	6,754
2015	중구	소공동	312	354	18	11	174	251	120	92
2015	중구	회현동	935	1,151	67	88	564	765	304	298
2015	중구	명동	471	556	43	55	264	283	164	218
2015	중구	필동	752	914	120	131	345	460	287	323
2015	중구	장충동	1,001	1,156	187	238	256	463	558	455
2015	중구	광희동	781	974	161	211	343	457	277	306
2015	중구	을지로동	351	415	35	42	199	217	117	156
2015	중구	신당5동	1,606	1,990	515	480	745	1,037	346	473
2015	중구	황학동	2,359	2,477	303	312	1,356	1,467	700	698
2015	중구	중림동	1,402	2,049	45	53	908	1,444	449	552
2015	중구	신당동	1,717	1,522	452	402	789	615	476	505
2015	중구	다산동	2,288	2,641	611	632	1,007	1,175	670	834
2015	중구	약수동	2,380	2,645	418	418	1,304	1,386	658	841
2015	중구	청구동	2,214	2,308	578	500	1,121	1,228	515	580
2015	중구	동화동	1,509	1,798	517	497	698	878	294	423
2015	용산구	소계	37,064	41,361	9,049	9,049	16,549	18,532	11,466	13,780
2015	용산구	후암동	2,594	2,782	804	635	998	1,168	792	979
2015	용산구	용산2가동	1,550	1,870	488	487	562	716	500	667
2015	용산구	남영동	1,864	1,845	404	419	806	839	654	587
2015	용산구	원효로2동	2,178	2,237	720	458	927	1,083	531	696
2015	용산구	효창동	1,403	2,921	410	1,034	659	1,299	334	588
2015	용산구	용문동	2,041	2,125	827	531	719	973	495	621
2015	용산구	이촌1동	4,109	3,431	730	653	2,384	1,700	995	1,078
2015	용산구	이촌2동	1,450	1,665	481	400	628	648	341	617
2015	용산구	이태원1동	1,206	1,597	315	523	505	564	386	510
2015	용산구	이태원2동	1,361	1,945	332	566	619	740	410	639
2015	용산구	서빙고동	2,437	2,556	496	435	856	974	1,085	1,147
2015	용산구	보광동	2,160	2,704	627	543	829	1,144	704	1,017
2015	용산구	청파동	3,494	4,102	563	508	1,566	2,113	1,365	1,481
2015	용산구	원효로1동	3,288	2,785	838	671	1,515	1,223	935	891
2015	용산구	한강로동	2,681	2,962	538	653	1,276	1,364	867	945
2015	용산구	한남동	3,248	3,834	476	533	1,700	1,984	1,072	1,317
2015	성동구	소계	48,105	49,091	12,008	12,008	23,324	21,935	12,773	15,148
2015	성동구	왕십리2동	2,296	2,665	751	853	986	1,075	559	737
2015	성동구	마장동	3,588	3,874	856	900	1,491	1,713	1,241	1,261
2015	성동구	사근동	2,628	2,400	410	509	826	881	1,392	1,010
2015	성동구	행당1동	2,259	2,745	768	996	858	1,036	633	713
2015	성동구	행당2동	3,273	3,762	896	1,075	1,562	1,632	815	1,055
2015	성동구	응봉동	2,405	2,663	849	795	1,017	1,084	539	784
2015	성동구	금호1가동	1,747	2,155	678	752	701	782	368	621
2015	성동구	금호4가동	2,225	2,606	706	806	1,041	1,115	478	685
2015	성동구	성수1가1동	2,628	2,938	804	819	1,172	1,207	652	912
2015	성동구	성수1가2동	2,568	3,322	617	845	1,116	1,396	835	1,081
2015	성동구	성수2가1동	2,586	3,125	600	665	1,235	1,473	751	987
2015	성동구	성수2가3동	2,151	2,402	510	526	961	1,123	680	753
2015	성동구	송정동	1,725	2,018	239	193	1,087	1,148	399	677
2015	성동구	용답동	2,310	2,526	277	146	1,332	1,560	701	820
2015	성동구	왕십리도선동	7,012	2,418	1,719	498	4,200	1,148	1,093	772
2015	성동구	금호2.3가동	3,063	3,346	883	917	1,486	1,376	694	1,053
2015	성동구	옥수동	3,641	4,126	445	713	2,253	2,186	943	1,227
2015	광진구	소계	58,871	63,920	18,401	18,401	22,949	23,570	17,521	21,949
2015	광진구	화양동	5,481	5,535	633	1,028	1,798	2,255	3,050	2,252
2015	광진구	군자동	3,553	4,042	840	907	1,533	1,732	1,180	1,403
2015	광진구	중곡1동	2,968	3,202	994	1,120	1,268	1,173	706	909
2015	광진구	중곡2동	3,993	4,159	1,555	1,513	1,506	1,424	932	1,222
2015	광진구	중곡3동	3,118	3,574	974	937	1,478	1,633	666	1,004
2015	광진구	중곡4동	4,943	4,942	1,994	1,534	1,843	1,762	1,106	1,646
2015	광진구	능동	2,484	2,336	732	614	1,043	889	709	833
2015	광진구	구의1동	4,668	4,569	1,546	1,374	1,615	1,577	1,507	1,618
2015	광진구	구의2동	3,448	4,207	1,367	1,483	1,228	1,279	853	1,445
2015	광진구	구의3동	4,589	4,731	1,597	1,304	1,736	1,745	1,256	1,682
2015	광진구	광장동	4,250	4,724	919	1,008	2,008	1,844	1,323	1,872
2015	광진구	자양1동	4,198	4,533	1,739	1,825	1,303	1,215	1,156	1,493
2015	광진구	자양2동	3,829	4,650	1,552	1,442	1,320	1,485	957	1,723
2015	광진구	자양3동	4,187	4,628	1,248	1,169	1,888	1,941	1,051	1,518
2015	광진구	자양4동	3,162	4,088	711	1,143	1,382	1,616	1,069	1,329
2015	동대문구	소계	55,990	60,917	17,367	17,367	22,257	23,826	16,366	19,724
2015	동대문구	회기동	2,125	2,452	536	617	621	848	968	987
2015	동대문구	휘경1동	2,492	4,198	798	1,592	736	1,464	958	1,142
2015	동대문구	휘경2동	3,912	4,210	1,287	1,176	1,194	1,455	1,431	1,579
2015	동대문구	청량리동	2,838	3,248	951	870	1,122	1,278	765	1,100
2015	동대문구	용신동	5,705	5,331	1,046	881	2,851	2,636	1,808	1,814
2015	동대문구	제기동	4,176	4,549	952	986	1,803	2,061	1,421	1,502
2015	동대문구	전농1동	4,386	5,304	1,550	1,811	1,560	1,861	1,276	1,632
2015	동대문구	전농2동	2,732	2,965	1,253	1,147	953	974	526	844
2015	동대문구	답십리1동	4,723	4,369	1,310	1,515	2,225	1,623	1,188	1,231
2015	동대문구	답십리2동	3,624	4,328	1,518	1,603	1,387	1,550	719	1,175
2015	동대문구	장안1동	6,277	6,048	1,864	1,708	2,911	2,413	1,502	1,927
2015	동대문구	장안2동	5,116	5,690	2,151	1,867	1,945	2,015	1,020	1,808
2015	동대문구	이문1동	4,864	5,154	1,417	1,132	1,425	2,094	2,022	1,928
2015	동대문구	이문2동	3,020	3,071	734	462	1,524	1,554	762	1,055
2015	중랑구	소계	64,638	71,284	27,773	27,773	22,351	20,339	14,514	23,172
2015	중랑구	면목2동	4,078	4,579	1,804	1,859	1,359	1,306	915	1,414
2015	중랑구	면목4동	4,299	3,767	1,212	1,040	2,218	1,487	869	1,240
2015	중랑구	면목5동	1,617	3,636	704	2,007	565	887	348	742
2015	중랑구	면목7동	3,725	4,703	1,450	1,976	1,520	1,483	755	1,244
2015	중랑구	상봉1동	3,519	4,020	1,756	1,734	978	933	785	1,353
2015	중랑구	상봉2동	3,969	3,864	1,584	1,531	1,350	989	1,035	1,344
2015	중랑구	중화1동	3,577	3,704	1,745	1,568	1,156	993	676	1,143
2015	중랑구	중화2동	4,304	4,967	1,742	1,914	1,554	1,469	1,008	1,584
2015	중랑구	묵1동	5,094	5,659	1,737	1,583	2,110	2,125	1,247	1,951
2015	중랑구	묵2동	3,695	3,728	1,447	1,341	1,531	1,244	717	1,143
2015	중랑구	망우3동	3,093	3,542	1,693	1,666	741	707	659	1,169
2015	중랑구	신내1동	4,752	4,959	2,202	1,757	1,549	1,380	1,001	1,822
2015	중랑구	신내2동	3,122	3,523	1,335	1,266	996	1,031	791	1,226
2015	중랑구	면목본동	6,197	6,417	2,839	2,587	1,976	1,744	1,382	2,086
2015	중랑구	면목3.8동	4,743	4,952	2,331	2,189	1,445	1,273	967	1,490
2015	중랑구	망우본동	4,854	5,264	2,192	1,755	1,303	1,288	1,359	2,221
2015	성북구	소계	66,804	76,213	22,463	22,463	26,805	31,240	17,536	22,510
