"구분(1)","레벨02(1)","항목",1999,1999,2000,2000,2001,2001,2002,2002,2003,2003,2004,2004,2005,2005,2006,2006,2007,2007,2008,2008,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018
"구분(1)","레벨02(1)","항목",동수,연면적,동수,연면적,동수,연면적,동수,연면적,동수,연면적,동수,연면적,동수,연면적,동수,연면적,동수,연면적,동수,연면적,동수,연면적,동수,연면적,동수,연면적,동수,연면적,동수,연면적,동수,연면적,동수,연면적,동수,연면적,동수,연면적,동수,연면적
"총합계","용도별","주거용",35634,44606,43323,41283,73805,47856,89487,57319,62307,62128,45878,50099,37799,50281,53225,53862,73488,65212,76357,38462,72891,41917,81793,51464,99074,56557,98898,59256,93592,50238,101894,60935,124789,85520,130489,78420,116358,70255,98611,57325
