"공종별",2006. 01,2006. 02,2006. 03,2006. 04,2006. 05,2006. 06,2006. 07,2006. 08,2006. 09,2006. 10,2006. 11,2006. 12,2007. 01,2007. 02,2007. 03,2007. 04,2007. 05,2007. 06,2007. 07,2007. 08,2007. 09,2007. 10,2007. 11,2007. 12,2008. 01,2008. 02,2008. 03,2008. 04,2008. 05,2008. 06,2008. 07,2008. 08,2008. 09,2008. 10,2008. 11,2008. 12,2009. 01,2009. 02,2009. 03,2009. 04,2009. 05,2009. 06,2009. 07,2009. 08,2009. 09,2009. 10,2009. 11,2009. 12,2010. 01,2010. 02,2010. 03,2010. 04,2010. 05,2010. 06,2010. 07,2010. 08,2010. 09,2010. 10,2010. 11,2010. 12,2011. 01,2011. 02,2011. 03,2011. 04,2011. 05,2011. 06,2011. 07,2011. 08,2011. 09,2011. 10,2011. 11,2011. 12,2012. 01,2012. 02,2012. 03,2012. 04,2012. 05,2012. 06,2012. 07,2012. 08,2012. 09,2012. 10,2012. 11,2012. 12,2013. 01,2013. 02,2013. 03,2013. 04,2013. 05,2013. 06,2013. 07,2013. 08,2013. 09,2013. 10,2013. 11,2013. 12,2014. 01,2014. 02,2014. 03,2014. 04,2014. 05,2014. 06,2014. 07,2014. 08,2014. 09,2014. 10,2014. 11,2014. 12,2015. 01,2015. 02,2015. 03,2015. 04,2015. 05,2015. 06,2015. 07,2015. 08,2015. 09,2015. 10,2015. 11,2015. 12,2016. 01,2016. 02,2016. 03,2016. 04,2016. 05,2016. 06,2016. 07,2016. 08,2016. 09,2016. 10,2016. 11,2016. 12,2017. 01,2017. 02,2017. 03,2017. 04,2017. 05,2017. 06,2017. 07,2017. 08,2017. 09,2017. 10,2017. 11,2017. 12,2018. 01,2018. 02,2018. 03,2018. 04,2018. 05,2018. 06,2018. 07,2018. 08,2018. 09,2018. 10,2018. 11,2018. 12,2019. 01,2019. 02,2019. 03,2019. 04,2019. 05,2019. 06,2019. 07,2019. 08,2019. 09,2019. 10,2019. 11 p),2019. 12 p)
"건축",4142681,4082747,5372362,5387604,5367395,5792567,5019423,5327780,5868320,5501257,6182810,6414549,4615516,4365291,5190588,5452039,5461612,5854329,5455108,5542243,5416700,5919807,6227255,7007019,4659841,4201037,5021014,5163279,5141003,5441561,5075926,4909587,5184980,4886229,4952464,5015810,3627100,3712837,4384713,4618830,4602606,5501336,4676138,4382933,5331938,4621421,4967962,5381261,3819100,3617961,4444372,4288926,4428049,4890586,4379769,4080822,4182326,4165059,4402054,5182484,3376265,2906958,4091875,3992201,3934359,4761087,3793093,3722418,4251621,4265642,4096257,5092012,3048236,3263999,3828389,3538941,3732282,3957013,3829398,3356669,3985511,3889806,3971704,4688606,3218102,3245106,4103946,4405888,4331159,4751609,4181517,4283145,4447844,4618520,4952574,5339694,3970283,3878221,4537721,4967888,4823633,5305303,4625176,4490243,4562819,4702756,4721773,5354129,3965879,3961229,4596035,4600605,4773761,5393932,5007587,4904285,5434429,5380910,5526060,6478355,4748006,4754756,5886459,5752243,6028631,6982710,6128001,6355725,6424468,6750631,7361829,8268552,5815397,6161792,7529998,7425116,7374350,8277981,7488312,7522253,8049091,7150091,7894074,8711800,6864630,6186518,7174824,7561548,7384325,7925391,7057122,7023070,6810957,6971066,6961976,7900893,6158349,5614968,6691500,6680185,6695570,7381960,6319377,6221326,5942118,6391704,6279056,7370450
