기간	자치구	행정동	세대	인구	인구	인구	인구	인구	인구	인구	인구	인구	세대당인구	65세이상고령자
2019.3/4	종로구	숭인1동	2,978	6,613	3,237	3,376	6,263	3,081	3,182	350	156	194	2.1	1,167
2019.3/4	종로구	숭인2동	5,743	9,972	5,008	4,964	9,488	4,839	4,649	484	169	315	1.65	1,635
2019.3/4	종로구	청운효자동	5,364	13,090	6,120	6,970	12,842	5,986	6,856	248	134	114	2.39	2,200
2019.3/4	종로구	혜화동	9,370	20,948	9,426	11,522	17,099	8,221	8,878	3,849	1,205	2,644	1.82	2,619
2019.3/4	중구	소계	62,593	136,663	67,030	69,633	126,409	62,161	64,248	10,254	4,869	5,385	2.02	23,025
2019.3/4	중구	소공동	1,098	3,045	1,542	1,503	2,045	1,001	1,044	1,000	541	459	1.86	285
2019.3/4	중구	회현동	3,164	5,864	3,193	2,671	5,264	2,858	2,406	600	335	265	1.66	1,448
2019.3/4	중구	명동	1,441	3,497	1,557	1,940	2,835	1,200	1,635	662	357	305	1.97	732
2019.3/4	중구	필동	2,298	5,054	2,519	2,535	4,021	2,084	1,937	1,033	435	598	1.75	812
2019.3/4	중구	장충동	2,694	5,628	2,775	2,853	4,711	2,405	2,306	917	370	547	1.75	800
2019.3/4	중구	광희동	2,943	6,221	3,257	2,964	4,931	2,616	2,315	1,290	641	649	1.68	1,166
2019.3/4	중구	을지로동	1,344	2,002	1,207	795	1,806	1,104	702	196	103	93	1.34	485
2019.3/4	중구	신당5동	5,258	10,846	5,312	5,534	10,497	5,152	5,345	349	160	189	2	1,656
2019.3/4	중구	황학동	6,763	13,669	6,607	7,062	12,631	6,122	6,509	1,038	485	553	1.87	1,912
2019.3/4	중구	중림동	5,852	13,007	6,534	6,473	12,682	6,363	6,319	325	171	154	2.17	1,997
2019.3/4	중구	신당동	4,435	9,336	4,570	4,766	7,600	3,803	3,797	1,736	767	969	1.71	1,352
2019.3/4	중구	다산동	6,950	15,075	7,303	7,772	14,551	7,092	7,459	524	211	313	2.09	2,531
2019.3/4	중구	약수동	7,790	17,760	8,386	9,374	17,553	8,276	9,277	207	110	97	2.25	3,543
2019.3/4	중구	청구동	6,410	14,595	6,952	7,643	14,381	6,842	7,539	214	110	104	2.24	2,572
2019.3/4	중구	동화동	4,153	11,064	5,316	5,748	10,901	5,243	5,658	163	73	90	2.62	1,734
2019.3/4	용산구	소계	109,911	244,989	119,499	125,490	228,830	110,478	118,352	16,159	9,021	7,138	2.08	38,531
2019.3/4	용산구	후암동	8,590	18,547	9,056	9,491	18,004	8,763	9,241	543	293	250	2.1	2,991
2019.3/4	용산구	용산2가동	5,449	11,831	5,820	6,011	10,485	5,088	5,397	1,346	732	614	1.92	2,051
2019.3/4	용산구	남영동	5,428	8,521	5,119	3,402	7,794	4,776	3,018	727	343	384	1.44	1,595
2019.3/4	용산구	원효로2동	6,013	14,779	6,944	7,835	14,632	6,880	7,752	147	64	83	2.43	2,362
2019.3/4	용산구	효창동	4,202	10,179	4,858	5,321	10,056	4,800	5,256	123	58	65	2.39	1,410
2019.3/4	용산구	용문동	5,372	12,649	6,066	6,583	12,508	5,999	6,509	141	67	74	2.33	2,018
2019.3/4	용산구	이촌1동	10,269	29,251	13,741	15,510	28,319	13,242	15,077	932	499	433	2.76	4,377
2019.3/4	용산구	이촌2동	3,863	9,025	4,254	4,771	8,920	4,211	4,709	105	43	62	2.31	1,730
2019.3/4	용산구	이태원1동	3,768	9,086	4,749	4,337	6,875	3,237	3,638	2,211	1,512	699	1.82	1,569
2019.3/4	용산구	이태원2동	4,865	10,812	5,088	5,724	9,298	4,307	4,991	1,514	781	733	1.91	1,885
2019.3/4	용산구	서빙고동	5,299	14,122	6,821	7,301	13,356	6,436	6,920	766	385	381	2.52	2,064
2019.3/4	용산구	보광동	7,680	15,897	8,039	7,858	14,533	7,137	7,396	1,364	902	462	1.89	2,707
2019.3/4	용산구	청파동	10,702	20,715	9,728	10,987	19,912	9,455	10,457	803	273	530	1.86	3,288
2019.3/4	용산구	원효로1동	7,729	16,471	7,968	8,503	15,834	7,643	8,191	637	325	312	2.05	1,915
2019.3/4	용산구	한강로동	9,650	19,504	9,520	9,984	17,869	8,638	9,231	1,635	882	753	1.85	3,010
2019.3/4	용산구	한남동	11,032	23,600	11,728	11,872	20,435	9,866	10,569	3,165	1,862	1,303	1.85	3,559
2019.3/4	성동구	소계	136,466	311,290	152,134	159,156	303,158	148,510	154,648	8,132	3,624	4,508	2.22	43,662
2019.3/4	성동구	왕십리2동	7,637	17,953	8,738	9,215	17,519	8,537	8,982	434	201	233	2.29	2,465
2019.3/4	성동구	마장동	10,895	24,137	11,834	12,303	23,451	11,579	11,872	686	255	431	2.15	3,612
2019.3/4	성동구	사근동	7,475	13,630	6,748	6,882	11,775	6,052	5,723	1,855	696	1,159	1.58	1,451
2019.3/4	성동구	행당1동	7,336	16,659	8,068	8,591	16,109	7,829	8,280	550	239	311	2.2	2,295
2019.3/4	성동구	행당2동	9,483	24,748	11,628	13,120	24,663	11,591	13,072	85	37	48	2.6	3,537
2019.3/4	성동구	응봉동	6,170	16,228	7,699	8,529	16,161	7,675	8,486	67	24	43	2.62	2,416
2019.3/4	성동구	금호1가동	6,611	15,974	7,641	8,333	15,871	7,592	8,279	103	49	54	2.4	2,364
2019.3/4	성동구	금호4가동	6,453	15,283	7,320	7,963	15,135	7,249	7,886	148	71	77	2.35	2,195
2019.3/4	성동구	성수1가1동	7,637	17,331	8,681	8,650	16,998	8,495	8,503	333	186	147	2.23	2,061
2019.3/4	성동구	성수1가2동	6,932	15,084	7,494	7,590	14,665	7,293	7,372	419	201	218	2.12	1,968
2019.3/4	성동구	성수2가1동	8,564	17,979	9,354	8,625	17,310	9,042	8,268	669	312	357	2.02	2,704
2019.3/4	성동구	성수2가3동	5,669	11,725	5,983	5,742	11,384	5,796	5,588	341	187	154	2.01	1,750
2019.3/4	성동구	송정동	5,549	11,546	6,131	5,415	11,076	5,893	5,183	470	238	232	2	1,667
2019.3/4	성동구	용답동	6,945	13,572	7,149	6,423	12,572	6,681	5,891	1,000	468	532	1.81	2,139
2019.3/4	성동구	왕십리도선동	11,798	27,878	13,290	14,588	27,402	13,080	14,322	476	210	266	2.32	3,469
2019.3/4	성동구	금호2.3가동	10,330	24,299	11,593	12,706	24,086	11,499	12,587	213	94	119	2.33	3,783
2019.3/4	성동구	옥수동	10,982	27,264	12,783	14,481	26,981	12,627	14,354	283	156	127	2.46	3,786
2019.3/4	광진구	소계	164,173	368,337	177,749	190,588	352,692	171,103	181,589	15,645	6,646	8,999	2.15	47,347
2019.3/4	광진구	화양동	15,976	25,422	11,618	13,804	21,864	10,436	11,428	3,558	1,182	2,376	1.37	2,232
2019.3/4	광진구	군자동	10,634	22,142	10,877	11,265	19,953	9,868	10,085	2,189	1,009	1,180	1.88	2,830
2019.3/4	광진구	중곡1동	8,033	16,420	8,043	8,377	15,945	7,836	8,109	475	207	268	1.98	2,343
2019.3/4	광진구	중곡2동	10,442	22,635	10,859	11,776	22,286	10,708	11,578	349	151	198	2.13	2,987
2019.3/4	광진구	중곡3동	8,506	17,492	8,650	8,842	17,247	8,560	8,687	245	90	155	2.03	2,623
2019.3/4	광진구	중곡4동	13,220	30,561	15,040	15,521	30,184	14,889	15,295	377	151	226	2.28	4,641
2019.3/4	광진구	능동	6,240	11,867	5,482	6,385	11,524	5,314	6,210	343	168	175	1.85	1,521
2019.3/4	광진구	구의1동	11,795	23,126	11,047	12,079	22,395	10,709	11,686	731	338	393	1.9	2,964
2019.3/4	광진구	구의2동	11,646	28,032	13,518	14,514	27,583	13,323	14,260	449	195	254	2.37	3,979
2019.3/4	광진구	구의3동	12,164	30,179	14,399	15,780	29,872	14,256	15,616	307	143	164	2.46	3,677
2019.3/4	광진구	광장동	12,048	36,180	17,487	18,693	36,007	17,410	18,597	173	77	96	2.99	3,482
2019.3/4	광진구	자양1동	11,450	24,229	11,662	12,567	23,110	11,159	11,951	1,119	503	616	2.02	3,184
2019.3/4	광진구	자양2동	11,267	27,107	13,290	13,817	26,685	13,099	13,586	422	191	231	2.37	3,639
2019.3/4	광진구	자양3동	11,024	29,577	14,247	15,330	29,290	14,122	15,168	287	125	162	2.66	3,720
2019.3/4	광진구	자양4동	9,728	23,368	11,530	11,838	18,747	9,414	9,333	4,621	2,116	2,505	1.93	3,525
2019.3/4	동대문구	소계	163,606	363,779	178,958	184,821	346,551	172,440	174,111	17,228	6,518	10,710	2.12	58,764
2019.3/4	동대문구	회기동	6,053	13,337	5,951	7,386	10,363	4,923	5,440	2,974	1,028	1,946	1.71	1,498
2019.3/4	동대문구	휘경1동	7,525	16,537	8,008	8,529	14,540	7,256	7,284	1,997	752	1,245	1.93	2,424
2019.3/4	동대문구	휘경2동	11,531	25,176	12,401	12,775	24,470	12,146	12,324	706	255	451	2.12	3,700
2019.3/4	동대문구	청량리동	10,482	22,035	11,029	11,006	21,361	10,720	10,641	674	309	365	2.04	5,161
2019.3/4	동대문구	용신동	17,086	32,073	16,401	15,672	30,552	15,719	14,833	1,521	682	839	1.79	5,426
2019.3/4	동대문구	제기동	13,023	27,630	13,785	13,845	25,079	12,831	12,248	2,551	954	1,597	1.93	5,393
2019.3/4	동대문구	전농1동	14,954	31,096	15,635	15,461	30,568	15,416	15,152	528	219	309	2.04	5,306
2019.3/4	동대문구	전농2동	7,772	20,341	9,666	10,675	19,691	9,441	10,250	650	225	425	2.53	3,478
2019.3/4	동대문구	답십리1동	12,694	29,939	14,512	15,427	29,482	14,308	15,174	457	204	253	2.32	3,868
2019.3/4	동대문구	답십리2동	12,739	30,439	14,895	15,544	30,101	14,745	15,356	338	150	188	2.36	5,216
2019.3/4	동대문구	장안1동	17,537	39,351	19,628	19,723	38,703	19,353	19,350	648	275	373	2.21	5,834
2019.3/4	동대문구	장안2동	13,138	31,930	15,952	15,978	31,630	15,833	15,797	300	119	181	2.41	4,578
2019.3/4	동대문구	이문1동	10,608	22,622	10,746	11,876	19,233	9,613	9,620	3,389	1,133	2,256	1.81	3,249
2019.3/4	동대문구	이문2동	8,464	21,273	10,349	10,924	20,778	10,136	10,642	495	213	282	2.45	3,633
2019.3/4	중랑구	소계	181,448	403,776	199,959	203,817	398,812	197,927	200,885	4,964	2,032	2,932	2.2	64,449
2019.3/4	중랑구	면목2동	12,254	26,156	13,076	13,080	25,810	12,950	12,860	346	126	220	2.11	4,169
2019.3/4	중랑구	면목4동	9,291	20,237	10,046	10,191	19,945	9,929	10,016	292	117	175	2.15	3,506
2019.3/4	중랑구	면목5동	4,542	9,876	5,034	4,842	9,747	4,979	4,768	129	55	74	2.15	1,594
2019.3/4	중랑구	면목7동	10,049	21,913	10,879	11,034	21,587	10,743	10,844	326	136	190	2.15	3,884
2019.3/4	중랑구	상봉1동	10,253	25,629	12,506	13,123	25,472	12,447	13,025	157	59	98	2.48	3,391
2019.3/4	중랑구	상봉2동	10,908	19,728	9,639	10,089	19,394	9,503	9,891	334	136	198	1.78	2,769
2019.3/4	중랑구	중화1동	8,996	21,001	10,334	10,667	20,809	10,257	10,552	192	77	115	2.31	3,224
2019.3/4	중랑구	중화2동	14,305	27,994	14,386	13,608	27,431	14,121	13,310	563	265	298	1.92	4,847
2019.3/4	중랑구	묵1동	14,586	36,063	17,551	18,512	35,888	17,495	18,393	175	56	119	2.46	5,347
2019.3/4	중랑구	묵2동	9,207	20,094	9,872	10,222	19,850	9,782	10,068	244	90	154	2.16	3,207
2019.3/4	중랑구	망우3동	8,450	18,025	9,022	9,003	17,674	8,887	8,787	351	135	216	2.09	3,074
2019.3/4	중랑구	신내1동	14,676	40,738	19,911	20,827	40,594	19,842	20,752	144	69	75	2.77	6,128
2019.3/4	중랑구	신내2동	9,074	22,095	10,588	11,507	22,016	10,563	11,453	79	25	54	2.43	3,606
2019.3/4	중랑구	면목본동	17,606	36,247	18,001	18,246	35,405	17,639	17,766	842	362	480	2.01	5,649
2019.3/4	중랑구	면목3.8동	12,552	26,729	13,316	13,413	26,296	13,136	13,160	433	180	253	2.09	4,596
2019.3/4	중랑구	망우본동	14,699	31,251	15,798	15,453	30,894	15,654	15,240	357	144	213	2.1	5,458
2019.3/4	성북구	소계	191,465	454,114	218,857	235,257	441,590	214,094	227,496	12,524	4,763	7,761	2.31	70,204
2019.3/4	성북구	돈암1동	6,292	16,048	7,496	8,552	15,936	7,456	8,480	112	40	72	2.53	2,750
2019.3/4	성북구	돈암2동	8,608	25,076	11,975	13,101	24,976	11,931	13,045	100	44	56	2.9	3,196
2019.3/4	성북구	안암동	9,170	17,877	8,677	9,200	15,488	7,863	7,625	2,389	814	1,575	1.69	2,128
2019.3/4	성북구	보문동	7,997	16,839	8,140	8,699	16,484	7,995	8,489	355	145	210	2.06	2,347
2019.3/4	성북구	정릉1동	7,449	19,484	9,328	10,156	18,964	9,197	9,767	520	131	389	2.55	2,928
2019.3/4	성북구	정릉2동	9,656	23,974	11,678	12,296	23,684	11,572	12,112	290	106	184	2.45	4,126
2019.3/4	성북구	정릉3동	7,768	17,388	8,623	8,765	15,814	7,900	7,914	1,574	723	851	2.04	3,158
2019.3/4	성북구	정릉4동	11,005	26,898	13,006	13,892	26,493	12,853	13,640	405	153	252	2.41	4,571
2019.3/4	성북구	길음1동	12,845	37,263	17,772	19,491	37,045	17,680	19,365	218	92	126	2.88	4,241
2019.3/4	성북구	길음2동	6,792	16,545	8,050	8,495	16,400	7,984	8,416	145	66	79	2.41	2,363
2019.3/4	성북구	월곡1동	10,808	27,698	13,399	14,299	27,492	13,324	14,168	206	75	131	2.54	4,388
2019.3/4	성북구	월곡2동	9,206	20,571	9,982	10,589	20,009	9,720	10,289	562	262	300	2.17	3,369
2019.3/4	성북구	장위1동	9,028	20,857	10,225	10,632	20,645	10,146	10,499	212	79	133	2.29	3,572
2019.3/4	성북구	장위2동	6,312	14,207	7,068	7,139	13,963	6,956	7,007	244	112	132	2.21	3,050
2019.3/4	성북구	장위3동	5,559	13,710	6,900	6,810	13,502	6,805	6,697	208	95	113	2.43	2,074
2019.3/4	성북구	성북동	8,038	17,671	8,267	9,404	17,111	8,043	9,068	560	224	336	2.13	2,996
2019.3/4	성북구	삼선동	12,614	26,599	12,723	13,876	25,962	12,452	13,510	637	271	366	2.06	4,035
2019.3/4	성북구	동선동	9,070	16,460	6,821	9,639	15,511	6,560	8,951	949	261	688	1.71	2,197
2019.3/4	성북구	종암동	17,137	42,391	20,633	21,758	40,496	19,998	20,498	1,895	635	1,260	2.36	6,279
2019.3/4	성북구	석관동	16,111	36,558	18,094	18,464	35,615	17,659	17,956	943	435	508	2.21	6,436
2019.3/4	강북구	소계	143,680	317,875	154,784	163,091	314,090	153,356	160,734	3,785	1,428	2,357	2.19	59,808
2019.3/4	강북구	번1동	10,296	19,815	9,806	10,009	19,383	9,644	9,739	432	162	270	1.88	3,399
2019.3/4	강북구	번2동	7,639	17,307	8,407	8,900	17,181	8,372	8,809	126	35	91	2.25	3,799
2019.3/4	강북구	번3동	7,612	18,506	8,723	9,783	18,421	8,707	9,714	85	16	69	2.42	4,472
2019.3/4	강북구	수유1동	10,370	21,961	10,849	11,112	21,681	10,751	10,930	280	98	182	2.09	4,161
2019.3/4	강북구	수유2동	9,563	22,021	10,589	11,432	21,883	10,549	11,334	138	40	98	2.29	4,402
2019.3/4	강북구	수유3동	12,700	24,277	12,079	12,198	23,899	11,950	11,949	378	129	249	1.88	4,297
2019.3/4	강북구	삼양동	11,539	25,776	12,787	12,989	25,593	12,720	12,873	183	67	116	2.22	4,678
2019.3/4	강북구	미아동	11,387	22,987	10,986	12,001	22,457	10,776	11,681	530	210	320	1.97	4,209
2019.3/4	강북구	송중동	12,989	29,000	13,986	15,014	28,401	13,731	14,670	599	255	344	2.19	5,462
2019.3/4	강북구	송천동	13,749	28,911	14,343	14,568	28,419	14,127	14,292	492	216	276	2.07	5,749
2019.3/4	강북구	삼각산동	11,781	33,100	15,899	17,201	32,961	15,846	17,115	139	53	86	2.8	4,102
2019.3/4	강북구	우이동	9,472	21,401	10,440	10,961	21,255	10,374	10,881	146	66	80	2.24	4,485
2019.3/4	강북구	인수동	14,583	32,813	15,890	16,923	32,556	15,809	16,747	257	81	176	2.23	6,593
2019.3/4	도봉구	소계	138,603	337,594	164,883	172,711	335,280	163,953	171,327	2,314	930	1,384	2.42	58,070
2019.3/4	도봉구	쌍문1동	9,355	22,528	10,857	11,671	22,244	10,769	11,475	284	88	196	2.38	4,122
2019.3/4	도봉구	쌍문2동	8,613	20,133	9,783	10,350	19,926	9,654	10,272	207	129	78	2.31	3,575
2019.3/4	도봉구	쌍문3동	7,812	17,325	8,335	8,990	17,146	8,271	8,875	179	64	115	2.19	3,214
2019.3/4	도봉구	쌍문4동	7,180	19,946	9,500	10,446	19,901	9,483	10,418	45	17	28	2.77	2,719
2019.3/4	도봉구	방학1동	12,868	30,344	15,009	15,335	30,043	14,894	15,149	301	115	186	2.33	5,258
2019.3/4	도봉구	방학2동	9,541	21,268	10,725	10,543	21,075	10,648	10,427	193	77	116	2.21	4,033
2019.3/4	도봉구	방학3동	10,107	28,846	14,054	14,792	28,770	14,035	14,735	76	19	57	2.85	4,364
2019.3/4	도봉구	창1동	10,930	26,438	12,650	13,788	26,273	12,584	13,689	165	66	99	2.4	4,203
2019.3/4	도봉구	창2동	12,392	30,723	15,088	15,635	30,448	14,964	15,484	275	124	151	2.46	4,716
2019.3/4	도봉구	창3동	6,699	14,923	7,446	7,477	14,820	7,406	7,414	103	40	63	2.21	2,736
2019.3/4	도봉구	창4동	10,591	28,034	13,520	14,514	27,933	13,465	14,468	101	55	46	2.64	3,871
2019.3/4	도봉구	창5동	10,079	25,866	12,452	13,414	25,753	12,416	13,337	113	36	77	2.56	3,953
2019.3/4	도봉구	도봉1동	10,257	22,431	11,330	11,101	22,275	11,276	10,999	156	54	102	2.17	5,340
2019.3/4	도봉구	도봉2동	12,179	28,789	14,134	14,655	28,673	14,088	14,585	116	46	70	2.35	5,966
2019.3/4	노원구	소계	217,058	539,829	261,141	278,688	535,282	259,204	276,078	4,547	1,937	2,610	2.47	79,968
2019.3/4	노원구	월계1동	10,492	24,044	12,375	11,669	23,361	12,044	11,317	683	331	352	2.23	4,095
2019.3/4	노원구	월계2동	11,241	26,209	12,620	13,589	26,059	12,575	13,484	150	45	105	2.32	5,089
2019.3/4	노원구	월계3동	12,981	31,904	15,299	16,605	31,707	15,223	16,484	197	76	121	2.44	5,542
2019.3/4	노원구	공릉2동	16,307	41,184	20,112	21,072	40,573	19,821	20,752	611	291	320	2.49	4,825
2019.3/4	노원구	하계1동	12,409	29,814	14,425	15,389	29,074	14,064	15,010	740	361	379	2.34	4,049
2019.3/4	노원구	하계2동	8,292	23,492	11,224	12,268	23,429	11,201	12,228	63	23	40	2.83	2,955
2019.3/4	노원구	중계본동	9,004	26,161	12,822	13,339	26,090	12,792	13,298	71	30	41	2.9	2,570
2019.3/4	노원구	중계1동	9,112	28,152	13,779	14,373	28,074	13,744	14,330	78	35	43	3.08	2,219
2019.3/4	노원구	중계4동	8,495	21,480	10,427	11,053	21,402	10,403	10,999	78	24	54	2.52	3,768
2019.3/4	노원구	상계1동	15,550	40,359	19,621	20,738	40,192	19,567	20,625	167	54	113	2.58	6,369
2019.3/4	노원구	상계2동	8,783	21,358	10,516	10,842	21,178	10,440	10,738	180	76	104	2.41	3,095
2019.3/4	노원구	상계5동	10,986	25,704	12,519	13,185	25,563	12,468	13,095	141	51	90	2.33	4,781
2019.3/4	노원구	상계8동	9,270	24,086	11,615	12,471	24,035	11,606	12,429	51	9	42	2.59	2,614
2019.3/4	노원구	상계9동	8,452	22,002	10,501	11,501	21,916	10,484	11,432	86	17	69	2.59	3,078
2019.3/4	노원구	상계10동	6,608	16,736	7,717	9,019	16,671	7,687	8,984	65	30	35	2.52	2,123
2019.3/4	노원구	상계3.4동	11,568	25,946	12,910	13,036	25,819	12,872	12,947	127	38	89	2.23	5,611
2019.3/4	노원구	상계6.7동	14,000	34,834	16,201	18,633	34,673	16,142	18,531	161	59	102	2.48	4,518
2019.3/4	노원구	중계2.3동	15,421	37,108	17,261	19,847	36,944	17,197	19,747	164	64	100	2.4	6,830
2019.3/4	노원구	공릉1동	18,087	39,256	19,197	20,059	38,522	18,874	19,648	734	323	411	2.13	5,837
2019.3/4	은평구	소계	207,410	486,159	234,228	251,931	481,663	232,383	249,280	4,496	1,845	2,651	2.32	79,957
2019.3/4	은평구	녹번동	16,946	38,158	18,352	19,806	37,716	18,147	19,569	442	205	237	2.23	6,476
2019.3/4	은평구	불광1동	17,826	41,048	19,477	21,571	40,730	19,345	21,385	318	132	186	2.28	7,346
2019.3/4	은평구	갈현1동	11,248	24,768	12,080	12,688	24,510	11,961	12,549	258	119	139	2.18	4,247
2019.3/4	은평구	갈현2동	12,581	30,235	14,392	15,843	29,865	14,249	15,616	370	143	227	2.37	4,661
2019.3/4	은평구	구산동	13,097	33,843	16,835	17,008	33,603	16,729	16,874	240	106	134	2.57	5,750
2019.3/4	은평구	대조동	14,629	29,784	14,013	15,771	29,396	13,855	15,541	388	158	230	2.01	5,126
2019.3/4	은평구	응암1동	11,362	25,747	12,290	13,457	25,438	12,167	13,271	309	123	186	2.24	4,003
2019.3/4	은평구	응암2동	9,382	23,882	11,655	12,227	23,663	11,562	12,101	219	93	126	2.52	3,153
2019.3/4	은평구	신사1동	11,710	28,658	13,882	14,776	28,409	13,790	14,619	249	92	157	2.43	4,613
2019.3/4	은평구	신사2동	9,190	21,998	10,990	11,008	21,836	10,939	10,897	162	51	111	2.38	3,602
2019.3/4	은평구	증산동	6,911	16,254	7,986	8,268	16,113	7,931	8,182	141	55	86	2.33	2,964
2019.3/4	은평구	수색동	3,888	9,094	4,530	4,564	9,024	4,499	4,525	70	31	39	2.32	1,753
2019.3/4	은평구	진관동	21,499	58,038	27,290	30,748	57,800	27,196	30,604	238	94	144	2.69	7,483
2019.3/4	은평구	불광2동	13,771	29,576	14,407	15,169	29,271	14,274	14,997	305	133	172	2.13	5,515
2019.3/4	은평구	응암3동	12,605	26,193	12,818	13,375	25,839	12,670	13,169	354	148	206	2.05	5,398
2019.3/4	은평구	역촌동	20,765	48,883	23,231	25,652	48,450	23,069	25,381	433	162	271	2.33	7,867
2019.3/4	서대문구	소계	140,007	324,089	153,618	170,471	310,069	149,061	161,008	14,020	4,557	9,463	2.21	51,708
2019.3/4	서대문구	천연동	8,213	18,803	8,974	9,829	18,502	8,828	9,674	301	146	155	2.25	3,214
2019.3/4	서대문구	홍제1동	10,304	25,045	11,776	13,269	24,755	11,645	13,110	290	131	159	2.4	4,272
2019.3/4	서대문구	홍제3동	7,131	16,534	8,036	8,498	16,363	7,963	8,400	171	73	98	2.29	3,428
2019.3/4	서대문구	홍제2동	5,849	14,629	6,980	7,649	14,499	6,921	7,578	130	59	71	2.48	2,588
2019.3/4	서대문구	홍은1동	9,271	22,758	11,017	11,741	22,426	10,874	11,552	332	143	189	2.42	4,267
2019.3/4	서대문구	홍은2동	12,161	28,402	13,774	14,628	27,638	13,463	14,175	764	311	453	2.27	4,781
2019.3/4	서대문구	남가좌1동	6,102	17,029	8,221	8,808	16,686	8,080	8,606	343	141	202	2.73	2,160
2019.3/4	서대문구	남가좌2동	11,173	25,729	12,324	13,405	24,870	12,007	12,863	859	317	542	2.23	4,202
2019.3/4	서대문구	북가좌1동	7,016	19,188	9,289	9,899	19,035	9,233	9,802	153	56	97	2.71	2,853
2019.3/4	서대문구	북가좌2동	14,736	33,955	16,486	17,469	33,595	16,347	17,248	360	139	221	2.28	5,939
2019.3/4	서대문구	충현동	8,815	18,242	8,845	9,397	17,768	8,638	9,130	474	207	267	2.02	3,123
2019.3/4	서대문구	북아현동	7,529	17,607	8,383	9,224	17,153	8,202	8,951	454	181	273	2.28	2,280
2019.3/4	서대문구	신촌동	12,386	24,810	9,749	15,061	18,713	8,438	10,275	6,097	1,311	4,786	1.51	2,207
2019.3/4	서대문구	연희동	19,321	41,358	19,764	21,594	38,066	18,422	19,644	3,292	1,342	1,950	1.97	6,394
2019.3/4	마포구	소계	174,181	385,605	181,368	204,237	373,629	176,863	196,766	11,976	4,505	7,471	2.15	51,961
2019.3/4	마포구	용강동	9,128	22,403	10,641	11,762	21,878	10,356	11,522	525	285	240	2.4	2,791
2019.3/4	마포구	대흥동	7,156	13,776	6,285	7,491	11,588	5,634	5,954	2,188	651	1,537	1.62	1,863
2019.3/4	마포구	염리동	5,736	13,533	6,339	7,194	12,499	6,037	6,462	1,034	302	732	2.18	1,799
2019.3/4	마포구	신수동	9,554	22,514	10,963	11,551	22,001	10,776	11,225	513	187	326	2.3	3,087
2019.3/4	마포구	서교동	14,075	26,104	11,903	14,201	24,316	11,272	13,044	1,788	631	1,157	1.73	3,345
2019.3/4	마포구	합정동	9,580	19,175	8,928	10,247	18,772	8,767	10,005	403	161	242	1.96	2,587
2019.3/4	마포구	망원1동	10,679	21,995	10,357	11,638	21,607	10,193	11,414	388	164	224	2.02	3,280
2019.3/4	마포구	망원2동	8,223	19,270	9,169	10,101	19,082	9,100	9,982	188	69	119	2.32	2,868
2019.3/4	마포구	연남동	8,644	17,051	7,937	9,114	15,935	7,458	8,477	1,116	479	637	1.84	2,443
2019.3/4	마포구	성산1동	9,341	20,288	9,539	10,749	19,870	9,380	10,490	418	159	259	2.13	2,849
2019.3/4	마포구	성산2동	18,774	41,623	19,204	22,419	41,333	19,107	22,226	290	97	193	2.2	5,881
2019.3/4	마포구	상암동	12,792	32,976	15,745	17,231	32,331	15,445	16,886	645	300	345	2.53	3,753
