기간	자치구	행정동	세대	인구	인구	인구	인구	인구	인구	인구	인구	인구	세대당인구	65세이상고령자
기간	자치구	행정동	세대	합계	합계	합계	한국인	한국인	한국인	외국인	외국인	외국인	세대당인구	65세이상고령자
기간	자치구	행정동	세대	계	남자	여자	계	남자	여자	계	남자	여자	세대당인구	65세이상고령자
2019.2/4	송파구	오금동	15,724	41,148	20,090	21,058	40,899	19,961	20,938	249	129	120	2.6	5,476
2019.2/4	송파구	송파1동	12,440	26,321	12,453	13,868	25,828	12,198	13,630	493	255	238	2.08	3,132
2019.2/4	송파구	송파2동	7,305	20,832	10,085	10,747	20,657	9,993	10,664	175	92	83	2.83	2,586
2019.2/4	송파구	석촌동	16,708	34,178	16,409	17,769	33,425	16,040	17,385	753	369	384	2	4,034
2019.2/4	송파구	삼전동	16,301	32,901	15,649	17,252	32,494	15,479	17,015	407	170	237	1.99	3,576
2019.2/4	송파구	가락본동	11,808	27,966	13,844	14,122	27,600	13,662	13,938	366	182	184	2.34	3,273
2019.2/4	송파구	가락1동	9,356	26,063	12,753	13,310	25,986	12,723	13,263	77	30	47	2.78	2,473
2019.2/4	송파구	가락2동	12,266	33,999	16,658	17,341	33,781	16,555	17,226	218	103	115	2.75	3,685
2019.2/4	송파구	문정1동	8,547	21,359	10,595	10,764	21,150	10,495	10,655	209	100	109	2.47	2,596
2019.2/4	송파구	문정2동	15,415	29,926	13,991	15,935	29,756	13,914	15,842	170	77	93	1.93	3,420
2019.2/4	송파구	장지동	13,391	34,463	16,700	17,763	34,238	16,583	17,655	225	117	108	2.56	4,116
2019.2/4	송파구	위례동	14,992	28,408	13,843	14,565	28,349	13,821	14,528	59	22	37	1.89	1,860
2019.2/4	송파구	잠실본동	8,123	29,675	14,047	15,628	29,049	13,738	15,311	626	309	317	3.58	3,385
2019.2/4	송파구	잠실4동	5,938	23,856	11,523	12,333	23,769	11,481	12,288	87	42	45	4	2,643
2019.2/4	송파구	잠실6동	3,473	17,471	8,343	9,128	17,311	8,255	9,056	160	88	72	4.98	2,496
2019.2/4	송파구	잠실7동	12,003	10,258	4,798	5,460	10,245	4,793	5,452	13	5	8	0.85	1,979
2019.2/4	송파구	잠실2동	12,279	36,817	17,591	19,226	36,705	17,528	19,177	112	63	49	2.99	3,161
2019.2/4	송파구	잠실3동	9,016	36,262	17,297	18,965	36,047	17,185	18,862	215	112	103	4	4,933
2019.2/4	강동구	소계	177,368	428,547	211,752	216,795	424,235	209,746	214,489	4,312	2,006	2,306	2.39	60,657
2019.2/4	강동구	강일동	11,190	32,535	15,729	16,806	32,393	15,666	16,727	142	63	79	2.89	4,475
2019.2/4	강동구	상일동	4,192	11,113	5,540	5,573	11,026	5,496	5,530	87	44	43	2.63	1,553
2019.2/4	강동구	명일1동	8,179	22,405	10,961	11,444	22,334	10,942	11,392	71	19	52	2.73	3,009
2019.2/4	강동구	명일2동	6,019	17,968	8,862	9,106	17,926	8,847	9,079	42	15	27	2.98	2,168
2019.2/4	강동구	고덕1동	9,126	27,405	13,896	13,509	27,314	13,859	13,455	91	37	54	2.99	2,561
2019.2/4	강동구	고덕2동	3,353	7,349	3,911	3,438	7,235	3,835	3,400	114	76	38	2.16	1,391
2019.2/4	강동구	암사2동	5,902	14,628	7,118	7,510	14,577	7,095	7,482	51	23	28	2.47	2,041
2019.2/4	강동구	암사3동	6,373	18,948	9,282	9,666	18,894	9,256	9,638	54	26	28	2.96	2,289
2019.2/4	강동구	천호1동	12,840	28,891	14,258	14,633	28,570	14,133	14,437	321	125	196	2.23	4,693
2019.2/4	강동구	천호3동	13,677	28,370	14,010	14,360	27,782	13,717	14,065	588	293	295	2.03	4,354
2019.2/4	강동구	성내1동	8,136	20,733	10,046	10,687	20,607	9,987	10,620	126	59	67	2.53	2,793
2019.2/4	강동구	성내2동	12,509	25,556	12,669	12,887	24,819	12,307	12,512	737	362	375	1.98	3,929
2019.2/4	강동구	성내3동	10,201	24,042	11,908	12,134	23,759	11,786	11,973	283	122	161	2.33	3,322
2019.2/4	강동구	둔촌1동	167	289	136	153	274	130	144	15	6	9	1.64	95
2019.2/4	강동구	둔촌2동	11,185	27,964	13,824	14,140	27,836	13,771	14,065	128	53	75	2.49	3,865
2019.2/4	강동구	암사1동	16,211	37,313	18,495	18,818	36,982	18,360	18,622	331	135	196	2.28	5,540
2019.2/4	강동구	천호2동	17,661	36,203	18,124	18,079	35,409	17,713	17,696	794	411	383	2	5,670
2019.2/4	강동구	길동	20,447	46,835	22,983	23,852	46,498	22,846	23,652	337	137	200	2.27	6,909
