"행정구역(시군구)별","이동규모별","항목","단위","2019. 07 월",
"전국","계","총전입","건","376736",
"전국","계","총전출","건","376736",
"전국","계","순이동","건","0",
"전국","계","시도내-시군구내이동","건","122997",
"전국","계","시도내-시군구간전입","건","109805",
"전국","계","시도내-시군구간전출","건","109805",
"전국","계","시도간전입","건","143934",
"전국","계","시도간전출","건","143934",
"전국","1인","총전입","건","277601",
"전국","1인","총전출","건","277601",
"전국","1인","순이동","건","0",
"전국","1인","시도내-시군구내이동","건","76428",
"전국","1인","시도내-시군구간전입","건","81344",
"전국","1인","시도내-시군구간전출","건","81344",
"전국","1인","시도간전입","건","119829",
"전국","1인","시도간전출","건","119829",
"전국","2인","총전입","건","43682",
"전국","2인","총전출","건","43682",
"전국","2인","순이동","건","0",
"전국","2인","시도내-시군구내이동","건","18605",
"전국","2인","시도내-시군구간전입","건","12753",
"전국","2인","시도내-시군구간전출","건","12753",
"전국","2인","시도간전입","건","12324",
"전국","2인","시도간전출","건","12324",
"전국","3인","총전입","건","29442",
"전국","3인","총전출","건","29442",
"전국","3인","순이동","건","0",
"전국","3인","시도내-시군구내이동","건","14282",
"전국","3인","시도내-시군구간전입","건","8554",
"전국","3인","시도내-시군구간전출","건","8554",
"전국","3인","시도간전입","건","6606",
"전국","3인","시도간전출","건","6606",
"전국","4인","총전입","건","20827",
"전국","4인","총전출","건","20827",
"전국","4인","순이동","건","0",
"전국","4인","시도내-시군구내이동","건","10809",
"전국","4인","시도내-시군구간전입","건","5843",
"전국","4인","시도내-시군구간전출","건","5843",
"전국","4인","시도간전입","건","4175",
"전국","4인","시도간전출","건","4175",
"전국","5인","총전입","건","4316",
"전국","5인","총전출","건","4316",
"전국","5인","순이동","건","0",
"전국","5인","시도내-시군구내이동","건","2399",
"전국","5인","시도내-시군구간전입","건","1082",
"전국","5인","시도내-시군구간전출","건","1082",
"전국","5인","시도간전입","건","835",
"전국","5인","시도간전출","건","835",
"전국","6인","총전입","건","694",
"전국","6인","총전출","건","694",
"전국","6인","순이동","건","0",
"전국","6인","시도내-시군구내이동","건","387",
"전국","6인","시도내-시군구간전입","건","179",
"전국","6인","시도내-시군구간전출","건","179",
"전국","6인","시도간전입","건","128",
"전국","6인","시도간전출","건","128",
"전국","7인","총전입","건","128",
