"행정구역(시군구)별","이동규모별","항목","단위","2019. 09 월",
"전국","계","총전입","건","351192",
"전국","계","총전출","건","351192",
"전국","계","순이동","건","0",
"전국","계","시도내-시군구내이동","건","114058",
"전국","계","시도내-시군구간전입","건","102432",
"전국","계","시도내-시군구간전출","건","102432",
"전국","계","시도간전입","건","134702",
"전국","계","시도간전출","건","134702",
"전국","1인","총전입","건","261302",
"전국","1인","총전출","건","261302",
"전국","1인","순이동","건","0",
"전국","1인","시도내-시군구내이동","건","71440",
"전국","1인","시도내-시군구간전입","건","76427",
"전국","1인","시도내-시군구간전출","건","76427",
"전국","1인","시도간전입","건","113435",
"전국","1인","시도간전출","건","113435",
"전국","2인","총전입","건","41087",
"전국","2인","총전출","건","41087",
"전국","2인","순이동","건","0",
"전국","2인","시도내-시군구내이동","건","17656",
"전국","2인","시도내-시군구간전입","건","12024",
"전국","2인","시도내-시군구간전출","건","12024",
"전국","2인","시도간전입","건","11407",
"전국","2인","시도간전출","건","11407",
"전국","3인","총전입","건","26447",
"전국","3인","총전출","건","26447",
"전국","3인","순이동","건","0",
"전국","3인","시도내-시군구내이동","건","13028",
"전국","3인","시도내-시군구간전입","건","7706",
"전국","3인","시도내-시군구간전출","건","7706",
"전국","3인","시도간전입","건","5713",
"전국","3인","시도간전출","건","5713",
"전국","4인","총전입","건","17837",
"전국","4인","총전출","건","17837",
"전국","4인","순이동","건","0",
"전국","4인","시도내-시군구내이동","건","9443",
"전국","4인","시도내-시군구간전입","건","5097",
"전국","4인","시도내-시군구간전출","건","5097",
"전국","4인","시도간전입","건","3297",
"전국","4인","시도간전출","건","3297",
"전국","5인","총전입","건","3722",
"전국","5인","총전출","건","3722",
"전국","5인","순이동","건","0",
"전국","5인","시도내-시군구내이동","건","2047",
"전국","5인","시도내-시군구간전입","건","967",
"전국","5인","시도내-시군구간전출","건","967",
"전국","5인","시도간전입","건","708",
"전국","5인","시도간전출","건","708",
"전국","6인","총전입","건","637",
"전국","6인","총전출","건","637",
"전국","6인","순이동","건","0",
"전국","6인","시도내-시군구내이동","건","357",
"전국","6인","시도내-시군구간전입","건","169",
"전국","6인","시도내-시군구간전출","건","169",
"전국","6인","시도간전입","건","111",
"전국","6인","시도간전출","건","111",
"전국","7인","총전입","건","115",
"전국","7인","총전출","건","115",
"전국","7인","순이동","건","0",
"전국","7인","시도내-시군구내이동","건","63",
"전국","7인","시도내-시군구간전입","건","33",
"전국","7인","시도내-시군구간전출","건","33",
"전국","7인","시도간전입","건","19",
"전국","7인","시도간전출","건","19",
"전국","8인","총전입","건","27",
"전국","8인","총전출","건","27",
"전국","8인","순이동","건","0",
"전국","8인","시도내-시군구내이동","건","14",
"전국","8인","시도내-시군구간전입","건","6",
"전국","8인","시도내-시군구간전출","건","6",
"전국","8인","시도간전입","건","7",
"전국","8인","시도간전출","건","7",
"전국","9인","총전입","건","17",
"전국","9인","총전출","건","17",
"전국","9인","순이동","건","0",
"전국","9인","시도내-시군구내이동","건","10",
"전국","9인","시도내-시군구간전입","건","3",
"전국","9인","시도내-시군구간전출","건","3",
"전국","9인","시도간전입","건","4",
"전국","9인","시도간전출","건","4",
"전국","10인이상","총전입","건","1",
"전국","10인이상","총전출","건","1",
"전국","10인이상","순이동","건","0",
"전국","10인이상","시도내-시군구내이동","건","0",
"전국","10인이상","시도내-시군구간전입","건","0",
"전국","10인이상","시도내-시군구간전출","건","0",
"전국","10인이상","시도간전입","건","1",
"전국","10인이상","시도간전출","건","1",
"서울특별시","계","총전입","건","72533",
"서울특별시","계","총전출","건","73115",
"서울특별시","계","순이동","건","-582",
"서울특별시","계","시도내-시군구내이동","건","17166",
"서울특별시","계","시도내-시군구간전입","건","27093",
"서울특별시","계","시도내-시군구간전출","건","27093",
"서울특별시","계","시도간전입","건","28274",
"서울특별시","계","시도간전출","건","28856",
"서울특별시","1인","총전입","건","55470",
"서울특별시","1인","총전출","건","53405",
"서울특별시","1인","순이동","건","2065",
"서울특별시","1인","시도내-시군구내이동","건","10432",
"서울특별시","1인","시도내-시군구간전입","건","20209",
"서울특별시","1인","시도내-시군구간전출","건","20209",
"서울특별시","1인","시도간전입","건","24829",
"서울특별시","1인","시도간전출","건","22764",
"서울특별시","2인","총전입","건","7802",
"서울특별시","2인","총전출","건","9008",
"서울특별시","2인","순이동","건","-1206",
"서울특별시","2인","시도내-시군구내이동","건","2739",
"서울특별시","2인","시도내-시군구간전입","건","3211",
"서울특별시","2인","시도내-시군구간전출","건","3211",
"서울특별시","2인","시도간전입","건","1852",
"서울특별시","2인","시도간전출","건","3058",
"서울특별시","3인","총전입","건","5054",
"서울특별시","3인","총전출","건","5896",
"서울특별시","3인","순이동","건","-842",
"서울특별시","3인","시도내-시군구내이동","건","2103",
"서울특별시","3인","시도내-시군구간전입","건","2032",
"서울특별시","3인","시도내-시군구간전출","건","2032",
"서울특별시","3인","시도간전입","건","919",
"서울특별시","3인","시도간전출","건","1761",
"서울특별시","4인","총전입","건","3488",
"서울특별시","4인","총전출","건","3915",
"서울특별시","4인","순이동","건","-427",
"서울특별시","4인","시도내-시군구내이동","건","1561",
"서울특별시","4인","시도내-시군구간전입","건","1364",
"서울특별시","4인","시도내-시군구간전출","건","1364",
"서울특별시","4인","시도간전입","건","563",
"서울특별시","4인","시도간전출","건","990",
"서울특별시","5인","총전입","건","582",
"서울특별시","5인","총전출","건","732",
"서울특별시","5인","순이동","건","-150",
"서울특별시","5인","시도내-시군구내이동","건","277",
"서울특별시","5인","시도내-시군구간전입","건","219",
"서울특별시","5인","시도내-시군구간전출","건","219",
"서울특별시","5인","시도간전입","건","86",
"서울특별시","5인","시도간전출","건","236",
"서울특별시","6인","총전입","건","105",
"서울특별시","6인","총전출","건","128",
"서울특별시","6인","순이동","건","-23",
"서울특별시","6인","시도내-시군구내이동","건","45",
"서울특별시","6인","시도내-시군구간전입","건","43",
"서울특별시","6인","시도내-시군구간전출","건","43",
"서울특별시","6인","시도간전입","건","17",
"서울특별시","6인","시도간전출","건","40",
"서울특별시","7인","총전입","건","21",
"서울특별시","7인","총전출","건","20",
"서울특별시","7인","순이동","건","1",
"서울특별시","7인","시도내-시군구내이동","건","6",
"서울특별시","7인","시도내-시군구간전입","건","11",
"서울특별시","7인","시도내-시군구간전출","건","11",
"서울특별시","7인","시도간전입","건","4",
"서울특별시","7인","시도간전출","건","3",
"서울특별시","8인","총전입","건","5",
"서울특별시","8인","총전출","건","6",
"서울특별시","8인","순이동","건","-1",
"서울특별시","8인","시도내-시군구내이동","건","1",
"서울특별시","8인","시도내-시군구간전입","건","2",
"서울특별시","8인","시도내-시군구간전출","건","2",
"서울특별시","8인","시도간전입","건","2",
"서울특별시","8인","시도간전출","건","3",
"서울특별시","9인","총전입","건","6",
"서울특별시","9인","총전출","건","4",
"서울특별시","9인","순이동","건","2",
"서울특별시","9인","시도내-시군구내이동","건","2",
"서울특별시","9인","시도내-시군구간전입","건","2",
"서울특별시","9인","시도내-시군구간전출","건","2",
