"행정구역(시군구)별","이동규모별","항목","단위","2019. 08 월",
"전국","계","총전입","건","375420",
"전국","계","총전출","건","375420",
"전국","계","순이동","건","0",
"전국","계","시도내-시군구내이동","건","120790",
"전국","계","시도내-시군구간전입","건","109218",
"전국","계","시도내-시군구간전출","건","109218",
"전국","계","시도간전입","건","145412",
"전국","계","시도간전출","건","145412",
"전국","1인","총전입","건","275323",
"전국","1인","총전출","건","275323",
"전국","1인","순이동","건","0",
"전국","1인","시도내-시군구내이동","건","74737",
"전국","1인","시도내-시군구간전입","건","80046",
"전국","1인","시도내-시군구간전출","건","80046",
"전국","1인","시도간전입","건","120540",
"전국","1인","시도간전출","건","120540",
"전국","2인","총전입","건","43740",
"전국","2인","총전출","건","43740",
"전국","2인","순이동","건","0",
"전국","2인","시도내-시군구내이동","건","18311",
"전국","2인","시도내-시군구간전입","건","12989",
"전국","2인","시도내-시군구간전출","건","12989",
"전국","2인","시도간전입","건","12440",
"전국","2인","시도간전출","건","12440",
"전국","3인","총전입","건","29450",
"전국","3인","총전출","건","29450",
"전국","3인","순이동","건","0",
"전국","3인","시도내-시군구내이동","건","13880",
"전국","3인","시도내-시군구간전입","건","8619",
"전국","3인","시도내-시군구간전출","건","8619",
"전국","3인","시도간전입","건","6951",
"전국","3인","시도간전출","건","6951",
"전국","4인","총전입","건","21247",
"전국","4인","총전출","건","21247",
"전국","4인","순이동","건","0",
"전국","4인","시도내-시군구내이동","건","10814",
"전국","4인","시도내-시군구간전입","건","6058",
"전국","4인","시도내-시군구간전출","건","6058",
"전국","4인","시도간전입","건","4375",
"전국","4인","시도간전출","건","4375",
"전국","5인","총전입","건","4747",
"전국","5인","총전출","건","4747",
"전국","5인","순이동","건","0",
"전국","5인","시도내-시군구내이동","건","2534",
"전국","5인","시도내-시군구간전입","건","1272",
"전국","5인","시도내-시군구간전출","건","1272",
"전국","5인","시도간전입","건","941",
"전국","5인","시도간전출","건","941",
"전국","6인","총전입","건","730",
"전국","6인","총전출","건","730",
"전국","6인","순이동","건","0",
"전국","6인","시도내-시군구내이동","건","407",
"전국","6인","시도내-시군구간전입","건","187",
"전국","6인","시도내-시군구간전출","건","187",
"전국","6인","시도간전입","건","136",
"전국","6인","시도간전출","건","136",
"전국","7인","총전입","건","132",
"전국","7인","총전출","건","132",
"전국","7인","순이동","건","0",
"전국","7인","시도내-시군구내이동","건","81",
