"행정구역(시군구)별","시점","총전입[명]","총전출[명]","순이동[명]","시도내이동-시군구내[명]","시도내이동-시군구간 전입[명]","시도내이동-시군구간 전출[명]","시도간전입[명]","시도간전출[명]",
"대구광역시","2013. 11 월","28429","29182","-753","11177","10178","10178","7074","7827",
"대구광역시","2013. 12 월","30942","33017","-2075","11673","10917","10917","8352","10427",
"대구광역시","2014. 01 월","28927","29203","-276","9697","10449","10449","8781","9057",
"대구광역시","2014. 02 월","36448","37992","-1544","12008","13508","13508","10932","12476",
"대구광역시","2014. 03 월","33232","33682","-450","11620","11340","11340","10272","10722",
"대구광역시","2014. 04 월","28486","30083","-1597","10863","9960","9960","7663","9260",
"대구광역시","2014. 05 월","27424","29341","-1917","10632","10224","10224","6568","8485",
"대구광역시","2014. 06 월","25710","26529","-819","9492","9583","9583","6635","7454",
"대구광역시","2014. 07 월","25016","26416","-1400","9745","8963","8963","6308","7708",
"대구광역시","2014. 08 월","24952","26653","-1701","8781","9489","9489","6682","8383",
"대구광역시","2014. 09 월","25071","31165","-6094","9437","9180","9180","6454","12548",
"대구광역시","2014. 10 월","33552","32533","1019","12579","11624","11624","9349","8330",
"대구광역시","2014. 11 월","29528","29179","349","11538","10287","10287","7703","7354",
"대구광역시","2014. 12 월","31867","32963","-1096","11070","10573","10573","10224","11320",
"대구광역시","2015. 01 월","27783","29003","-1220","9227","9389","9389","9167","10387",
"대구광역시","2015. 02 월","32344","32999","-655","11040","10982","10982","10322","10977",
"대구광역시","2015. 03 월","35197","36576","-1379","12804","12523","12523","9870","11249",
"대구광역시","2015. 04 월","29935","30925","-990","11595","11278","11278","7062","8052",
"대구광역시","2015. 05 월","29981","30379","-398","11700","11442","11442","6839","7237",
"대구광역시","2015. 06 월","30472","31860","-1388","12025","11418","11418","7029","8417",
"대구광역시","2015. 07 월","28837","29805","-968","11305","10433","10433","7099","8067",
"대구광역시","2015. 08 월","26924","27818","-894","10070","9831","9831","7023","7917",
"대구광역시","2015. 09 월","24619","25315","-696","9238","9360","9360","6021","6717",
"대구광역시","2015. 10 월","28104","29519","-1415","10926","10368","10368","6810","8225",
"대구광역시","2015. 11 월","28060","29009","-949","10707","10486","10486","6867","7816",
"대구광역시","2015. 12 월","29168","31156","-1988","10149","10889","10889","8130","10118",
"대구광역시","2016. 01 월","24526","25013","-487","7328","8900","8900","8298","8785",
"대구광역시","2016. 02 월","32349","34137","-1788","9929","11917","11917","10503","12291",
"대구광역시","2016. 03 월","30695","31709","-1014","10010","11670","11670","9015","10029",
"대구광역시","2016. 04 월","25406","26339","-933","9064","9871","9871","6471","7404",
"대구광역시","2016. 05 월","25379","26570","-1191","9304","9946","9946","6129","7320",
"대구광역시","2016. 06 월","24418","25286","-868","8667","9712","9712","6039","6907",
"대구광역시","2016. 07 월","25905","26394","-489","9192","10568","10568","6145","6634",
"대구광역시","2016. 08 월","31352","31272","80","11303","12269","12269","7780","7700",
"대구광역시","2016. 09 월","23401","23797","-396","8456","9055","9055","5890","6286",
"대구광역시","2016. 10 월","26049","26702","-653","9646","10104","10104","6299","6952",
"대구광역시","2016. 11 월","29511","29775","-264","10607","11931","11931","6973","7237",
"대구광역시","2016. 12 월","29237","30494","-1257","10060","11213","11213","7964","9221",
"대구광역시","2017. 01 월","26169","26266","-97","7871","9966","9966","8332","8429",
"대구광역시","2017. 02 월","33146","33613","-467","9875","12078","12078","11193","11660",
"대구광역시","2017. 03 월","27779","28957","-1178","8935","10224","10224","8620","9798",
"대구광역시","2017. 04 월","22568","23205","-637","8048","8344","8344","6176","6813",
"대구광역시","2017. 05 월","23786","24772","-986","8468","8957","8957","6361","7347",
"대구광역시","2017. 06 월","22260","22875","-615","7694","8546","8546","6020","6635",
"대구광역시","2017. 07 월","23072","23807","-735","8622","8499","8499","5951","6686",
"대구광역시","2017. 08 월","27528","29406","-1878","9926","10829","10829","6773","8651",
"대구광역시","2017. 09 월","26579","28440","-1861","9482","11160","11160","5937","7798",
"대구광역시","2017. 10 월","27594","28787","-1193","10468","11611","11611","5515","6708",
"대구광역시","2017. 11 월","32466","33341","-875","11949","13832","13832","6685","7560",
"대구광역시","2017. 12 월","28235","29649","-1414","9358","11401","11401","7476","8890",
"대구광역시","2018. 01 월","28490","29154","-664","8540","10805","10805","9145","9809",
"대구광역시","2018. 02 월","30043","30886","-843","9231","10764","10764","10048","10891",
"대구광역시","2018. 03 월","28106","29525","-1419","9298","10553","10553","8255","9674",
"대구광역시","2018. 04 월","24869","26028","-1159","8785","9557","9557","6527","7686",
"대구광역시","2018. 05 월","27231","28667","-1436","10338","10428","10428","6465","7901",
"대구광역시","2018. 06 월","25197","25648","-451","9325","9560","9560","6312","6763",
"대구광역시","2018. 07 월","24368","25312","-944","9021","8979","8979","6368","7312",
"대구광역시","2018. 08 월","25783","27367","-1584","9095","9843","9843","6845","8429",
"대구광역시","2018. 09 월","22128","23135","-1007","8159","8835","8835","5134","6141",
"대구광역시","2018. 10 월","29869","31250","-1381","11389","11833","11833","6647","8028",
"대구광역시","2018. 11 월","27042","28238","-1196","10347","10180","10180","6515","7711",
"대구광역시","2018. 12 월","28032","30190","-2158","9949","10807","10807","7276","9434",
"대구광역시","2019. 01 월","31522","32735","-1213","10222","12317","12317","8983","10196",
"대구광역시","2019. 02 월","31388","33654","-2266","9958","11817","11817","9613","11879",
"대구광역시","2019. 03 월","25283","27708","-2425","8313","9541","9541","7429","9854",
"대구광역시","2019. 04 월","23461","25185","-1724","8399","8788","8788","6274","7998",
"대구광역시","2019. 05 월","26878","28792","-1914","10843","9962","9962","6073","7987",
"대구광역시","2019. 06 월","23153","24933","-1780","9159","8798","8798","5196","6976",
"대구광역시","2019. 07 월","24443","26231","-1788","9158","9156","9156","6129","7917",
"대구광역시","2019. 08 월","23526","25451","-1925","8510","8918","8918","6098","8023",
"대구광역시","2019. 09 월","21813","23294","-1481","7720","8330","8330","5763","7244",
"대구광역시","2019. 10 월","25688","27452","-1764","9718","10067","10067","5903","7667",
"대구광역시","2019. 11 월","25901","27825","-1924","9590","10205","10205","6106","8030",
"인천광역시","2006. 01 월","32817","32390","427","10048","10457","10457","12312","11885",
"인천광역시","2006. 02 월","45921","45719","202","14218","14504","14504","17199","16997",
"인천광역시","2006. 03 월","49747","49426","321","17039","15681","15681","17027","16706",
"인천광역시","2006. 04 월","40918","41481","-563","14892","13079","13079","12947","13510",
"인천광역시","2006. 05 월","42598","42891","-293","15412","13661","13661","13525","13818",
"인천광역시","2006. 06 월","44121","43064","1057","15686","14774","14774","13661","12604",
"인천광역시","2006. 07 월","35567","35153","414","12217","11705","11705","11645","11231",
"인천광역시","2006. 08 월","39714","39332","382","13012","12861","12861","13841","13459",
"인천광역시","2006. 09 월","42429","41125","1304","14763","14285","14285","13381","12077",
"인천광역시","2006. 10 월","48407","45389","3018","17010","15355","15355","16042","13024",
"인천광역시","2006. 11 월","51528","49559","1969","18976","15900","15900","16652","14683",
"인천광역시","2006. 12 월","49690","48310","1380","17149","15244","15244","17297","15917",
"인천광역시","2007. 01 월","44615","43035","1580","14174","13681","13681","16760","15180",
"인천광역시","2007. 02 월","49208","47432","1776","15446","16208","16208","17554","15778",
"인천광역시","2007. 03 월","46592","44791","1801","15740","14453","14453","16399","14598",
"인천광역시","2007. 04 월","47123","44687","2436","16822","14754","14754","15547","13111",
"인천광역시","2007. 05 월","46007","44352","1655","16506","14598","14598","14903","13248",
"인천광역시","2007. 06 월","42377","40092","2285","14848","13704","13704","13825","11540",
"인천광역시","2007. 07 월","39648","37424","2224","13608","12122","12122","13918","11694",
"인천광역시","2007. 08 월","54473","51830","2643","18672","18960","18960","16841","14198",
"인천광역시","2007. 09 월","47962","45476","2486","17197","17043","17043","13722","11236",
"인천광역시","2007. 10 월","59231","56625","2606","21247","19493","19493","18491","15885",
"인천광역시","2007. 11 월","51279","49737","1542","18983","16755","16755","15541","13999",
"인천광역시","2007. 12 월","48104","48417","-313","16831","15161","15161","16112","16425",
"인천광역시","2008. 01 월","45047","43246","1801","14943","14739","14739","15365","13564",
"인천광역시","2008. 02 월","51013","49448","1565","15972","17114","17114","17927","16362",
"인천광역시","2008. 03 월","53374","50922","2452","19098","16538","16538","17738","15286",
"인천광역시","2008. 04 월","53038","50592","2446","19929","16645","16645","16464","14018",
"인천광역시","2008. 05 월","49966","48416","1550","19435","15440","15440","15091","13541",
"인천광역시","2008. 06 월","53929","52005","1924","20140","18415","18415","15374","13450",
"인천광역시","2008. 07 월","50738","50102","636","18620","17678","17678","14440","13804",
"인천광역시","2008. 08 월","45194","45819","-625","16677","15147","15147","13370","13995",
"인천광역시","2008. 09 월","43216","43808","-592","16201","14402","14402","12613","13205",
"인천광역시","2008. 10 월","45658","47157","-1499","17668","15217","15217","12773","14272",
"인천광역시","2008. 11 월","37771","38528","-757","13868","12763","12763","11140","11897",
"인천광역시","2008. 12 월","36641","36123","518","11652","11644","11644","13345","12827",
"인천광역시","2009. 01 월","27323","28041","-718","7895","9069","9069","10359","11077",
"인천광역시","2009. 02 월","40080","41430","-1350","11430","13631","13631","15019","16369",
"인천광역시","2009. 03 월","44697","45378","-681","15272","14366","14366","15059","15740",
"인천광역시","2009. 04 월","39552","39731","-179","14614","12472","12472","12466","12645",
"인천광역시","2009. 05 월","37855","37562","293","13605","11882","11882","12368","12075",
"인천광역시","2009. 06 월","39418","39470","-52","14419","12084","12084","12915","12967",
"인천광역시","2009. 07 월","37952","37926","26","13529","11874","11874","12549","12523",
"인천광역시","2009. 08 월","41225","40894","331","13796","13916","13916","13513","13182",
"인천광역시","2009. 09 월","41346","40298","1048","14076","14013","14013","13257","12209",
"인천광역시","2009. 10 월","44839","43569","1270","17023","13749","13749","14067","12797",
"인천광역시","2009. 11 월","43802","42440","1362","16442","14016","14016","13344","11982",
"인천광역시","2009. 12 월","40080","39332","748","13009","12716","12716","14355","13607",
"인천광역시","2010. 01 월","30737","29700","1037","8989","9505","9505","12243","11206",
"인천광역시","2010. 02 월","39221","38380","841","11153","11929","11929","16139","15298",
"인천광역시","2010. 03 월","48668","48545","123","16842","14796","14796","17030","16907",
"인천광역시","2010. 04 월","41764","41545","219","15284","12801","12801","13679","13460",
"인천광역시","2010. 05 월","39303","38954","349","14630","11716","11716","12957","12608",
"인천광역시","2010. 06 월","36832","36642","190","13509","11459","11459","11864","11674",
"인천광역시","2010. 07 월","36173","35872","301","13349","11017","11017","11807","11506",
"인천광역시","2010. 08 월","36624","36654","-30","12521","11294","11294","12809","12839",
"인천광역시","2010. 09 월","31331","31542","-211","10863","9852","9852","10616","10827",
"인천광역시","2010. 10 월","38864","39052","-188","13994","12502","12502","12368","12556",
"인천광역시","2010. 11 월","39969","39772","197","15283","12209","12209","12477","12280",
"인천광역시","2010. 12 월","42565","41781","784","14531","13938","13938","14096","13312",
"인천광역시","2011. 01 월","35617","33960","1657","10664","11881","11881","13072","11415",
"인천광역시","2011. 02 월","44371","41978","2393","12594","14857","14857","16920","14527",
"인천광역시","2011. 03 월","49313","46971","2342","16523","15453","15453","17337","14995",
"인천광역시","2011. 04 월","41627","39405","2222","14682","12844","12844","14101","11879",
"인천광역시","2011. 05 월","42950","40859","2091","15906","13240","13240","13804","11713",
"인천광역시","2011. 06 월","44232","41387","2845","16707","13700","13700","13825","10980",
"인천광역시","2011. 07 월","35907","33566","2341","12809","10596","10596","12502","10161",
"인천광역시","2011. 08 월","44225","41337","2888","14844","13290","13290","16091","13203",
"인천광역시","2011. 09 월","37605","35292","2313","12763","11585","11585","13257","10944",
"인천광역시","2011. 10 월","42416","39246","3170","14360","13598","13598","14458","11288",
"인천광역시","2011. 11 월","42572","39465","3107","15108","12947","12947","14517","11410",
"인천광역시","2011. 12 월","38732","37292","1440","12766","11724","11724","14242","12802",
"인천광역시","2012. 01 월","30485","28701","1784","8596","9243","9243","12646","10862",
"인천광역시","2012. 02 월","44075","41360","2715","12194","13504","13504","18377","15662",
"인천광역시","2012. 03 월","41105","39142","1963","13556","11840","11840","15709","13746",
"인천광역시","2012. 04 월","40325","37784","2541","14244","11935","11935","14146","11605",
"인천광역시","2012. 05 월","39376","37397","1979","13868","11865","11865","13643","11664",
"인천광역시","2012. 06 월","35038","33410","1628","12306","10557","10557","12175","10547",
"인천광역시","2012. 07 월","37226","35304","1922","13067","11052","11052","13107","11185",
"인천광역시","2012. 08 월","39898","36961","2937","13223","12157","12157","14518","11581",
"인천광역시","2012. 09 월","34888","32856","2032","11992","10734","10734","12162","10130",
"인천광역시","2012. 10 월","43571","40701","2870","14907","13541","13541","15123","12253",
"인천광역시","2012. 11 월","42928","40014","2914","14736","13553","13553","14639","11725",
"인천광역시","2012. 12 월","39751","37242","2509","13495","11814","11814","14442","11933",
"인천광역시","2013. 01 월","34637","33008","1629","10567","10443","10443","13627","11998",
"인천광역시","2013. 02 월","40399","38472","1927","11563","12299","12299","16537","14610",
"인천광역시","2013. 03 월","38854","37011","1843","12900","11361","11361","14593","12750",
"인천광역시","2013. 04 월","40720","38523","2197","14552","12005","12005","14163","11966",
"인천광역시","2013. 05 월","41056","39520","1536","15234","12360","12360","13462","11926",
"인천광역시","2013. 06 월","38589","36980","1609","14649","11536","11536","12404","10795",
"인천광역시","2013. 07 월","37958","36000","1958","13686","11132","11132","13140","11182",
"인천광역시","2013. 08 월","35348","34064","1284","12347","10434","10434","12567","11283",
"인천광역시","2013. 09 월","31034","29511","1523","10649","9172","9172","11213","9690",
"인천광역시","2013. 10 월","41867","39660","2207","15131","12392","12392","14344","12137",
"인천광역시","2013. 11 월","41389","39006","2383","15274","12543","12543","13572","11189",
"인천광역시","2013. 12 월","39762","37823","1939","13382","11835","11835","14545","12606",
"인천광역시","2014. 01 월","31651","30438","1213","9852","9409","9409","12390","11177",
"인천광역시","2014. 02 월","39921","38241","1680","11856","11659","11659","16406","14726",
"인천광역시","2014. 03 월","39839","39198","641","13583","11478","11478","14778","14137",
"인천광역시","2014. 04 월","42157","40672","1485","15516","12456","12456","14185","12700",
"인천광역시","2014. 05 월","40270","39047","1223","15510","11787","11787","12973","11750",
"인천광역시","2014. 06 월","34348","34489","-141","12955","10235","10235","11158","11299",
"인천광역시","2014. 07 월","35812","35290","522","12700","10747","10747","12365","11843",
"인천광역시","2014. 08 월","33630","33621","9","12031","9939","9939","11660","11651",
"인천광역시","2014. 09 월","33970","33505","465","12454","10132","10132","11384","10919",
"인천광역시","2014. 10 월","42403","41566","837","16252","12461","12461","13690","12853",
"인천광역시","2014. 11 월","38901","37986","915","15454","11206","11206","12241","11326",
"인천광역시","2014. 12 월","39395","38920","475","14565","11138","11138","13692","13217",
"인천광역시","2015. 01 월","32456","31147","1309","10019","9075","9075","13362","12053",
"인천광역시","2015. 02 월","34172","33805","367","10577","9860","9860","13735","13368",
"인천광역시","2015. 03 월","43579","42936","643","15556","12546","12546","15477","14834",
"인천광역시","2015. 04 월","41033","40321","712","16067","11876","11876","13090","12378",
"인천광역시","2015. 05 월","37958","37419","539","15261","10903","10903","11794","11255",
"인천광역시","2015. 06 월","43446","42430","1016","17038","13584","13584","12824","11808",
"인천광역시","2015. 07 월","42186","40956","1230","15826","13308","13308","13052","11822",
"인천광역시","2015. 08 월","39893","38781","1112","14488","11955","11955","13450","12338",
"인천광역시","2015. 09 월","36563","35679","884","13734","11253","11253","11576","10692",
"인천광역시","2015. 10 월","42386","41610","776","16488","12486","12486","13412","12636",
"인천광역시","2015. 11 월","40391","39760","631","15785","11827","11827","12779","12148",
"인천광역시","2015. 12 월","39160","38841","319","14007","11103","11103","14050","13731",
"인천광역시","2016. 01 월","30828","30282","546","9894","8648","8648","12286","11740",
"인천광역시","2016. 02 월","35544","35133","411","10983","9857","9857","14704","14293",
"인천광역시","2016. 03 월","37293","37078","215","12716","10550","10550","14027","13812",
"인천광역시","2016. 04 월","34492","33162","1330","12149","10206","10206","12137","10807",
"인천광역시","2016. 05 월","36236","35585","651","14056","10223","10223","11957","11306",
"인천광역시","2016. 06 월","34349","33998","351","12987","9833","9833","11529","11178",
"인천광역시","2016. 07 월","39043","38258","785","15109","12117","12117","11817","11032",
"인천광역시","2016. 08 월","41232","40566","666","15361","12330","12330","13541","12875",
"인천광역시","2016. 09 월","35784","35177","607","13583","10716","10716","11485","10878",
"인천광역시","2016. 10 월","39839","39451","388","15424","11953","11953","12462","12074",
"인천광역시","2016. 11 월","40280","40288","-8","15980","12081","12081","12219","12227",
"인천광역시","2016. 12 월","36726","36891","-165","13459","10568","10568","12699","12864",
"인천광역시","2017. 01 월","29578","29383","195","9453","8322","8322","11803","11608",
"인천광역시","2017. 02 월","38606","38956","-350","11791","11003","11003","15812","16162",
"인천광역시","2017. 03 월","36433","36448","-15","12376","10195","10195","13862","13877",
"인천광역시","2017. 04 월","30495","30441","54","10970","8804","8804","10721","10667",
"인천광역시","2017. 05 월","34524","34365","159","13098","9566","9566","11860","11701",
"인천광역시","2017. 06 월","31915","31714","201","11618","9118","9118","11179","10978",
"인천광역시","2017. 07 월","34014","33887","127","13144","9927","9927","10943","10816",
"인천광역시","2017. 08 월","36757","37274","-517","13595","10874","10874","12288","12805",
"인천광역시","2017. 09 월","33943","35324","-1381","13079","9840","9840","11024","12405",
"인천광역시","2017. 10 월","31642","31514","128","12189","9272","9272","10181","10053",
"인천광역시","2017. 11 월","35420","35701","-281","13513","10726","10726","11181","11462",
"인천광역시","2017. 12 월","36138","36128","10","12946","10975","10975","12217","12207",
"인천광역시","2018. 01 월","42813","40930","1883","14582","13212","13212","15019","13136",
"인천광역시","2018. 02 월","43227","42812","415","14611","13965","13965","14651","14236",
"인천광역시","2018. 03 월","43841","44621","-780","15851","13774","13774","14216","14996",
"인천광역시","2018. 04 월","37290","36772","518","13540","11700","11700","12050","11532",
"인천광역시","2018. 05 월","36824","36670","154","13793","11177","11177","11854","11700",
"인천광역시","2018. 06 월","32648","32554","94","12221","9753","9753","10674","10580",
"인천광역시","2018. 07 월","32372","33017","-645","11938","9405","9405","11029","11674",
"인천광역시","2018. 08 월","31146","32260","-1114","10991","8840","8840","11315","12429",
"인천광역시","2018. 09 월","24293","24939","-646","8673","6963","6963","8657","9303",
"인천광역시","2018. 10 월","36525","36810","-285","13337","10810","10810","12378","12663",
"인천광역시","2018. 11 월","37219","37203","16","14037","11034","11034","12148","12132",
"인천광역시","2018. 12 월","35441","35118","323","12418","10611","10611","12412","12089",
"인천광역시","2019. 01 월","37979","37061","918","11988","11463","11463","14528","13610",
"인천광역시","2019. 02 월","38926","39321","-395","12354","11673","11673","14899","15294",
"인천광역시","2019. 03 월","37561","37659","-98","13415","11104","11104","13042","13140",
"인천광역시","2019. 04 월","35652","35954","-302","13291","10690","10690","11671","11973",
"인천광역시","2019. 05 월","37120","37115","5","14343","11144","11144","11633","11628",
"인천광역시","2019. 06 월","30633","31106","-473","11595","9349","9349","9689","10162",
"인천광역시","2019. 07 월","34463","35116","-653","12876","10388","10388","11199","11852",
"인천광역시","2019. 08 월","33861","34441","-580","12167","10297","10297","11397","11977",
"인천광역시","2019. 09 월","30378","30545","-167","10870","8987","8987","10521","10688",
"인천광역시","2019. 10 월","34972","35176","-204","12645","10654","10654","11673","11877",
"인천광역시","2019. 11 월","34151","34138","13","12726","10322","10322","11103","11090",
"광주광역시","2006. 01 월","25269","24394","875","8048","8529","8529","8692","7817",
"광주광역시","2006. 02 월","33863","33961","-98","11111","11241","11241","11511","11609",
"광주광역시","2006. 03 월","33639","35888","-2249","12445","11755","11755","9439","11688",
"광주광역시","2006. 04 월","23610","24992","-1382","8977","8107","8107","6526","7908",
"광주광역시","2006. 05 월","22761","23826","-1065","8588","7590","7590","6583","7648",
"광주광역시","2006. 06 월","22023","21328","695","7282","7380","7380","7361","6666",
"광주광역시","2006. 07 월","17953","17616","337","6050","5736","5736","6167","5830",
"광주광역시","2006. 08 월","21624","21258","366","6904","6887","6887","7833","7467",
"광주광역시","2006. 09 월","22880","22417","463","8741","7522","7522","6617","6154",
"광주광역시","2006. 10 월","22191","22080","111","8250","7423","7423","6518","6407",
"광주광역시","2006. 11 월","25425","25455","-30","8871","9196","9196","7358","7388",
"광주광역시","2006. 12 월","30241","30994","-753","9021","11878","11878","9342","10095",
"광주광역시","2007. 01 월","29211","28964","247","8766","10699","10699","9746","9499",
"광주광역시","2007. 02 월","30310","29937","373","8955","10712","10712","10643","10270",
"광주광역시","2007. 03 월","28536","29111","-575","9179","10352","10352","9005","9580",
"광주광역시","2007. 04 월","23051","23764","-713","7844","8422","8422","6785","7498",
"광주광역시","2007. 05 월","22028","22382","-354","7739","7505","7505","6784","7138",
"광주광역시","2007. 06 월","19224","20061","-837","6725","6779","6779","5720","6557",
"광주광역시","2007. 07 월","19366","19366","0","6310","6826","6826","6230","6230",
"광주광역시","2007. 08 월","21552","21567","-15","6771","7527","7527","7254","7269",
"광주광역시","2007. 09 월","17638","17898","-260","5869","6358","6358","5411","5671",
"광주광역시","2007. 10 월","23885","24322","-437","8186","8210","8210","7489","7926",
"광주광역시","2007. 11 월","21959","22120","-161","7659","7279","7279","7021","7182",
"광주광역시","2007. 12 월","29345","30756","-1411","7726","13138","13138","8481","9892",
"광주광역시","2008. 01 월","29740","29243","497","8590","11426","11426","9724","9227",
"광주광역시","2008. 02 월","29580","28953","627","8812","9734","9734","11034","10407",
"광주광역시","2008. 03 월","25059","26052","-993","8163","8574","8574","8322","9315",
"광주광역시","2008. 04 월","22026","22314","-288","7608","7594","7594","6824","7112",
"광주광역시","2008. 05 월","19419","19770","-351","6691","6648","6648","6080","6431",
"광주광역시","2008. 06 월","20726","20783","-57","7665","7226","7226","5835","5892",
"광주광역시","2008. 07 월","19753","19324","429","6485","6905","6905","6363","5934",
"광주광역시","2008. 08 월","18082","17599","483","5764","5757","5757","6561","6078",
"광주광역시","2008. 09 월","19722","19398","324","6995","6436","6436","6291","5967",
"광주광역시","2008. 10 월","21414","21098","316","7623","7431","7431","6360","6044",
"광주광역시","2008. 11 월","17847","17784","63","6271","6160","6160","5416","5353",
"광주광역시","2008. 12 월","25389","25992","-603","7609","10306","10306","7474","8077",
"광주광역시","2009. 01 월","22022","21707","315","6129","8727","8727","7166","6851",
"광주광역시","2009. 02 월","29062","28504","558","8832","9701","9701","10529","9971",
"광주광역시","2009. 03 월","27141","27755","-614","9280","9063","9063","8798","9412",
"광주광역시","2009. 04 월","22312","22227","85","8091","7559","7559","6662","6577",
"광주광역시","2009. 05 월","22037","21580","457","7594","7807","7807","6636","6179",
"광주광역시","2009. 06 월","24006","24031","-25","8982","8490","8490","6534","6559",
"광주광역시","2009. 07 월","22800","22144","656","7824","8153","8153","6823","6167",
"광주광역시","2009. 08 월","23053","22330","723","7893","7883","7883","7277","6554",
"광주광역시","2009. 09 월","26802","25843","959","8404","11425","11425","6973","6014",
"광주광역시","2009. 10 월","23651","23644","7","8449","8806","8806","6396","6389",
"광주광역시","2009. 11 월","22764","22559","205","8615","7959","7959","6190","5985",
"광주광역시","2009. 12 월","28229","28447","-218","8344","12137","12137","7748","7966",
"광주광역시","2010. 01 월","24741","24034","707","7151","9653","9653","7937","7230",
"광주광역시","2010. 02 월","26282","25835","447","8072","8703","8703","9507","9060",
"광주광역시","2010. 03 월","28232","29262","-1030","9552","9549","9549","9131","10161",
"광주광역시","2010. 04 월","20737","21538","-801","7521","7079","7079","6137","6938",
"광주광역시","2010. 05 월","19000","18890","110","6520","6467","6467","6013","5903",
"광주광역시","2010. 06 월","21227","20100","1127","7161","7097","7097","6969","5842",
"광주광역시","2010. 07 월","19323","18509","814","6774","6184","6184","6365","5551",
"광주광역시","2010. 08 월","21180","20308","872","7141","6827","6827","7212","6340",
"광주광역시","2010. 09 월","18416","17741","675","6574","6120","6120","5722","5047",
"광주광역시","2010. 10 월","22805","21965","840","8190","8135","8135","6480","5640",
"광주광역시","2010. 11 월","22180","21614","566","8264","7590","7590","6326","5760",
"광주광역시","2010. 12 월","24451","25247","-796","7812","9360","9360","7279","8075",
"광주광역시","2011. 01 월","21683","20722","961","6436","7682","7682","7565","6604",
"광주광역시","2011. 02 월","25972","24710","1262","7923","8366","8366","9683","8421",
"광주광역시","2011. 03 월","25842","26442","-600","9136","8510","8510","8196","8796",
"광주광역시","2011. 04 월","20014","20212","-198","7362","6613","6613","6039","6237",
"광주광역시","2011. 05 월","20833","20663","170","7999","6946","6946","5888","5718",
"광주광역시","2011. 06 월","19687","19941","-254","7441","6378","6378","5868","6122",
"광주광역시","2011. 07 월","20008","19144","864","7358","6614","6614","6036","5172",
"광주광역시","2011. 08 월","22928","22114","814","8304","7250","7250","7374","6560",
"광주광역시","2011. 09 월","17147","17231","-84","6099","5399","5399","5649","5733",
"광주광역시","2011. 10 월","19504","19466","38","7187","6508","6508","5809","5771",
"광주광역시","2011. 11 월","22143","22300","-157","8444","7891","7891","5808","5965",
"광주광역시","2011. 12 월","24800","26337","-1537","9208","8817","8817","6775","8312",
"광주광역시","2012. 01 월","19232","18033","1199","5660","6081","6081","7491","6292",
"광주광역시","2012. 02 월","26513","25922","591","7956","8297","8297","10260","9669",
"광주광역시","2012. 03 월","21833","22182","-349","7341","6565","6565","7927","8276",
"광주광역시","2012. 04 월","17967","18746","-779","6729","5646","5646","5592","6371",
"광주광역시","2012. 05 월","17790","18577","-787","6569","5690","5690","5531","6318",
"광주광역시","2012. 06 월","15583","16236","-653","5459","5275","5275","4849","5502",
"광주광역시","2012. 07 월","15754","15689","65","5514","5013","5013","5227","5162",
"광주광역시","2012. 08 월","19170","18943","227","7008","6204","6204","5958","5731",
"광주광역시","2012. 09 월","15401","15259","142","5632","5016","5016","4753","4611",
"광주광역시","2012. 10 월","19460","19375","85","7236","6309","6309","5915","5830",
"광주광역시","2012. 11 월","19990","19565","425","7312","6330","6330","6348","5923",
"광주광역시","2012. 12 월","19919","21910","-1991","7158","6570","6570","6191","8182",
"광주광역시","2013. 01 월","18826","18535","291","5536","5872","5872","7418","7127",
"광주광역시","2013. 02 월","21451","21254","197","6403","6510","6510","8538","8341",
"광주광역시","2013. 03 월","20177","20634","-457","7184","6118","6118","6875","7332",
"광주광역시","2013. 04 월","18541","18639","-98","6888","5984","5984","5669","5767",
"광주광역시","2013. 05 월","17835","17946","-111","6540","6007","6007","5288","5399",
"광주광역시","2013. 06 월","19531","19928","-397","7770","6987","6987","4774","5171",
"광주광역시","2013. 07 월","18767","18788","-21","7252","6109","6109","5406","5427",
"광주광역시","2013. 08 월","17425","17489","-64","6286","5591","5591","5548","5612",
"광주광역시","2013. 09 월","14487","14621","-134","5335","4642","4642","4510","4644",
"광주광역시","2013. 10 월","18978","19199","-221","7234","6197","6197","5547","5768",
"광주광역시","2013. 11 월","19692","19969","-277","8060","6230","6230","5402","5679",
"광주광역시","2013. 12 월","20986","22286","-1300","8088","6442","6442","6456","7756",
"광주광역시","2014. 01 월","19571","19498","73","6799","6267","6267","6505","6432",
"광주광역시","2014. 02 월","25487","26162","-675","8760","8144","8144","8583","9258",
"광주광역시","2014. 03 월","22220","23645","-1425","7964","7195","7195","7061","8486",
"광주광역시","2014. 04 월","19462","20664","-1202","7157","6251","6251","6054","7256",
"광주광역시","2014. 05 월","20054","18696","1358","6688","5711","5711","7655","6297",
"광주광역시","2014. 06 월","20683","20301","382","7622","6929","6929","6132","5750",
"광주광역시","2014. 07 월","20474","19825","649","7018","7067","7067","6389","5740",
"광주광역시","2014. 08 월","19169","18830","339","6870","6165","6165","6134","5795",
"광주광역시","2014. 09 월","18114","17659","455","6164","5688","5688","6262","5807",
"광주광역시","2014. 10 월","19725","20000","-275","7273","6388","6388","6064","6339",
"광주광역시","2014. 11 월","18465","18367","98","6851","5961","5961","5653","5555",
"광주광역시","2014. 12 월","19642","22396","-2754","7018","6371","6371","6253","9007",
