"행정구역(시군구)별","시점","총전입[명]","총전출[명]","순이동[명]","시도내이동-시군구내[명]","시도내이동-시군구간 전입[명]","시도내이동-시군구간 전출[명]","시도간전입[명]","시도간전출[명]",
"경기도","2019. 02 월","180669","169249","11420","63317","52665","52665","64687","53267",
"경기도","2019. 03 월","168062","158699","9363","64348","47242","47242","56472","47109",
"경기도","2019. 04 월","163263","153050","10213","66058","45712","45712","51493","41280",
"경기도","2019. 05 월","159107","145768","13339","62959","44653","44653","51495","38156",
"경기도","2019. 06 월","136256","124662","11594","53664","38415","38415","44177","32583",
"경기도","2019. 07 월","162085","147964","14121","62601","46240","46240","53244","39123",
"경기도","2019. 08 월","164377","148674","15703","62456","47263","47263","54658","38955",
"경기도","2019. 09 월","148739","137590","11149","58234","42896","42896","47609","36460",
"경기도","2019. 10 월","164544","155225","9319","65530","47970","47970","51044","41725",
"경기도","2019. 11 월","150814","143562","7252","59111","44186","44186","47517","40265",
"강원도","2006. 01 월","20915","22148","-1233","9310","4571","4571","7034","8267",
"강원도","2006. 02 월","26988","28482","-1494","12013","5834","5834","9141","10635",
"강원도","2006. 03 월","28314","29606","-1292","13734","5674","5674","8906","10198",
"강원도","2006. 04 월","19951","20384","-433","9677","3590","3590","6684","7117",
"강원도","2006. 05 월","19838","20176","-338","9779","3318","3318","6741","7079",
"강원도","2006. 06 월","20395","21070","-675","10806","3378","3378","6211","6886",
"강원도","2006. 07 월","16279","16603","-324","7752","2847","2847","5680","6004",
"강원도","2006. 08 월","19502","20428","-926","8930","3520","3520","7052","7978",
"강원도","2006. 09 월","18735","19124","-389","9565","2944","2944","6226","6615",
"강원도","2006. 10 월","18530","19007","-477","9398","2921","2921","6211","6688",
"강원도","2006. 11 월","21906","22705","-799","11725","3456","3456","6725","7524",
"강원도","2006. 12 월","23155","24335","-1180","11227","4265","4265","7663","8843",
"강원도","2007. 01 월","25737","26483","-746","11528","5439","5439","8770","9516",
"강원도","2007. 02 월","24876","26568","-1692","10988","5477","5477","8411","10103",
"강원도","2007. 03 월","24286","24841","-555","11047","4784","4784","8455","9010",
"강원도","2007. 04 월","19805","20427","-622","9429","3314","3314","7062","7684",
"강원도","2007. 05 월","18805","19001","-196","8698","3202","3202","6905","7101",
"강원도","2007. 06 월","16008","16250","-242","7224","2686","2686","6098","6340",
"강원도","2007. 07 월","16884","17299","-415","7847","2892","2892","6145","6560",
"강원도","2007. 08 월","19278","19677","-399","8475","3517","3517","7286","7685",
"강원도","2007. 09 월","16067","16248","-181","7572","2698","2698","5797","5978",
"강원도","2007. 10 월","22518","22683","-165","11033","3648","3648","7837","8002",
"강원도","2007. 11 월","19967","20219","-252","9731","3391","3391","6845","7097",
"강원도","2007. 12 월","20951","21632","-681","9223","4223","4223","7505","8186",
"강원도","2008. 01 월","23550","24356","-806","10615","4929","4929","8006","8812",
"강원도","2008. 02 월","26027","26352","-325","10867","5679","5679","9481","9806",
"강원도","2008. 03 월","25983","25886","97","12244","4785","4785","8954","8857",
"강원도","2008. 04 월","22059","21931","128","11224","3329","3329","7506","7378",
"강원도","2008. 05 월","20169","19783","386","9979","3071","3071","7119","6733",
"강원도","2008. 06 월","20341","19159","1182","9686","2963","2963","7692","6510",
"강원도","2008. 07 월","18705","18512","193","8855","3092","3092","6758","6565",
"강원도","2008. 08 월","17944","18114","-170","8167","2916","2916","6861","7031",
"강원도","2008. 09 월","18433","18210","223","8537","3055","3055","6841","6618",
"강원도","2008. 10 월","19145","19045","100","9174","3065","3065","6906","6806",
"강원도","2008. 11 월","17937","17633","304","8775","2990","2990","6172","5868",
"강원도","2008. 12 월","21900","21902","-2","9482","4375","4375","8043","8045",
"강원도","2009. 01 월","19519","20352","-833","8605","4165","4165","6749","7582",
"강원도","2009. 02 월","25531","26706","-1175","10346","5732","5732","9453","10628",
"강원도","2009. 03 월","27293","25808","1485","11433","5314","5314","10546","9061",
"강원도","2009. 04 월","20392","19931","461","9881","3360","3360","7151","6690",
"강원도","2009. 05 월","18689","18670","19","8895","3111","3111","6683","6664",
"강원도","2009. 06 월","19759","19540","219","9286","3266","3266","7207","6988",
"강원도","2009. 07 월","18507","18324","183","8516","2966","2966","7025","6842",
"강원도","2009. 08 월","18711","18603","108","8272","3073","3073","7366","7258",
"강원도","2009. 09 월","18376","18322","54","8873","2977","2977","6526","6472",
"강원도","2009. 10 월","18876","18595","281","9188","2941","2941","6747","6466",
"강원도","2009. 11 월","19799","19472","327","10233","3257","3257","6309","5982",
"강원도","2009. 12 월","23739","23050","689","9973","5163","5163","8603","7914",
"강원도","2010. 01 월","20427","21688","-1261","8761","4632","4632","7034","8295",
"강원도","2010. 02 월","22870","24229","-1359","9327","4905","4905","8638","9997",
"강원도","2010. 03 월","28393","27331","1062","11972","5484","5484","10937","9875",
"강원도","2010. 04 월","19935","19967","-32","9282","3392","3392","7261","7293",
"강원도","2010. 05 월","17575","17592","-17","8129","2846","2846","6600","6617",
"강원도","2010. 06 월","17974","18216","-242","8652","2924","2924","6398","6640",
"강원도","2010. 07 월","17183","17349","-166","7943","3017","3017","6223","6389",
"강원도","2010. 08 월","20322","19367","955","8740","3273","3273","8309","7354",
"강원도","2010. 09 월","16892","16154","738","7714","2821","2821","6357","5619",
"강원도","2010. 10 월","19287","18789","498","9721","2882","2882","6684","6186",
"강원도","2010. 11 월","20515","19975","540","10441","3092","3092","6982","6442",
"강원도","2010. 12 월","20365","20526","-161","9725","3490","3490","7150","7311",
"강원도","2011. 01 월","18598","19821","-1223","8042","3822","3822","6734","7957",
"강원도","2011. 02 월","22444","23603","-1159","9211","4702","4702","8531","9690",
"강원도","2011. 03 월","27002","25104","1898","11164","5287","5287","10551","8653",
"강원도","2011. 04 월","19665","18057","1608","8655","3088","3088","7922","6314",
"강원도","2011. 05 월","17846","17851","-5","8674","2782","2782","6390","6395",
"강원도","2011. 06 월","16942","16868","74","8036","2662","2662","6244","6170",
"강원도","2011. 07 월","16557","16032","525","7490","2641","2641","6426","5901",
"강원도","2011. 08 월","19835","19667","168","8593","3229","3229","8013","7845",
"강원도","2011. 09 월","17108","16793","315","7982","2808","2808","6318","6003",
"강원도","2011. 10 월","19787","19018","769","10131","2921","2921","6735","5966",
"강원도","2011. 11 월","19404","18356","1048","9348","3062","3062","6994","5946",
"강원도","2011. 12 월","20889","20254","635","8766","4046","4046","8077","7442",
"강원도","2012. 01 월","18710","19938","-1228","7481","4120","4120","7109","8337",
"강원도","2012. 02 월","25055","26095","-1040","9753","5633","5633","9669","10709",
"강원도","2012. 03 월","25429","23311","2118","10211","4801","4801","10417","8299",
"강원도","2012. 04 월","18471","18066","405","8626","2910","2910","6935","6530",
"강원도","2012. 05 월","18238","17782","456","8402","2982","2982","6854","6398",
"강원도","2012. 06 월","16702","16596","106","7913","2702","2702","6087","5981",
"강원도","2012. 07 월","16701","16447","254","8059","2393","2393","6249","5995",
"강원도","2012. 08 월","17281","17520","-239","7936","2845","2845","6500","6739",
"강원도","2012. 09 월","15638","15070","568","7377","2292","2292","5969","5401",
"강원도","2012. 10 월","17999","18243","-244","8621","2635","2635","6743","6987",
"강원도","2012. 11 월","18203","18109","94","9020","2754","2754","6429","6335",
"강원도","2012. 12 월","17469","18007","-538","8217","2966","2966","6286","6824",
"강원도","2013. 01 월","19387","20401","-1014","8519","3679","3679","7189","8203",
"강원도","2013. 02 월","22535","23693","-1158","8951","4983","4983","8601","9759",
"강원도","2013. 03 월","22902","21401","1501","9194","4653","4653","9055","7554",
"강원도","2013. 04 월","19265","18286","979","8893","3061","3061","7311","6332",
"강원도","2013. 05 월","17391","17186","205","8308","2997","2997","6086","5881",
"강원도","2013. 06 월","15798","15539","259","7663","2325","2325","5810","5551",
"강원도","2013. 07 월","16129","16027","102","7762","2429","2429","5938","5836",
"강원도","2013. 08 월","15600","15446","154","7090","2347","2347","6163","6009",
"강원도","2013. 09 월","14346","13824","522","6607","2294","2294","5445","4923",
"강원도","2013. 10 월","18157","17581","576","8739","2671","2671","6747","6171",
"강원도","2013. 11 월","17350","16715","635","8393","2746","2746","6211","5576",
"강원도","2013. 12 월","19057","18832","225","8314","3423","3423","7320","7095",
"강원도","2014. 01 월","16030","17587","-1557","6402","3414","3414","6214","7771",
"강원도","2014. 02 월","21023","22411","-1388","8050","4743","4743","8230","9618",
"강원도","2014. 03 월","25057","23179","1878","10068","4793","4793","10196","8318",
"강원도","2014. 04 월","18848","18400","448","8815","2999","2999","7034","6586",
"강원도","2014. 05 월","18267","17992","275","9100","2764","2764","6403","6128",
"강원도","2014. 06 월","17014","17303","-289","8966","2516","2516","5532","5821",
"강원도","2014. 07 월","17100","17468","-368","8675","2437","2437","5988","6356",
"강원도","2014. 08 월","16477","16818","-341","8295","2474","2474","5708","6049",
"강원도","2014. 09 월","17072","16760","312","8706","2559","2559","5807","5495",
"강원도","2014. 10 월","19944","19248","696","10644","2718","2718","6582","5886",
"강원도","2014. 11 월","18596","18103","493","9923","2645","2645","6028","5535",
"강원도","2014. 12 월","22941","21015","1926","9300","4244","4244","9397","7471",
"강원도","2015. 01 월","19038","19840","-802","7743","3792","3792","7503","8305",
"강원도","2015. 02 월","19540","20284","-744","7627","4226","4226","7687","8431",
"강원도","2015. 03 월","23654","23369","285","9905","4582","4582","9167","8882",
"강원도","2015. 04 월","18197","17568","629","8321","2868","2868","7008","6379",
"강원도","2015. 05 월","17295","15933","1362","7853","2657","2657","6785","5423",
"강원도","2015. 06 월","19296","17419","1877","8570","2876","2876","7850","5973",
"강원도","2015. 07 월","17745","17222","523","8224","2653","2653","6868","6345",
"강원도","2015. 08 월","17140","17282","-142","8183","2673","2673","6284","6426",
"강원도","2015. 09 월","15783","15369","414","7175","2652","2652","5956","5542",
"강원도","2015. 10 월","19842","18758","1084","8978","3238","3238","7626","6542",
"강원도","2015. 11 월","18169","18195","-26","8801","2926","2926","6442","6468",
"강원도","2015. 12 월","21426","21113","313","9758","3737","3737","7931","7618",
"강원도","2016. 01 월","20120","20392","-272","8613","3744","3744","7763","8035",
"강원도","2016. 02 월","23257","24257","-1000","9933","4719","4719","8605","9605",
"강원도","2016. 03 월","23483","23619","-136","10803","4366","4366","8314","8450",
"강원도","2016. 04 월","17715","17382","333","8283","2828","2828","6604","6271",
"강원도","2016. 05 월","15995","16263","-268","7613","2552","2552","5830","6098",
"강원도","2016. 06 월","15898","15126","772","6964","2544","2544","6390","5618",
"강원도","2016. 07 월","14964","14927","37","6656","2501","2501","5807","5770",
"강원도","2016. 08 월","17116","16937","179","7413","3080","3080","6623","6444",
"강원도","2016. 09 월","15714","15114","600","6785","2811","2811","6118","5518",
"강원도","2016. 10 월","18666","18091","575","9058","3010","3010","6598","6023",
"강원도","2016. 11 월","18753","18458","295","9636","2973","2973","6144","5849",
"강원도","2016. 12 월","21803","21026","777","10063","3973","3973","7767","6990",
"강원도","2017. 01 월","18522","19855","-1333","7947","3853","3853","6722","8055",
"강원도","2017. 02 월","23477","24219","-742","8726","5438","5438","9313","10055",
"강원도","2017. 03 월","21771","21877","-106","8809","4455","4455","8507","8613",
"강원도","2017. 04 월","15430","15444","-14","6825","2590","2590","6015","6029",
"강원도","2017. 05 월","15883","15846","37","7474","2409","2409","6000","5963",
"강원도","2017. 06 월","15639","14859","780","6891","2577","2577","6171","5391",
"강원도","2017. 07 월","14486","14791","-305","6387","2462","2462","5637","5942",
"강원도","2017. 08 월","15950","15788","162","7173","2512","2512","6265","6103",
"강원도","2017. 09 월","15381","14980","401","7009","2420","2420","5952","5551",
"강원도","2017. 10 월","14119","13632","487","6473","2349","2349","5297","4810",
"강원도","2017. 11 월","19835","18306","1529","9208","3510","3510","7117","5588",
"강원도","2017. 12 월","21160","20021","1139","9321","4145","4145","7694","6555",
"강원도","2018. 01 월","21088","22708","-1620","8954","4645","4645","7489","9109",
"강원도","2018. 02 월","20077","21543","-1466","8188","4382","4382","7507","8973",
"강원도","2018. 03 월","21369","21235","134","9046","4156","4156","8167","8033",
"강원도","2018. 04 월","17163","17681","-518","7772","3019","3019","6372","6890",
"강원도","2018. 05 월","16936","16855","81","8097","2734","2734","6105","6024",
"강원도","2018. 06 월","14585","14810","-225","6766","2448","2448","5371","5596",
"강원도","2018. 07 월","17393","17704","-311","8592","2855","2855","5946","6257",
"강원도","2018. 08 월","16510","16925","-415","7802","2712","2712","5996","6411",
"강원도","2018. 09 월","13650","13450","200","6677","2132","2132","4841","4641",
"강원도","2018. 10 월","17767","17746","21","9237","2468","2468","6062","6041",
"강원도","2018. 11 월","20066","19674","392","11408","2709","2709","5949","5557",
"강원도","2018. 12 월","19794","19921","-127","10479","2808","2808","6507","6634",
"강원도","2019. 01 월","21694","22722","-1028","9862","4023","4023","7809","8837",
"강원도","2019. 02 월","21212","22213","-1001","9108","4232","4232","7872","8873",
"강원도","2019. 03 월","20616","20361","255","9269","3721","3721","7626","7371",
"강원도","2019. 04 월","18628","18094","534","8859","2946","2946","6823","6289",
"강원도","2019. 05 월","17508","17293","215","8856","2687","2687","5965","5750",
"강원도","2019. 06 월","14676","14403","273","7272","2184","2184","5220","4947",
"강원도","2019. 07 월","16224","16154","70","7881","2387","2387","5956","5886",
"강원도","2019. 08 월","17743","17434","309","9312","2489","2489","5942","5633",
"강원도","2019. 09 월","15502","15212","290","7647","2385","2385","5470","5180",
"강원도","2019. 10 월","16178","15687","491","7966","2371","2371","5841","5350",
"강원도","2019. 11 월","17691","16874","817","9027","2552","2552","6112","5295",
"충청북도","2006. 01 월","19595","20276","-681","8976","4041","4041","6578","7259",
"충청북도","2006. 02 월","26156","26641","-485","11219","5766","5766","9171","9656",
"충청북도","2006. 03 월","25591","25647","-56","11223","5418","5418","8950","9006",
"충청북도","2006. 04 월","18401","17995","406","8278","3556","3556","6567","6161",
"충청북도","2006. 05 월","18800","18413","387","8081","3881","3881","6838","6451",
"충청북도","2006. 06 월","22359","21772","587","8783","6617","6617","6959","6372",
"충청북도","2006. 07 월","18505","17423","1082","7660","4680","4680","6165","5083",
"충청북도","2006. 08 월","20178","19861","317","7722","5162","5162","7294","6977",
"충청북도","2006. 09 월","18237","17536","701","7745","4222","4222","6270","5569",
"충청북도","2006. 10 월","18425","18213","212","8113","4104","4104","6208","5996",
"충청북도","2006. 11 월","19040","19083","-43","8171","4309","4309","6560","6603",
"충청북도","2006. 12 월","20690","21367","-677","8132","4923","4923","7635","8312",
"충청북도","2007. 01 월","24498","24405","93","10243","5984","5984","8271","8178",
"충청북도","2007. 02 월","25647","25544","103","10274","6324","6324","9049","8946",
"충청북도","2007. 03 월","23502","22952","550","10294","4918","4918","8290","7740",
"충청북도","2007. 04 월","20274","19738","536","9422","3819","3819","7033","6497",
"충청북도","2007. 05 월","22356","21808","548","11835","3789","3789","6732","6184",
"충청북도","2007. 06 월","18068","17723","345","9269","3088","3088","5711","5366",
"충청북도","2007. 07 월","18632","17963","669","9378","3115","3115","6139","5470",
"충청북도","2007. 08 월","21212","20682","530","10168","3681","3681","7363","6833",
"충청북도","2007. 09 월","16299","15822","477","7704","3039","3039","5556","5079",
"충청북도","2007. 10 월","22210","21463","747","9933","4364","4364","7913","7166",
"충청북도","2007. 11 월","19884","19138","746","9014","3820","3820","7050","6304",
"충청북도","2007. 12 월","20851","20503","348","9240","4140","4140","7471","7123",
"충청북도","2008. 01 월","22299","22347","-48","9520","5158","5158","7621","7669",
"충청북도","2008. 02 월","25726","25183","543","10505","5955","5955","9266","8723",
"충청북도","2008. 03 월","24373","23414","959","10326","5164","5164","8883","7924",
"충청북도","2008. 04 월","20744","19871","873","9344","4034","4034","7366","6493",
"충청북도","2008. 05 월","18740","17794","946","8250","3689","3689","6801","5855",
"충청북도","2008. 06 월","17172","16597","575","7331","3521","3521","6320","5745",
"충청북도","2008. 07 월","17422","17090","332","7560","3587","3587","6275","5943",
"충청북도","2008. 08 월","21004","20410","594","10649","3877","3877","6478","5884",
"충청북도","2008. 09 월","19664","18631","1033","9222","3770","3770","6672","5639",
"충청북도","2008. 10 월","21230","20203","1027","10372","4037","4037","6821","5794",
"충청북도","2008. 11 월","16871","16637","234","7991","3398","3398","5482","5248",
"충청북도","2008. 12 월","19427","19582","-155","8562","4013","4013","6852","7007",
"충청북도","2009. 01 월","17379","17738","-359","7023","4065","4065","6291","6650",
"충청북도","2009. 02 월","23415","23519","-104","9204","5494","5494","8717","8821",
"충청북도","2009. 03 월","24223","24023","200","10858","4852","4852","8513","8313",
"충청북도","2009. 04 월","19406","18854","552","8907","3828","3828","6671","6119",
"충청북도","2009. 05 월","17580","17365","215","8118","3355","3355","6107","5892",
"충청북도","2009. 06 월","19560","19052","508","9448","3632","3632","6480","5972",
"충청북도","2009. 07 월","18103","17886","217","8380","3575","3575","6148","5931",
"충청북도","2009. 08 월","18507","18356","151","8236","3563","3563","6708","6557",
"충청북도","2009. 09 월","17921","17321","600","7996","3358","3358","6567","5967",
"충청북도","2009. 10 월","18774","18137","637","8810","3518","3518","6446","5809",
"충청북도","2009. 11 월","17186","16986","200","8108","3223","3223","5855","5655",
"충청북도","2009. 12 월","20818","21114","-296","9596","4069","4069","7153","7449",
"충청북도","2010. 01 월","18707","18925","-218","8094","4132","4132","6481","6699",
"충청북도","2010. 02 월","21605","21593","12","8731","4702","4702","8172","8160",
"충청북도","2010. 03 월","23348","23344","4","9815","4748","4748","8785","8781",
"충청북도","2010. 04 월","18247","18001","246","8067","3485","3485","6695","6449",
"충청북도","2010. 05 월","16435","16011","424","7412","2954","2954","6069","5645",
"충청북도","2010. 06 월","21680","20762","918","11640","3577","3577","6463","5545",
"충청북도","2010. 07 월","18407","17985","422","9259","3203","3203","5945","5523",
"충청북도","2010. 08 월","19527","19128","399","8898","3626","3626","7003","6604",
"충청북도","2010. 09 월","15879","15363","516","7433","2829","2829","5617","5101",
"충청북도","2010. 10 월","18992","18254","738","9001","3404","3404","6587","5849",
"충청북도","2010. 11 월","20264","19151","1113","9771","3557","3557","6936","5823",
"충청북도","2010. 12 월","22580","21190","1390","10821","3908","3908","7851","6461",
"충청북도","2011. 01 월","19342","18791","551","8466","4013","4013","6863","6312",
"충청북도","2011. 02 월","22402","21706","696","9280","4440","4440","8682","7986",
"충청북도","2011. 03 월","23249","22650","599","10490","4205","4205","8554","7955",
"충청북도","2011. 04 월","18600","17642","958","8761","3265","3265","6574","5616",
"충청북도","2011. 05 월","18132","17520","612","8486","3180","3180","6466","5854",
"충청북도","2011. 06 월","17076","16636","440","7922","3096","3096","6058","5618",
"충청북도","2011. 07 월","16372","15698","674","7619","2962","2962","5791","5117",
"충청북도","2011. 08 월","19633","18862","771","8879","3415","3415","7339","6568",
"충청북도","2011. 09 월","17068","16433","635","7537","3355","3355","6176","5541",
"충청북도","2011. 10 월","18730","17857","873","8612","3395","3395","6723","5850",
"충청북도","2011. 11 월","18284","17214","1070","8592","3173","3173","6519","5449",
"충청북도","2011. 12 월","19706","19506","200","8693","3843","3843","7170","6970",
"충청북도","2012. 01 월","17178","17288","-110","6831","3720","3720","6627","6737",
"충청북도","2012. 02 월","22622","22870","-248","8857","4497","4497","9268","9516",
"충청북도","2012. 03 월","20848","20079","769","8788","3869","3869","8191","7422",
"충청북도","2012. 04 월","17516","16805","711","7671","3234","3234","6611","5900",
"충청북도","2012. 05 월","17176","16809","367","7862","3065","3065","6249","5882",
"충청북도","2012. 06 월","15807","15211","596","7501","2629","2629","5677","5081",
"충청북도","2012. 07 월","17242","16638","604","8639","2775","2775","5828","5224",
"충청북도","2012. 08 월","16697","16479","218","7540","2971","2971","6186","5968",
"충청북도","2012. 09 월","14653","14055","598","6655","2707","2707","5291","4693",
"충청북도","2012. 10 월","18398","17534","864","8489","3305","3305","6604","5740",
"충청북도","2012. 11 월","16713","16607","106","7841","3041","3041","5831","5725",
"충청북도","2012. 12 월","17413","17247","166","7793","3181","3181","6439","6273",
"충청북도","2013. 01 월","17218","17487","-269","6960","3483","3483","6775","7044",
"충청북도","2013. 02 월","19979","20596","-617","8086","3846","3846","8047","8664",
"충청북도","2013. 03 월","20314","20358","-44","9317","3728","3728","7269","7313",
"충청북도","2013. 04 월","19322","18701","621","9299","3436","3436","6587","5966",
"충청북도","2013. 05 월","17058","16657","401","8082","3072","3072","5904","5503",
"충청북도","2013. 06 월","17100","15988","1112","8400","2869","2869","5831","4719",
"충청북도","2013. 07 월","18288","18204","84","9462","3122","3122","5704","5620",
"충청북도","2013. 08 월","16447","16501","-54","7769","2938","2938","5740","5794",
"충청북도","2013. 09 월","14295","13964","331","6881","2369","2369","5045","4714",
"충청북도","2013. 10 월","19206","18317","889","9455","3210","3210","6541","5652",
"충청북도","2013. 11 월","16784","16492","292","8316","2737","2737","5731","5439",
"충청북도","2013. 12 월","19962","19595","367","9551","3571","3571","6840","6473",
"충청북도","2014. 01 월","16093","16363","-270","6800","3116","3116","6177","6447",
"충청북도","2014. 02 월","20323","20470","-147","7927","3845","3845","8551","8698",
"충청북도","2014. 03 월","18850","19187","-337","8155","3360","3360","7335","7672",
"충청북도","2014. 04 월","20660","19391","1269","9872","3611","3611","7177","5908",
"충청북도","2014. 05 월","17741","17555","186","8746","2897","2897","6098","5912",
"충청북도","2014. 06 월","17440","16743","697","8212","3208","3208","6020","5323",
"충청북도","2014. 07 월","17220","16858","362","9352","1789","1789","6079","5717",
"충청북도","2014. 08 월","17009","16690","319","9004","1801","1801","6204","5885",
"충청북도","2014. 09 월","15801","15332","469","8196","1566","1566","6039","5570",
"충청북도","2014. 10 월","18326","18128","198","9866","1937","1937","6523","6325",
"충청북도","2014. 11 월","16568","16639","-71","9037","1760","1760","5771","5842",
"충청북도","2014. 12 월","19913","20221","-308","10170","2387","2387","7356","7664",
"충청북도","2015. 01 월","18060","18712","-652","8525","2526","2526","7009","7661",
"충청북도","2015. 02 월","18098","18742","-644","7791","2674","2674","7633","8277",
"충청북도","2015. 03 월","22178","21946","232","11021","2521","2521","8636","8404",
"충청북도","2015. 04 월","17890","17641","249","9377","1991","1991","6522","6273",
"충청북도","2015. 05 월","15353","14872","481","7677","1795","1795","5881","5400",
"충청북도","2015. 06 월","19698","17932","1766","9389","2654","2654","7655","5889",
"충청북도","2015. 07 월","17711","18383","-672","9568","2004","2004","6139","6811",
"충청북도","2015. 08 월","16199","16518","-319","8151","1862","1862","6186","6505",
"충청북도","2015. 09 월","14307","14333","-26","7389","1596","1596","5322","5348",
"충청북도","2015. 10 월","17464","17273","191","9112","1824","1824","6528","6337",
"충청북도","2015. 11 월","16401","16280","121","8709","1787","1787","5905","5784",
"충청북도","2015. 12 월","21267","20556","711","9844","3477","3477","7946","7235",
"충청북도","2016. 01 월","17449","17631","-182","7915","2608","2608","6926","7108",
"충청북도","2016. 02 월","19374","19842","-468","8521","2628","2628","8225","8693",
"충청북도","2016. 03 월","20021","19717","304","9600","2437","2437","7984","7680",
"충청북도","2016. 04 월","16527","15721","806","8283","1810","1810","6434","5628",
"충청북도","2016. 05 월","16024","15220","804","8122","1752","1752","6150","5346",
"충청북도","2016. 06 월","14684","14382","302","7331","1541","1541","5812","5510",
"충청북도","2016. 07 월","14742","14375","367","7732","1539","1539","5471","5104",
"충청북도","2016. 08 월","16696","16554","142","8530","1761","1761","6405","6263",
"충청북도","2016. 09 월","14253","13948","305","7469","1430","1430","5354","5049",
"충청북도","2016. 10 월","16509","15935","574","8840","1732","1732","5937","5363",
"충청북도","2016. 11 월","17612","16534","1078","9121","1975","1975","6516","5438",
"충청북도","2016. 12 월","18788","17809","979","9002","2477","2477","7309","6330",
"충청북도","2017. 01 월","16809","16797","12","8023","2228","2228","6558","6546",
"충청북도","2017. 02 월","20859","20587","272","9198","2651","2651","9010","8738",
"충청북도","2017. 03 월","19145","19379","-234","9239","2242","2242","7664","7898",
"충청북도","2017. 04 월","15093","14363","730","6974","1700","1700","6419","5689",
"충청북도","2017. 05 월","15601","15685","-84","7790","1768","1768","6043","6127",
"충청북도","2017. 06 월","15333","15310","23","7216","2409","2409","5708","5685",
"충청북도","2017. 07 월","15148","15060","88","7498","2096","2096","5554","5466",
"충청북도","2017. 08 월","16739","16726","13","8485","1915","1915","6339","6326",
"충청북도","2017. 09 월","15261","15102","159","7773","1750","1750","5738","5579",
"충청북도","2017. 10 월","13354","13116","238","6747","1524","1524","5083","4845",
"충청북도","2017. 11 월","15944","15352","592","7810","1838","1838","6296","5704",
"충청북도","2017. 12 월","17891","17438","453","8728","2223","2223","6940","6487",
"충청북도","2018. 01 월","19100","19359","-259","9149","2370","2370","7581","7840",
"충청북도","2018. 02 월","19384","19052","332","8528","2609","2609","8247","7915",
"충청북도","2018. 03 월","21672","21085","587","10752","2701","2701","8219","7632",
"충청북도","2018. 04 월","17325","16899","426","8603","2339","2339","6383","5957",
"충청북도","2018. 05 월","16609","15971","638","8374","1826","1826","6409","5771",
"충청북도","2018. 06 월","13981","14062","-81","6946","1667","1667","5368","5449",
"충청북도","2018. 07 월","15097","14754","343","6913","1955","1955","6229","5886",
"충청북도","2018. 08 월","16365","16302","63","7895","2118","2118","6352","6289",
"충청북도","2018. 09 월","14140","13837","303","7809","1549","1549","4782","4479",
"충청북도","2018. 10 월","23688","22666","1022","14519","2313","2313","6856","5834",
"충청북도","2018. 11 월","20000","19421","579","11621","2289","2289","6090","5511",
"충청북도","2018. 12 월","21525","20329","1196","11077","2948","2948","7500","6304",
"충청북도","2019. 01 월","21634","21478","156","10551","2994","2994","8089","7933",
"충청북도","2019. 02 월","20595","20772","-177","9557","2795","2795","8243","8420",
"충청북도","2019. 03 월","17892","17929","-37","8348","2269","2269","7275","7312",
"충청북도","2019. 04 월","16665","15827","838","7809","2122","2122","6734","5896",
"충청북도","2019. 05 월","16272","15798","474","8336","1756","1756","6180","5706",
"충청북도","2019. 06 월","13028","13201","-173","6678","1422","1422","4928","5101",
"충청북도","2019. 07 월","14167","14373","-206","6923","1613","1613","5631","5837",
"충청북도","2019. 08 월","16609","16472","137","8709","1861","1861","6039","5902",
"충청북도","2019. 09 월","15404","15284","120","8275","1645","1645","5484","5364",
"충청북도","2019. 10 월","20353","20000","353","12359","2105","2105","5889","5536",
"충청북도","2019. 11 월","18601","18214","387","10477","2169","2169","5955","5568",
"충청남도","2006. 01 월","27629","29358","-1729","11375","4599","4599","11655","13384",
"충청남도","2006. 02 월","35815","36845","-1030","14252","5956","5956","15607","16637",
"충청남도","2006. 03 월","34089","33797","292","14098","5160","5160","14831","14539",
"충청남도","2006. 04 월","25663","24365","1298","10937","3591","3591","11135","9837",
"충청남도","2006. 05 월","25654","24881","773","11056","3530","3530","11068","10295",
"충청남도","2006. 06 월","27952","27023","929","12803","3857","3857","11292","10363",
"충청남도","2006. 07 월","22400","22607","-207","9780","3311","3311","9309","9516",
"충청남도","2006. 08 월","25204","25565","-361","10136","3877","3877","11191","11552",
"충청남도","2006. 09 월","24564","23727","837","10508","3766","3766","10290","9453",
"충청남도","2006. 10 월","25078","24053","1025","10857","3635","3635","10586","9561",
"충청남도","2006. 11 월","28844","27363","1481","12736","4106","4106","12002","10521",
"충청남도","2006. 12 월","33974","30227","3747","12630","5018","5018","16326","12579",
"충청남도","2007. 01 월","34777","35324","-547","14291","6116","6116","14370","14917",
"충청남도","2007. 02 월","34929","35029","-100","13617","6029","6029","15283","15383",
"충청남도","2007. 03 월","32036","30803","1233","12229","5220","5220","14587","13354",
"충청남도","2007. 04 월","27348","25452","1896","10010","4607","4607","12731","10835",
"충청남도","2007. 05 월","26817","24905","1912","10200","4238","4238","12379","10467",
"충청남도","2007. 06 월","23659","22534","1125","9407","3468","3468","10784","9659",
"충청남도","2007. 07 월","23887","23714","173","9991","3616","3616","10280","10107",
"충청남도","2007. 08 월","27865","26420","1445","10037","4569","4569","13259","11814",
"충청남도","2007. 09 월","21283","20347","936","8479","3276","3276","9528","8592",
