기간	자치구	세대	인구	인구	인구	인구	인구	인구	인구	인구	인구	인구밀도	인구밀도	세대당인구	65세이상고령자
기간	자치구	세대	합계	합계	합계	한국인	한국인	한국인	등록외국인	등록외국인	등록외국인	인구밀도	인구밀도	세대당인구	65세이상고령자
기간	자치구	세대	계	남자	여자	계	남자	여자	계	남자	여자	인구밀도(명/㎢)	면적(㎢)	세대당인구	65세이상고령자
2016.2/4	용산구	107,277	246,934	120,512	126,422	232,335	112,538	119,797	14,599	7,974	6,625	-	-	2.17	35,990
2016.2/4	성동구	127,341	305,525	151,449	154,076	297,558	147,650	149,908	7,967	3,799	4,168	-	-	2.34	38,739
2016.2/4	광진구	158,454	374,053	182,418	191,635	359,310	175,937	183,373	14,743	6,481	8,262	-	-	2.27	40,990
2016.2/4	동대문구	159,914	372,214	184,750	187,464	358,218	179,387	178,831	13,996	5,363	8,633	-	-	2.24	53,140
2016.2/4	중랑구	177,105	418,134	208,143	209,991	413,400	206,215	207,185	4,734	1,928	2,806	-	-	2.33	55,133
2016.2/4	성북구	190,406	467,142	227,567	239,575	456,795	223,363	233,432	10,347	4,204	6,143	-	-	2.4	63,899
2016.2/4	강북구	141,129	332,737	163,273	169,464	329,230	161,924	167,306	3,507	1,349	2,158	-	-	2.33	53,248
2016.2/4	도봉구	136,913	352,164	173,132	179,032	350,192	172,381	177,811	1,972	751	1,221	-	-	2.56	49,576
2016.2/4	노원구	220,804	576,782	280,787	295,995	573,156	279,247	293,909	3,626	1,540	2,086	-	-	2.6	70,065
2016.2/4	은평구	202,731	499,850	243,290	256,560	495,312	241,389	253,923	4,538	1,901	2,637	-	-	2.44	70,590
2016.2/4	서대문구	137,497	327,113	157,694	169,419	316,201	153,702	162,499	10,912	3,992	6,920	-	-	2.3	47,411
2016.2/4	마포구	170,792	395,687	189,332	206,355	384,990	184,916	200,074	10,697	4,416	6,281	-	-	2.25	48,584
2016.2/4	양천구	178,783	486,258	240,489	245,769	481,870	238,479	243,391	4,388	2,010	2,378	-	-	2.7	51,278
2016.2/4	강서구	241,192	598,190	292,094	306,096	591,592	288,836	302,756	6,598	3,258	3,340	-	-	2.45	69,551
2016.2/4	구로구	172,927	453,526	227,382	226,144	421,491	209,835	211,656	32,035	17,547	14,488	-	-	2.44	54,863
2016.2/4	금천구	103,995	254,662	130,461	124,201	235,322	119,927	115,395	19,340	10,534	8,806	-	-	2.26	31,704
2016.2/4	영등포구	167,863	414,901	208,870	206,031	377,200	188,697	188,503	37,701	20,173	17,528	-	-	2.25	52,078
2016.2/4	동작구	172,179	413,969	202,553	211,416	402,043	197,011	205,032	11,926	5,542	6,384	-	-	2.34	54,580
2016.2/4	관악구	251,736	529,254	266,960	262,294	510,333	257,975	252,358	18,921	8,985	9,936	-	-	2.03	66,031
2016.2/4	서초구	172,950	450,005	216,309	233,696	445,682	214,101	231,581	4,323	2,208	2,115	-	-	2.58	50,125
2016.2/4	강남구	235,660	576,413	276,311	300,102	571,330	273,630	297,700	5,083	2,681	2,402	-	-	2.42	61,178
2016.2/4	송파구	255,400	662,605	323,355	339,250	655,487	319,871	335,616	7,118	3,484	3,634	-	-	2.57	69,519
2016.2/4	강동구	178,529	455,444	226,686	228,758	450,926	224,607	226,319	4,518	2,079	2,439	-	-	2.53	52,573
2016.3/4	합계	4,191,411	10,236,408	5,025,843	5,210,565	9,964,291	4,895,508	5,068,783	272,117	130,335	141,782	-	-	2.38	1,293,335
2016.3/4	종로구	72,582	162,957	79,838	83,119	153,793	75,744	78,049	9,164	4,094	5,070	-	-	2.12	25,040
2016.3/4	중구	59,591	134,463	66,701	67,762	125,635	62,517	63,118	8,828	4,184	4,644	-	-	2.11	20,538
2016.3/4	용산구	107,026	246,317	120,244	126,073	231,528	112,231	119,297	14,789	8,013	6,776	-	-	2.16	35,998
2016.3/4	성동구	127,771	305,506	151,346	154,160	297,615	147,613	150,002	7,891	3,733	4,158	-	-	2.33	38,931
2016.3/4	광진구	158,554	373,680	182,184	191,496	358,744	175,660	183,084	14,936	6,524	8,412	-	-	2.26	41,243
2016.3/4	동대문구	159,429	371,253	184,089	187,164	356,691	178,553	178,138	14,562	5,536	9,026	-	-	2.24	53,247
2016.3/4	중랑구	177,232	416,887	207,523	209,364	412,223	205,634	206,589	4,664	1,889	2,775	-	-	2.33	55,494
2016.3/4	성북구	189,367	464,505	226,082	238,423	453,684	221,693	231,991	10,821	4,389	6,432	-	-	2.4	63,942
2016.3/4	강북구	141,275	332,116	162,917	169,199	328,639	161,587	167,052	3,477	1,330	2,147	-	-	2.33	53,710
2016.3/4	도봉구	136,829	351,253	172,546	178,707	349,234	171,790	177,444	2,019	756	1,263	-	-	2.55	50,033
2016.3/4	노원구	220,269	574,498	279,512	294,986	570,814	277,944	292,870	3,684	1,568	2,116	-	-	2.59	70,442
2016.3/4	은평구	202,404	498,514	242,447	256,067	494,038	240,579	253,459	4,476	1,868	2,608	-	-	2.44	71,016
2016.3/4	서대문구	136,994	326,359	156,959	169,400	314,980	152,946	162,034	11,379	4,013	7,366	-	-	2.3	47,507
2016.3/4	마포구	170,208	393,766	188,288	205,478	383,024	183,865	199,159	10,742	4,423	6,319	-	-	2.25	48,485
2016.3/4	양천구	178,742	485,505	239,986	245,519	481,211	238,028	243,183	4,294	1,958	2,336	-	-	2.69	51,789
2016.3/4	강서구	242,847	599,611	292,646	306,965	593,022	289,375	303,647	6,589	3,271	3,318	-	-	2.44	70,183
2016.3/4	구로구	172,473	451,754	226,492	225,262	419,778	208,911	210,867	31,976	17,581	14,395	-	-	2.43	55,265
2016.3/4	금천구	103,876	253,667	129,931	123,736	234,392	119,414	114,978	19,275	10,517	8,758	-	-	2.26	31,983
2016.3/4	영등포구	166,661	410,757	206,795	203,962	373,953	187,010	186,943	36,804	19,785	17,019	-	-	2.24	51,978
2016.3/4	동작구	172,672	414,261	202,623	211,638	402,229	197,045	205,184	12,032	5,578	6,454	-	-	2.33	54,953
2016.3/4	관악구	251,948	528,187	266,531	261,656	509,161	257,459	251,702	19,026	9,072	9,954	-	-	2.02	66,492
2016.3/4	서초구	173,572	450,906	216,647	234,259	446,634	214,471	232,163	4,272	2,176	2,096	-	-	2.57	50,533
2016.3/4	강남구	235,299	574,974	275,494	299,480	569,961	272,872	297,089	5,013	2,622	2,391	-	-	2.42	61,464
2016.3/4	송파구	255,825	662,413	323,007	339,406	655,427	319,578	335,849	6,986	3,429	3,557	-	-	2.56	70,208
2016.3/4	강동구	177,965	452,299	225,015	227,284	447,881	222,989	224,892	4,418	2,026	2,392	-	-	2.52	52,861
2016.4/4	합계	4,189,839	10,204,057	5,007,379	5,196,678	9,930,616	4,876,789	5,053,827	273,441	130,590	142,851	-	-	2.37	1,300,877
2016.4/4	종로구	72,118	161,922	79,322	82,600	152,737	75,201	77,536	9,185	4,121	5,064	-	-	2.12	25,091
2016.4/4	중구	59,651	134,409	66,452	67,957	125,249	62,204	63,045	9,160	4,248	4,912	-	-	2.1	20,606
2016.4/4	용산구	106,607	245,102	119,636	125,466	230,241	111,601	118,640	14,861	8,035	6,826	-	-	2.16	35,915
2016.4/4	성동구	128,727	307,161	152,006	155,155	299,259	148,326	150,933	7,902	3,680	4,222	-	-	2.32	39,262
2016.4/4	광진구	158,390	372,104	181,251	190,853	357,215	174,797	182,418	14,889	6,454	8,435	-	-	2.26	41,441
2016.4/4	동대문구	159,426	370,312	183,444	186,868	355,069	177,640	177,429	15,243	5,804	9,439	-	-	2.23	53,460
2016.4/4	중랑구	177,400	415,677	206,772	208,905	411,005	204,900	206,105	4,672	1,872	2,800	-	-	2.32	55,914
2016.4/4	성북구	188,304	461,617	224,504	237,113	450,355	219,951	230,404	11,262	4,553	6,709	-	-	2.39	64,015
2016.4/4	강북구	141,229	330,704	162,211	168,493	327,195	160,861	166,334	3,509	1,350	2,159	-	-	2.32	54,053
2016.4/4	도봉구	136,898	350,272	172,006	178,266	348,220	171,238	176,982	2,052	768	1,284	-	-	2.54	50,510
2016.4/4	노원구	219,736	571,212	277,866	293,346	567,581	276,333	291,248	3,631	1,533	2,098	-	-	2.58	70,887
2016.4/4	은평구	201,891	495,937	241,048	254,889	491,476	239,183	252,293	4,461	1,865	2,596	-	-	2.43	71,457
2016.4/4	서대문구	136,766	325,871	156,597	169,274	314,194	152,510	161,684	11,677	4,087	7,590	-	-	2.3	47,653
2016.4/4	마포구	169,432	390,887	186,668	204,219	379,892	182,162	197,730	10,995	4,506	6,489	-	-	2.24	48,303
2016.4/4	양천구	177,434	481,845	238,163	243,682	477,739	236,290	241,449	4,106	1,873	2,233	-	-	2.69	52,063
2016.4/4	강서구	245,045	602,104	293,734	308,370	595,485	290,478	305,007	6,619	3,256	3,363	-	-	2.43	71,062
2016.4/4	구로구	172,220	449,600	225,411	224,189	417,551	207,667	209,884	32,049	17,744	14,305	-	-	2.42	55,705
2016.4/4	금천구	104,483	254,654	130,429	124,225	235,386	119,885	115,501	19,268	10,544	8,724	-	-	2.25	32,279
2016.4/4	영등포구	165,729	406,779	204,712	202,067	370,613	185,200	185,413	36,166	19,512	16,654	-	-	2.24	51,844
2016.4/4	동작구	172,506	413,247	201,842	211,405	400,997	196,267	204,730	12,250	5,575	6,675	-	-	2.32	55,231
2016.4/4	관악구	251,955	525,607	265,034	260,573	506,851	256,143	250,708	18,756	8,891	9,865	-	-	2.01	66,952
2016.4/4	서초구	173,970	451,477	216,886	234,591	447,192	214,673	232,519	4,285	2,213	2,072	-	-	2.57	50,984
2016.4/4	강남구	234,080	572,140	274,217	297,923	567,115	271,604	295,511	5,025	2,613	2,412	-	-	2.42	61,931
2016.4/4	송파구	258,382	664,946	324,087	340,859	657,831	320,557	337,274	7,115	3,530	3,585	-	-	2.55	71,064
2016.4/4	강동구	177,460	448,471	223,081	225,390	444,168	221,118	223,050	4,303	1,963	2,340	-	-	2.5	53,195
2017.1/4	합계	4,202,888	10,197,604	5,000,005	5,197,599	9,926,968	4,871,560	5,055,408	270,636	128,445	142,191	-	-	2.36	1,321,458
2017.1/4	종로구	72,654	162,820	79,675	83,145	153,589	75,611	77,978	9,231	4,064	5,167	-	-	2.11	25,425
2017.1/4	중구	59,481	133,240	65,790	67,450	124,312	61,656	62,656	8,928	4,134	4,794	-	-	2.09	20,764
2017.1/4	용산구	106,544	244,203	119,132	125,071	229,456	111,167	118,289	14,747	7,965	6,782	-	-	2.15	36,231
2017.1/4	성동구	130,868	311,244	153,768	157,476	303,380	150,076	153,304	7,864	3,692	4,172	-	-	2.32	39,997
2017.1/4	광진구	158,960	372,164	180,992	191,172	357,211	174,599	182,612	14,953	6,393	8,560	-	-	2.25	42,214
2017.1/4	동대문구	159,839	369,496	182,932	186,564	354,079	177,021	177,058	15,417	5,911	9,506	-	-	2.22	54,173
2017.1/4	중랑구	177,548	414,503	206,102	208,401	409,882	204,265	205,617	4,621	1,837	2,784	-	-	2.31	56,774
2017.1/4	성북구	188,512	461,260	224,076	237,184	449,773	219,545	230,228	11,487	4,531	6,956	-	-	2.39	64,692
2017.1/4	강북구	141,554	330,192	161,686	168,506	326,686	160,353	166,333	3,506	1,333	2,173	-	-	2.31	54,813
2017.1/4	도봉구	136,613	348,646	171,026	177,620	346,629	170,289	176,340	2,017	737	1,280	-	-	2.54	51,312
2017.1/4	노원구	219,957	569,384	276,823	292,561	565,565	275,211	290,354	3,819	1,612	2,207	-	-	2.57	71,941
2017.1/4	은평구	201,869	494,388	240,220	254,168	489,943	238,337	251,606	4,445	1,883	2,562	-	-	2.43	72,334
2017.1/4	서대문구	137,207	327,163	156,765	170,398	314,982	152,613	162,369	12,181	4,152	8,029	-	-	2.3	48,161
2017.1/4	마포구	169,404	389,649	185,889	203,760	378,566	181,346	197,220	11,083	4,543	6,540	-	-	2.23	48,765
2017.1/4	양천구	176,921	479,978	237,117	242,861	475,949	235,278	240,671	4,029	1,839	2,190	-	-	2.69	52,975
2017.1/4	강서구	247,696	603,772	294,433	309,339	597,248	291,249	305,999	6,524	3,184	3,340	-	-	2.41	72,548
2017.1/4	구로구	172,272	447,874	224,436	223,438	416,487	207,114	209,373	31,387	17,322	14,065	-	-	2.42	56,833
2017.1/4	금천구	105,146	255,082	130,558	124,524	236,353	120,334	116,019	18,729	10,224	8,505	-	-	2.25	32,970
2017.1/4	영등포구	165,462	402,985	202,573	200,412	368,072	183,705	184,367	34,913	18,868	16,045	-	-	2.22	52,413
2017.1/4	동작구	173,033	412,520	201,217	211,303	400,456	195,775	204,681	12,064	5,442	6,622	-	-	2.31	56,013
2017.1/4	관악구	253,826	525,515	264,763	260,752	507,203	256,090	251,113	18,312	8,673	9,639	-	-	2	68,082
2017.1/4	서초구	173,856	450,310	216,264	234,046	445,994	214,036	231,958	4,316	2,228	2,088	-	-	2.57	51,733
2017.1/4	강남구	234,107	570,500	273,301	297,199	565,550	270,726	294,824	4,950	2,575	2,375	-	-	2.42	63,167
2017.1/4	송파구	259,883	667,483	325,040	342,443	660,584	321,676	338,908	6,899	3,364	3,535	-	-	2.54	72,506
2017.1/4	강동구	179,676	453,233	225,427	227,806	449,019	223,488	225,531	4,214	1,939	2,275	-	-	2.5	54,622
2017.2/4	합계	4,210,933	10,178,395	4,988,267	5,190,128	9,914,381	4,862,573	5,051,808	264,014	125,694	138,320	-	-	2.35	1,339,211
2017.2/4	종로구	73,091	163,521	79,905	83,616	154,408	75,924	78,484	9,113	3,981	5,132	-	-	2.11	25,745
2017.2/4	중구	59,368	132,838	65,445	67,393	123,970	61,343	62,627	8,868	4,102	4,766	-	-	2.09	20,974
2017.2/4	용산구	106,603	243,406	118,830	124,576	228,861	110,874	117,987	14,545	7,956	6,589	-	-	2.15	36,511
2017.2/4	성동구	131,474	311,831	153,799	158,032	304,049	150,185	153,864	7,782	3,614	4,168	-	-	2.31	40,480
2017.2/4	광진구	159,375	371,728	180,712	191,016	357,252	174,510	182,742	14,476	6,202	8,274	-	-	2.24	42,876
2017.2/4	동대문구	159,826	368,050	182,252	185,798	353,031	176,485	176,546	15,019	5,767	9,252	-	-	2.21	54,816
2017.2/4	중랑구	178,185	414,783	206,128	208,655	410,266	204,338	205,928	4,517	1,790	2,727	-	-	2.3	57,827
2017.2/4	성북구	188,100	459,276	223,155	236,121	448,104	218,694	229,410	11,172	4,461	6,711	-	-	2.38	65,355
2017.2/4	강북구	141,999	330,004	161,387	168,617	326,563	160,103	166,460	3,441	1,284	2,157	-	-	2.3	55,505
2017.2/4	도봉구	136,852	347,941	170,563	177,378	345,945	169,835	176,110	1,996	728	1,268	-	-	2.53	52,174
2017.2/4	노원구	219,460	566,411	275,299	291,112	562,781	273,757	289,024	3,630	1,542	2,088	-	-	2.56	73,010
2017.2/4	은평구	201,971	492,835	239,289	253,546	488,390	237,387	251,003	4,445	1,902	2,543	-	-	2.42	73,136
2017.2/4	서대문구	137,413	326,412	156,412	170,000	314,778	152,428	162,350	11,634	3,984	7,650	-	-	2.29	48,554
2017.2/4	마포구	169,407	388,574	185,105	203,469	377,791	180,722	197,069	10,783	4,383	6,400	-	-	2.23	49,200
2017.2/4	양천구	176,861	478,119	236,014	242,105	474,183	234,222	239,961	3,936	1,792	2,144	-	-	2.68	53,838
2017.2/4	강서구	250,708	606,823	295,845	310,978	600,323	292,676	307,647	6,500	3,169	3,331	-	-	2.39	73,981
2017.2/4	구로구	172,050	445,770	223,402	222,368	415,071	206,322	208,749	30,699	17,080	13,619	-	-	2.41	57,560
2017.2/4	금천구	105,628	254,711	130,392	124,319	236,366	120,273	116,093	18,345	10,119	8,226	-	-	2.24	33,457
2017.2/4	영등포구	166,252	402,967	202,648	200,319	369,174	184,257	184,917	33,793	18,391	15,402	-	-	2.22	53,088
2017.2/4	동작구	172,966	411,217	200,316	210,901	399,338	195,020	204,318	11,879	5,296	6,583	-	-	2.31	56,544
2017.2/4	관악구	254,395	523,859	263,812	260,047	506,332	255,488	250,844	17,527	8,324	9,203	-	-	1.99	68,908
2017.2/4	서초구	173,417	447,936	214,922	233,014	443,786	212,806	230,980	4,150	2,116	2,034	-	-	2.56	52,138
2017.2/4	강남구	233,943	568,425	272,319	296,106	563,448	269,762	293,686	4,977	2,557	2,420	-	-	2.41	63,975
2017.2/4	송파구	261,155	667,898	325,075	342,823	661,218	321,807	339,411	6,680	3,268	3,412	-	-	2.53	73,905
2017.2/4	강동구	180,434	453,060	225,241	227,819	448,953	223,355	225,598	4,107	1,886	2,221	-	-	2.49	55,654
2017.3/4	합계	4,219,001	10,158,411	4,975,437	5,182,974	9,891,448	4,849,195	5,042,253	266,963	126,242	140,721	-	-	2.34	1,353,486
2017.3/4	종로구	73,668	164,640	80,173	84,467	155,109	76,155	78,954	9,531	4,018	5,513	-	-	2.11	26,034
2017.3/4	중구	60,130	134,174	66,064	68,110	125,332	62,011	63,321	8,842	4,053	4,789	-	-	2.08	21,249
2017.3/4	용산구	107,090	243,922	119,056	124,866	228,960	110,838	118,122	14,962	8,218	6,744	-	-	2.14	36,727
2017.3/4	성동구	132,415	312,933	154,253	158,680	304,879	150,523	154,356	8,054	3,730	4,324	-	-	2.3	40,902
2017.3/4	광진구	160,085	372,414	180,737	191,677	357,743	174,534	183,209	14,671	6,203	8,468	-	-	2.23	43,579
2017.3/4	동대문구	160,029	367,769	182,000	185,769	352,011	176,022	175,989	15,758	5,978	9,780	-	-	2.2	55,287
2017.3/4	중랑구	179,002	414,554	206,011	208,543	410,109	204,232	205,877	4,445	1,779	2,666	-	-	2.29	58,675
2017.3/4	성북구	187,822	458,261	222,474	235,787	446,457	217,785	228,672	11,804	4,689	7,115	-	-	2.38	65,937
2017.3/4	강북구	142,165	329,042	160,842	168,200	325,552	159,528	166,024	3,490	1,314	2,176	-	-	2.29	56,078
2017.3/4	도봉구	137,269	347,338	170,134	177,204	345,293	169,388	175,905	2,045	746	1,299	-	-	2.52	52,909
2017.3/4	노원구	218,469	562,278	273,212	289,066	558,432	271,619	286,813	3,846	1,593	2,253	-	-	2.56	73,588
2017.3/4	은평구	202,391	491,899	238,733	253,166	487,507	236,870	250,637	4,392	1,863	2,529	-	-	2.41	73,850
2017.3/4	서대문구	137,509	326,479	156,070	170,409	314,182	151,961	162,221	12,297	4,109	8,188	-	-	2.28	48,985
2017.3/4	마포구	169,626	387,776	184,480	203,296	376,610	180,037	196,573	11,166	4,443	6,723	-	-	2.22	49,436
2017.3/4	양천구	176,811	476,627	235,246	241,381	472,730	233,489	239,241	3,897	1,757	2,140	-	-	2.67	54,598
2017.3/4	강서구	252,683	607,877	296,157	311,720	601,391	293,024	308,367	6,486	3,133	3,353	-	-	2.38	75,046
2017.3/4	구로구	171,861	443,288	222,088	221,200	412,972	205,174	207,798	30,316	16,914	13,402	-	-	2.4	58,260
2017.3/4	금천구	105,862	253,646	129,741	123,905	235,608	119,738	115,870	18,038	10,003	8,035	-	-	2.23	33,818
2017.3/4	영등포구	166,733	401,908	202,137	199,771	368,818	184,060	184,758	33,090	18,077	15,013	-	-	2.21	53,620
2017.3/4	동작구	173,474	410,703	199,978	210,725	398,501	194,549	203,952	12,202	5,429	6,773	-	-	2.3	56,902
2017.3/4	관악구	254,964	522,849	263,162	259,687	505,188	254,784	250,404	17,661	8,378	9,283	-	-	1.98	69,486
2017.3/4	서초구	173,885	447,177	214,389	232,788	442,833	212,189	230,644	4,344	2,200	2,144	-	-	2.55	52,738
2017.3/4	강남구	233,583	565,731	271,093	294,638	560,827	268,592	292,235	4,904	2,501	2,403	-	-	2.4	64,579
2017.3/4	송파구	262,611	668,366	325,253	343,113	661,750	322,029	339,721	6,616	3,224	3,392	-	-	2.52	75,301
2017.3/4	강동구	178,864	446,760	221,954	224,806	442,654	220,064	222,590	4,106	1,890	2,216	-	-	2.47	55,902
2017.4/4	합계	4,220,082	10,124,579	4,957,857	5,166,722	9,857,426	4,830,206	5,027,220	267,153	127,651	139,502	-	-	2.34	1,365,126
2017.4/4	종로구	73,594	164,257	80,094	84,163	154,770	75,967	78,803	9,487	4,127	5,360	-	-	2.1	26,182
2017.4/4	중구	60,412	134,593	66,337	68,256	125,709	62,253	63,456	8,884	4,084	4,800	-	-	2.08	21,384
2017.4/4	용산구	107,666	244,444	119,423	125,021	229,161	110,878	118,283	15,283	8,545	6,738	-	-	2.13	36,882
2017.4/4	성동구	132,902	312,711	154,077	158,634	304,808	150,368	154,440	7,903	3,709	4,194	-	-	2.29	41,273
2017.4/4	광진구	160,798	372,298	180,645	191,653	357,703	174,414	183,289	14,595	6,231	8,364	-	-	2.22	43,953
2017.4/4	동대문구	159,938	366,011	181,185	184,826	350,647	175,324	175,323	15,364	5,861	9,503	-	-	2.19	55,718
2017.4/4	중랑구	179,132	412,780	205,125	207,655	408,226	203,325	204,901	4,554	1,800	2,754	-	-	2.28	59,262
2017.4/4	성북구	187,112	455,407	221,103	234,304	444,055	216,556	227,499	11,352	4,547	6,805	-	-	2.37	66,251
2017.4/4	강북구	142,533	328,002	160,252	167,750	324,479	158,918	165,561	3,523	1,334	2,189	-	-	2.28	56,530
2017.4/4	도봉구	137,378	346,234	169,553	176,681	344,166	168,759	175,407	2,068	794	1,274	-	-	2.51	53,488
2017.4/4	노원구	217,619	558,075	271,025	287,050	554,403	269,508	284,895	3,672	1,517	2,155	-	-	2.55	74,243
2017.4/4	은평구	202,839	491,202	238,223	252,979	486,794	236,353	250,441	4,408	1,870	2,538	-	-	2.4	74,559
2017.4/4	서대문구	137,266	325,028	155,250	169,778	312,800	151,144	161,656	12,228	4,106	8,122	-	-	2.28	49,266
2017.4/4	마포구	169,408	385,783	183,248	202,535	374,915	178,939	195,976	10,868	4,309	6,559	-	-	2.21	49,615
2017.4/4	양천구	176,649	475,018	234,279	240,739	471,154	232,518	238,636	3,864	1,761	2,103	-	-	2.67	55,234
2017.4/4	강서구	254,257	608,255	296,175	312,080	601,691	292,989	308,702	6,564	3,186	3,378	-	-	2.37	76,032
2017.4/4	구로구	171,570	441,559	221,386	220,173	410,742	204,003	206,739	30,817	17,383	13,434	-	-	2.39	58,794
2017.4/4	금천구	106,066	253,491	129,775	123,716	235,154	119,497	115,657	18,337	10,278	8,059	-	-	2.22	34,170
2017.4/4	영등포구	167,355	402,024	202,400	199,624	368,550	183,975	184,575	33,474	18,425	15,049	-	-	2.2	53,981
2017.4/4	동작구	172,995	408,493	198,827	209,666	396,217	193,255	202,962	12,276	5,572	6,704	-	-	2.29	57,255
2017.4/4	관악구	255,352	520,929	262,006	258,923	503,297	253,661	249,636	17,632	8,345	9,287	-	-	1.97	70,046
2017.4/4	서초구	173,594	445,401	213,422	231,979	441,102	211,236	229,866	4,299	2,186	2,113	-	-	2.54	53,205
2017.4/4	강남구	231,612	561,052	268,941	292,111	556,164	266,442	289,722	4,888	2,499	2,389	-	-	2.4	65,060
2017.4/4	송파구	264,628	671,173	326,407	344,766	664,496	323,147	341,349	6,677	3,260	3,417	-	-	2.51	76,582
2017.4/4	강동구	177,407	440,359	218,699	221,660	436,223	216,777	219,446	4,136	1,922	2,214	-	-	2.46	56,161
2018.1/4	합계	4,237,610	10,112,070	4,948,481	5,163,589	9,838,892	4,817,507	5,021,385	273,178	130,974	142,204	-	-	2.32	1,382,420
2018.1/4	종로구	73,879	164,348	79,962	84,386	154,549	75,749	78,800	9,799	4,213	5,586	-	-	2.09	26,429
2018.1/4	중구	60,903	135,139	66,582	68,557	126,082	62,376	63,706	9,057	4,206	4,851	-	-	2.07	21,655
2018.1/4	용산구	108,497	245,411	119,985	125,426	229,909	111,262	118,647	15,502	8,723	6,779	-	-	2.12	37,238
2018.1/4	성동구	134,543	314,551	154,672	159,879	306,532	150,937	155,595	8,019	3,735	4,284	-	-	2.28	41,752
2018.1/4	광진구	161,407	371,671	180,206	191,465	357,149	173,946	183,203	14,522	6,260	8,262	-	-	2.21	44,470
2018.1/4	동대문구	160,489	364,962	180,381	184,581	349,308	174,476	174,832	15,654	5,905	9,749	-	-	2.18	56,284
2018.1/4	중랑구	179,600	411,552	204,411	207,141	406,868	202,526	204,342	4,684	1,885	2,799	-	-	2.27	59,992
2018.1/4	성북구	187,234	453,902	220,024	233,878	442,226	215,421	226,805	11,676	4,603	7,073	-	-	2.36	66,896
2018.1/4	강북구	143,139	327,511	159,853	167,658	323,862	158,440	165,422	3,649	1,413	2,236	-	-	2.26	57,002
2018.1/4	도봉구	137,479	345,041	168,833	176,208	342,861	168,009	174,852	2,180	824	1,356	-	-	2.49	54,293
2018.1/4	노원구	217,999	555,803	269,762	286,041	551,902	268,144	283,758	3,901	1,618	2,283	-	-	2.53	75,081
2018.1/4	은평구	203,431	490,253	237,542	252,711	485,902	235,674	250,228	4,351	1,868	2,483	-	-	2.39	75,535
2018.1/4	서대문구	137,758	324,871	154,960	169,911	312,311	150,793	161,518	12,560	4,167	8,393	-	-	2.27	49,645
2018.1/4	마포구	170,219	385,624	182,905	202,719	374,742	178,661	196,081	10,882	4,244	6,638	-	-	2.2	50,122
2018.1/4	양천구	176,559	473,087	233,189	239,898	469,221	231,409	237,812	3,866	1,780	2,086	-	-	2.66	56,070
2018.1/4	강서구	256,042	608,361	296,098	312,263	601,696	292,871	308,825	6,665	3,227	3,438	-	-	2.35	77,381
2018.1/4	구로구	171,751	440,396	220,903	219,493	408,369	202,731	205,638	32,027	18,172	13,855	-	-	2.38	59,838
2018.1/4	금천구	106,333	253,344	129,791	123,553	234,238	119,023	115,215	19,106	10,768	8,338	-	-	2.2	34,640
2018.1/4	영등포구	168,784	403,988	203,472	200,516	369,128	184,127	185,001	34,860	19,345	15,515	-	-	2.19	54,704
2018.1/4	동작구	173,544	406,715	197,848	208,867	394,353	192,215	202,138	12,362	5,633	6,729	-	-	2.27	57,711
2018.1/4	관악구	258,536	522,292	262,428	259,864	504,445	253,911	250,534	17,847	8,517	9,330	-	-	1.95	70,807
2018.1/4	서초구	174,225	445,164	213,279	231,885	440,954	211,156	229,798	4,210	2,123	2,087	-	-	2.53	54,055
2018.1/4	강남구	231,219	557,865	267,314	290,551	552,976	264,834	288,142	4,889	2,480	2,409	-	-	2.39	65,859
2018.1/4	송파구	266,550	671,994	326,511	345,483	665,282	323,228	342,054	6,712	3,283	3,429	-	-	2.5	77,978
2018.1/4	강동구	177,490	438,225	217,570	220,655	434,027	215,588	218,439	4,198	1,982	2,216	-	-	2.45	56,983
2018.2/4	합계	4,241,547	10,089,517	4,935,944	5,153,573	9,814,049	4,802,769	5,011,280	275,468	133,175	142,293	-	-	2.31	1,393,671
2018.2/4	종로구	73,655	163,569	79,522	84,047	153,780	75,247	78,533	9,789	4,275	5,514	-	-	2.09	26,512
2018.2/4	중구	61,091	135,427	66,673	68,754	126,032	62,260	63,772	9,395	4,413	4,982	-	-	2.06	21,798
2018.2/4	용산구	108,516	245,245	119,963	125,282	229,677	111,078	118,599	15,568	8,885	6,683	-	-	2.12	37,331
2018.2/4	성동구	135,666	316,068	155,268	160,800	308,066	151,571	156,495	8,002	3,697	4,305	-	-	2.27	42,171
2018.2/4	광진구	161,294	370,519	179,621	190,898	355,748	173,216	182,532	14,771	6,405	8,366	-	-	2.21	44,806
2018.2/4	동대문구	160,757	364,527	180,126	184,401	348,903	174,128	174,775	15,624	5,998	9,626	-	-	2.17	56,675
2018.2/4	중랑구	179,690	410,296	203,711	206,585	405,551	201,803	203,748	4,745	1,908	2,837	-	-	2.26	60,618
2018.2/4	성북구	186,696	451,829	218,998	232,831	440,272	214,430	225,842	11,557	4,568	6,989	-	-	2.36	67,132
2018.2/4	강북구	143,187	326,063	159,219	166,844	322,385	157,769	164,616	3,678	1,450	2,228	-	-	2.25	57,401
2018.2/4	도봉구	137,560	344,096	168,282	175,814	341,928	167,465	174,463	2,168	817	1,351	-	-	2.49	54,969
