기간	자치구	세대	인구	인구	인구	인구	인구	인구	인구	인구	인구	인구밀도	인구밀도	세대당인구	65세이상고령자
기간	자치구	세대	합계	합계	합계	한국인	한국인	한국인	등록외국인	등록외국인	등록외국인	인구밀도	인구밀도	세대당인구	65세이상고령자
기간	자치구	세대	계	남자	여자	계	남자	여자	계	남자	여자	인구밀도(명/㎢)	면적(㎢)	세대당인구	65세이상고령자
2010.1/4	합계	4,121,193	10,464,171	5,181,117	5,283,054	10,208,670	5,059,504	5,149,166	255,501	121,613	133,888	17,289	605.25	2.48	956,414
2010.1/4	종로구	74,300	177,023	88,225	88,798	168,158	84,088	84,070	8,865	4,137	4,728	7,404	23.91	2.26	20,925
2010.1/4	중구	58,472	138,102	69,175	68,927	129,786	65,216	64,570	8,316	3,959	4,357	13,865	9.96	2.22	16,208
2010.1/4	용산구	107,407	250,844	123,295	127,549	238,366	116,764	121,602	12,478	6,531	5,947	11,471	21.87	2.22	28,436
2010.1/4	성동구	126,942	316,113	158,228	157,885	308,144	154,389	153,755	7,969	3,839	4,130	18,762	16.85	2.43	30,704
2010.1/4	광진구	156,264	386,292	190,823	195,469	373,586	185,087	188,499	12,706	5,736	6,970	22,640	17.06	2.39	30,765
2010.1/4	동대문구	153,517	374,039	187,583	186,456	361,812	182,250	179,562	12,227	5,333	6,894	26,340	14.2	2.36	40,300
2010.1/4	중랑구	172,270	431,283	215,350	215,933	426,422	213,434	212,988	4,861	1,916	2,945	23,318	18.5	2.48	40,019
2010.1/4	성북구	193,148	484,359	239,324	245,035	475,888	235,634	240,254	8,471	3,690	4,781	19,717	24.57	2.46	49,999
2010.1/4	강북구	136,703	342,669	169,573	173,096	339,150	168,275	170,875	3,519	1,298	2,221	14,513	23.61	2.48	39,312
2010.1/4	도봉구	138,629	371,095	183,426	187,669	368,492	182,419	186,073	2,603	1,007	1,596	17,925	20.7	2.66	36,736
2010.1/4	노원구	225,259	614,603	300,833	313,770	610,201	298,947	311,254	4,402	1,886	2,516	17,344	35.44	2.71	55,384
2010.1/4	은평구	187,028	474,165	233,565	240,600	469,329	231,489	237,840	4,836	2,076	2,760	15,969	29.69	2.51	50,026
2010.1/4	서대문구	137,069	336,490	164,179	172,311	327,159	160,145	167,014	9,331	4,034	5,297	19,116	17.6	2.39	38,016
2010.1/4	마포구	165,741	392,087	191,157	200,930	383,741	187,154	196,587	8,346	4,003	4,343	16,425	23.87	2.32	38,803
2010.1/4	양천구	181,789	504,928	251,129	253,799	499,674	248,745	250,929	5,254	2,384	2,870	29,004	17.41	2.75	37,676
2010.1/4	강서구	221,823	578,257	285,170	293,087	572,003	282,164	289,839	6,254	3,006	3,248	13,960	41.42	2.58	48,288
2010.1/4	구로구	167,571	449,187	227,014	222,173	421,762	212,934	208,828	27,425	14,080	13,345	22,326	20.12	2.52	37,938
2010.1/4	금천구	100,333	262,337	133,998	128,339	244,079	124,473	119,606	18,258	9,525	8,733	20,180	13	2.43	23,006
2010.1/4	영등포구	167,918	440,863	222,237	218,626	404,914	203,892	201,022	35,949	18,345	17,604	17,947	24.57	2.41	40,865
2010.1/4	동작구	163,306	407,966	200,772	207,194	397,620	196,115	201,505	10,346	4,657	5,689	24,954	16.35	2.43	40,518
2010.1/4	관악구	242,646	546,814	277,116	269,698	529,371	268,892	260,479	17,443	8,224	9,219	18,493	29.57	2.18	48,018
2010.1/4	서초구	166,889	432,888	209,928	222,960	427,172	207,135	220,037	5,716	2,793	2,923	9,210	47	2.56	34,584
2010.1/4	강남구	230,004	570,913	275,164	295,749	563,657	271,453	292,204	7,256	3,711	3,545	14,441	39.54	2.45	41,923
2010.1/4	송파구	260,851	689,909	338,182	351,727	682,110	334,732	347,378	7,799	3,450	4,349	20,365	33.88	2.61	50,722
2010.1/4	강동구	185,314	490,945	245,671	245,274	486,074	243,678	242,396	4,871	1,993	2,878	19,973	24.58	2.62	37,243
2010.2/4	합계	4,116,225	10,447,719	5,172,523	5,275,196	10,194,327	5,051,806	5,142,521	253,392	120,717	132,675	17,262	605.25	2.48	966,441
2010.2/4	종로구	74,061	176,143	87,686	88,457	167,370	83,638	83,732	8,773	4,048	4,725	7,368	23.91	2.26	21,087
2010.2/4	중구	58,425	137,785	69,065	68,720	129,535	65,148	64,387	8,250	3,917	4,333	13,834	9.96	2.22	16,310
2010.2/4	용산구	107,298	250,345	122,990	127,355	238,027	116,545	121,482	12,318	6,445	5,873	11,448	21.87	2.22	28,608
2010.2/4	성동구	126,484	315,005	157,680	157,325	307,273	153,979	153,294	7,732	3,701	4,031	18,696	16.85	2.43	30,943
2010.2/4	광진구	156,034	385,166	190,275	194,891	372,609	184,598	188,011	12,557	5,677	6,880	22,574	17.06	2.39	31,039
2010.2/4	동대문구	153,338	373,501	187,216	186,285	361,310	181,927	179,383	12,191	5,289	6,902	26,302	14.2	2.36	40,794
2010.2/4	중랑구	171,924	429,677	214,626	215,051	424,892	212,771	212,121	4,785	1,855	2,930	23,231	18.5	2.47	40,409
2010.2/4	성북구	192,902	483,595	239,013	244,582	475,192	235,339	239,853	8,403	3,674	4,729	19,686	24.57	2.46	50,473
2010.2/4	강북구	137,232	343,442	169,940	173,502	339,935	168,656	171,279	3,507	1,284	2,223	14,546	23.61	2.48	39,943
2010.2/4	도봉구	138,068	369,434	182,671	186,763	366,892	181,710	185,182	2,542	961	1,581	17,845	20.7	2.66	37,114
2010.2/4	노원구	224,846	613,120	299,949	313,171	608,787	298,114	310,673	4,333	1,835	2,498	17,302	35.44	2.71	55,808
2010.2/4	은평구	187,511	475,538	234,103	241,435	470,694	232,027	238,667	4,844	2,076	2,768	16,015	29.69	2.51	50,684
2010.2/4	서대문구	136,273	334,709	163,307	171,402	325,545	159,340	166,205	9,164	3,967	5,197	19,015	17.6	2.39	38,309
2010.2/4	마포구	165,451	391,578	190,848	200,730	383,309	186,886	196,423	8,269	3,962	4,307	16,403	23.87	2.32	39,163
2010.2/4	양천구	181,080	502,933	250,091	252,842	497,741	247,736	250,005	5,192	2,355	2,837	28,889	17.41	2.75	38,053
2010.2/4	강서구	221,607	577,806	284,880	292,926	571,544	281,874	289,670	6,262	3,006	3,256	13,950	41.42	2.58	48,828
2010.2/4	구로구	167,611	448,882	226,992	221,890	421,714	212,949	208,765	27,168	14,043	13,125	22,311	20.12	2.52	38,333
2010.2/4	금천구	100,284	261,435	133,727	127,708	243,329	124,233	119,096	18,106	9,494	8,612	20,111	13	2.43	23,199
2010.2/4	영등포구	167,383	439,489	221,670	217,819	403,586	203,286	200,300	35,903	18,384	17,519	17,891	24.57	2.41	41,061
2010.2/4	동작구	163,434	407,947	200,743	207,204	397,621	196,082	201,539	10,326	4,661	5,665	24,953	16.35	2.43	40,917
2010.2/4	관악구	242,572	545,594	276,434	269,160	528,330	268,256	260,074	17,264	8,178	9,086	18,452	29.57	2.18	48,627
2010.2/4	서초구	166,901	433,435	210,158	223,277	427,821	207,414	220,407	5,614	2,744	2,870	9,221	47	2.56	35,172
2010.2/4	강남구	229,487	570,163	274,694	295,469	562,859	270,918	291,941	7,304	3,776	3,528	14,422	39.54	2.45	42,356
2010.2/4	송파구	260,214	688,764	337,529	351,235	681,036	334,131	346,905	7,728	3,398	4,330	20,331	33.88	2.62	51,300
2010.2/4	강동구	185,805	492,233	246,236	245,997	487,376	244,249	243,127	4,857	1,987	2,870	20,025	24.58	2.62	37,911
2010.3/4	합계	4,114,216	10,437,326	5,165,474	5,271,852	10,186,556	5,046,415	5,140,141	250,770	119,059	131,711	17,245	605.25	2.48	974,256
2010.3/4	종로구	73,803	175,049	87,065	87,984	166,451	83,093	83,358	8,598	3,972	4,626	7,322	23.91	2.26	21,108
2010.3/4	중구	58,286	137,361	68,917	68,444	129,203	65,042	64,161	8,158	3,875	4,283	13,791	9.96	2.22	16,393
2010.3/4	용산구	107,200	250,069	122,645	127,424	237,793	116,315	121,478	12,276	6,330	5,946	11,436	21.87	2.22	28,828
2010.3/4	성동구	126,163	313,666	156,896	156,770	306,100	153,327	152,773	7,566	3,569	3,997	18,617	16.85	2.43	31,130
2010.3/4	광진구	155,735	384,118	189,608	194,510	371,691	184,026	187,665	12,427	5,582	6,845	22,513	17.06	2.39	31,224
2010.3/4	동대문구	153,252	373,092	186,926	186,166	360,629	181,519	179,110	12,463	5,407	7,056	26,273	14.2	2.35	41,105
2010.3/4	중랑구	171,676	428,252	213,895	214,357	423,592	212,121	211,471	4,660	1,774	2,886	23,154	18.5	2.47	40,734
2010.3/4	성북구	194,198	486,982	240,525	246,457	478,388	236,826	241,562	8,594	3,699	4,895	19,824	24.57	2.46	51,105
2010.3/4	강북구	137,993	344,727	170,598	174,129	341,342	169,372	171,970	3,385	1,226	2,159	14,600	23.61	2.47	40,353
2010.3/4	도봉구	137,696	367,861	181,834	186,027	365,433	180,951	184,482	2,428	883	1,545	17,769	20.7	2.65	37,403
2010.3/4	노원구	224,385	611,692	299,175	312,517	607,491	297,408	310,083	4,201	1,767	2,434	17,262	35.44	2.71	56,046
2010.3/4	은평구	189,153	480,750	236,468	244,282	476,016	234,466	241,550	4,734	2,002	2,732	16,191	29.69	2.52	51,563
2010.3/4	서대문구	135,026	331,585	161,741	169,844	322,147	157,714	164,433	9,438	4,027	5,411	18,838	17.6	2.39	38,322
2010.3/4	마포구	165,664	393,119	191,535	201,584	384,716	187,494	197,222	8,403	4,041	4,362	16,468	23.87	2.32	39,683
2010.3/4	양천구	180,503	501,852	249,455	252,397	496,829	247,217	249,612	5,023	2,238	2,785	28,827	17.41	2.75	38,273
2010.3/4	강서구	221,238	576,160	284,044	292,116	569,979	281,072	288,907	6,181	2,972	3,209	13,910	41.42	2.58	49,244
2010.3/4	구로구	167,373	447,610	226,428	221,182	420,910	212,531	208,379	26,700	13,897	12,803	22,248	20.12	2.51	38,599
2010.3/4	금천구	100,255	260,549	133,351	127,198	242,738	124,006	118,732	17,811	9,345	8,466	20,043	13	2.42	23,302
2010.3/4	영등포구	166,932	437,320	220,523	216,797	401,924	202,385	199,539	35,396	18,138	17,258	17,802	24.57	2.41	41,211
2010.3/4	동작구	164,054	408,887	201,187	207,700	398,581	196,556	202,025	10,306	4,631	5,675	25,010	16.35	2.43	41,157
2010.3/4	관악구	242,432	543,800	275,431	268,369	526,641	267,347	259,294	17,159	8,084	9,075	18,391	29.57	2.17	49,014
2010.3/4	서초구	166,551	433,463	210,051	223,412	427,982	207,358	220,624	5,481	2,693	2,788	9,222	47	2.57	35,620
2010.3/4	강남구	228,966	569,512	274,156	295,356	562,417	270,498	291,919	7,095	3,658	3,437	14,405	39.54	2.46	42,687
2010.3/4	송파구	259,835	687,846	337,007	350,839	680,338	333,694	346,644	7,508	3,313	4,195	20,304	33.88	2.62	51,775
2010.3/4	강동구	185,847	492,004	246,013	245,991	487,225	244,077	243,148	4,779	1,936	2,843	20,016	24.58	2.62	38,377
2010.4/4	합계	4,224,181	10,575,447	5,236,742	5,338,705	10,312,545	5,111,259	5,201,286	262,902	125,483	137,419	17,473	605.25	2.44	1,007,572
2010.4/4	종로구	77,621	179,362	89,252	90,110	170,578	85,182	85,396	8,784	4,070	4,714	7,502	23.91	2.2	22,458
2010.4/4	중구	61,468	141,200	70,908	70,292	132,822	66,879	65,943	8,378	4,029	4,349	14,177	9.96	2.16	17,504
2010.4/4	용산구	113,204	257,143	125,832	131,311	244,853	119,482	125,371	12,290	6,350	5,940	11,759	21.87	2.16	30,996
2010.4/4	성동구	129,644	316,892	158,771	158,121	309,093	155,067	154,026	7,799	3,704	4,095	18,808	16.85	2.38	32,094
2010.4/4	광진구	159,675	388,775	192,053	196,722	375,463	186,024	189,439	13,312	6,029	7,283	22,786	17.06	2.35	32,241
2010.4/4	동대문구	158,485	379,343	190,317	189,026	366,786	184,874	181,912	12,557	5,443	7,114	26,713	14.2	2.31	42,669
2010.4/4	중랑구	176,096	432,302	216,255	216,047	427,455	214,383	213,072	4,847	1,872	2,975	23,373	18.5	2.43	41,887
2010.4/4	성북구	201,489	497,692	245,659	252,033	488,932	241,927	247,005	8,760	3,732	5,028	20,260	24.57	2.43	53,243
2010.4/4	강북구	142,711	350,007	173,373	176,634	346,520	172,109	174,411	3,487	1,264	2,223	14,824	23.61	2.43	41,702
2010.4/4	도봉구	140,603	370,734	183,283	187,451	368,298	182,407	185,891	2,436	876	1,560	17,908	20.7	2.62	38,214
2010.4/4	노원구	228,022	615,425	301,141	314,284	611,230	299,384	311,846	4,195	1,757	2,438	17,367	35.44	2.68	57,049
2010.4/4	은평구	196,390	492,925	242,564	250,361	488,109	240,536	247,573	4,816	2,028	2,788	16,601	29.69	2.49	53,779
2010.4/4	서대문구	138,473	333,871	162,823	171,048	324,541	158,857	165,684	9,330	3,966	5,364	18,968	17.6	2.34	39,497
2010.4/4	마포구	170,531	400,464	195,145	205,319	391,865	191,034	200,831	8,599	4,111	4,488	16,776	23.87	2.3	41,457
2010.4/4	양천구	183,718	505,223	251,368	253,855	500,001	249,024	250,977	5,222	2,344	2,878	29,020	17.41	2.72	39,067
2010.4/4	강서구	225,313	580,506	286,324	294,182	574,127	283,248	290,879	6,379	3,076	3,303	14,015	41.42	2.55	50,349
2010.4/4	구로구	170,317	452,667	229,189	223,478	423,736	214,032	209,704	28,931	15,157	13,774	22,499	20.12	2.49	39,389
2010.4/4	금천구	103,412	264,544	135,717	128,827	245,195	125,528	119,667	19,349	10,189	9,160	20,350	13	2.37	23,995
2010.4/4	영등포구	171,791	445,648	225,127	220,521	406,833	205,106	201,727	38,815	20,021	18,794	18,141	24.57	2.37	42,764
2010.4/4	동작구	167,887	413,814	203,608	210,206	402,709	198,587	204,122	11,105	5,021	6,084	25,312	16.35	2.4	42,539
2010.4/4	관악구	247,588	549,736	278,445	271,291	531,434	269,783	261,651	18,302	8,662	9,640	18,592	29.57	2.15	50,663
2010.4/4	서초구	170,882	440,021	213,200	226,821	434,720	210,652	224,068	5,301	2,548	2,753	9,361	47	2.54	37,131
2010.4/4	강남구	234,345	577,070	277,932	299,138	570,095	274,303	295,792	6,975	3,629	3,346	14,596	39.54	2.43	44,229
2010.4/4	송파구	264,364	693,144	339,868	353,276	685,279	336,359	348,920	7,865	3,509	4,356	20,460	33.88	2.59	53,156
2010.4/4	강동구	190,152	496,939	248,588	248,351	491,871	246,492	245,379	5,068	2,096	2,972	20,217	24.58	2.59	39,500
2011.1/4	합계	4,221,613	10,581,728	5,238,674	5,343,054	10,307,783	5,107,011	5,200,772	273,945	131,663	142,282	17,397	605.21	2.44	1,018,534
2011.1/4	종로구	77,380	179,068	89,119	89,949	170,099	84,910	85,189	8,969	4,209	4,760	7,421	23.91	2.2	22,595
2011.1/4	중구	61,419	141,401	71,005	70,396	132,913	66,914	65,999	8,488	4,091	4,397	14,212	9.96	2.16	17,707
2011.1/4	용산구	113,264	257,881	126,036	131,845	245,361	119,600	125,761	12,520	6,436	6,084	11,857	21.87	2.17	31,231
2011.1/4	성동구	128,922	314,993	157,705	157,288	306,941	153,873	153,068	8,052	3,832	4,220	18,325	16.85	2.38	32,327
2011.1/4	광진구	159,580	388,811	192,008	196,803	374,794	185,616	189,178	14,017	6,392	7,625	22,661	17.06	2.35	32,580
2011.1/4	동대문구	158,890	380,320	190,779	189,541	367,454	185,183	182,271	12,866	5,596	7,270	26,653	14.2	2.31	43,106
2011.1/4	중랑구	176,003	431,787	215,949	215,838	426,852	214,026	212,826	4,935	1,923	3,012	23,175	18.5	2.43	42,282
2011.1/4	성북구	201,594	498,616	245,935	252,681	489,703	242,147	247,556	8,913	3,788	5,125	20,125	24.57	2.43	53,839
2011.1/4	강북구	142,892	349,943	173,250	176,693	346,367	171,946	174,421	3,576	1,304	2,272	14,780	23.6	2.42	42,156
2011.1/4	도봉구	140,438	370,209	182,989	187,220	367,783	182,077	185,706	2,426	912	1,514	17,774	20.7	2.62	38,518
2011.1/4	노원구	226,913	612,587	299,694	312,893	608,388	297,928	310,460	4,199	1,766	2,433	17,160	35.44	2.68	57,325
2011.1/4	은평구	197,298	496,310	244,017	252,293	491,525	242,012	249,513	4,785	2,005	2,780	16,782	29.69	2.49	54,528
2011.1/4	서대문구	137,520	331,607	161,609	169,998	321,991	157,572	164,419	9,616	4,037	5,579	18,434	17.6	2.34	39,623
2011.1/4	마포구	170,861	402,028	195,771	206,257	393,110	191,543	201,567	8,918	4,228	4,690	16,720	23.84	2.3	41,831
2011.1/4	양천구	182,998	503,867	250,598	253,269	498,473	248,168	250,305	5,394	2,430	2,964	29,049	17.41	2.72	39,472
2011.1/4	강서구	224,967	579,669	285,926	293,743	573,182	282,765	290,417	6,487	3,161	3,326	13,901	41.43	2.55	50,965
2011.1/4	구로구	169,826	453,364	229,662	223,702	422,544	213,355	209,189	30,820	16,307	14,513	22,806	20.12	2.49	39,808
2011.1/4	금천구	103,506	265,159	136,164	128,995	244,555	125,238	119,317	20,604	10,926	9,678	20,326	13	2.36	24,272
2011.1/4	영등포구	171,985	447,738	226,355	221,383	406,276	204,793	201,483	41,462	21,562	19,900	17,892	24.57	2.36	43,358
2011.1/4	동작구	167,765	414,191	203,778	210,413	402,491	198,435	204,056	11,700	5,343	6,357	25,296	16.35	2.4	42,901
2011.1/4	관악구	248,362	550,800	278,955	271,845	531,539	269,767	261,772	19,261	9,188	10,073	18,478	29.57	2.14	51,411
2011.1/4	서초구	170,521	440,188	213,263	226,925	434,809	210,668	224,141	5,379	2,595	2,784	9,340	47	2.55	37,596
2011.1/4	강남구	233,533	576,453	277,561	298,892	569,367	273,844	295,523	7,086	3,717	3,369	14,501	39.51	2.44	44,834
2011.1/4	송파구	263,832	692,962	339,594	353,368	684,786	335,882	348,904	8,176	3,712	4,464	20,382	33.88	2.6	53,766
2011.1/4	강동구	191,344	501,776	250,952	250,824	496,480	248,749	247,731	5,296	2,203	3,093	20,359	24.59	2.59	40,503
2011.2/4	합계	4,210,104	10,570,064	5,231,751	5,338,313	10,288,284	5,095,751	5,192,533	281,780	136,000	145,780	17,397	605.21	2.44	1,025,615
2011.2/4	종로구	77,121	178,779	88,814	89,965	169,473	84,496	84,977	9,306	4,318	4,988	7,421	23.91	2.2	22,708
2011.2/4	중구	61,110	141,083	70,990	70,093	132,406	66,751	65,655	8,677	4,239	4,438	14,212	9.96	2.17	17,748
2011.2/4	용산구	113,330	259,659	126,848	132,811	247,057	120,352	126,705	12,602	6,496	6,106	11,857	21.87	2.18	31,414
2011.2/4	성동구	128,052	313,333	156,923	156,410	305,113	152,984	152,129	8,220	3,939	4,281	18,325	16.85	2.38	32,279
