"행정구역(시군구)별","이동규모별","항목","단위","2016. 10 월",
"전국","계","총전입","건","379840",
"전국","계","총전출","건","379840",
"전국","계","순이동","건","0",
"전국","계","시도내-시군구내이동","건","131264",
"전국","계","시도내-시군구간전입","건","109570",
"전국","계","시도내-시군구간전출","건","109570",
"전국","계","시도간전입","건","139006",
"전국","계","시도간전출","건","139006",
"전국","1인","총전입","건","257989",
"전국","1인","총전출","건","257989",
"전국","1인","순이동","건","0",
"전국","1인","시도내-시군구내이동","건","73031",
"전국","1인","시도내-시군구간전입","건","75090",
"전국","1인","시도내-시군구간전출","건","75090",
"전국","1인","시도간전입","건","109868",
"전국","1인","시도간전출","건","109868",
"전국","2인","총전입","건","50676",
"전국","2인","총전출","건","50676",
"전국","2인","순이동","건","0",
"전국","2인","시도내-시군구내이동","건","21859",
"전국","2인","시도내-시군구간전입","건","14606",
"전국","2인","시도내-시군구간전출","건","14606",
"전국","2인","시도간전입","건","14211",
"전국","2인","시도간전출","건","14211",
"전국","3인","총전입","건","36774",
"전국","3인","총전출","건","36774",
"전국","3인","순이동","건","0",
"전국","3인","시도내-시군구내이동","건","18008",
"전국","3인","시도내-시군구간전입","건","10553",
"전국","3인","시도내-시군구간전출","건","10553",
"전국","3인","시도간전입","건","8213",
"전국","3인","시도간전출","건","8213",
"전국","4인","총전입","건","27080",
"전국","4인","총전출","건","27080",
"전국","4인","순이동","건","0",
"전국","4인","시도내-시군구내이동","건","14372",
"전국","4인","시도내-시군구간전입","건","7383",
"전국","4인","시도내-시군구간전출","건","7383",
"전국","4인","시도간전입","건","5325",
"전국","4인","시도간전출","건","5325",
"전국","5인","총전입","건","5983",
"전국","5인","총전출","건","5983",
"전국","5인","순이동","건","0",
"전국","5인","시도내-시군구내이동","건","3246",
"전국","5인","시도내-시군구간전입","건","1616",
"전국","5인","시도내-시군구간전출","건","1616",
"전국","5인","시도간전입","건","1121",
"전국","5인","시도간전출","건","1121",
"전국","6인","총전입","건","1035",
"전국","6인","총전출","건","1035",
"전국","6인","순이동","건","0",
"전국","6인","시도내-시군구내이동","건","576",
"전국","6인","시도내-시군구간전입","건","251",
"전국","6인","시도내-시군구간전출","건","251",
"전국","6인","시도간전입","건","208",
"전국","6인","시도간전출","건","208",
"전국","7인","총전입","건","210",
"전국","7인","총전출","건","210",
"전국","7인","순이동","건","0",
"전국","7인","시도내-시군구내이동","건","110",
"전국","7인","시도내-시군구간전입","건","53",
"전국","7인","시도내-시군구간전출","건","53",
"전국","7인","시도간전입","건","47",
"전국","7인","시도간전출","건","47",
