"측정일자","물재생센터명칭","처리장구분","1차하수처리량","2차하수처리량"
"2019/05/31","탄천물재생센터","제2처리장","0","265331"
"2019/05/31","탄천물재생센터","제1처리장","0","377555"
"2019/05/30","난지물재생센터","중계펌프장(상암)","","9752"
"2019/05/30","난지물재생센터","제2처리장","0","290455"
"2019/05/30","난지물재생센터","정화조오니처리장","1193","5157"
"2019/05/30","난지물재생센터","제1처리장","0","229754"
"2019/05/30","서남물재생센터","제1처리장","0","496900"
"2019/05/30","서남물재생센터","제2처리장","0","952617"
"2019/05/30","중랑물재생센터","제4처리장","0","158740"
"2019/05/30","중랑물재생센터","제3처리장","0","554840"
"2019/05/30","중랑물재생센터","제1처리장","0","179350"
"2019/05/30","중랑물재생센터","제2처리장","0","234828"
"2019/05/29","중랑물재생센터","제1처리장","0","146220"
"2019/05/29","중랑물재생센터","제2처리장","0","211700"
"2019/05/29","탄천물재생센터","제2처리장","0","261174"
"2019/05/29","탄천물재생센터","제1처리장","0","393683"
"2019/05/28","난지물재생센터","중계펌프장(상암)","","10854"
"2019/05/28","난지물재생센터","제2처리장","0","291560"
"2019/05/28","난지물재생센터","정화조오니처리장","769","4728"
"2019/05/28","난지물재생센터","제1처리장","0","232428"
"2019/05/23","난지물재생센터","정화조오니처리장","1086","4640"
"2019/05/23","난지물재생센터","제1처리장","0","230517"
"2019/05/23","서남물재생센터","제1처리장","0","538973"
"2019/05/23","서남물재생센터","제2처리장","0","970298"
"2019/05/23","중랑물재생센터","제4처리장","0","112530"
"2019/05/23","중랑물재생센터","제3처리장","0","579700"
"2019/05/23","중랑물재생센터","제1처리장","0","181300"
"2019/05/23","중랑물재생센터","제2처리장","0","226454"
"2019/05/23","탄천물재생센터","제2처리장","0","282181"
"2019/05/23","탄천물재생센터","제1처리장","0","390718"
"2019/05/22","난지물재생센터","제2처리장","0","287130"
"2019/05/22","탄천물재생센터","제2처리장","0","274397"
"2019/05/22","탄천물재생센터","제1처리장","0","383704"
"2019/05/21","난지물재생센터","제1처리장","0","239557"
"2019/05/21","난지물재생센터","중계펌프장(상암)","","10895"
"2019/05/21","난지물재생센터","정화조오니처리장","661","5320"
"2019/05/21","난지물재생센터","제2처리장","0","296719"
"2019/05/21","서남물재생센터","제1처리장","0","504409"
"2019/05/21","서남물재생센터","제2처리장","0","926797"
"2019/05/21","중랑물재생센터","제3처리장","0","622760"
"2019/05/21","중랑물재생센터","제1처리장","0","140050"
"2019/05/21","중랑물재생센터","제4처리장","0","126260"
"2019/05/16","서남물재생센터","제1처리장","0","529330"
"2019/05/16","중랑물재생센터","제3처리장","0","599650"
"2019/05/16","중랑물재생센터","제1처리장","0","179290"
"2019/05/16","중랑물재생센터","제4처리장","0","96570"
"2019/05/16","중랑물재생센터","제2처리장","0","226686"
"2019/05/16","탄천물재생센터","제2처리장","0","254905"
"2019/05/16","탄천물재생센터","제1처리장","0","410344"
"2019/05/15","난지물재생센터","제2처리장","0","291182"
"2019/05/15","난지물재생센터","중계펌프장(상암)","","10918"
"2019/05/15","난지물재생센터","제1처리장","0","229921"
"2019/05/15","난지물재생센터","정화조오니처리장","713","5187"
"2019/05/14","난지물재생센터","제1처리장","0","223389"
"2019/05/14","난지물재생센터","정화조오니처리장","573","4258"
"2019/05/14","서남물재생센터","제2처리장","0","943325"
"2019/05/14","서남물재생센터","제1처리장","0","521984"
"2019/05/14","중랑물재생센터","제3처리장","0","583570"
"2019/05/14","중랑물재생센터","제1처리장","0","182130"
"2019/05/14","중랑물재생센터","제4처리장","0","99260"
"2019/05/14","중랑물재생센터","제2처리장","0","225637"
"2019/05/14","탄천물재생센터","제2처리장","0","233370"
"2019/05/14","탄천물재생센터","제1처리장","0","416054"
"2019/05/09","탄천물재생센터","제1처리장","0","369301"
"2019/05/08","난지물재생센터","제1처리장","0","228061"
"2019/05/08","난지물재생센터","중계펌프장(상암)","","10182"
"2019/05/08","난지물재생센터","정화조오니처리장","774","4507"
"2019/05/08","난지물재생센터","제2처리장","0","288612"
"2019/05/08","서남물재생센터","제2처리장","0","959439"
"2019/05/08","서남물재생센터","제1처리장","0","495237"
"2019/05/08","중랑물재생센터","제1처리장","0","193180"
"2019/05/08","중랑물재생센터","제4처리장","0","89900"
"2019/05/08","중랑물재생센터","제3처리장","0","575440"
"2019/05/08","중랑물재생센터","제2처리장","0","203991"
"2019/05/08","탄천물재생센터","제1처리장","0","388824"
"2019/05/08","탄천물재생센터","제2처리장","0","269599"
"2019/05/07","탄천물재생센터","제1처리장","0","396435"
"2019/05/07","탄천물재생센터","제2처리장","0","279108"
"2019/05/06","난지물재생센터","제1처리장","0","225494"
"2019/05/06","난지물재생센터","중계펌프장(상암)","","8384"
"2019/05/06","난지물재생센터","정화조오니처리장","122","3127"
"2019/05/06","난지물재생센터","제2처리장","0","280599"
"2019/05/06","서남물재생센터","제1처리장","0","488655"
"2019/05/06","서남물재생센터","제2처리장","0","899919"
"2019/05/02","서남물재생센터","제2처리장","0","929697"
"2019/05/01","서남물재생센터","제1처리장","0","501659"
"2019/05/01","서남물재생센터","제2처리장","0","935594"
"2019/05/01","중랑물재생센터","제1처리장","0","183920"
"2019/05/01","중랑물재생센터","제4처리장","0","101590"
"2019/05/01","중랑물재생센터","제2처리장","0","228467"
"2019/05/01","중랑물재생센터","제3처리장","0","609910"
"2019/05/01","탄천물재생센터","제1처리장","0","380351"
"2019/05/01","탄천물재생센터","제2처리장","0","252998"
"2019/04/30","난지물재생센터","정화조오니처리장","704","3888"
"2019/04/30","난지물재생센터","중계펌프장(상암)","0","9915"
"2019/04/30","난지물재생센터","제1처리장","0","219940.56"
"2019/04/30","난지물재생센터","제2처리장","0","275918.41"
"2019/04/29","난지물재생센터","중계펌프장(상암)","0","10954"
"2019/04/29","난지물재생센터","제1처리장","0","222596.1"
"2019/04/29","난지물재생센터","제2처리장","0","282240.61"
"2019/04/29","서남물재생센터","제2처리장","0","945468"
"2019/04/29","서남물재생센터","제1처리장","0","523598"
"2019/04/29","중랑물재생센터","제3처리장","0","604880"
"2019/04/29","중랑물재생센터","제2처리장","0","218464"
"2019/04/25","중랑물재생센터","제2처리장","0","325530"
"2019/04/24","중랑물재생센터","제4처리장","0","123870"
"2019/04/24","중랑물재생센터","제1처리장","0","174860"
"2019/04/24","중랑물재생센터","제2처리장","0","290680"
"2019/04/24","중랑물재생센터","제3처리장","0","632710"
"2019/04/24","탄천물재생센터","제2처리장","0","293445"
"2019/04/24","탄천물재생센터","제1처리장","0","500671"
"2019/04/23","난지물재생센터","제1처리장","0","240316.77"
"2019/04/23","난지물재생센터","제2처리장","0","304271.4"
"2019/04/23","난지물재생센터","중계펌프장(상암)","0","11047"
"2019/04/23","난지물재생센터","정화조오니처리장","820","3899"
"2019/04/23","서남물재생센터","제2처리장","0","935473"
"2019/04/23","서남물재생센터","제1처리장","0","535062"
"2019/04/22","서남물재생센터","제2처리장","0","929277"
"2019/04/22","서남물재생센터","제1처리장","0","526408"
"2019/04/22","중랑물재생센터","제4처리장","0","100810"
"2019/04/22","중랑물재생센터","제1처리장","0","188200"
"2019/04/22","중랑물재생센터","제2처리장","0","282314"
"2019/04/22","중랑물재생센터","제3처리장","0","590130"
"2019/04/22","탄천물재생센터","제2처리장","0","241733"
"2019/04/22","탄천물재생센터","제1처리장","0","421522"
"2019/04/17","중랑물재생센터","제4처리장","0","106190"
"2019/04/17","탄천물재생센터","제2처리장","0","220091"
"2019/04/17","탄천물재생센터","제1처리장","0","422699"
"2019/04/16","난지물재생센터","정화조오니처리장","625","5376"
"2019/04/16","난지물재생센터","제1처리장","0","215802.73"
"2019/04/16","난지물재생센터","제2처리장","0","273422.24"
"2019/04/16","난지물재생센터","중계펌프장(상암)","0","10970"
"2019/04/16","서남물재생센터","제1처리장","0","539270"
"2019/04/16","서남물재생센터","제2처리장","0","942962"
"2019/04/16","중랑물재생센터","제2처리장","0","249235"
"2019/04/15","서남물재생센터","제1처리장","0","506180"
"2019/04/15","서남물재생센터","제2처리장","0","944461"
"2019/04/15","중랑물재생센터","제2처리장","0","228579"
"2019/04/15","중랑물재생센터","제3처리장","0","602850"
"2019/04/15","중랑물재생센터","제1처리장","0","192800"
"2019/04/15","중랑물재생센터","제4처리장","0","103530"
"2019/04/15","탄천물재생센터","제2처리장","0","243564"
"2019/04/15","탄천물재생센터","제1처리장","0","433796"
"2019/04/14","난지물재생센터","정화조오니처리장","321","3791"
"2019/04/10","탄천물재생센터","제1처리장","0","454585"
"2019/04/09","난지물재생센터","제1처리장","677","270257.75"
"2019/04/09","난지물재생센터","제2처리장","608","336772.1"
"2019/04/09","난지물재생센터","정화조오니처리장","731","4045"
"2019/04/09","난지물재생센터","중계펌프장(상암)","0","13175"
"2019/04/09","서남물재생센터","제1처리장","16938","517395"
"2019/04/09","서남물재생센터","제2처리장","76054","956979"
"2019/04/09","중랑물재생센터","제2처리장","0","229798"
"2019/04/09","중랑물재생센터","제3처리장","61020","670910"
"2019/04/09","중랑물재생센터","제1처리장","0","142190"
"2019/04/09","중랑물재생센터","제4처리장","14750","119370"
"2019/04/08","중랑물재생센터","제4처리장","0","98610"
"2019/04/08","중랑물재생센터","제2처리장","0","232724"
"2019/04/08","탄천물재생센터","제1처리장","0","428013"
"2019/04/08","탄천물재생센터","제2처리장","0","228175"
"2019/04/07","난지물재생센터","제2처리장","0","272837.08"
"2019/04/07","난지물재생센터","정화조오니처리장","269","4038"
"2019/04/07","난지물재생센터","중계펌프장(상암)","0","8741"
"2019/04/07","난지물재생센터","제1처리장","0","221318.62"
"2019/04/07","서남물재생센터","제1처리장","0","478883"
"2019/04/07","서남물재생센터","제2처리장","0","938583"
"2019/04/02","난지물재생센터","정화조오니처리장","689","4656"
"2019/04/02","난지물재생센터","제1처리장","0","231047.16"
"2019/04/02","서남물재생센터","제1처리장","0","494071"
"2019/04/02","서남물재생센터","제2처리장","0","959672"
"2019/04/02","중랑물재생센터","제2처리장","0","223809"
"2019/04/02","중랑물재생센터","제1처리장","0","169060"
"2019/04/02","중랑물재생센터","제4처리장","0","97500"
"2019/04/02","중랑물재생센터","제3처리장","0","568150"
"2019/04/02","탄천물재생센터","제2처리장","0","238897"
"2019/04/02","탄천물재생센터","제1처리장","0","404583"
"2019/04/01","탄천물재생센터","제2처리장","0","237833"
"2019/04/01","탄천물재생센터","제1처리장","0","417146"
"2019/03/31","난지물재생센터","제1처리장","0","224365"
"2019/03/31","난지물재생센터","제2처리장","0","271435"
"2019/03/31","난지물재생센터","정화조오니처리장","447","4390"
"2019/03/31","난지물재생센터","중계펌프장(상암)","","8494"
"2019/03/31","서남물재생센터","제2처리장","0","949055"
"2019/03/31","서남물재생센터","제1처리장","0","483320"
"2019/03/31","중랑물재생센터","제1처리장","0","173300"
"2019/03/31","중랑물재생센터","제2처리장","0","178045"
"2019/03/31","중랑물재생센터","제3처리장","0","580510"
"2019/03/31","중랑물재생센터","제4처리장","0","107830"
"2019/03/26","중랑물재생센터","제2처리장","0","225831"
"2019/03/26","중랑물재생센터","제3처리장","0","586040"
"2019/03/25","중랑물재생센터","제2처리장","0","207006"
"2019/03/25","중랑물재생센터","제3처리장","0","602620"
"2019/03/25","중랑물재생센터","제4처리장","0","106340"
"2019/03/25","탄천물재생센터","제2처리장","0","248611"
"2019/03/25","탄천물재생센터","제1처리장","0","399470"
"2019/03/24","난지물재생센터","제2처리장","0","278652"
"2019/03/24","난지물재생센터","제1처리장","0","231143"
"2019/03/24","난지물재생센터","정화조오니처리장","352","4170"
"2019/03/24","난지물재생센터","중계펌프장(상암)","","8858"
"2019/03/24","서남물재생센터","제1처리장","0","519060"
"2019/03/24","서남물재생센터","제2처리장","0","969706"
"2019/03/24","중랑물재생센터","제1처리장","0","172630"
"2019/03/23","서남물재생센터","제1처리장","0","499788"
"2019/03/23","중랑물재생센터","제2처리장","0","227219"
"2019/03/23","중랑물재생센터","제3처리장","0","608380"
"2019/03/23","중랑물재생센터","제1처리장","0","180040"
"2019/03/23","중랑물재생센터","제4처리장","5180","130570"
"2019/03/23","탄천물재생센터","제2처리장","0","300802"
"2019/03/23","탄천물재생센터","제1처리장","0","398380"
"2019/03/18","탄천물재생센터","제1처리장","0","410079"
"2019/03/17","난지물재생센터","제1처리장","0","234448"
"2019/03/17","난지물재생센터","정화조오니처리장","310","3818"
"2019/03/17","난지물재생센터","제2처리장","0","283669"
"2019/03/17","난지물재생센터","중계펌프장(상암)","","9334"
"2019/03/17","서남물재생센터","제2처리장","0","966079"
"2019/03/17","서남물재생센터","제1처리장","0","498044"
"2019/03/17","중랑물재생센터","제2처리장","0","237813"
"2019/03/17","중랑물재생센터","제3처리장","0","595800"
"2019/03/17","중랑물재생센터","제1처리장","0","179840"
"2019/03/17","중랑물재생센터","제4처리장","0","82980"
"2019/03/17","탄천물재생센터","제2처리장","0","250298"
"2019/03/17","탄천물재생센터","제1처리장","0","385352"
"2019/03/16","탄천물재생센터","제2처리장","0","250937"
"2019/03/16","탄천물재생센터","제1처리장","0","423468"
"2019/03/15","난지물재생센터","정화조오니처리장","479","4636"
"2019/03/15","난지물재생센터","제2처리장","0","273984"
"2019/03/15","난지물재생센터","제1처리장","0","223803"
"2019/03/15","난지물재생센터","중계펌프장(상암)","","10800"
"2019/03/15","서남물재생센터","제1처리장","0","494930"
"2019/03/15","서남물재생센터","제2처리장","0","960070"
"2019/03/11","서남물재생센터","제1처리장","0","483103"
"2019/03/11","중랑물재생센터","제3처리장","0","580060"
"2019/03/11","중랑물재생센터","제2처리장","0","246081"
"2019/03/10","중랑물재생센터","제3처리장","0","596610"
"2019/03/10","중랑물재생센터","제2처리장","0","253950"
"2019/03/10","중랑물재생센터","제1처리장","0","180760"
"2019/03/10","중랑물재생센터","제4처리장","0","76190"
"2019/03/10","탄천물재생센터","제1처리장","0","382047"
"2019/03/10","탄천물재생센터","제2처리장","0","247993"
"2019/03/09","난지물재생센터","중계펌프장(상암)","","9140"
"2019/03/09","난지물재생센터","제2처리장","0","272921"
"2019/03/09","난지물재생센터","정화조오니처리장","692","4668"
"2019/03/09","난지물재생센터","제1처리장","0","222751"
"2019/03/09","서남물재생센터","제2처리장","0","965056"
"2019/03/09","서남물재생센터","제1처리장","0","483928"
"2019/03/08","서남물재생센터","제2처리장","0","976539"
"2019/03/08","서남물재생센터","제1처리장","0","456988"
"2019/03/08","중랑물재생센터","제3처리장","0","557110"
"2019/03/08","중랑물재생센터","제2처리장","0","238539"
"2019/03/08","중랑물재생센터","제1처리장","0","186240"
"2019/03/08","중랑물재생센터","제4처리장","0","113590"
"2019/03/04","탄천물재생센터","제1처리장","0","389207"
"2019/03/03","난지물재생센터","중계펌프장(상암)","","9523"
"2019/03/02","난지물재생센터","제2처리장","0","261807"
"2019/03/02","난지물재생센터","중계펌프장(상암)","","9565"
"2019/03/02","난지물재생센터","제1처리장","0","212106"
"2019/03/02","난지물재생센터","정화조오니처리장","171","2192"
"2019/03/02","서남물재생센터","제2처리장","0","913740"
"2019/03/02","서남물재생센터","제1처리장","0","472727"
"2019/03/02","중랑물재생센터","제3처리장","0","578350"
"2019/03/02","중랑물재생센터","제2처리장","0","239684"
"2019/03/02","중랑물재생센터","제4처리장","0","71970"
"2019/03/02","중랑물재생센터","제1처리장","0","175020"
"2019/03/02","탄천물재생센터","제2처리장","0","266793"
"2019/03/02","탄천물재생센터","제1처리장","0","336511"
"2019/03/01","탄천물재생센터","제1처리장","0","337363"
"2019/03/01","탄천물재생센터","제2처리장","0","280345"
"2019/02/28","난지물재생센터","중계펌프장(상암)","","12064"
"2019/02/28","난지물재생센터","정화조오니처리장","279","2758"
"2019/02/28","난지물재생센터","제1처리장","0","214561.08"
"2019/02/28","난지물재생센터","제2처리장","0","265167.1"
"2019/02/28","서남물재생센터","제2처리장","0","943924"
"2019/02/28","서남물재생센터","제1처리장","0","483515"
"2019/02/24","서남물재생센터","제2처리장","0","929810"
"2019/02/24","서남물재생센터","제1처리장","0","498165"
"2019/02/23","난지물재생센터","제1처리장","0","208880.7"
"2019/02/23","서남물재생센터","제2처리장","0","939353"
"2019/02/23","서남물재생센터","제1처리장","0","501759"
"2019/02/23","중랑물재생센터","제4처리장","0","93240"
"2019/02/23","중랑물재생센터","제3처리장","0","593950"
"2019/02/23","중랑물재생센터","제1처리장","0","178244"
"2019/02/23","중랑물재생센터","제2처리장","0","220637"
"2019/02/23","탄천물재생센터","제2처리장","0","260372"
"2019/02/23","탄천물재생센터","제1처리장","0","371285"
"2019/02/22","난지물재생센터","중계펌프장(상암)","","12179"
"2019/02/22","난지물재생센터","제2처리장","0","273219.99"
"2019/02/22","난지물재생센터","정화조오니처리장","539","4546"
"2019/02/22","난지물재생센터","제1처리장","0","218572.31"
"2019/02/22","서남물재생센터","제2처리장","0","950441"
"2019/02/22","서남물재생센터","제1처리장","0","493545"
"2019/02/21","서남물재생센터","제1처리장","0","492575"
"2019/02/21","중랑물재생센터","제4처리장","0","91510"
"2019/02/21","중랑물재생센터","제3처리장","0","583500"
"2019/02/21","중랑물재생센터","제1처리장","0","178258"
"2019/02/21","중랑물재생센터","제2처리장","0","218348"
"2019/02/17","중랑물재생센터","제1처리장","0","162715"
"2019/02/17","중랑물재생센터","제3처리장","0","581800"
"2019/02/17","중랑물재생센터","제4처리장","0","80380"
"2019/02/17","중랑물재생센터","제2처리장","0","245774"
"2019/02/17","탄천물재생센터","제2처리장","0","280930"
"2019/02/17","탄천물재생센터","제1처리장","0","358844"
"2019/02/16","난지물재생센터","정화조오니처리장","480","2902"
"2019/02/15","난지물재생센터","중계펌프장(상암)","","11972"
"2019/02/15","난지물재생센터","정화조오니처리장","263","4700"
"2019/02/15","난지물재생센터","제1처리장","0","229685.35"
"2019/02/15","난지물재생센터","제2처리장","0","287302.21"
"2019/02/15","서남물재생센터","제2처리장","0","943369"
"2019/02/15","서남물재생센터","제1처리장","0","498807"
"2019/02/15","중랑물재생센터","제2처리장","0","231118"
"2019/02/15","중랑물재생센터","제4처리장","0","95640"
"2019/02/15","중랑물재생센터","제1처리장","0","179874"
"2019/02/15","중랑물재생센터","제3처리장","0","575910"
"2019/02/15","탄천물재생센터","제2처리장","0","292687"
"2019/02/14","중랑물재생센터","제3처리장","0","565230"
"2019/02/14","탄천물재생센터","제2처리장","0","283828"
"2019/02/14","탄천물재생센터","제1처리장","0","361824"
"2019/02/10","탄천물재생센터","제1처리장","0","333556"
"2019/02/09","난지물재생센터","중계펌프장(상암)","","10477"
"2019/02/09","난지물재생센터","정화조오니처리장","498","4105"
"2019/02/09","난지물재생센터","제1처리장","0","220388.99"
"2019/02/09","난지물재생센터","제2처리장","0","268374.09"
"2019/02/09","서남물재생센터","제1처리장","0","490889"
"2019/02/09","서남물재생센터","제2처리장","0","939434"
"2019/02/08","서남물재생센터","제1처리장","0","504704"
"2019/02/08","서남물재생센터","제2처리장","0","942031"
"2019/02/08","중랑물재생센터","제2처리장","0","231901"
"2019/02/08","중랑물재생센터","제4처리장","0","102860"
"2019/02/08","중랑물재생센터","제1처리장","0","184408"
"2019/02/08","중랑물재생센터","제3처리장","0","558260"
"2019/02/08","탄천물재생센터","제2처리장","0","297535"
"2019/02/08","탄천물재생센터","제1처리장","0","335049"
"2019/02/07","난지물재생센터","중계펌프장(상암)","","12190"
"2019/02/07","난지물재생센터","제1처리장","0","222569.97"
"2019/02/07","난지물재생센터","제2처리장","0","277837.44"
"2019/02/07","난지물재생센터","정화조오니처리장","332","3344"
"2019/02/06","난지물재생센터","제2처리장","0","265403.83"
"2019/02/06","난지물재생센터","정화조오니처리장","234","2313"
"2019/02/02","난지물재생센터","정화조오니처리장","222","2297"
"2019/02/02","서남물재생센터","제1처리장","0","493008"
"2019/02/02","서남물재생센터","제2처리장","0","922895"
"2019/02/02","중랑물재생센터","제2처리장","0","227200"
"2019/02/02","중랑물재생센터","제4처리장","0","111180"
"2019/02/02","중랑물재생센터","제1처리장","0","177351"
"2019/02/02","중랑물재생센터","제3처리장","0","587080"
"2019/02/01","중랑물재생센터","제4처리장","0","88320"
"2019/02/01","중랑물재생센터","제1처리장","0","192481"
"2019/02/01","중랑물재생센터","제3처리장","0","573430"
"2019/02/01","탄천물재생센터","제1처리장","0","383276"
"2019/02/01","탄천물재생센터","제2처리장","0","251299"
"2019/01/31","난지물재생센터","제1처리장","0","208215"
"2019/01/31","난지물재생센터","정화조오니처리장","361","3252"
"2019/01/31","난지물재생센터","중계펌프장(상암)","","12507"
"2019/01/31","난지물재생센터","제2처리장","0","276130"
"2019/01/31","서남물재생센터","제1처리장","0","502986"
"2019/01/31","서남물재생센터","제2처리장","0","948962"
"2019/01/31","중랑물재생센터","제1처리장","0","164250"
"2019/01/31","중랑물재생센터","제3처리장","0","614420"
"2019/01/26","탄천물재생센터","제2처리장","0","279889"
"2019/01/26","탄천물재생센터","제1처리장","0","397605"
"2019/01/25","난지물재생센터","제1처리장","0","213509"
"2019/01/25","난지물재생센터","중계펌프장(상암)","","11749"
"2019/01/25","난지물재생센터","제2처리장","0","281444"
"2019/01/25","난지물재생센터","정화조오니처리장","429","4311"
"2019/01/25","서남물재생센터","제2처리장","0","931811"
"2019/01/24","서남물재생센터","제2처리장","0","954064"
"2019/01/24","서남물재생센터","제1처리장","0","513287"
"2019/01/24","중랑물재생센터","제3처리장","0","581260"
"2019/01/24","중랑물재생센터","제1처리장","0","187690"
"2019/01/24","중랑물재생센터","제2처리장","0","219627"
"2019/01/24","중랑물재생센터","제4처리장","0","81160"
"2019/01/24","탄천물재생센터","제2처리장","0","239632"
"2019/01/24","탄천물재생센터","제1처리장","0","394202"
"2019/01/23","난지물재생센터","제1처리장","0","212887"
"2019/01/23","난지물재생센터","중계펌프장(상암)","","12542"
"2019/01/23","난지물재생센터","제2처리장","0","281497"
"2019/01/23","난지물재생센터","정화조오니처리장","1193","5442"
"2019/01/22","난지물재생센터","정화조오니처리장","695","4533"
"2019/01/22","서남물재생센터","제2처리장","0","948580"
"2019/01/22","서남물재생센터","제1처리장","0","492417"
"2019/01/18","서남물재생센터","제2처리장","0","940890"
"2019/01/18","서남물재생센터","제1처리장","0","508353"
"2019/01/18","중랑물재생센터","제1처리장","0","184130"
"2019/01/18","중랑물재생센터","제3처리장","0","567560"
"2019/01/18","중랑물재생센터","제2처리장","0","259673"
"2019/01/18","중랑물재생센터","제4처리장","0","89260"
"2019/01/18","탄천물재생센터","제2처리장","0","250489"
"2019/01/18","탄천물재생센터","제1처리장","0","399610"
"2019/01/17","탄천물재생센터","제2처리장","0","227887"
"2019/01/17","탄천물재생센터","제1처리장","0","403410"
"2019/01/16","난지물재생센터","제1처리장","0","212309"
"2019/01/16","난지물재생센터","중계펌프장(상암)","","12202"
"2019/01/16","난지물재생센터","제2처리장","0","281181"
"2019/01/16","난지물재생센터","정화조오니처리장","695","5086"
"2019/01/16","서남물재생센터","제2처리장","0","935413"
"2019/01/16","서남물재생센터","제1처리장","0","521127"
"2019/01/16","중랑물재생센터","제1처리장","0","185280"
"2019/01/16","중랑물재생센터","제3처리장","0","592890"
"2019/01/16","중랑물재생센터","제2처리장","0","215376"
"2019/01/16","중랑물재생센터","제4처리장","0","88990"
"2019/01/15","중랑물재생센터","제2처리장","0","228114"
"2019/01/11","탄천물재생센터","제1처리장","0","414597"
"2019/01/10","난지물재생센터","제1처리장","0","211038"
"2019/01/10","난지물재생센터","제2처리장","0","296213"
"2019/01/10","난지물재생센터","정화조오니처리장","790","5903"
"2019/01/10","난지물재생센터","중계펌프장(상암)","","11715"
"2019/01/10","서남물재생센터","제2처리장","0","946182"
"2019/01/10","서남물재생센터","제1처리장","0","488576"
"2019/01/09","서남물재생센터","제1처리장","0","497670"
"2019/01/09","서남물재생센터","제2처리장","0","945834"
"2019/01/09","중랑물재생센터","제3처리장","0","551006"
"2019/01/09","중랑물재생센터","제1처리장","0","167480"
"2019/01/09","중랑물재생센터","제2처리장","0","219960"
"2019/01/09","중랑물재생센터","제4처리장","0","98180"
"2019/01/09","탄천물재생센터","제2처리장","0","234687"
"2019/01/09","탄천물재생센터","제1처리장","0","403219"
"2019/01/08","난지물재생센터","제1처리장","0","205523"
"2019/01/08","난지물재생센터","제2처리장","0","288586"
"2019/01/08","난지물재생센터","정화조오니처리장","712","4612"
"2019/01/08","난지물재생센터","중계펌프장(상암)","","12579"
"2019/01/08","서남물재생센터","제2처리장","0","952040"
"2019/01/07","서남물재생센터","제1처리장","0","497917"
"2019/01/03","서남물재생센터","제2처리장","0","944329"
"2019/01/03","중랑물재생센터","제3처리장","0","600293"
"2019/01/03","중랑물재생센터","제1처리장","0","139370"
"2019/01/03","중랑물재생센터","제2처리장","0","229809"
"2019/01/03","중랑물재생센터","제4처리장","0","158880"
"2019/01/03","탄천물재생센터","제2처리장","0","268688"
"2019/01/03","탄천물재생센터","제1처리장","0","391227"
"2019/01/01","난지물재생센터","중계펌프장(상암)","","10107"
"2019/01/01","난지물재생센터","제2처리장","0","281679"
"2019/01/01","난지물재생센터","제1처리장","0","200125"
"2019/01/01","난지물재생센터","정화조오니처리장","129","1430"
"2019/01/01","서남물재생센터","제1처리장","0","501437"
"2019/01/01","서남물재생센터","제2처리장","0","928590"
"2019/01/01","중랑물재생센터","제4처리장","0","153090"
"2019/01/01","중랑물재생센터","제1처리장","0","142710"
"2019/05/28","서남물재생센터","제1처리장","20391","553365"
"2019/05/28","서남물재생센터","제2처리장","17163","966555"
"2019/05/28","중랑물재생센터","제4처리장","0","115410"
"2019/05/27","서남물재생센터","제1처리장","8392","550616"
"2019/05/27","서남물재생센터","제2처리장","6285","969840"
"2019/05/27","중랑물재생센터","제4처리장","19750","201770"
"2019/05/27","중랑물재생센터","제3처리장","16320","711160"
"2019/05/27","중랑물재생센터","제1처리장","0","147650"
"2019/05/27","중랑물재생센터","제2처리장","0","199938"
"2019/05/27","탄천물재생센터","제2처리장","0","268838"
"2019/05/27","탄천물재생센터","제1처리장","16895","438438"
"2019/05/26","난지물재생센터","중계펌프장(상암)","","9168"
"2019/05/26","난지물재생센터","제2처리장","0","293360"
"2019/05/26","난지물재생센터","정화조오니처리장","312","3750"
"2019/05/26","난지물재생센터","제1처리장","0","233942"
"2019/05/26","서남물재생센터","제1처리장","0","511396"
"2019/05/26","서남물재생센터","제2처리장","0","947360"
"2019/05/25","서남물재생센터","제1처리장","0","522129"
"2019/05/25","서남물재생센터","제2처리장","0","954907"
"2019/05/25","중랑물재생센터","제4처리장","0","135290"
"2019/05/25","중랑물재생센터","제3처리장","0","579040"
"2019/05/25","중랑물재생센터","제1처리장","0","186170"
"2019/05/25","중랑물재생센터","제2처리장","0","225374"
"2019/05/25","탄천물재생센터","제2처리장","0","258851"
"2019/05/25","탄천물재생센터","제1처리장","0","380206"
"2019/05/24","난지물재생센터","중계펌프장(상암)","","10970"
"2019/05/24","난지물재생센터","제2처리장","0","290021"
"2019/05/24","난지물재생센터","정화조오니처리장","710","3780"
"2019/05/24","난지물재생센터","제1처리장","0","232588"
"2019/05/21","중랑물재생센터","제2처리장","0","224651"
"2019/05/21","탄천물재생센터","제2처리장","0","260920"
"2019/05/21","탄천물재생센터","제1처리장","0","408297"
"2019/05/20","탄천물재생센터","제2처리장","0","310928"
"2019/05/20","탄천물재생센터","제1처리장","0","446593"
"2019/05/19","난지물재생센터","제2처리장","32","418506"
"2019/05/19","난지물재생센터","중계펌프장(상암)","","11682"
"2019/05/19","난지물재생센터","제1처리장","99","345333"
"2019/05/19","난지물재생센터","정화조오니처리장","158","3920"
"2019/05/19","서남물재생센터","제2처리장","239766","1031828"
"2019/05/19","서남물재생센터","제1처리장","102577","616808"
"2019/05/19","중랑물재생센터","제3처리장","195060","767800"
"2019/05/19","중랑물재생센터","제1처리장","0","149430"
"2019/05/19","중랑물재생센터","제4처리장","13740","185220"
