"자치단체코드","상호","휴폐업구분","업태","허가일자"
"3010000","동화상가","영업중","그밖의 대규모점포","19680730"
"3130000","그랜드마트 신촌점","영업중","그밖의 대규모점포","19940510"
"3240000","이마트에브리데이 성내점","","구분없음","20191030"
"3210000","무지개종합상가","영업중","그밖의 대규모점포","19790216"
"3100000","홈플러스(주) 중계점","영업중","대형마트","20011207"
"3150000","강서 뉴타워","영업중","그밖의 대규모점포","20130617"
"3130000","홈플러스(주) 월드컵점","영업중","시장","20030521"
"3130000","에이엠플러스자산개발(주)","영업중","전문점","20110729"
"3140000","우성상가시장","영업중","시장","19880919"
"3060000","한남프라자","폐업","시장","19950823"
"3130000","GS THE FRESH 신촌숲아이파크점","영업중","구분없음","20190724"
"3170000","시티렉스","영업중","쇼핑센터","20041002"
"3010000","진양상가","영업중","그밖의 대규모점포","19711230"
"3160000","홈플러스(주) 신도림점","영업중","대형마트","20070813"
"3060000","홈플러스(주)면목점","영업중","대형마트","20061026"
"3140000","홈플러스(주)목동점","영업중","복합쇼핑몰","20081103"
"3090000","홈플러스(주)방학점","영업중","대형마트","20030625"
"3170000","홈플러스 시흥점","영업중","대형마트","20081024"
"3170000","롯데쇼핑(주)롯데슈퍼 시흥점","영업중","구분없음","20120507"
"3240000","(주)농협유통 하나로마트 둔촌점","영업중","구분없음","20111007"
"3190000","(주)지에스리테일 GS수퍼 사당점","영업중","구분없음","20120406"
"3010000","남평화상가(주)","영업중","그밖의 대규모점포","19790420"
"3210000","신동아종합상가","영업중","그밖의 대규모점포","19810723"
"3210000","반포프라자","영업중","그밖의 대규모점포","19971029"
"3210000","대림상가","영업중","그밖의 대규모점포","19791212"
"3210000","진흥종합상가","영업중","그밖의 대규모점포","19800121"
"3210000","방배종합시장","영업중","그밖의 대규모점포","19830430"
"3210000","엘루체","영업중","그밖의 대규모점포","20070720"
"3210000","한양스토아","영업중","그밖의 대규모점포","19821112"
"3210000","대림서초리시온","영업중","그밖의 대규모점포","19781114"
"3210000","신사쇼핑","영업중","그밖의 대규모점포","19820531"
"3210000","아크로비스타 아케이드","영업중","그밖의 대규모점포","20050225"
"3050000","건강백화점 동의보감","영업중","전문점","20060424"
"3100000","노원아이파크 상가","영업중","그밖의 대규모점포","20100709"
"3050000","불로장생타워","영업중","전문점","20070509"
"3050000","바우하우스","영업재개","대형마트","20050429"
"3240000","(주)이마트천호점","영업중","대형마트","20050331"
"3050000","청량리현대코아","영업중","그밖의 대규모점포","19480921"
"3190000","해가든프라자","영업중","그밖의 대규모점포","20110713"
"3050000","장안위더스빌","영업중","그밖의 대규모점포","20110315"
"3070000","","영업중","","20120514"
"3050000","전농프라자","영업중","그밖의 대규모점포","19781228"
"3110000","서부종합시장","영업중","시장","20110422"
"3070000","롯데슈퍼하월곡점","영업중","","20120420"
"3070000","이마트 미아점","영업중","대형마트","20100428"
"3160000","서울구로기계공구상가","영업중","그밖의 대규모점포","19960627"
"3080000","수유시장","영업중","그밖의 대규모점포","19661219"
"3100000","유경데파트","영업중","그밖의 대규모점포","19960918"
"3090000","(주) 이마트 창동점","영업중","대형마트","20100402"
"3100000","오피앙","영업중","그밖의 대규모점포","20040226"
"3070000","이마트 미아점","영업중","대형마트","20040922"
"3130000","마포농수산물시장","영업중","시장","19980718"
"3170000","롯데쇼핑(주) 아울렛 가산점","영업중","쇼핑센터","20151229"
"3080000","수유중앙시장","영업중","그밖의 대규모점포","19711118"
"3210000","매일종합상가","영업중","그밖의 대규모점포","20110802"
"3020000","롯데슈퍼 한남점(가맹점)","영업중","구분없음","20120323"
"3080000","강북 북부시장","영업중","시장","20110124"
"3080000","수유북부시장","영업중","그밖의 대규모점포","20080710"
"3080000","숭인시장","영업중","그밖의 대규모점포","20030425"
"3240000","동서울오네뜨상가","영업중","그밖의 대규모점포","20100506"
"3080000","수유프라자","영업중","그밖의 대규모점포","19980625"
"3080000","동북프라자","영업중","그밖의 대규모점포","19750211"
"3210000","이수시장","영업중","그밖의 대규모점포","19761211"
"3230000","한화건설 송파지점","영업중","그밖의 대규모점포","19840208"
"3220000","영동전통시장","영업중","그밖의 대규모점포","20110623"
"3030000","용답동상가번영회","폐업","시장","20060824"
"3200000","관악쇼핑","영업중","그밖의 대규모점포","20150709"
"3080000","강북종합시장","영업중","그밖의 대규모점포","20110103"
"3220000","SSG Food Market 백화점","폐업","백화점","20110412"
"3000000","낙원상가","영업중","그밖의 대규모점포","20190917"
"3000000","낙원상가","영업중","그밖의 대규모점포","20190917"
"3220000","(주)이마트 역삼점","영업중","대형마트","20061024"
"3220000","청담삼익시장","영업중","그밖의 대규모점포","19800519"
"3140000","(주)이마트 목동점","영업중","대형마트","20110520"
"3220000","대치종합상가","영업중","그밖의 대규모점포","19840525"
"3230000","마천시장","영업중","그밖의 대규모점포","19731214"
"3230000","프리마 쇼핑센타","영업중","그밖의 대규모점포","19820129"
"3010000","청계상가","영업중","그밖의 대규모점포","20191017"
"3130000","AK&홍대","영업중","쇼핑센터","20180814"
"3030000","파크에비뉴 엔터식스 한양대점","영업중","복합쇼핑몰","20141209"
"3180000","롯데백화점 영등포점","영업중","백화점","19910501"
"3230000","올림픽파크동부센트레빌 상가","영업중","그밖의 대규모점포","20090630"
"3010000","두타몰","영업중","그밖의 대규모점포","19990105"
"3230000","갤러리아팰리스 아케이드","영업중","그밖의 대규모점포","20050224"
"3080000","성북프라자","영업중","그밖의 대규모점포","20090922"
"3160000","개봉프라자","영업중","시장","19930527"
"3010000","밀리오레","영업중","그밖의 대규모점포","19980811"
"3170000","박미종합시장","영업중","그밖의 대규모점포","19800913"
"3100000","(주)지에스리테일 GS수퍼상계중앙점","폐업","대형마트","20110621"
"3230000","롯데백화점 잠실점","영업중","백화점","19881112"
"3080000","트레지오","영업중","쇼핑센터","20090910"
"3190000","성대종합시장","영업중","그밖의 대규모점포","19791218"
"3080000","(주)농협유통 미아점","영업중","대형마트","20120322"
"3040000","파크에비뉴","영업중","그밖의 대규모점포","20080903"
"3180000","코스트코 홀세일","영업중","대형마트","20051111"
"3150000","(주)공항시장","영업중","시장","19700820"
"3030000","홈플러스(주) 익스프레스 왕십리점","영업중","구분없음","20120214"
"3040000","워커힐상가","폐업","그밖의 대규모점포","19790709"
"3030000","홈플러스(주) 익스프레스 금호점","영업중","구분없음","20120321"
"3040000","광성시장","영업중","그밖의 대규모점포","19800618"
"3140000","홈플러스(주)익스프레스 신정3점","영업중","구분없음","20120410"
"3040000","동서울터미널상가","영업중","그밖의 대규모점포","19890823"
"3040000","현대종합상가","영업중","그밖의 대규모점포","19901117"
"3140000","홈플러스(주)익스프레스 목동2점","영업중","구분없음","20110915"
"3100000","홈플러스(주)익스프레스 중계점","영업중","구분없음","20040601"
"3030000","홈플러스(주)익스프레스 뚝섬점","영업중","구분없음","20120322"
"3040000","중곡제일시장","영업중","그밖의 대규모점포","19710508"
"3040000","화양시장","폐업","그밖의 대규모점포","19740701"
"3140000","홈플러스(주)익스프레스 신정점","영업중","구분없음","20110630"
"3040000","구의현대종합상가","영업중","그밖의 대규모점포","19921105"
"3040000","프라임프라자상가","영업중","그밖의 대규모점포","19970130"
"3040000","신성종합시장","영업중","그밖의 대규모점포","19770131"
"3030000","홈플러스(주) 익프스레스 금호2점","영업중","구분없음","20120224"
"3080000","홈플러스(주)익스프레스미아점","영업중","대형마트","20120322"
"3000000","동대문종합시장 신관","영업중","그밖의 대규모점포","20031020"
"3160000","(주)이마트에브리데이 개봉동점","영업중","구분없음","20110919"
"3160000","홈플러스 익스프레스 서울오류점","영업중","구분없음","20120420"
"3120000","연희슈퍼마켓","영업중","시장","19990429"
"3090000","롯데슈퍼 쌍문4동 가맹점","영업중","구분없음","20120326"
"3150000","그랜드백화점(주)마트강서점","영업중","대형마트","19991216"
"3170000","플라자 카멜리아","영업중","그밖의 대규모점포","20021024"
"3130000","롯데프리미엄 푸드마켓","영업중","구분없음","20090529"
"3200000","봉천현대시장","영업중","시장","19720129"
"3060000","태능엔터피아 번영회","영업중","시장","19750909"
"3160000","동국종합상가","영업중","그밖의 대규모점포","19930115"
"3140000","신한이모르젠상가","영업중","그밖의 대규모점포","19760616"
"3160000","홈플러스 익스프레스 개봉점","영업중","구분없음","20120420"
"3220000","(주)재능스스로마트","영업중","그밖의 대규모점포","19970902"
"3010000","롯데아울렛 서울역점","영업중","쇼핑센터","20121227"
"3020000","전자타운","영업중","전문점","19930413"
"3020000","(주)에스와이에스홀딩스","영업중","전문점","19871031"
"3040000","홈플러스익스프레스 구의2점","영업중","그밖의 대규모점포","20120329"
"3030000","대림리빙프라자","영업중","그밖의 대규모점포","19980803"
"3020000","해밀톤 쇼핑몰","영업중","쇼핑센터","19870213"
"3030000","ENTER-6","영업중","그밖의 대규모점포","20080828"
"3020000","나진산업 주식회사","영업중","전문점","19871110"
"3030000","노브랜드 엔터식스한양대점","영업중","구분없음","20180228"
"3030000","(주)인트램","영업중","그밖의 대규모점포","19681207"
"3020000","만리시장","영업중","시장","19681109"
"3030000","한진종합상가","영업중","그밖의 대규모점포","20000331"
"3030000","한남하이츠상가","영업중","그밖의 대규모점포","19821016"
"3220000","롯데슈퍼 도곡점","영업중","구분없음","20120702"
"3220000","롯데슈퍼 역삼2동점","영업중","구분없음","20111124"
"3220000","롯데슈퍼 역삼1동점","영업중","구분없음","20111202"
"3080000","롯데쇼핑(주) 롯데마트 삼양점","영업중","대형마트","20110909"
"3020000","이태원시장","영업중","시장","19600217"
"3070000","보문시장(주)","영업중","시장","20120706"
"3150000","롯데쇼핑(주)롯데슈퍼화곡3동점","영업중","그밖의 대규모점포","20111005"
"3150000","롯데쇼핑(주)롯데슈퍼화곡점","영업중","그밖의 대규모점포","20111005"
"3150000","롯데쇼핑(주)롯데슈퍼 염창2점","영업중","그밖의 대규모점포","20120329"
"3070000","롯데마켓999 하월곡점","영업중","구분없음","20170427"
"3150000","롯데쇼핑(주)롯데슈퍼개화산점","영업중","그밖의 대규모점포","20111004"
"3120000","서중시장","영업중","시장","19871024"
"3100000","건영옴니백화점","영업중","백화점","20070419"
"3180000","롯데쇼핑(주) VIC마켓 영등포점","영업중","대형마트","20010925"
"3070000","롯데마이슈퍼 정릉점","영업중","구분없음","20120521"
"3070000","롯데마이슈퍼 장위점","영업중","구분없음","20120521"
"3070000","롯데마이슈퍼 길음점","영업중","복합쇼핑몰","20120521"
"3070000","롯데마이슈퍼 동소문점","영업중","구분없음","20170427"
"3070000","(주)지에스리테일 성북보문점","영업중","구분없음","20170426"
"3230000","(주)지에스리테일 방이점","영업중","구분없음","20111025"
"3140000","(주)지에스리테일 신정2점","영업중","구분없음","20110915"
"3230000","(유)잠실중앙상가","폐업","그밖의 대규모점포","20120321"
"3150000","롯데쇼핑(주)롯데슈퍼 방화점","영업중","그밖의 대규모점포","20120329"
"3110000","(주)이마트 은평점","영업중","대형마트","20011031"
"3230000","(주)지에스리테일 송파가락점","영업중","구분없음","20111025"
"3140000","(주)지에스리테일 GS수퍼 목동오거리점","영업중","구분없음","20110915"
"3240000","(주)이마트명일점","영업중","대형마트","20021120"
"3230000","롯데하이마트잠실점","영업중","전문점","20130619"
"3150000","롯데몰 김포공항","영업중","쇼핑센터","20110118"
"3060000","신세계 이마트 묵동점","영업재개","대형마트","20100721"
"3010000","(주)광희패션몰","영업중","그밖의 대규모점포","19790525"
"3040000","(주)지에스리테일GS수퍼 광진화양점","영업중","복합쇼핑몰","20111004"
"3110000","롯데쇼핑(주)롯데슈퍼갈현점","영업중","그밖의 대규모점포","20110916"
"3010000","하이해리엇","영업중","그밖의 대규모점포","20060317"
"3080000","(주)지에스리테일GS수퍼 강북미아점","영업중","대형마트","20110823"
"3010000","롯데패션몰","영업중","쇼핑센터","20120831"
"3170000","현대아울렛","영업중","복합쇼핑몰","20130319"
"3110000","녹번시장","폐업","그밖의 대규모점포","19661207"
"3160000","롯데쇼핑(주) TRU구로점","영업중","전문점","20071119"
"3170000","롯데캐슬 골드파크 2차 마르쉐도르","영업중","그밖의 대규모점포","20171205"
"3130000","신수시장","영업중","시장","19720913"
"3050000","롯데쇼핑(주) 롯데슈퍼 장안2동점","영업중","구분없음","20120507"
"3030000","(주)이마트 성수점","영업중","대형마트","20050331"
"3010000","굿모닝시티 쇼핑몰","영업중","쇼핑센터","20080916"
"3020000","아이파크(I PARK)백화점","영업중","백화점","20060825"
"3170000","(주)원신더블유몰","영업중","쇼핑센터","20070208"
"3150000","삼정프라자","영업중","그밖의 대규모점포","20050907"
"3010000","삼익패션타운","영업중","그밖의 대규모점포","19851128"
"3220000","롯데쇼핑(주)롯데슈퍼 역삼점","폐업","","20120702"
"3010000","중부시장","영업중","그밖의 대규모점포","19590224"
"3020000","아이파크몰(I PARK MALL)","영업중","쇼핑센터","20040921"
"3090000","삼익쇼핑","영업중","그밖의 대규모점포","20060904"
"3180000","롯데쇼핑(주) 롯데마트 양평점","영업중","대형마트","20170425"
"3040000","롯데쇼핑(주)롯데슈퍼 중곡점","영업중","그밖의 대규모점포","20110922"
"3010000","혜양엘리시움","영업중","그밖의 대규모점포","19970224"
"3080000","연이스퀘어","영업중","쇼핑센터","20141224"
"3000000","세운스퀘어","영업중","그밖의 대규모점포","20100218"
"3190000","롯데쇼핑(주) 롯데슈퍼 상도3동점","영업중","복합쇼핑몰","20111004"
"3000000","브라운스톤 창신상가","영업중","그밖의 대규모점포","20070907"
"3080000","롯데쇼핑(주)롯데슈퍼미아점","폐업","대형마트","20120320"
"3000000","동대문종합시장","영업중","그밖의 대규모점포","19910731"
"3170000","롯데쇼핑(주) VIC 마켓 금천점","영업중","대형마트","20020618"
"3140000","행복한백화점","영업중","백화점","20040604"
"3240000","천호시장","폐업","그밖의 대규모점포","19681023"
"3070000","이마트 하월곡점","영업중","대형마트","20120224"
"3130000","신촌상가","폐업","시장","19710520"
"3170000","롯데쇼핑(주)롯데슈퍼독산점","영업중","구분없음","20110928"
"3070000","이마트 미아점","영업중","대형마트","20080529"
"3030000","성동용답상가시장","영업중","시장","20110705"
"3030000","성동삼성쉐르빌상가","영업중","그밖의 대규모점포","20070323"
"3010000","아트프라자","영업중","그밖의 대규모점포","19900604"
"3190000","롯대슈펴 신대방점","영업중","그밖의 대규모점포","20160603"
"3210000","(주)지에스리테일 서초방배점","영업중","대형마트","20161201"
"3000000","동문시장","영업중","시장","19871030"
"3180000","로데오 왁","영업중","전문점","20030331"
"3000000","홈플러스(주)익스프레스 광화문점","영업중","구분없음","20111220"
"3030000","자동차매매센타","영업중","전문점","19800905"
"3000000","홈플러스(주)익스프레스 숭인점","영업중","구분없음","20110816"
"3130000","공덕시장","영업중","시장","19740414"
"3020000","선인상가","영업중","전문점","19871126"
"3050000","서울특별시장","영업중","그밖의 대규모점포","20161230"
"3070000","석관시장","영업중","시장","20120601"
"3010000","올레오","영업중","쇼핑센터","20061023"
"3100000","세이브존","영업중","그밖의 대규모점포","20070806"
"3090000","도봉한신쇼핑상가","영업중","그밖의 대규모점포","20030203"
"3010000","팀204","영업중","그밖의 대규모점포","19960704"
"3150000","롯데쇼핑(주)롯데슈퍼 염창점","폐업","그밖의 대규모점포","20120329"
"3110000","롯데쇼핑(주)롯데슈퍼범서점","영업중","그밖의 대규모점포","20110916"
"3220000","(주)현대백화점 본점","영업중","백화점","19851130"
"3110000","범서쇼핑","영업중","쇼핑센터","19910418"
"3220000","노브랜드 삼성점","영업중","구분없음","20161229"
"3220000","금강상가","영업중","그밖의 대규모점포","20030128"
"3160000","주식회사 현대백화점 디큐브시티","영업중","백화점","20110810"
"3160000","나인스에비뉴","영업중","그밖의 대규모점포","20071108"
"3150000","스페이스프라자","영업중","그밖의 대규모점포","20060519"
"3020000","롯데쇼핑(주)롯데market999갈월점","영업중","구분없음","20140731"
"3190000","홈플러스 익스프레스 상도2점","영업중","구분없음","20120424"
"3150000","GS수퍼마켓 강서방화점","영업중","그밖의 대규모점포","20110819"
"3230000","쌍용프라자 상가","영업중","그밖의 대규모점포","19970218"
"3030000","금남시장","영업중","시장","19620121"
"3160000","신도림 테크노마트","영업중","그밖의 대규모점포","20071119"
"3070000","석관황금시장","영업중","시장","20120806"
"3180000","룩스쇼핑센터","영업중","전문점","20080424"
"3240000","(주)지에스리테일 암사점","폐업","구분없음","20110927"
"3150000","(주)에브리데이리테일 발산동점","영업중","그밖의 대규모점포","20120312"
"3140000","현대백화점목동점","영업중","백화점","20020809"
"3080000","(주)이마트에브리데이 미아동점","영업중","대형마트","20111202"
"3040000","(주)이마트 자양점","영업중","대형마트","20061214"
"3240000","(주)이마트에브리데이 암사동점","영업중","구분없음","20111128"
"3010000","DDP FASHION MALL","영업중","그밖의 대규모점포","20170323"
"3010000","패션몰 유어스","영업재개","그밖의 대규모점포","20060421"
"3040000","구의시장","영업중","그밖의 대규모점포","19740209"
"3170000","시흥중앙철재상가","영업중","그밖의 대규모점포","19870331"
"3110000","(주)이마트 에브리데이 불광동점","영업중","그밖의 대규모점포","20110920"
"3020000","LS Avenue","영업중","그밖의 대규모점포","20041222"
"3140000","(주)이마트에브리데이 목동점","영업중","구분없음","20120531"
"3020000","터미널전자상가","영업중","전문점","20010524"
"3050000","롯데쇼핑(주) 롯데슈퍼 전농점","영업중","구분없음","20110907"
"3020000","삼성테마트","영업중","그밖의 대규모점포","20010804"
"3050000","롯데쇼핑(주)롯데마트 청량리점","영업중","대형마트","20100811"
"3050000","롯데쇼핑(주) 롯데마켓 999 이문점","영업중","복합쇼핑몰","20120521"
"3080000","롯데쇼핑(주)롯데슈퍼수유점","영업중","대형마트","20110916"
"3050000","롯데쇼핑(주) 롯데슈퍼 장안점","영업중","구분없음","20110907"
"3080000","롯데쇼핑(주)롯데슈퍼삼양점","영업중","대형마트","20110916"
"3060000","동성타워프라자","영업중","복합쇼핑몰","20010328"
"3090000","롯데슈퍼 방학점","영업중","구분없음","20120315"
"3230000","가든파이브 라이프","영업중","그밖의 대규모점포","20090511"
"3090000","롯데슈퍼 창동점","영업중","구분없음","20120318"
"3220000","신사상가","영업중","그밖의 대규모점포","19760807"
"3110000","롯데쇼핑(주) 롯데슈퍼 역촌점","영업중","그밖의 대규모점포","20120320"
"3110000","메트로","영업중","쇼핑센터","20020409"
"3200000","(주)지에스리테일 관악점","영업중","구분없음","20110810"
"3220000","역삼서해더블루","영업중","그밖의 대규모점포","20131204"
"3190000","(주)이마트 이수점","영업중","대형마트","20111004"
"3240000","천호코오롱상가","영업중","그밖의 대규모점포","19961212"
"3240000","이안강동주상복합상가","영업중","그밖의 대규모점포","20060721"
"3240000","파크프라자 상가","영업중","그밖의 대규모점포","20040524"
"3150000","(주)지에스리테일 염창점","영업중","그밖의 대규모점포","20150323"
"3110000","팜스퀘어","영업중","쇼핑센터","20050901"
"3220000","(주)지에스리테일 신사점","영업중","구분없음","20120518"
"3220000","(주)지에스리테일 GS슈퍼 강남 논현점","영업중","구분없음","20140916"
"3220000","SSG Food Market 백화점","영업중","백화점","20110412"
"3160000","공구상가일번지","영업중","그밖의 대규모점포","19980114"
"3080000","(주)지에스리테일번동점","폐업","대형마트","20110823"
"3160000","홈플러스 익스프레스 서울구로점","영업중","구분없음","20120620"
"3190000","(주)이마트에브리데이 상도동점","영업중","그밖의 대규모점포","20111004"
"3190000","(주)이마트에브리데이 대방동점","영업중","복합쇼핑몰","20111004"
"3160000","사모아종합상가","영업중","그밖의 대규모점포","19890320"
"3240000","주양쇼핑","영업중","그밖의 대규모점포","19920502"
"3160000","라이프공구상가","영업중","그밖의 대규모점포","19940330"
"3040000","노룬산시장","영업중","그밖의 대규모점포","19701223"
"3190000","(주)이마트에브리데이 사당동점","영업중","그밖의 대규모점포","20120131"
"3230000","노브랜드 문정점","영업중","구분없음","20161229"
"3220000","대치1단지상가","영업중","그밖의 대규모점포","19940615"
"3230000","(주)이마트에브리데이 가락동점","영업중","구분없음","20120120"
"3040000","프라젠 스파","영업중","그밖의 대규모점포","20060228"
"3220000","논현웰스톤상가","영업중","그밖의 대규모점포","20090930"
"3220000","아카데미프라자","영업중","그밖의 대규모점포","20050829"
"3220000","논현종합시장","영업중","그밖의 대규모점포","19790117"
"3020000","(주)농협유통하나로클럽용산점","영업중","대형마트","20120313"
"3230000","홈플러스(주)익스프레스 풍납점","영업중","구분없음","20120330"
"3150000","홈플러스(주) 익스프레스 화곡점","영업중","그밖의 대규모점포","20110701"
"3040000","홈플러스(주)익스프레스 중곡점","영업중","그밖의 대규모점포","20120306"
"3220000","강남시장","영업중","그밖의 대규모점포","19741110"
"3150000","홈플러스익스프레스 화곡2점","영업중","그밖의 대규모점포","20120410"
"3220000","영동시장","폐업","그밖의 대규모점포","19730801"
"3050000","홈플러스 익스프레스 서울회기점","영업중","구분없음","20140925"
"3220000","역삼시장","폐업","그밖의 대규모점포","19741227"
"3230000","홈플러스(주)익스프레스 잠실점","영업중","구분없음","20110905"
"3220000","역삼시장","폐업","시장","19810414"
"3150000","홈플러스(주) 강서점","영업중","대형마트","20050826"
"3230000","홈플러스(주)익스프레스 거여점","영업중","구분없음","20111202"
"3220000","삼성동 신도브래뉴 주상복합 상가","영업중","그밖의 대규모점포","20101230"
"3220000","삼성종합시장","폐업","시장","19831011"
"3220000","수서1-2단지상가","영업중","그밖의 대규모점포","19940615"
"3220000","대치2단지상가","영업중","그밖의 대규모점포","19940615"
"3230000","롯데쇼핑(주)롯데슈퍼신천점","영업중","구분없음","20110829"
"3230000","롯데쇼핑(주)롯데슈퍼풍납점","영업중","구분없음","20120330"
"3010000","(주)에리어식스","영업중","그밖의 대규모점포","19801016"
"3040000","자양종합시장","영업중","그밖의 대규모점포","19790716"
"3230000","엄마손상가","영업중","그밖의 대규모점포","19830716"
"3230000","롯데쇼핑(주)롯데슈퍼잠실3동점","영업중","구분없음","20110829"
"3230000","롯데쇼핑(주)롯데슈퍼송파점","영업중","구분없음","20120405"
"3010000","남산타운5상가","영업중","그밖의 대규모점포","20000707"
"3230000","롯데쇼핑(주)롯데슈퍼석촌점","영업중","구분없음","20120405"
"3230000","롯데프리미엄푸드마켓 문정점","영업중","구분없음","20161020"
"3090000","롯데쇼핑(주)VIC마켓도봉점","영업중","시장","20020620"
"3230000","롯데쇼핑(주)롯데슈퍼방이점","영업중","구분없음","20110905"
"3140000","목동시장아울렛","영업중","그밖의 대규모점포","19810923"
"3100000","(주)지에스리테일 GS수퍼상계점","영업중","구분없음","20110621"
"3070000","GS슈퍼마켓 길음뉴타운점","영업중","그밖의 대규모점포","20120412"
"3050000","홈플러스(주) 익스프레스 이문점","영업중","그밖의 대규모점포","20110926"
"3140000","(주)이마트 메트로 신월점","영업중","구분없음","20120531"
"3230000","롯데면세점 월드타워점","영업중","전문점","20140717"
"3070000","GS슈퍼마켓 돈암점","영업중","그밖의 대규모점포","20110902"
"3100000","(주)지에스리테일 GS슈퍼 노원월계점","영업중","구분없음","20111229"
"3070000","GS수퍼마켓 길음점","영업중","그밖의 대규모점포","20120412"
"3000000","중학아케이드","영업중","그밖의 대규모점포","20111007"
"3150000","대지종합유통물류시장","영업중","그밖의 대규모점포","20021025"
"3230000","롯데쇼핑(주)롯데슈퍼거여점","폐업","구분없음","20100424"
"3070000","길음시장","영업중","시장","20030210"
"3200000","롯데쇼핑(주) 관악점","영업중","백화점","19971107"
"3110000","롯데쇼핑(주)롯데슈퍼연신내점","영업중","그밖의 대규모점포","20110916"
"3230000","롯데마트 잠실점","영업중","대형마트","19980819"
"3230000","롯데백화점 에비뉴엘 월드타워점","영업중","백화점","20140717"
"3080000","롯데백화점 미아점","영업중","백화점","20061214"
"3100000","롯데쇼핑(주) 롯데슈퍼공릉점","영업중","구분없음","20110621"
"3100000","롯데마트 중계점","영업중","대형마트","20041213"
"3160000","롯데쇼핑(주) 롯데마트 구로점","영업중","대형마트","20070828"
"3060000","롯데쇼핑(주)롯데슈퍼 상봉점","영업중","그밖의 대규모점포","20111007"
"3230000","롯데캐슬플라자","영업중","쇼핑센터","20051209"
"3090000","대우상가","영업중","시장","19951129"
"3230000","장미종합상가","영업중","그밖의 대규모점포","19800614"
"3210000","터미널상가","영업중","그밖의 대규모점포","19820408"
"3080000","강북종합시장","영업중","시장","20070713"
"3210000","(주)이마트 양재점","영업중","대형마트","20050330"
"3100000","상계역전종합상가","영업중","그밖의 대규모점포","19981231"
"3110000","(주)이마트 수색점","영업중","대형마트","20090928"
"3050000","베라체캠퍼스 에비뉴","영업중","그밖의 대규모점포","20131127"
"3010000","우일타운","영업중","전문점","20090908"
"3110000","롯데몰 은평","영업중","복합쇼핑몰","20160427"
"3030000","GS수퍼 성동옥수점","영업중","구분없음","20120402"
"3010000","에이피엠플레이스","영업중","쇼핑센터","20160307"
"3120000","현대백화점 신촌점","영업중","백화점","19921119"
"3050000","롯데백화점 청량리역사점","영업중","백화점","20100723"
"3030000","토우마트마축일시장","영업중","그밖의 대규모점포","20051111"
"3210000","롯데쇼핑(주) 롯데마트 서초점","영업중","대형마트","20150203"
"3080000","북부시장","영업중","시장","19710719"
"3070000","현대백화점 미아점","영업중","백화점","20010811"
"3140000","롯데쇼핑(주)롯데슈퍼 신월점","영업중","구분없음","20120523"
"3220000","롯데슈퍼 압구정점","영업중","구분없음","20120702"
"3220000","롯데슈퍼 논현점","영업중","구분없음","20120119"
"3110000","역촌중앙시장","영업중","그밖의 대규모점포","19701218"
"3010000","롯데쇼핑본점영플라자","영업중","백화점","19731030"
"3220000","롯데슈퍼 코엑스점","영업중","구분없음","20120702"
"3220000","롯데백화점(강남점)","영업중","백화점","20000616"
"3140000","롯데쇼핑(주)롯데슈퍼신정점","영업중","구분없음","20110915"
"3010000","롯데쇼핑(주)롯데슈퍼명동점","영업중","그밖의 대규모점포","20111006"
"3200000","신림중앙시장","영업중","시장","19780807"
"3010000","롯데쇼핑(주)롯데마트서울역점","영업중","대형마트","20040601"
"3200000","신림현대종합상가","영업중","시장","19930701"
"3010000","롯데쇼핑(주)롯데슈퍼신당점","영업중","그밖의 대규모점포","20111007"
"3150000","롯데쇼핑(주)롯데슈퍼 우장산점","영업중","그밖의 대규모점포","20120329"
"3050000","이문제일시장","영업중","그밖의 대규모점포","19720712"
"3020000","롯데마켓999 용산파크자이가맹점","폐업","구분없음","20140805"
"3180000","메트하임","영업중","그밖의 대규모점포","20180614"
"3050000","전농로타리시장","영업중","그밖의 대규모점포","19740402"
"3240000","(주)지에스리테일 둔촌점","영업중","구분없음","20110927"
"3210000","신세계백화점 강남점","영업중","백화점","20150922"
"3150000","(주)이마트 가양점","영업중","대형마트","19991228"
"3240000","(주)지에스리테일 암사캐슬점","영업중","구분없음","20110927"
"3240000","(주)지에스리테일 주양점","영업중","구분없음","20110927"
"3200000","(주)지에스리테일 낙성대점","영업중","구분없음","20110901"
"3230000","롯데마트 월드타워점","영업중","대형마트","20140717"
"3200000","(주)지에스리테일 관악 봉천점","영업중","구분없음","20140516"
"3190000","롯데쇼핑(주)롯데슈퍼 사당점","영업중","그밖의 대규모점포","20120413"
"3010000","신세계백화점","영업중","백화점","19730410"
"3020000","롯데쇼핑(주)롯데슈퍼원효로점","영업중","구분없음","20140731"
"3040000","롯데백화점 건대스타시티점","영업중","백화점","20080822"
"3180000","썬프라자","영업중","쇼핑센터","19820422"
"3230000","홈플러스익스프레스 송파2점","폐업","구분없음","20111025"
"3040000","롯데쇼핑(주)롯데슈퍼 구의점","영업중","그밖의 대규모점포","20120321"
"3140000","롯데쇼핑(주)롯데슈퍼 신정3동점","영업중","구분없음","20120523"
"3210000","신반포종합시장","영업중","그밖의 대규모점포","19771105"
"3140000","롯데쇼핑(주)롯데슈퍼목동점","영업중","구분없음","20110915"
"3050000","제기시장","영업중","그밖의 대규모점포","19630131"
"3040000","롯데쇼핑(주)롯데슈퍼 아차산점","영업중","그밖의 대규모점포","20120321"
