기간	자치구	행정동	세대	인구	인구	인구	인구	인구	인구	인구	인구	인구	세대당인구	65세이상고령자
2018.3/4	종로구	숭인1동	2,980	6,736	3,321	3,415	6,403	3,169	3,234	333	152	181	2.15	1,127
2018.3/4	종로구	숭인2동	5,704	10,061	5,065	4,996	9,601	4,891	4,710	460	174	286	1.68	1,600
2018.3/4	종로구	청운효자동	5,404	13,343	6,276	7,067	13,081	6,133	6,948	262	143	119	2.42	2,154
2018.3/4	종로구	혜화동	9,147	20,208	9,353	10,855	17,107	8,276	8,831	3,101	1,077	2,024	1.87	2,551
2018.3/4	중구	소계	61,232	135,258	66,554	68,704	125,815	62,063	63,752	9,443	4,491	4,952	2.05	21,902
2018.3/4	중구	소공동	1,076	2,865	1,474	1,391	2,042	998	1,044	823	476	347	1.9	262
2018.3/4	중구	회현동	3,244	5,879	3,205	2,674	5,271	2,882	2,389	608	323	285	1.62	1,373
2018.3/4	중구	명동	1,400	3,416	1,517	1,899	2,843	1,205	1,638	573	312	261	2.03	688
2018.3/4	중구	필동	2,281	4,922	2,483	2,439	4,014	2,089	1,925	908	394	514	1.76	787
2018.3/4	중구	장충동	2,661	5,606	2,748	2,858	4,735	2,413	2,322	871	335	536	1.78	768
2018.3/4	중구	광희동	2,899	6,039	3,137	2,902	4,964	2,626	2,338	1,075	511	564	1.71	1,114
2018.3/4	중구	을지로동	1,230	1,877	1,149	728	1,697	1,055	642	180	94	86	1.38	463
2018.3/4	중구	신당5동	4,466	9,679	4,796	4,883	9,341	4,646	4,695	338	150	188	2.09	1,514
2018.3/4	중구	황학동	6,478	13,356	6,521	6,835	12,375	6,077	6,298	981	444	537	1.91	1,800
2018.3/4	중구	중림동	5,739	12,814	6,440	6,374	12,489	6,258	6,231	325	182	143	2.18	1,864
2018.3/4	중구	신당동	4,417	9,457	4,672	4,785	7,781	3,902	3,879	1,676	770	906	1.76	1,304
2018.3/4	중구	다산동	6,906	15,229	7,390	7,839	14,712	7,163	7,549	517	227	290	2.13	2,429
2018.3/4	중구	약수동	7,789	18,024	8,538	9,486	17,806	8,421	9,385	218	117	101	2.29	3,383
2018.3/4	중구	청구동	6,456	14,877	7,077	7,800	14,690	6,988	7,702	187	89	98	2.28	2,491
2018.3/4	중구	동화동	4,190	11,218	5,407	5,811	11,055	5,340	5,715	163	67	96	2.64	1,662
2018.3/4	용산구	소계	108,777	245,087	119,830	125,257	229,391	110,861	118,530	15,696	8,969	6,727	2.11	37,443
2018.3/4	용산구	후암동	8,521	18,755	9,122	9,633	18,216	8,840	9,376	539	282	257	2.14	2,932
2018.3/4	용산구	용산2가동	5,536	12,152	5,958	6,194	10,812	5,223	5,589	1,340	735	605	1.95	2,003
2018.3/4	용산구	남영동	5,418	8,465	5,143	3,322	7,825	4,820	3,005	640	323	317	1.44	1,543
2018.3/4	용산구	원효로2동	6,050	15,143	7,106	8,037	14,998	7,045	7,953	145	61	84	2.48	2,277
2018.3/4	용산구	효창동	3,603	8,785	4,182	4,603	8,681	4,136	4,545	104	46	58	2.41	1,267
2018.3/4	용산구	용문동	5,367	12,833	6,188	6,645	12,706	6,133	6,573	127	55	72	2.37	1,944
2018.3/4	용산구	이촌1동	10,188	29,247	13,696	15,551	28,177	13,124	15,053	1,070	572	498	2.77	4,253
2018.3/4	용산구	이촌2동	3,851	9,153	4,321	4,832	9,063	4,283	4,780	90	38	52	2.35	1,678
2018.3/4	용산구	이태원1동	3,843	9,155	4,827	4,328	7,012	3,315	3,697	2,143	1,512	631	1.82	1,507
2018.3/4	용산구	이태원2동	4,955	10,906	5,165	5,741	9,477	4,392	5,085	1,429	773	656	1.91	1,848
2018.3/4	용산구	서빙고동	5,329	14,313	6,916	7,397	13,579	6,535	7,044	734	381	353	2.55	2,044
2018.3/4	용산구	보광동	7,750	16,260	8,134	8,126	15,028	7,344	7,684	1,232	790	442	1.94	2,666
2018.3/4	용산구	청파동	10,647	21,136	10,011	11,125	20,352	9,738	10,614	784	273	511	1.91	3,241
2018.3/4	용산구	원효로1동	7,337	15,997	7,799	8,198	15,394	7,480	7,914	603	319	284	2.1	1,830
2018.3/4	용산구	한강로동	9,442	19,140	9,392	9,748	17,597	8,569	9,028	1,543	823	720	1.86	2,957
2018.3/4	용산구	한남동	10,940	23,647	11,870	11,777	20,474	9,884	10,590	3,173	1,986	1,187	1.87	3,453
2018.3/4	성동구	소계	136,831	317,197	155,652	161,545	309,251	152,006	157,245	7,946	3,646	4,300	2.26	42,581
2018.3/4	성동구	왕십리2동	7,673	18,197	8,887	9,310	17,815	8,727	9,088	382	160	222	2.32	2,387
2018.3/4	성동구	마장동	10,635	24,213	11,913	12,300	23,517	11,632	11,885	696	281	415	2.21	3,481
2018.3/4	성동구	사근동	7,098	13,211	6,619	6,592	11,615	5,999	5,616	1,596	620	976	1.64	1,414
2018.3/4	성동구	행당1동	7,151	16,382	7,973	8,409	15,931	7,777	8,154	451	196	255	2.23	2,254
2018.3/4	성동구	행당2동	9,492	25,171	11,886	13,285	25,084	11,848	13,236	87	38	49	2.64	3,343
2018.3/4	성동구	응봉동	6,219	16,377	7,764	8,613	16,314	7,741	8,573	63	23	40	2.62	2,341
2018.3/4	성동구	금호1가동	6,549	16,068	7,729	8,339	15,966	7,681	8,285	102	48	54	2.44	2,280
2018.3/4	성동구	금호4가동	6,495	15,463	7,397	8,066	15,313	7,329	7,984	150	68	82	2.36	2,117
2018.3/4	성동구	성수1가1동	7,651	17,622	8,849	8,773	17,304	8,663	8,641	318	186	132	2.26	1,967
2018.3/4	성동구	성수1가2동	7,247	15,960	7,989	7,971	15,526	7,771	7,755	434	218	216	2.14	1,992
2018.3/4	성동구	성수2가1동	8,563	18,396	9,536	8,860	17,664	9,182	8,482	732	354	378	2.06	2,622
2018.3/4	성동구	성수2가3동	5,658	11,936	6,174	5,762	11,588	5,974	5,614	348	200	148	2.05	1,695
2018.3/4	성동구	송정동	5,510	11,820	6,262	5,558	11,298	6,007	5,291	522	255	267	2.05	1,601
2018.3/4	성동구	용답동	8,044	16,388	8,639	7,749	15,285	8,098	7,187	1,103	541	562	1.9	2,468
2018.3/4	성동구	왕십리도선동	11,590	27,869	13,318	14,551	27,376	13,101	14,275	493	217	276	2.36	3,335
2018.3/4	성동구	금호2.3가동	10,312	24,533	11,736	12,797	24,332	11,647	12,685	201	89	112	2.36	3,634
2018.3/4	성동구	옥수동	10,944	27,591	12,981	14,610	27,323	12,829	14,494	268	152	116	2.5	3,650
2018.3/4	광진구	소계	161,714	369,999	179,120	190,879	355,032	172,678	182,354	14,967	6,442	8,525	2.2	45,202
2018.3/4	광진구	화양동	15,304	24,828	11,416	13,412	21,516	10,304	11,212	3,312	1,112	2,200	1.41	2,177
2018.3/4	광진구	군자동	10,364	21,862	10,759	11,103	20,042	9,898	10,144	1,820	861	959	1.93	2,700
2018.3/4	광진구	중곡1동	7,892	16,511	8,094	8,417	16,061	7,904	8,157	450	190	260	2.04	2,237
2018.3/4	광진구	중곡2동	10,226	22,736	10,992	11,744	22,370	10,835	11,535	366	157	209	2.19	2,876
2018.3/4	광진구	중곡3동	8,450	17,875	8,854	9,021	17,639	8,772	8,867	236	82	154	2.09	2,507
2018.3/4	광진구	중곡4동	13,150	31,333	15,446	15,887	30,985	15,310	15,675	348	136	212	2.36	4,386
2018.3/4	광진구	능동	6,118	11,882	5,516	6,366	11,547	5,350	6,197	335	166	169	1.89	1,434
2018.3/4	광진구	구의1동	11,556	23,416	11,218	12,198	22,667	10,863	11,804	749	355	394	1.96	2,859
2018.3/4	광진구	구의2동	10,708	25,928	12,566	13,362	25,530	12,398	13,132	398	168	230	2.38	3,683
2018.3/4	광진구	구의3동	12,162	30,548	14,570	15,978	30,229	14,419	15,810	319	151	168	2.49	3,532
2018.3/4	광진구	광장동	11,999	36,407	17,662	18,745	36,237	17,588	18,649	170	74	96	3.02	3,355
2018.3/4	광진구	자양1동	11,345	24,545	11,854	12,691	23,380	11,311	12,069	1,165	543	622	2.06	3,061
2018.3/4	광진구	자양2동	11,318	27,658	13,581	14,077	27,290	13,415	13,875	368	166	202	2.41	3,443
2018.3/4	광진구	자양3동	11,053	30,193	14,574	15,619	29,873	14,433	15,440	320	141	179	2.7	3,518
2018.3/4	광진구	자양4동	10,069	24,277	12,018	12,259	19,666	9,878	9,788	4,611	2,140	2,471	1.95	3,434
2018.3/4	동대문구	소계	162,232	366,101	180,817	185,284	350,556	174,863	175,693	15,545	5,954	9,591	2.16	57,096
2018.3/4	동대문구	회기동	5,922	12,872	5,799	7,073	10,388	4,982	5,406	2,484	817	1,667	1.75	1,456
2018.3/4	동대문구	휘경1동	6,880	14,545	7,112	7,433	12,996	6,520	6,476	1,549	592	957	1.89	2,175
2018.3/4	동대문구	휘경2동	11,189	25,119	12,324	12,795	24,595	12,141	12,454	524	183	341	2.2	3,462
2018.3/4	동대문구	청량리동	10,521	22,679	11,363	11,316	21,966	11,027	10,939	713	336	377	2.09	4,994
2018.3/4	동대문구	용신동	16,292	31,783	16,313	15,470	30,312	15,661	14,651	1,471	652	819	1.86	5,306
2018.3/4	동대문구	제기동	12,762	27,482	13,798	13,684	25,159	12,898	12,261	2,323	900	1,423	1.97	5,224
2018.3/4	동대문구	전농1동	14,430	30,673	15,478	15,195	30,158	15,255	14,903	515	223	292	2.09	5,125
2018.3/4	동대문구	전농2동	7,681	20,403	9,774	10,629	19,946	9,622	10,324	457	152	305	2.6	3,294
2018.3/4	동대문구	답십리1동	12,105	28,873	14,104	14,769	28,462	13,924	14,538	411	180	231	2.35	3,595
2018.3/4	동대문구	답십리2동	11,997	29,160	14,278	14,882	28,865	14,143	14,722	295	135	160	2.41	4,852
2018.3/4	동대문구	장안1동	17,126	39,264	19,617	19,647	38,646	19,345	19,301	618	272	346	2.26	5,515
2018.3/4	동대문구	장안2동	12,643	31,238	15,628	15,610	30,978	15,537	15,441	260	91	169	2.45	4,212
2018.3/4	동대문구	이문1동	13,971	29,797	14,374	15,423	26,421	13,193	13,228	3,376	1,181	2,195	1.89	4,400
2018.3/4	동대문구	이문2동	8,713	22,213	10,855	11,358	21,664	10,615	11,049	549	240	309	2.49	3,486
2018.3/4	중랑구	소계	180,044	409,058	203,014	206,044	404,313	201,089	203,224	4,745	1,925	2,820	2.25	61,271
2018.3/4	중랑구	면목2동	12,178	26,572	13,291	13,281	26,224	13,164	13,060	348	127	221	2.15	3,920
2018.3/4	중랑구	면목4동	9,473	20,901	10,367	10,534	20,601	10,237	10,364	300	130	170	2.17	3,370
2018.3/4	중랑구	면목5동	4,614	10,160	5,197	4,963	10,030	5,141	4,889	130	56	74	2.17	1,572
2018.3/4	중랑구	면목7동	10,091	22,349	11,075	11,274	22,050	10,956	11,094	299	119	180	2.19	3,704
2018.3/4	중랑구	상봉1동	10,165	25,775	12,611	13,164	25,626	12,552	13,074	149	59	90	2.52	3,274
2018.3/4	중랑구	상봉2동	10,085	19,146	9,442	9,704	18,840	9,314	9,526	306	128	178	1.87	2,623
2018.3/4	중랑구	중화1동	8,842	20,995	10,363	10,632	20,839	10,303	10,536	156	60	96	2.36	3,003
2018.3/4	중랑구	중화2동	14,293	28,630	14,732	13,898	28,016	14,476	13,540	614	256	358	1.96	4,688
2018.3/4	중랑구	묵1동	14,476	36,289	17,746	18,543	36,127	17,686	18,441	162	60	102	2.5	5,076
2018.3/4	중랑구	묵2동	9,140	20,325	10,004	10,321	20,110	9,930	10,180	215	74	141	2.2	2,997
2018.3/4	중랑구	망우3동	8,449	18,391	9,202	9,189	18,109	9,092	9,017	282	110	172	2.14	2,945
2018.3/4	중랑구	신내1동	14,493	41,110	20,130	20,980	40,970	20,063	20,907	140	67	73	2.83	5,755
2018.3/4	중랑구	신내2동	9,016	22,577	10,841	11,736	22,506	10,819	11,687	71	22	49	2.5	3,414
2018.3/4	중랑구	면목본동	17,473	36,622	18,225	18,397	35,853	17,894	17,959	769	331	438	2.05	5,356
2018.3/4	중랑구	면목3.8동	12,592	27,317	13,677	13,640	26,859	13,483	13,376	458	194	264	2.13	4,437
2018.3/4	중랑구	망우본동	14,664	31,899	16,111	15,788	31,553	15,979	15,574	346	132	214	2.15	5,137
2018.3/4	성북구	소계	186,744	449,574	217,656	231,918	438,031	213,159	224,872	11,543	4,497	7,046	2.35	67,447
2018.3/4	성북구	돈암1동	6,379	16,495	7,736	8,759	16,380	7,690	8,690	115	46	69	2.57	2,594
2018.3/4	성북구	돈암2동	8,530	25,150	12,038	13,112	25,054	11,993	13,061	96	45	51	2.94	3,114
2018.3/4	성북구	안암동	8,814	17,345	8,496	8,849	15,339	7,819	7,520	2,006	677	1,329	1.74	2,033
2018.3/4	성북구	보문동	7,992	17,279	8,378	8,901	16,931	8,234	8,697	348	144	204	2.12	2,329
2018.3/4	성북구	정릉1동	7,045	18,684	8,899	9,785	18,141	8,752	9,389	543	147	396	2.58	2,797
2018.3/4	성북구	정릉2동	9,624	24,284	11,866	12,418	24,058	11,785	12,273	226	81	145	2.5	4,000
2018.3/4	성북구	정릉3동	7,596	17,341	8,685	8,656	15,952	8,008	7,944	1,389	677	712	2.1	3,079
2018.3/4	성북구	정릉4동	11,042	27,255	13,214	14,041	26,936	13,119	13,817	319	95	224	2.44	4,395
2018.3/4	성북구	길음1동	13,007	37,859	18,110	19,749	37,653	18,021	19,632	206	89	117	2.89	4,167
2018.3/4	성북구	길음2동	4,948	11,837	5,753	6,084	11,694	5,692	6,002	143	61	82	2.36	1,884
2018.3/4	성북구	월곡1동	10,717	27,915	13,579	14,336	27,693	13,496	14,197	222	83	139	2.58	4,250
2018.3/4	성북구	월곡2동	8,914	20,791	10,149	10,642	20,179	9,867	10,312	612	282	330	2.26	3,267
2018.3/4	성북구	장위1동	9,025	21,309	10,513	10,796	21,097	10,439	10,658	212	74	138	2.34	3,406
2018.3/4	성북구	장위2동	6,903	15,920	7,942	7,978	15,639	7,822	7,817	281	120	161	2.27	3,191
2018.3/4	성북구	장위3동	4,852	11,855	5,951	5,904	11,664	5,864	5,800	191	87	104	2.4	1,904
2018.3/4	성북구	성북동	8,024	17,961	8,487	9,474	17,421	8,261	9,160	540	226	314	2.17	2,945
2018.3/4	성북구	삼선동	12,677	27,070	13,030	14,040	26,498	12,783	13,715	572	247	325	2.09	3,985
2018.3/4	성북구	동선동	8,896	16,507	7,007	9,500	15,659	6,757	8,902	848	250	598	1.76	2,157
2018.3/4	성북구	종암동	17,040	42,741	20,958	21,783	40,947	20,323	20,624	1,794	635	1,159	2.4	6,084
2018.3/4	성북구	석관동	14,719	33,976	16,865	17,111	33,096	16,434	16,662	880	431	449	2.25	5,866
2018.3/4	강북구	소계	143,172	324,276	158,263	166,013	320,576	156,829	163,747	3,700	1,434	2,266	2.24	57,741
2018.3/4	강북구	번1동	10,160	20,002	9,938	10,064	19,638	9,796	9,842	364	142	222	1.93	3,331
2018.3/4	강북구	번2동	7,542	17,609	8,515	9,094	17,480	8,477	9,003	129	38	91	2.32	3,615
2018.3/4	강북구	번3동	7,606	19,020	9,017	10,003	18,936	9,004	9,932	84	13	71	2.49	4,363
2018.3/4	강북구	수유1동	10,296	22,309	10,986	11,323	22,041	10,885	11,156	268	101	167	2.14	4,014
2018.3/4	강북구	수유2동	9,548	22,583	10,936	11,647	22,432	10,888	11,544	151	48	103	2.35	4,268
2018.3/4	강북구	수유3동	12,306	24,252	12,046	12,206	23,846	11,905	11,941	406	141	265	1.94	4,077
2018.3/4	강북구	삼양동	11,984	27,226	13,545	13,681	27,030	13,471	13,559	196	74	122	2.26	4,672
2018.3/4	강북구	미아동	11,188	23,260	11,194	12,066	22,737	10,985	11,752	523	209	314	2.03	4,017
2018.3/4	강북구	송중동	13,038	29,773	14,341	15,432	29,209	14,092	15,117	564	249	315	2.24	5,298
2018.3/4	강북구	송천동	13,773	29,632	14,785	14,847	29,143	14,560	14,583	489	225	264	2.12	5,573
2018.3/4	강북구	삼각산동	11,888	33,688	16,218	17,470	33,551	16,163	17,388	137	55	82	2.82	3,953
2018.3/4	강북구	우이동	9,461	21,854	10,653	11,201	21,723	10,598	11,125	131	55	76	2.3	4,294
2018.3/4	강북구	인수동	14,382	33,068	16,089	16,979	32,810	16,005	16,805	258	84	174	2.28	6,266
2018.3/4	도봉구	소계	137,901	342,990	167,726	175,264	340,876	166,926	173,950	2,114	800	1,314	2.47	55,499
2018.3/4	도봉구	쌍문1동	9,165	22,455	10,842	11,613	22,205	10,761	11,444	250	81	169	2.42	3,935
2018.3/4	도봉구	쌍문2동	8,695	20,622	10,008	10,614	20,476	9,928	10,548	146	80	66	2.35	3,428
2018.3/4	도봉구	쌍문3동	7,648	17,372	8,376	8,996	17,211	8,318	8,893	161	58	103	2.25	3,097
2018.3/4	도봉구	쌍문4동	7,180	20,179	9,639	10,540	20,129	9,623	10,506	50	16	34	2.8	2,566
2018.3/4	도봉구	방학1동	12,714	30,579	15,137	15,442	30,299	15,036	15,263	280	101	179	2.38	4,984
2018.3/4	도봉구	방학2동	9,564	21,797	10,995	10,802	21,609	10,923	10,686	188	72	116	2.26	3,835
2018.3/4	도봉구	방학3동	10,134	29,486	14,413	15,073	29,415	14,391	15,024	71	22	49	2.9	4,109
2018.3/4	도봉구	창1동	10,892	26,883	12,894	13,989	26,726	12,836	13,890	157	58	99	2.45	4,006
2018.3/4	도봉구	창2동	12,397	31,473	15,442	16,031	31,207	15,334	15,873	266	108	158	2.52	4,528
2018.3/4	도봉구	창3동	6,680	15,241	7,593	7,648	15,148	7,562	7,586	93	31	62	2.27	2,672
2018.3/4	도봉구	창4동	10,574	28,588	13,811	14,777	28,504	13,775	14,729	84	36	48	2.7	3,728
2018.3/4	도봉구	창5동	9,899	26,226	12,676	13,550	26,125	12,641	13,484	101	35	66	2.64	3,792
2018.3/4	도봉구	도봉1동	10,293	22,981	11,607	11,374	22,834	11,556	11,278	147	51	96	2.22	5,097
2018.3/4	도봉구	도봉2동	12,066	29,108	14,293	14,815	28,988	14,242	14,746	120	51	69	2.4	5,722
2018.3/4	노원구	소계	217,900	551,069	267,318	283,751	546,911	265,555	281,356	4,158	1,763	2,395	2.51	76,466
2018.3/4	노원구	월계1동	10,509	24,154	12,465	11,689	23,635	12,230	11,405	519	235	284	2.25	3,901
2018.3/4	노원구	월계2동	11,240	26,836	12,948	13,888	26,697	12,902	13,795	139	46	93	2.38	4,858
2018.3/4	노원구	월계3동	12,984	32,697	15,736	16,961	32,512	15,665	16,847	185	71	114	2.5	5,262
2018.3/4	노원구	공릉2동	16,168	41,641	20,428	21,213	41,170	20,189	20,981	471	239	232	2.55	4,586
2018.3/4	노원구	하계1동	12,461	30,235	14,697	15,538	29,712	14,441	15,271	523	256	267	2.38	3,854
2018.3/4	노원구	하계2동	8,347	23,981	11,480	12,501	23,926	11,454	12,472	55	26	29	2.87	2,841
2018.3/4	노원구	중계본동	9,243	26,955	13,230	13,725	26,871	13,197	13,674	84	33	51	2.91	2,520
2018.3/4	노원구	중계1동	9,138	28,474	13,907	14,567	28,392	13,875	14,517	82	32	50	3.11	2,180
2018.3/4	노원구	중계4동	8,463	21,866	10,639	11,227	21,785	10,612	11,173	81	27	54	2.57	3,572
2018.3/4	노원구	상계1동	15,649	41,190	20,088	21,102	41,023	20,027	20,996	167	61	106	2.62	6,063
2018.3/4	노원구	상계2동	8,766	21,719	10,721	10,998	21,554	10,658	10,896	165	63	102	2.46	2,973
2018.3/4	노원구	상계5동	11,104	26,410	12,883	13,527	26,257	12,832	13,425	153	51	102	2.36	4,625
2018.3/4	노원구	상계8동	9,303	24,631	11,889	12,742	24,582	11,880	12,702	49	9	40	2.64	2,495
2018.3/4	노원구	상계9동	8,510	22,524	10,817	11,707	22,433	10,793	11,640	91	24	67	2.64	2,887
2018.3/4	노원구	상계10동	6,652	17,071	7,906	9,165	17,007	7,876	9,131	64	30	34	2.56	1,988
2018.3/4	노원구	상계3.4동	11,811	26,942	13,415	13,527	26,799	13,370	13,429	143	45	98	2.27	5,442
2018.3/4	노원구	상계6.7동	14,073	35,649	16,649	19,000	35,495	16,589	18,906	154	60	94	2.52	4,280
2018.3/4	노원구	중계2.3동	15,495	38,090	17,802	20,288	37,934	17,745	20,189	156	57	99	2.45	6,612
2018.3/4	노원구	공릉1동	17,984	40,004	19,618	20,386	39,127	19,220	19,907	877	398	479	2.18	5,527
2018.3/4	은평구	소계	203,951	487,849	236,029	251,820	483,417	234,119	249,298	4,432	1,910	2,522	2.37	76,643
2018.3/4	은평구	녹번동	14,826	33,139	15,968	17,171	32,741	15,791	16,950	398	177	221	2.21	5,696
2018.3/4	은평구	불광1동	17,734	41,847	19,977	21,870	41,535	19,850	21,685	312	127	185	2.34	7,013
2018.3/4	은평구	갈현1동	11,164	25,361	12,412	12,949	25,062	12,256	12,806	299	156	143	2.24	4,074
2018.3/4	은평구	갈현2동	12,563	30,822	14,729	16,093	30,447	14,567	15,880	375	162	213	2.42	4,497
2018.3/4	은평구	구산동	12,777	33,947	16,979	16,968	33,720	16,878	16,842	227	101	126	2.64	5,484
2018.3/4	은평구	대조동	15,678	32,892	15,547	17,345	32,451	15,343	17,108	441	204	237	2.07	5,308
2018.3/4	은평구	응암1동	11,214	26,198	12,601	13,597	25,899	12,463	13,436	299	138	161	2.31	3,912
2018.3/4	은평구	응암2동	8,232	21,184	10,376	10,808	20,981	10,289	10,692	203	87	116	2.55	2,817
2018.3/4	은평구	신사1동	11,548	28,752	13,922	14,830	28,518	13,830	14,688	234	92	142	2.47	4,384
2018.3/4	은평구	신사2동	9,136	22,313	11,159	11,154	22,152	11,101	11,051	161	58	103	2.42	3,422
2018.3/4	은평구	증산동	6,908	16,510	8,174	8,336	16,391	8,119	8,272	119	55	64	2.37	2,879
2018.3/4	은평구	수색동	5,080	11,924	5,975	5,949	11,815	5,925	5,890	109	50	59	2.33	2,168
2018.3/4	은평구	진관동	20,187	56,349	26,727	29,622	56,115	26,628	29,487	234	99	135	2.78	6,996
2018.3/4	은평구	불광2동	13,652	30,011	14,611	15,400	29,720	14,485	15,235	291	126	165	2.18	5,286
2018.3/4	은평구	응암3동	12,418	26,423	12,958	13,465	26,090	12,832	13,258	333	126	207	2.1	5,144
2018.3/4	은평구	역촌동	20,834	50,177	23,914	26,263	49,780	23,762	26,018	397	152	245	2.39	7,563
2018.3/4	서대문구	소계	138,027	322,497	153,727	168,770	310,584	149,728	160,856	11,913	3,999	7,914	2.25	50,278
2018.3/4	서대문구	천연동	8,311	19,165	9,152	10,013	18,921	9,038	9,883	244	114	130	2.28	3,160
2018.3/4	서대문구	홍제1동	9,521	23,306	10,948	12,358	23,020	10,822	12,198	286	126	160	2.42	3,996
2018.3/4	서대문구	홍제3동	7,136	16,769	8,139	8,630	16,595	8,064	8,531	174	75	99	2.33	3,302
2018.3/4	서대문구	홍제2동	5,844	14,915	7,146	7,769	14,801	7,094	7,707	114	52	62	2.53	2,559
2018.3/4	서대문구	홍은1동	9,754	24,228	11,783	12,445	23,906	11,648	12,258	322	135	187	2.45	4,300
2018.3/4	서대문구	홍은2동	12,532	29,608	14,419	15,189	28,977	14,153	14,824	631	266	365	2.31	4,825
2018.3/4	서대문구	남가좌1동	6,088	17,261	8,293	8,968	16,862	8,128	8,734	399	165	234	2.77	2,080
2018.3/4	서대문구	남가좌2동	10,170	23,023	11,090	11,933	22,416	10,847	11,569	607	243	364	2.2	3,881
2018.3/4	서대문구	북가좌1동	7,005	19,488	9,455	10,033	19,333	9,392	9,941	155	63	92	2.76	2,785
2018.3/4	서대문구	북가좌2동	14,737	34,402	16,819	17,583	34,100	16,689	17,411	302	130	172	2.31	5,678
2018.3/4	서대문구	충현동	8,832	18,545	9,054	9,491	18,119	8,860	9,259	426	194	232	2.05	3,084
2018.3/4	서대문구	북아현동	7,564	17,820	8,462	9,358	17,425	8,301	9,124	395	161	234	2.3	2,252
2018.3/4	서대문구	신촌동	11,939	23,496	9,533	13,963	18,607	8,498	10,109	4,889	1,035	3,854	1.56	2,170
2018.3/4	서대문구	연희동	18,594	40,471	19,434	21,037	37,502	18,194	19,308	2,969	1,240	1,729	2.02	6,206
2018.3/4	마포구	소계	171,320	385,032	182,174	202,858	374,106	177,973	196,133	10,926	4,201	6,725	2.18	50,559
2018.3/4	마포구	용강동	9,154	22,700	10,883	11,817	22,153	10,586	11,567	547	297	250	2.42	2,709
2018.3/4	마포구	대흥동	7,185	13,824	6,375	7,449	11,866	5,802	6,064	1,958	573	1,385	1.65	1,882
2018.3/4	마포구	염리동	4,952	11,235	5,282	5,953	10,293	4,993	5,300	942	289	653	2.08	1,682
2018.3/4	마포구	신수동	9,207	21,832	10,611	11,221	21,363	10,444	10,919	469	167	302	2.32	2,972
2018.3/4	마포구	서교동	13,894	26,155	12,005	14,150	24,607	11,441	13,166	1,548	564	984	1.77	3,305
2018.3/4	마포구	합정동	9,561	19,529	9,066	10,463	19,168	8,919	10,249	361	147	214	2	2,548
2018.3/4	마포구	망원1동	10,329	21,681	10,299	11,382	21,310	10,144	11,166	371	155	216	2.06	3,188
2018.3/4	마포구	망원2동	8,245	19,797	9,470	10,327	19,608	9,396	10,212	189	74	115	2.38	2,793
2018.3/4	마포구	연남동	8,747	17,520	8,203	9,317	16,473	7,736	8,737	1,047	467	580	1.88	2,438
2018.3/4	마포구	성산1동	9,313	20,488	9,709	10,779	20,119	9,553	10,566	369	156	213	2.16	2,762
2018.3/4	마포구	성산2동	18,111	41,518	19,451	22,067	41,278	19,364	21,914	240	87	153	2.28	5,661
2018.3/4	마포구	상암동	12,756	33,562	16,099	17,463	32,982	15,842	17,140	580	257	323	2.59	3,602
