"행정구역(시군구)별","이동규모별","항목","단위","2017. 02 월",
"전국","계","총전입","건","459725",
"전국","계","총전출","건","459725",
"전국","계","순이동","건","0",
"전국","계","시도내-시군구내이동","건","131803",
"전국","계","시도내-시군구간전입","건","133248",
"전국","계","시도내-시군구간전출","건","133248",
"전국","계","시도간전입","건","194674",
"전국","계","시도간전출","건","194674",
"전국","1인","총전입","건","317433",
"전국","1인","총전출","건","317433",
"전국","1인","순이동","건","0",
"전국","1인","시도내-시군구내이동","건","75935",
"전국","1인","시도내-시군구간전입","건","90333",
"전국","1인","시도내-시군구간전출","건","90333",
"전국","1인","시도간전입","건","151165",
"전국","1인","시도간전출","건","151165",
"전국","2인","총전입","건","53759",
"전국","2인","총전출","건","53759",
"전국","2인","순이동","건","0",
"전국","2인","시도내-시군구내이동","건","19811",
"전국","2인","시도내-시군구간전입","건","16121",
"전국","2인","시도내-시군구간전출","건","16121",
"전국","2인","시도간전입","건","17827",
"전국","2인","시도간전출","건","17827",
"전국","3인","총전입","건","42178",
"전국","3인","총전출","건","42178",
"전국","3인","순이동","건","0",
"전국","3인","시도내-시군구내이동","건","16783",
"전국","3인","시도내-시군구간전입","건","12940",
"전국","3인","시도내-시군구간전출","건","12940",
"전국","3인","시도간전입","건","12455",
"전국","3인","시도간전출","건","12455",
"전국","4인","총전입","건","36592",
"전국","4인","총전출","건","36592",
"전국","4인","순이동","건","0",
"전국","4인","시도내-시군구내이동","건","14912",
"전국","4인","시도내-시군구간전입","건","11159",
"전국","4인","시도내-시군구간전출","건","11159",
"전국","4인","시도간전입","건","10521",
"전국","4인","시도간전출","건","10521",
"전국","5인","총전입","건","8117",
"전국","5인","총전출","건","8117",
"전국","5인","순이동","건","0",
"전국","5인","시도내-시군구내이동","건","3584",
"전국","5인","시도내-시군구간전입","건","2232",
"전국","5인","시도내-시군구간전출","건","2232",
"전국","5인","시도간전입","건","2301",
"전국","5인","시도간전출","건","2301",
"전국","6인","총전입","건","1279",
"전국","6인","총전출","건","1279",
"전국","6인","순이동","건","0",
"전국","6인","시도내-시군구내이동","건","594",
"전국","6인","시도내-시군구간전입","건","357",
"전국","6인","시도내-시군구간전출","건","357",
"전국","6인","시도간전입","건","328",
"전국","6인","시도간전출","건","328",
"전국","7인","총전입","건","248",
"전국","7인","총전출","건","248",
"전국","7인","순이동","건","0",
"전국","7인","시도내-시군구내이동","건","126",
"전국","7인","시도내-시군구간전입","건","74",
"전국","7인","시도내-시군구간전출","건","74",
"전국","7인","시도간전입","건","48",
"전국","7인","시도간전출","건","48",
"전국","8인","총전입","건","80",
"전국","8인","총전출","건","80",
"전국","8인","순이동","건","0",
"전국","8인","시도내-시군구내이동","건","42",
"전국","8인","시도내-시군구간전입","건","20",
"전국","8인","시도내-시군구간전출","건","20",
"전국","8인","시도간전입","건","18",
"전국","8인","시도간전출","건","18",
"전국","9인","총전입","건","31",
"전국","9인","총전출","건","31",
"전국","9인","순이동","건","0",
"전국","9인","시도내-시군구내이동","건","15",
"전국","9인","시도내-시군구간전입","건","8",
"전국","9인","시도내-시군구간전출","건","8",
"전국","9인","시도간전입","건","8",
"전국","9인","시도간전출","건","8",
"전국","10인이상","총전입","건","8",
"전국","10인이상","총전출","건","8",
"전국","10인이상","순이동","건","0",
"전국","10인이상","시도내-시군구내이동","건","1",
"전국","10인이상","시도내-시군구간전입","건","4",
"전국","10인이상","시도내-시군구간전출","건","4",
"전국","10인이상","시도간전입","건","3",
"전국","10인이상","시도간전출","건","3",
"서울특별시","계","총전입","건","99227",
"서울특별시","계","총전출","건","96102",
"서울특별시","계","순이동","건","3125",
"서울특별시","계","시도내-시군구내이동","건","21366",
"서울특별시","계","시도내-시군구간전입","건","36000",
"서울특별시","계","시도내-시군구간전출","건","36000",
"서울특별시","계","시도간전입","건","41861",
"서울특별시","계","시도간전출","건","38736",
"서울특별시","1인","총전입","건","69195",
"서울특별시","1인","총전출","건","63677",
"서울특별시","1인","순이동","건","5518",
"서울특별시","1인","시도내-시군구내이동","건","11508",
"서울특별시","1인","시도내-시군구간전입","건","23695",
"서울특별시","1인","시도내-시군구간전출","건","23695",
"서울특별시","1인","시도간전입","건","33992",
"서울특별시","1인","시도간전출","건","28474",
"서울특별시","2인","총전입","건","10784",
"서울특별시","2인","총전출","건","11658",
"서울특별시","2인","순이동","건","-874",
"서울특별시","2인","시도내-시군구내이동","건","3249",
"서울특별시","2인","시도내-시군구간전입","건","4349",
"서울특별시","2인","시도내-시군구간전출","건","4349",
"서울특별시","2인","시도간전입","건","3186",
"서울특별시","2인","시도간전출","건","4060",
"서울특별시","3인","총전입","건","9026",
"서울특별시","3인","총전출","건","9957",
"서울특별시","3인","순이동","건","-931",
"서울특별시","3인","시도내-시군구내이동","건","3029",
"서울특별시","3인","시도내-시군구간전입","건","3789",
"서울특별시","3인","시도내-시군구간전출","건","3789",
"서울특별시","3인","시도간전입","건","2208",
"서울특별시","3인","시도간전출","건","3139",
"서울특별시","4인","총전입","건","8234",
"서울특별시","4인","총전출","건","8708",
"서울특별시","4인","순이동","건","-474",
"서울특별시","4인","시도내-시군구내이동","건","2828",
"서울특별시","4인","시도내-시군구간전입","건","3439",
"서울특별시","4인","시도내-시군구간전출","건","3439",
"서울특별시","4인","시도간전입","건","1967",
"서울특별시","4인","시도간전출","건","2441",
"서울특별시","5인","총전입","건","1673",
"서울특별시","5인","총전출","건","1756",
"서울특별시","5인","순이동","건","-83",
"서울특별시","5인","시도내-시군구내이동","건","631",
"서울특별시","5인","시도내-시군구간전입","건","608",
"서울특별시","5인","시도내-시군구간전출","건","608",
"서울특별시","5인","시도간전입","건","434",
"서울특별시","5인","시도간전출","건","517",
"서울특별시","6인","총전입","건","245",
"서울특별시","6인","총전출","건","261",
"서울특별시","6인","순이동","건","-16",
"서울특별시","6인","시도내-시군구내이동","건","92",
"서울특별시","6인","시도내-시군구간전입","건","91",
"서울특별시","6인","시도내-시군구간전출","건","91",
"서울특별시","6인","시도간전입","건","62",
"서울특별시","6인","시도간전출","건","78",
"서울특별시","7인","총전입","건","51",
"서울특별시","7인","총전출","건","59",
"서울특별시","7인","순이동","건","-8",
"서울특별시","7인","시도내-시군구내이동","건","21",
"서울특별시","7인","시도내-시군구간전입","건","20",
"서울특별시","7인","시도내-시군구간전출","건","20",
"서울특별시","7인","시도간전입","건","10",
"서울특별시","7인","시도간전출","건","18",
"서울특별시","8인","총전입","건","11",
"서울특별시","8인","총전출","건","13",
"서울특별시","8인","순이동","건","-2",
"서울특별시","8인","시도내-시군구내이동","건","2",
