"행정구역(시군구)별","이동규모별","항목","단위","2017. 07 월",
"전국","계","총전입","건","343623",
"전국","계","총전출","건","343623",
"전국","계","순이동","건","0",
"전국","계","시도내-시군구내이동","건","113237",
"전국","계","시도내-시군구간전입","건","98470",
"전국","계","시도내-시군구간전출","건","98470",
"전국","계","시도간전입","건","131916",
"전국","계","시도간전출","건","131916",
"전국","1인","총전입","건","241078",
"전국","1인","총전출","건","241078",
"전국","1인","순이동","건","0",
"전국","1인","시도내-시군구내이동","건","64888",
"전국","1인","시도내-시군구간전입","건","69605",
"전국","1인","시도내-시군구간전출","건","69605",
"전국","1인","시도간전입","건","106585",
"전국","1인","시도간전출","건","106585",
"전국","2인","총전입","건","42547",
"전국","2인","총전출","건","42547",
"전국","2인","순이동","건","0",
"전국","2인","시도내-시군구내이동","건","17861",
"전국","2인","시도내-시군구간전입","건","12402",
"전국","2인","시도내-시군구간전출","건","12402",
"전국","2인","시도간전입","건","12284",
"전국","2인","시도간전출","건","12284",
"전국","3인","총전입","건","30528",
"전국","3인","총전출","건","30528",
"전국","3인","순이동","건","0",
"전국","3인","시도내-시군구내이동","건","14676",
"전국","3인","시도내-시군구간전입","건","8702",
"전국","3인","시도내-시군구간전출","건","8702",
"전국","3인","시도간전입","건","7150",
"전국","3인","시도간전출","건","7150",
"전국","4인","총전입","건","23282",
"전국","4인","총전출","건","23282",
"전국","4인","순이동","건","0",
"전국","4인","시도내-시군구내이동","건","12296",
"전국","4인","시도내-시군구간전입","건","6276",
"전국","4인","시도내-시군구간전출","건","6276",
"전국","4인","시도간전입","건","4710",
"전국","4인","시도간전출","건","4710",
"전국","5인","총전입","건","5055",
"전국","5인","총전출","건","5055",
"전국","5인","순이동","건","0",
"전국","5인","시도내-시군구내이동","건","2871",
"전국","5인","시도내-시군구간전입","건","1218",
"전국","5인","시도내-시군구간전출","건","1218",
"전국","5인","시도간전입","건","966",
"전국","5인","시도간전출","건","966",
"전국","6인","총전입","건","886",
"전국","6인","총전출","건","886",
"전국","6인","순이동","건","0",
"전국","6인","시도내-시군구내이동","건","521",
"전국","6인","시도내-시군구간전입","건","201",
"전국","6인","시도내-시군구간전출","건","201",
"전국","6인","시도간전입","건","164",
"전국","6인","시도간전출","건","164",
"전국","7인","총전입","건","187",
"전국","7인","총전출","건","187",
"전국","7인","순이동","건","0",
"전국","7인","시도내-시군구내이동","건","91",
"전국","7인","시도내-시군구간전입","건","56",
"전국","7인","시도내-시군구간전출","건","56",
"전국","7인","시도간전입","건","40",
"전국","7인","시도간전출","건","40",
"전국","8인","총전입","건","39",
"전국","8인","총전출","건","39",
"전국","8인","순이동","건","0",
"전국","8인","시도내-시군구내이동","건","20",
"전국","8인","시도내-시군구간전입","건","7",
"전국","8인","시도내-시군구간전출","건","7",
"전국","8인","시도간전입","건","12",
"전국","8인","시도간전출","건","12",
"전국","9인","총전입","건","20",
"전국","9인","총전출","건","20",
"전국","9인","순이동","건","0",
"전국","9인","시도내-시군구내이동","건","13",
"전국","9인","시도내-시군구간전입","건","3",
"전국","9인","시도내-시군구간전출","건","3",
"전국","9인","시도간전입","건","4",
"전국","9인","시도간전출","건","4",
"전국","10인이상","총전입","건","1",
"전국","10인이상","총전출","건","1",
"전국","10인이상","순이동","건","0",
"전국","10인이상","시도내-시군구내이동","건","0",
"전국","10인이상","시도내-시군구간전입","건","0",
"전국","10인이상","시도내-시군구간전출","건","0",
"전국","10인이상","시도간전입","건","1",
"전국","10인이상","시도간전출","건","1",
"서울특별시","계","총전입","건","72221",
"서울특별시","계","총전출","건","74715",
"서울특별시","계","순이동","건","-2494",
"서울특별시","계","시도내-시군구내이동","건","18690",
"서울특별시","계","시도내-시군구간전입","건","27197",
"서울특별시","계","시도내-시군구간전출","건","27197",
"서울특별시","계","시도간전입","건","26334",
"서울특별시","계","시도간전출","건","28828",
"서울특별시","1인","총전입","건","51347",
"서울특별시","1인","총전출","건","50902",
"서울특별시","1인","순이동","건","445",
"서울특별시","1인","시도내-시군구내이동","건","10110",
"서울특별시","1인","시도내-시군구간전입","건","18979",
"서울특별시","1인","시도내-시군구간전출","건","18979",
"서울특별시","1인","시도간전입","건","22258",
"서울특별시","1인","시도간전출","건","21813",
"서울특별시","2인","총전입","건","8500",
"서울특별시","2인","총전출","건","9641",
"서울특별시","2인","순이동","건","-1141",
"서울특별시","2인","시도내-시군구내이동","건","3059",
"서울특별시","2인","시도내-시군구간전입","건","3353",
"서울특별시","2인","시도내-시군구간전출","건","3353",
"서울특별시","2인","시도간전입","건","2088",
"서울특별시","2인","시도간전출","건","3229",
"서울특별시","3인","총전입","건","6212",
"서울특별시","3인","총전출","건","7244",
"서울특별시","3인","순이동","건","-1032",
"서울특별시","3인","시도내-시군구내이동","건","2659",
"서울특별시","3인","시도내-시군구간전입","건","2490",
"서울특별시","3인","시도내-시군구간전출","건","2490",
"서울특별시","3인","시도간전입","건","1063",
"서울특별시","3인","시도간전출","건","2095",
"서울특별시","4인","총전입","건","4978",
"서울특별시","4인","총전출","건","5574",
"서울특별시","4인","순이동","건","-596",
"서울특별시","4인","시도내-시군구내이동","건","2269",
"서울특별시","4인","시도내-시군구간전입","건","1949",
"서울특별시","4인","시도내-시군구간전출","건","1949",
"서울특별시","4인","시도간전입","건","760",
"서울특별시","4인","시도간전출","건","1356",
"서울특별시","5인","총전입","건","970",
"서울특별시","5인","총전출","건","1090",
"서울특별시","5인","순이동","건","-120",
"서울특별시","5인","시도내-시군구내이동","건","471",
"서울특별시","5인","시도내-시군구간전입","건","360",
"서울특별시","5인","시도내-시군구간전출","건","360",
"서울특별시","5인","시도간전입","건","139",
"서울특별시","5인","시도간전출","건","259",
"서울특별시","6인","총전입","건","165",
"서울특별시","6인","총전출","건","196",
"서울특별시","6인","순이동","건","-31",
"서울특별시","6인","시도내-시군구내이동","건","95",
"서울특별시","6인","시도내-시군구간전입","건","48",
"서울특별시","6인","시도내-시군구간전출","건","48",
"서울특별시","6인","시도간전입","건","22",
"서울특별시","6인","시도간전출","건","53",
"서울특별시","7인","총전입","건","35",
"서울특별시","7인","총전출","건","50",
"서울특별시","7인","순이동","건","-15",
"서울특별시","7인","시도내-시군구내이동","건","17",
"서울특별시","7인","시도내-시군구간전입","건","15",
"서울특별시","7인","시도내-시군구간전출","건","15",
"서울특별시","7인","시도간전입","건","3",
"서울특별시","7인","시도간전출","건","18",
"서울특별시","8인","총전입","건","8",
"서울특별시","8인","총전출","건","10",
"서울특별시","8인","순이동","건","-2",
"서울특별시","8인","시도내-시군구내이동","건","4",
"서울특별시","8인","시도내-시군구간전입","건","3",
"서울특별시","8인","시도내-시군구간전출","건","3",
"서울특별시","8인","시도간전입","건","1",
"서울특별시","8인","시도간전출","건","3",
"서울특별시","9인","총전입","건","6",
"서울특별시","9인","총전출","건","7",
"서울특별시","9인","순이동","건","-1",
"서울특별시","9인","시도내-시군구내이동","건","6",
"서울특별시","9인","시도내-시군구간전입","건","0",
"서울특별시","9인","시도내-시군구간전출","건","0",
"서울특별시","9인","시도간전입","건","0",
"서울특별시","9인","시도간전출","건","1",
"서울특별시","10인이상","총전입","건","0",
"서울특별시","10인이상","총전출","건","1",
"서울특별시","10인이상","순이동","건","-1",
"서울특별시","10인이상","시도내-시군구내이동","건","0",
"서울특별시","10인이상","시도내-시군구간전입","건","0",
"서울특별시","10인이상","시도내-시군구간전출","건","0",
"서울특별시","10인이상","시도간전입","건","0",
"서울특별시","10인이상","시도간전출","건","1",
"종로구","계","총전입","건","1442",
"종로구","계","총전출","건","1307",
"종로구","계","순이동","건","135",
"종로구","계","시도내-시군구내이동","건","183",
"종로구","계","시도내-시군구간전입","건","770",
"종로구","계","시도내-시군구간전출","건","650",
"종로구","계","시도간전입","건","489",
"종로구","계","시도간전출","건","474",
"종로구","1인","총전입","건","1006",
"종로구","1인","총전출","건","981",
"종로구","1인","순이동","건","25",
"종로구","1인","시도내-시군구내이동","건","101",
"종로구","1인","시도내-시군구간전입","건","495",
"종로구","1인","시도내-시군구간전출","건","489",
"종로구","1인","시도간전입","건","410",
"종로구","1인","시도간전출","건","391",
"종로구","2인","총전입","건","170",
"종로구","2인","총전출","건","144",
"종로구","2인","순이동","건","26",
"종로구","2인","시도내-시군구내이동","건","31",
"종로구","2인","시도내-시군구간전입","건","99",
"종로구","2인","시도내-시군구간전출","건","73",
"종로구","2인","시도간전입","건","40",
"종로구","2인","시도간전출","건","40",
"종로구","3인","총전입","건","141",
"종로구","3인","총전출","건","100",
"종로구","3인","순이동","건","41",
"종로구","3인","시도내-시군구내이동","건","23",
"종로구","3인","시도내-시군구간전입","건","100",
"종로구","3인","시도내-시군구간전출","건","50",
"종로구","3인","시도간전입","건","18",
"종로구","3인","시도간전출","건","27",
"종로구","4인","총전입","건","97",
"종로구","4인","총전출","건","62",
"종로구","4인","순이동","건","35",
"종로구","4인","시도내-시군구내이동","건","20",
"종로구","4인","시도내-시군구간전입","건","63",
"종로구","4인","시도내-시군구간전출","건","29",
"종로구","4인","시도간전입","건","14",
"종로구","4인","시도간전출","건","13",
"종로구","5인","총전입","건","22",
"종로구","5인","총전출","건","18",
"종로구","5인","순이동","건","4",
"종로구","5인","시도내-시군구내이동","건","7",
"종로구","5인","시도내-시군구간전입","건","10",
"종로구","5인","시도내-시군구간전출","건","8",
"종로구","5인","시도간전입","건","5",
"종로구","5인","시도간전출","건","3",
"종로구","6인","총전입","건","4",
"종로구","6인","총전출","건","2",
"종로구","6인","순이동","건","2",
"종로구","6인","시도내-시군구내이동","건","1",
"종로구","6인","시도내-시군구간전입","건","2",
"종로구","6인","시도내-시군구간전출","건","1",
"종로구","6인","시도간전입","건","1",
"종로구","6인","시도간전출","건","0",
"종로구","7인","총전입","건","1",
"종로구","7인","총전출","건","0",
"종로구","7인","순이동","건","1",
"종로구","7인","시도내-시군구내이동","건","0",
"종로구","7인","시도내-시군구간전입","건","1",
"종로구","7인","시도내-시군구간전출","건","0",
"종로구","7인","시도간전입","건","0",
"종로구","7인","시도간전출","건","0",
"종로구","8인","총전입","건","1",
"종로구","8인","총전출","건","0",
"종로구","8인","순이동","건","1",
"종로구","8인","시도내-시군구내이동","건","0",
"종로구","8인","시도내-시군구간전입","건","0",
"종로구","8인","시도내-시군구간전출","건","0",
"종로구","8인","시도간전입","건","1",
"종로구","8인","시도간전출","건","0",
"종로구","9인","총전입","건","0",
"종로구","9인","총전출","건","0",
"종로구","9인","순이동","건","0",
"종로구","9인","시도내-시군구내이동","건","0",
"종로구","9인","시도내-시군구간전입","건","0",
"종로구","9인","시도내-시군구간전출","건","0",
"종로구","9인","시도간전입","건","0",
"종로구","9인","시도간전출","건","0",
"종로구","10인이상","총전입","건","0",
"종로구","10인이상","총전출","건","0",
"종로구","10인이상","순이동","건","0",
"종로구","10인이상","시도내-시군구내이동","건","0",
"종로구","10인이상","시도내-시군구간전입","건","0",
"종로구","10인이상","시도내-시군구간전출","건","0",
"종로구","10인이상","시도간전입","건","0",
"종로구","10인이상","시도간전출","건","0",
"중구","계","총전입","건","980",
"중구","계","총전출","건","958",
"중구","계","순이동","건","22",
"중구","계","시도내-시군구내이동","건","154",
"중구","계","시도내-시군구간전입","건","481",
"중구","계","시도내-시군구간전출","건","497",
"중구","계","시도간전입","건","345",
"중구","계","시도간전출","건","307",
"중구","1인","총전입","건","754",
"중구","1인","총전출","건","700",
"중구","1인","순이동","건","54",
"중구","1인","시도내-시군구내이동","건","99",
"중구","1인","시도내-시군구간전입","건","354",
"중구","1인","시도내-시군구간전출","건","352",
"중구","1인","시도간전입","건","301",
"중구","1인","시도간전출","건","249",
"중구","2인","총전입","건","107",
"중구","2인","총전출","건","108",
"중구","2인","순이동","건","-1",
"중구","2인","시도내-시군구내이동","건","26",
"중구","2인","시도내-시군구간전입","건","57",
"중구","2인","시도내-시군구간전출","건","56",
"중구","2인","시도간전입","건","24",
"중구","2인","시도간전출","건","26",
"중구","3인","총전입","건","60",
"중구","3인","총전출","건","83",
"중구","3인","순이동","건","-23",
"중구","3인","시도내-시군구내이동","건","15",
"중구","3인","시도내-시군구간전입","건","34",
"중구","3인","시도내-시군구간전출","건","46",
"중구","3인","시도간전입","건","11",
"중구","3인","시도간전출","건","22",
"중구","4인","총전입","건","52",
"중구","4인","총전출","건","55",
"중구","4인","순이동","건","-3",
"중구","4인","시도내-시군구내이동","건","13",
"중구","4인","시도내-시군구간전입","건","32",
"중구","4인","시도내-시군구간전출","건","34",
"중구","4인","시도간전입","건","7",
"중구","4인","시도간전출","건","8",
"중구","5인","총전입","건","7",
"중구","5인","총전출","건","9",
"중구","5인","순이동","건","-2",
"중구","5인","시도내-시군구내이동","건","1",
"중구","5인","시도내-시군구간전입","건","4",
"중구","5인","시도내-시군구간전출","건","7",
"중구","5인","시도간전입","건","2",
"중구","5인","시도간전출","건","1",
"중구","6인","총전입","건","0",
"중구","6인","총전출","건","3",
"중구","6인","순이동","건","-3",
"중구","6인","시도내-시군구내이동","건","0",
"중구","6인","시도내-시군구간전입","건","0",
"중구","6인","시도내-시군구간전출","건","2",
"중구","6인","시도간전입","건","0",
"중구","6인","시도간전출","건","1",
"중구","7인","총전입","건","0",
"중구","7인","총전출","건","0",
"중구","7인","순이동","건","0",
"중구","7인","시도내-시군구내이동","건","0",
"중구","7인","시도내-시군구간전입","건","0",
"중구","7인","시도내-시군구간전출","건","0",
"중구","7인","시도간전입","건","0",
"중구","7인","시도간전출","건","0",
"중구","8인","총전입","건","0",
"중구","8인","총전출","건","0",
"중구","8인","순이동","건","0",
"중구","8인","시도내-시군구내이동","건","0",
"중구","8인","시도내-시군구간전입","건","0",
"중구","8인","시도내-시군구간전출","건","0",
"중구","8인","시도간전입","건","0",
"중구","8인","시도간전출","건","0",
"중구","9인","총전입","건","0",
"중구","9인","총전출","건","0",
"중구","9인","순이동","건","0",
"중구","9인","시도내-시군구내이동","건","0",
"중구","9인","시도내-시군구간전입","건","0",
"중구","9인","시도내-시군구간전출","건","0",
"중구","9인","시도간전입","건","0",
"중구","9인","시도간전출","건","0",
"중구","10인이상","총전입","건","0",
"중구","10인이상","총전출","건","0",
"중구","10인이상","순이동","건","0",
"중구","10인이상","시도내-시군구내이동","건","0",
"중구","10인이상","시도내-시군구간전입","건","0",
"중구","10인이상","시도내-시군구간전출","건","0",
