"행정구역(시군구)별","이동규모별","항목","단위","2018. 01 월",
"전국","계","총전입","건","427739",
"전국","계","총전출","건","427739",
"전국","계","순이동","건","0",
"전국","계","시도내-시군구내이동","건","130178",
"전국","계","시도내-시군구간전입","건","123115",
"전국","계","시도내-시군구간전출","건","123115",
"전국","계","시도간전입","건","174446",
"전국","계","시도간전출","건","174446",
"전국","1인","총전입","건","308924",
"전국","1인","총전출","건","308924",
"전국","1인","순이동","건","0",
"전국","1인","시도내-시군구내이동","건","79408",
"전국","1인","시도내-시군구간전입","건","88490",
"전국","1인","시도내-시군구간전출","건","88490",
"전국","1인","시도간전입","건","141026",
"전국","1인","시도간전출","건","141026",
"전국","2인","총전입","건","48273",
"전국","2인","총전출","건","48273",
"전국","2인","순이동","건","0",
"전국","2인","시도내-시군구내이동","건","18903",
"전국","2인","시도내-시군구간전입","건","14078",
"전국","2인","시도내-시군구간전출","건","14078",
"전국","2인","시도간전입","건","15292",
"전국","2인","시도간전출","건","15292",
"전국","3인","총전입","건","34679",
"전국","3인","총전출","건","34679",
"전국","3인","순이동","건","0",
"전국","3인","시도내-시군구내이동","건","15287",
"전국","3인","시도내-시군구간전입","건","10334",
"전국","3인","시도내-시군구간전출","건","10334",
"전국","3인","시도간전입","건","9058",
"전국","3인","시도간전출","건","9058",
"전국","4인","총전입","건","28183",
"전국","4인","총전출","건","28183",
"전국","4인","순이동","건","0",
"전국","4인","시도내-시군구내이동","건","12907",
"전국","4인","시도내-시군구간전입","건","8140",
"전국","4인","시도내-시군구간전출","건","8140",
"전국","4인","시도간전입","건","7136",
"전국","4인","시도간전출","건","7136",
"전국","5인","총전입","건","6426",
"전국","5인","총전출","건","6426",
"전국","5인","순이동","건","0",
"전국","5인","시도내-시군구내이동","건","3052",
"전국","5인","시도내-시군구간전입","건","1758",
"전국","5인","시도내-시군구간전출","건","1758",
"전국","5인","시도간전입","건","1616",
"전국","5인","시도간전출","건","1616",
"전국","6인","총전입","건","981",
"전국","6인","총전출","건","981",
"전국","6인","순이동","건","0",
"전국","6인","시도내-시군구내이동","건","486",
"전국","6인","시도내-시군구간전입","건","241",
"전국","6인","시도내-시군구간전출","건","241",
"전국","6인","시도간전입","건","254",
"전국","6인","시도간전출","건","254",
"전국","7인","총전입","건","188",
"전국","7인","총전출","건","188",
"전국","7인","순이동","건","0",
"전국","7인","시도내-시군구내이동","건","91",
"전국","7인","시도내-시군구간전입","건","46",
"전국","7인","시도내-시군구간전출","건","46",
"전국","7인","시도간전입","건","51",
"전국","7인","시도간전출","건","51",
"전국","8인","총전입","건","55",
"전국","8인","총전출","건","55",
"전국","8인","순이동","건","0",
"전국","8인","시도내-시군구내이동","건","26",
"전국","8인","시도내-시군구간전입","건","21",
"전국","8인","시도내-시군구간전출","건","21",
"전국","8인","시도간전입","건","8",
"전국","8인","시도간전출","건","8",
"전국","9인","총전입","건","28",
"전국","9인","총전출","건","28",
"전국","9인","순이동","건","0",
"전국","9인","시도내-시군구내이동","건","16",
"전국","9인","시도내-시군구간전입","건","7",
"전국","9인","시도내-시군구간전출","건","7",
"전국","9인","시도간전입","건","5",
"전국","9인","시도간전출","건","5",
"전국","10인이상","총전입","건","2",
"전국","10인이상","총전출","건","2",
"전국","10인이상","순이동","건","0",
"전국","10인이상","시도내-시군구내이동","건","2",
"전국","10인이상","시도내-시군구간전입","건","0",
"전국","10인이상","시도내-시군구간전출","건","0",
"전국","10인이상","시도간전입","건","0",
"전국","10인이상","시도간전출","건","0",
"서울특별시","계","총전입","건","82004",
"서울특별시","계","총전출","건","82030",
"서울특별시","계","순이동","건","-26",
"서울특별시","계","시도내-시군구내이동","건","17204",
"서울특별시","계","시도내-시군구간전입","건","29569",
"서울특별시","계","시도내-시군구간전출","건","29569",
"서울특별시","계","시도간전입","건","35231",
"서울특별시","계","시도간전출","건","35257",
"서울특별시","1인","총전입","건","62785",
"서울특별시","1인","총전출","건","59416",
"서울특별시","1인","순이동","건","3369",
"서울특별시","1인","시도내-시군구내이동","건","10621",
"서울특별시","1인","시도내-시군구간전입","건","21927",
"서울특별시","1인","시도내-시군구간전출","건","21927",
"서울특별시","1인","시도간전입","건","30237",
"서울특별시","1인","시도간전출","건","26868",
"서울특별시","2인","총전입","건","8107",
"서울특별시","2인","총전출","건","9153",
"서울특별시","2인","순이동","건","-1046",
"서울특별시","2인","시도내-시군구내이동","건","2534",
"서울특별시","2인","시도내-시군구간전입","건","3104",
"서울특별시","2인","시도내-시군구간전출","건","3104",
"서울특별시","2인","시도간전입","건","2469",
"서울특별시","2인","시도간전출","건","3515",
"서울특별시","3인","총전입","건","5608",
"서울특별시","3인","총전출","건","6856",
"서울특별시","3인","순이동","건","-1248",
"서울특별시","3인","시도내-시군구내이동","건","2038",
"서울특별시","3인","시도내-시군구간전입","건","2313",
"서울특별시","3인","시도내-시군구간전출","건","2313",
"서울특별시","3인","시도간전입","건","1257",
"서울특별시","3인","시도간전출","건","2505",
"서울특별시","4인","총전입","건","4461",
"서울특별시","4인","총전출","건","5339",
"서울특별시","4인","순이동","건","-878",
"서울특별시","4인","시도내-시군구내이동","건","1604",
"서울특별시","4인","시도내-시군구간전입","건","1828",
"서울특별시","4인","시도내-시군구간전출","건","1828",
"서울특별시","4인","시도간전입","건","1029",
"서울특별시","4인","시도간전출","건","1907",
"서울특별시","5인","총전입","건","859",
"서울특별시","5인","총전출","건","1033",
"서울특별시","5인","순이동","건","-174",
"서울특별시","5인","시도내-시군구내이동","건","333",
"서울특별시","5인","시도내-시군구간전입","건","321",
"서울특별시","5인","시도내-시군구간전출","건","321",
"서울특별시","5인","시도간전입","건","205",
"서울특별시","5인","시도간전출","건","379",
"서울특별시","6인","총전입","건","144",
"서울특별시","6인","총전출","건","186",
"서울특별시","6인","순이동","건","-42",
"서울특별시","6인","시도내-시군구내이동","건","57",
"서울특별시","6인","시도내-시군구간전입","건","61",
"서울특별시","6인","시도내-시군구간전출","건","61",
"서울특별시","6인","시도간전입","건","26",
"서울특별시","6인","시도간전출","건","68",
"서울특별시","7인","총전입","건","29",
"서울특별시","7인","총전출","건","33",
"서울특별시","7인","순이동","건","-4",
"서울특별시","7인","시도내-시군구내이동","건","14",
"서울특별시","7인","시도내-시군구간전입","건","8",
"서울특별시","7인","시도내-시군구간전출","건","8",
"서울특별시","7인","시도간전입","건","7",
"서울특별시","7인","시도간전출","건","11",
"서울특별시","8인","총전입","건","8",
"서울특별시","8인","총전출","건","9",
"서울특별시","8인","순이동","건","-1",
"서울특별시","8인","시도내-시군구내이동","건","2",
"서울특별시","8인","시도내-시군구간전입","건","5",
"서울특별시","8인","시도내-시군구간전출","건","5",
"서울특별시","8인","시도간전입","건","1",
"서울특별시","8인","시도간전출","건","2",
"서울특별시","9인","총전입","건","3",
"서울특별시","9인","총전출","건","5",
"서울특별시","9인","순이동","건","-2",
"서울특별시","9인","시도내-시군구내이동","건","1",
"서울특별시","9인","시도내-시군구간전입","건","2",
"서울특별시","9인","시도내-시군구간전출","건","2",
"서울특별시","9인","시도간전입","건","0",
"서울특별시","9인","시도간전출","건","2",
"서울특별시","10인이상","총전입","건","0",
