"행정구역(시군구)별","이동규모별","항목","단위","2018. 10 월",
"전국","계","총전입","건","409659",
"전국","계","총전출","건","409659",
"전국","계","순이동","건","0",
"전국","계","시도내-시군구내이동","건","141385",
"전국","계","시도내-시군구간전입","건","118677",
"전국","계","시도내-시군구간전출","건","118677",
"전국","계","시도간전입","건","149597",
"전국","계","시도간전출","건","149597",
"전국","1인","총전입","건","289339",
"전국","1인","총전출","건","289339",
"전국","1인","순이동","건","0",
"전국","1인","시도내-시군구내이동","건","82703",
"전국","1인","시도내-시군구간전입","건","85045",
"전국","1인","시도내-시군구간전출","건","85045",
"전국","1인","시도간전입","건","121591",
"전국","1인","시도간전출","건","121591",
"전국","2인","총전입","건","53102",
"전국","2인","총전출","건","53102",
"전국","2인","순이동","건","0",
"전국","2인","시도내-시군구내이동","건","23309",
"전국","2인","시도내-시군구간전입","건","15207",
"전국","2인","시도내-시군구간전출","건","15207",
"전국","2인","시도간전입","건","14586",
"전국","2인","시도간전출","건","14586",
"전국","3인","총전입","건","35269",
"전국","3인","총전출","건","35269",
"전국","3인","순이동","건","0",
"전국","3인","시도내-시군구내이동","건","17587",
"전국","3인","시도내-시군구간전입","건","10016",
"전국","3인","시도내-시군구간전출","건","10016",
"전국","3인","시도간전입","건","7666",
"전국","3인","시도간전출","건","7666",
"전국","4인","총전입","건","25350",
"전국","4인","총전출","건","25350",
"전국","4인","순이동","건","0",
"전국","4인","시도내-시군구내이동","건","13936",
"전국","4인","시도내-시군구간전입","건","6782",
"전국","4인","시도내-시군구간전출","건","6782",
"전국","4인","시도간전입","건","4632",
"전국","4인","시도간전출","건","4632",
"전국","5인","총전입","건","5512",
"전국","5인","총전출","건","5512",
"전국","5인","순이동","건","0",
"전국","5인","시도내-시군구내이동","건","3188",
"전국","5인","시도내-시군구간전입","건","1399",
"전국","5인","시도내-시군구간전출","건","1399",
"전국","5인","시도간전입","건","925",
"전국","5인","시도간전출","건","925",
"전국","6인","총전입","건","838",
"전국","6인","총전출","건","838",
"전국","6인","순이동","건","0",
"전국","6인","시도내-시군구내이동","건","505",
"전국","6인","시도내-시군구간전입","건","179",
"전국","6인","시도내-시군구간전출","건","179",
"전국","6인","시도간전입","건","154",
"전국","6인","시도간전출","건","154",
"전국","7인","총전입","건","190",
"전국","7인","총전출","건","190",
"전국","7인","순이동","건","0",
"전국","7인","시도내-시군구내이동","건","119",
"전국","7인","시도내-시군구간전입","건","37",
"전국","7인","시도내-시군구간전출","건","37",
"전국","7인","시도간전입","건","34",
"전국","7인","시도간전출","건","34",
"전국","8인","총전입","건","44",
"전국","8인","총전출","건","44",
"전국","8인","순이동","건","0",
"전국","8인","시도내-시군구내이동","건","28",
"전국","8인","시도내-시군구간전입","건","8",
"전국","8인","시도내-시군구간전출","건","8",
"전국","8인","시도간전입","건","8",
"전국","8인","시도간전출","건","8",
"전국","9인","총전입","건","12",
"전국","9인","총전출","건","12",
"전국","9인","순이동","건","0",
"전국","9인","시도내-시군구내이동","건","8",
"전국","9인","시도내-시군구간전입","건","3",
"전국","9인","시도내-시군구간전출","건","3",
"전국","9인","시도간전입","건","1",
"전국","9인","시도간전출","건","1",
"전국","10인이상","총전입","건","3",
"전국","10인이상","총전출","건","3",
"전국","10인이상","순이동","건","0",
"전국","10인이상","시도내-시군구내이동","건","2",
"전국","10인이상","시도내-시군구간전입","건","1",
"전국","10인이상","시도내-시군구간전출","건","1",
"전국","10인이상","시도간전입","건","0",
"전국","10인이상","시도간전출","건","0",
"서울특별시","계","총전입","건","86414",
"서울특별시","계","총전출","건","89350",
"서울특별시","계","순이동","건","-2936",
"서울특별시","계","시도내-시군구내이동","건","22967",
"서울특별시","계","시도내-시군구간전입","건","33005",
"서울특별시","계","시도내-시군구간전출","건","33005",
"서울특별시","계","시도간전입","건","30442",
"서울특별시","계","시도간전출","건","33378",
"서울특별시","1인","총전입","건","62190",
"서울특별시","1인","총전출","건","61015",
"서울특별시","1인","순이동","건","1175",
"서울특별시","1인","시도내-시군구내이동","건","12669",
"서울특별시","1인","시도내-시군구간전입","건","23399",
"서울특별시","1인","시도내-시군구간전출","건","23399",
"서울특별시","1인","시도간전입","건","26122",
"서울특별시","1인","시도간전출","건","24947",
"서울특별시","2인","총전입","건","10693",
"서울특별시","2인","총전출","건","12383",
"서울특별시","2인","순이동","건","-1690",
"서울특별시","2인","시도내-시군구내이동","건","4013",
"서울특별시","2인","시도내-시군구간전입","건","4319",
"서울특별시","2인","시도내-시군구간전출","건","4319",
"서울특별시","2인","시도간전입","건","2361",
"서울특별시","2인","시도간전출","건","4051",
"서울특별시","3인","총전입","건","7102",
"서울특별시","3인","총전출","건","8510",
"서울특별시","3인","순이동","건","-1408",
"서울특별시","3인","시도내-시군구내이동","건","3096",
"서울특별시","3인","시도내-시군구간전입","건","2861",
"서울특별시","3인","시도내-시군구간전출","건","2861",
"서울특별시","3인","시도간전입","건","1145",
"서울특별시","3인","시도간전출","건","2553",
"서울특별시","4인","총전입","건","5200",
"서울특별시","4인","총전출","건","6042",
"서울특별시","4인","순이동","건","-842",
"서울특별시","4인","시도내-시군구내이동","건","2540",
"서울특별시","4인","시도내-시군구간전입","건","2005",
"서울특별시","4인","시도내-시군구간전출","건","2005",
"서울특별시","4인","시도간전입","건","655",
"서울특별시","4인","시도간전출","건","1497",
"서울특별시","5인","총전입","건","1018",
"서울특별시","5인","총전출","건","1145",
"서울특별시","5인","순이동","건","-127",
"서울특별시","5인","시도내-시군구내이동","건","527",
"서울특별시","5인","시도내-시군구간전입","건","354",
"서울특별시","5인","시도내-시군구간전출","건","354",
"서울특별시","5인","시도간전입","건","137",
"서울특별시","5인","시도간전출","건","264",
"서울특별시","6인","총전입","건","153",
"서울특별시","6인","총전출","건","188",
"서울특별시","6인","순이동","건","-35",
"서울특별시","6인","시도내-시군구내이동","건","84",
"서울특별시","6인","시도내-시군구간전입","건","53",
"서울특별시","6인","시도내-시군구간전출","건","53",
"서울특별시","6인","시도간전입","건","16",
"서울특별시","6인","시도간전출","건","51",
"서울특별시","7인","총전입","건","45",
"서울특별시","7인","총전출","건","53",
"서울특별시","7인","순이동","건","-8",
"서울특별시","7인","시도내-시군구내이동","건","29",
